2800000007	Matthew
2a08070078	Maru kharana tingkang pambi marakta tare aduga tingkhang pambising aduna maduga loinana houminnaraktuna madubu namhatle.
2a080800ef	Atei marusing aduna leihao leiba leibak mathakta tare aduga hougatlaktuna thakhiba adugi saruk chama chama henna mahei yalle.” Amasung Ibungona masi hairaba tungda, khonjel houna hairak-i, “Tananaba nakhong panba mahak aduna tasanu.”
2a0809005d	Adudagi Ibungogi tung-inbasing aduna Ibungoda hanglak-i, “Pandam asigi wahanthok karino?”
2a080a00bc	Maduda Ibungona khumlak-i, “Tengban Mapu leibakki athuppa adu nakhoidadi khanghanbire adubu ateisingdadi makhoina una una udanaba aduga tana tana khangdanaba eina pandam oina ngangle.”
2a080b0043	“Pandam asigi wahanthokti asini: Maru adu Tengban Mapugi waheini.
2a080c00b9	Aduga lambida tariba marusing aduna Tengban Mapugi wa tarabasing aduni; adubu makhoina thajaduna kanbiba phangdanaba Devilna laktuna makhoigi thamoidagi Tengban Mapugi wa adu louthokhi.
2a080d00c7	Nunglakta taba marusing aduna Tengban Mapugi wa taraga haraona lousinbasing aduni, Adubu makhoigi marasingdu luna tadaba maramna makhoina matam khara thajaramlaga changyeng lakpa matamda hekta tukhi.
2a080e00cf	Tingkhang pambi marakta taba marusing aduna Tengban Mapugi wa tabasing aduni. Adubu punsigi langtaknaba, lanthum amadi punsigi harao nungaibana namhatkhi, amasung makhoigi maheidu keidoungeida heijing phade.
2a080f00bf	Adubu leihao leiba leibak mathakta taba marusing adudi Tengban Mapugi wa adu taraga aphaba amasung haiba injaba thamoida madubu chetna thamjaduna mahei pandriba phaoba khanglibasing aduni.”
2a081000af	“Mi kananasu thaomei than-gatlaga thumokna kupsinde nattraga kangkhada thamnade. Adubu manungda changlakpasing aduna mangal adu unanaba thaomei makhongda thaomei adu thammi.
2a0811006e	“Maramdi phongdokloidaba arotpa karisu leite, aduga khangloidaba nattraga phongloidaba athuppa karisu leite.
2a081200c0	“Maram aduna nakhoina karamna tabage haibadu cheksillu. Maramdi areiba mahak aduda henna pibigani aduga leitaba mangondagi mahakna leijei haina khanjaba khajiktang adu phaoba louthokkani.”
2a08130088	Adudagidi Jisugi mama amasung manaosingna mahakpu unaba laklammi, adubu miyam adugi maramna makhoina Ibungogi manakta changba ngamlamde.
2a0814007c	Amasung kanagumba amana Ibungoda hairak-i, “Ibungogi ima amasung inaosingna Ibungobu unaningbagi mapanda leptuna leiri.”
2a08150091	Maduda Jisuna khumladuna makhoi pumnamak aduda hairak-i, “Tengban Mapugi wa taraga madubu inba makhoi adu eigi ima amasung ichil-inaosingni.”
2a08160084	Nongma Jisuna magi tung-inbasingda hairak-i, “Eikhoi pat asigi wangmada chatsi.” Adudagi makhoina hida kakhattuna hidu hondokle.
2a081700de	Amasung makhoina asum hi honduna lakpada Ibungo tumthakhirammi. Adudagi ikhang khanghoudana akanba nonglei nungsit ama pat aduda humjillakle amasung hi aduda ising hajillaktuna makhoi pumnamak yamna khudongthibada tarammi.
2a08180129	Matamduda tung-inbasing aduna Ibungogi manakta laktuna mahakpu houdoktuna hairak-i, “Oja Ibungo, oja Ibungo! Eikhoi siba tare!” Maduda Ibungona hougatladuna nungsit amasung ithak ipom aduda lepnanaba yathang pirammi. Adudagi nonglei nungshit adu lepkhirammi amasung pumnamak tumin leikhirammi.
2a0819010e	Aduga Ibungona tung-inbasing aduda hanglak-i, “Nakhoigi thajaba adu kadaino?” Maduda makhoina akiba amadi angakpaga loinana amaga amaga hangnarak-i, “Mahak asi karamba mino? Mahakna nungsit amadi ithak-ipomda phaoba yathang pi aduga makhoina mahakna haiba illi.”
2a081a005d	Adudagi Jisu amadi mahakki tung-inbasingna Galilee ipak lanthoktuna Gerasa lamdamda laklammi.
2a081b00e7	Amasung Jisuna hidagi kangphalda kumthaba matam aduda sahar aduda leiba lai phattaba changba nupa amaga thengnarammi. Mahak matam kuinadagi maphi marol settana leirammi amasung mayumda leiramde. Adubu mahak mongphamsingda leirammi.
2a081c00de	Mahakna Jisubu hek ubaga kanna laoraduna Ibugogi khuyakhada tuthajaraga ahouba khonjelda hairak-i, “Jisu, Wangthoiraba Tengban Mapugi Macha, nangga eiga kari mari leinabage? Eina nangonda haijari, eibu awaba pibiganu.”
2a081d0159	Mahakna asumna hairibasi Jisuna hanna phattaba thawai aduda mangondagi chatkhinaba yathang pibagi maramnani. Phattaba thawai aduna mahakpu kayarak hanna pharammi, aduga mahakpu phajinduna makhong makhut yotling phalang chanduna thamlabasu mahakna madu pumnamaktu thadatli aduga phattaba thawai aduna chingduna mahakpu lamhang tumhangda puthok-i.
2a081e009e	Adudagi Jisuna mangonda hanglak-i, “Naming kari kou-i?” Maduda mahakna khumlak-i, “Tenggol kou-i.” Maramdi mangonda lai phattaba mayam ama changlammi.
2a081f007a	Adudagi lai phattabasing aduna Ibungoda makhoibu makha naidaba komda chatnanaba yathang pibidanaba hanna hanna haijarammi.
2a082000c9	Aduga yamlaba ok sanggu ama manak nakpa chingmai aduwaida machinjak chaduna leirammi. Amasung phattaba laising aduna Ibungoda makhoibu oksing aduda changhanbinaba haijare. Aduga maduda Ibungona yabire.
2a08210095	Adudagi lai phattabasing aduna nupa adudagi thoraktuna oksing aduda changlammi amasung angamba chingmai adudagi patta chentharaklaga iraknaduna sire.
2a0822006b	Ok senbasing aduna thokkhiba thoudok adu ubada chenkhiduna saharsing amadi khul khulsingda pao adu talammi.
2a082300ff	Aduga thoudok adu yengnaba misingna thoraklammi. Adudagi makhoina Jisugi manakta lakpa matamda lai phattaba changlambadagi thokkhraba nupa adu maphi settuna wakhal tana Jisugi khuyada phamduna leiba adu makhoina thengnarammi amasung maduda makhoi kirammi.
2a0824007c	Amasung thoudok adubu uhouba mising aduna phattaba lai changba nupa aduna kamdouna phakhibage haibadu mising aduda tamlammi.
2a082500d7	Adudagi Gerasa-gi akoibada leiba miyam apumba aduna Jisuda mapham adu thadoktuna chatpikhinaba haijarammi, maramdi makhoi adukki matik kirammi. Maram aduna Jisuna hida tongladuna mapham adu thadoknaba touba matamda,
2a08260093	Lai phattaba changlamba nupa aduna Jisuda haijarak-i, “Eihaksu Ibungoga loinana chatchage.” Adubu Jisuna asumna hairaduna nupa adu thakhirammi,
2a082700d4	“Nahakna yumda handuna Tengban Mapuna nangonda kayada chaoba thabak toubikhre haibadu tamlu” Aduga nupa aduna chatkhraga Jisuna mangonda kayada chaoba thabak toubikhibage haibadu sahar sinba thungna tamlammi.
2a08280079	Jisuna patki wangmada halakpa matamda miyamna mabu haraona oklammi, maramdi makhoi pumnamakna Ibungobu ngaiduna leirammi.
2a08290086	Adudagi maming Jairus kouba synagogue-ki luchingba ama laktuna Jisugi khuyada tuthajaduna mahakki yumda Ibungona lakpinaba haijarammi,
2a082a00a1	Maramdi mahakki chahi taranithoi surabi amata pokchabi machanupi sigadourammi. Aduga Jisuna lambida lakpada miyam aduna Ibungogi maikei khudingmakta yomsillammi.
2a082b00cc	Makhoisingdugi marakta chahi taranithoi chupna ee taduna naraklabi ama yaorammi. Mahakna laiyengba mi kaya amada mahakki leijaba pumanmak puthoktuna layenglurabasu kana amatana mahakpu phahanba ngamlamde.
2a082c007b	Amasung mahakna Ibungogi tungda laktuna Ibungogi phijida sokcharammi aduga khudak aduda mahakki ee taramba adu lepkhirammi.
2a082d00b9	Maduda Jisuna hanglak-i, “Kanana eingonda sokhibage?” Aduga pumnamakna sokte hairabada, Peter-na Ibungoda hairak-i, “Oja Ibungo, Mi pumnamakna Ibungoda omsinduna insinnabanani.”
2a082e006f	Adubu Jisuna hairak-i, “Kanagumba amana eibu sokkhre maramdi eingondagi panggal thokkhiba adu ei khangngi.”
2a082f00fb	Adudagi nupi aduna lotpa yararoi haiba khanglabada tanik tanikna laklaga Ibungogi khuyada tuthajarammi. Aduga mahakna Ibungoda kari maramgidamak sokkhiba aduga kamdouna mahakki anabadu khudaktuda phakhibage haibadu miyam adugi mangda mahakna haidokle.
2a0830006b	Maduda Ibungona mangonda hairak-i, “Ichanupi, Nanggi thajabana nahakpu phahanbire; ingthana chatcharo.”
2a083100ba	Jisuna wa asi hairingei matamduda synagogue-ki luchingba Jairus-ki yumdagi paopuba mi ama laktuna Jairus-ta hairak-i, “Nahakki nachanupi sire, aduna oja Ibungobu amuk wahalluraganu.”
2a0832006c	Hairiba adu tabada Jisuna Jairus-ta hairak-i, “Kiganu, thada thajou aduga mahakpu soidana phahanbigani.”
2a08330094	Adudagi makhoina Jairus-ki yumda thunglabada, Jisuna Peter, John, Jacob amadi nupimacha adugi mama mapa nattana kana amatabu manungda changhallamde.
2a08340096	Aduga mi pumnamakna nupimacha adugidamak kaplammi amasung tengtha nawoirammi. Adubu Jisuna hairak-i, “Kapkanu, mahak siba natte, mahak tumlibani.”
2a08350048	Maduda makhoi pumnamakna mahak sire haiba khangbana Ibungobu noknarammi.
2a08360052	Adubu Jisuna mahakki makhuttu pairaduna houna hairak-i, “Nupimacha, hougatlu.”
2a083700a5	Maduda nupimacha adugi thawaidu amuk hallaktuna mahak khudak aduda lepkhatlakle. Adudagi Jisuna nupimacha aduda chananaba karigumba khara pinanaba makhoida hairammi.
2a08380092	Amasung nupimacha adugi mama mapa adu ingak ngaklammi, adubu thokhiba thoudok adu mi kana amatada tamthoktanaba Ibungona makhoida yathang pirammi.
2a090100a3	Nongma Jisuna tung-inba taranithoibu punna kouraduna lai phattaba pumnamakpu tanthokpa ngamnaba amadi laina makheibu phahanba ngamnaba panggal amadi matik pirammi.
2a0902006c	Adudagi Ibungona makhoibu Tengban Mapugi ningthou leibak sandoknaba amasung anabasingbu phahannaba tharammi.
2a09030097	Aduga mahakna makhoida hairak-i, “Nakhoina chatpa matamda khongchat adugidamakta cheisu, khao, chananaba pot, sen amadi phurit phaoba anisuna puganu.
2a09040049	Nakhoina changba yum aduda nakhoina mapham adu hek thadoktriphaoba leiyu.
2a0905009e	Aduga kanagumbana nakhoibu lousindrabadi nakhoina sahar adu thadokpa matamda makhoigi mathakta cheksin wa oinanaba nakhoigi khongya uphul adu kanthoklammu.”
2a09060095	Adudagi makhoina mapham adu thadoktuna khunggang khunggangsingda chattuna mapham khudingmakta Aphaba Pao sandoklammi amasung anabasingbu phahallammi.
2a090700b0	Galilee-gi leingak mapu Herod-na Jisuna touriba pumnamaksing asi tabada mahak yamna chamamnarammi. Maramdi baptize toubiba John asibadagi hinggatkhre haina mi kharana hairammi.
2a090800b7	Aduga atoppa kharana Elijah thorakle hairammi aduga atoppa kharana amuk mamangngeigi Tengban Mapugi wa phongdokpiba maichousinggi maraktagi ama sibadagi hinggatlakle haina hainarammi.
2a090900a6	Maduda Herod na hai, “John-di eina mangak kak-hankhrabani; adu oiragadi, eina pao mayam ama tariba mahak asina kanano?” Adudagi mahakna Jisubu unanaba hotnarammi.
2a090a00bd	Aduga pakhonchatpasingna halaklabada makhoina toukhiba pumnamaksing adu Jisuda tamlammi. Adudagi Ibungona makhoibu puraduna makhoikhaktamak Bethsaida sahargi achikpa mapham amada chatlammi.
2a090b00b3	Adubu miyam aduna madu khangladuna Ibungogi matung illaklammi. Amasung Ibungona makhoibu taramna okladuna Tengban Mapu leibakki maramda takpirammi amadi anabasingbu phahanbirammi.
2a090c0107	Numit taramdai matamda tung-inba taranithoi aduna Ibungogi manakta changlaktuna hairak-i, “Miyam asina akoibada leiba khungangsingda amadi khunsingda chattuna thungpham chapham thijarunaba makhoibu thabikhro. Maramdi eikhoina leiriba asi mi tadaba lamhangni.”
2a090d00f8	Maduda Jisuna makhoida hairak-i, “Nakhoina makhoida chananaba karigumba khara piyu.” Makhoina khumlak-i, “Eikhoina chattuna miyam pumnamak asigi chananaba leiruba nattragadi, eikhoida leiriba haibabu tal manga amadi nga ani asida mangaire.”
2a090e00a4	Maramdi mapham aduda nupa lising mangarom leirammi. Adudagi Jisuna tung-inbasing aduda hairak-i, “Mising adubu mi yangkhei yangkheigi kangbu semduna phamhallu.”
2a090f0045	Aduga tung-inbasing aduna adumna touduna makhoi pumnamakpu phamhalle.
2a091000cd	Adudagi Jisuna tal manga amadi nga ani adu louraga swargada yengkhattuna Tengban Mapubu thagatchare. Aduga Ibungona talsing amadi nga adu segairaduna miyam aduda yenthoknanaba mahakki tung-inbasingda pire.
2a091100a9	Amasung makhoi pumnamakna mapuk thanna chare. Aduga makhoina chabagi lemhouba tal amasung nga machetsing adu Ibungogi tung-inbasingna thumok taranithoi thanna khomgatle.
2a091200b6	Nongma Jisuna mathanta haijaduna leirammi. Amasung mahakki manakta tung-inbasing khaktamak mahakka loinarammi. Ibungona makhoida hanglak-i, “Miyamna eibu kanani haina hainabage?”
2a091300f0	Maduda makhoina khumlak-i, “Mi kharanadi Ibungobu baptize toubiba John-ni hainei, aduga mi kharana Elijah-ni hai, aduga mi khara amanadi mamangeigi Tengban Mapugi wa phongdokpiba maichousinggi maraktagi amana amuk hingatlakpani hainei.”
2a091400ac	Adudagi Ibungona makhoida hanglak-i, “Adubu nakhoinadi eibu kanani hainabage?” Maduda Peter-na khumlak-i, “Ibungo nahakti Tengban Mapuna thabirakpa Christta aduni.”
2a0915004c	Adudagi Jisuna makhoida madu mi kanadasu haidananaba akanba yathang pirammi.
2a091600f5	Aduga Jisuna makhoida asimasu hairak-i, “Migi Machanupa adu awaba nangba tai aduga ahal lamansing, athoiba purohitsing amasung wayel yathanggi ojasingna mahakpu yadaba tai. Mahakpu hatkani, adubu humni suba numitta mahakna amuk hinggatkani.”
2a091700b5	Adudagi mahakna makhoi pumnamakta hairak-i, “Kanagumba amana eigi itung inninglabadi, mahakna masabu yajadasanu aduga numit khuding masagi cross thanggatchaduna eigi itung insanu.
2a0918008f	Kanagumba amana mathawai kanjaba pamlabadi madu mangjagani, adubu eigi maramgidamak mathawai mangjarabadi mahakki thawai adu kanba phangjagani.
2a09190079	Mi amana taibangpan apumba phangjaraga mahak masamak mangjarabadi nattraga maithijarabadi, mahakki kari tongjaba leibage?
2a091a00cc	Kanagumbana eigidamak amasung eigi waheigidamak ikairabadi, Migi Machanupa aduna mahak masagi, Mapagi amadi asengba swarga dutsinggi matik mangalga loinana lenglakpa matam aduda mahak adugidamak ikaigani.
2a091b009b	Eina nakhoida tasengnamak hairibasini, mapham asida lepliba makhoi kharadi Tengban Mapugi ningthouleibak aduna lakpa udriba phaoba sibagi mahao tangloi.”
2a091c009c	Ibungona waheising asi haikhiba matung numit nipannimukki matungda, Peter, John amadi Jacob-pu puraduna Ibungona ching amada haijananabagidamak kakhatlammi.
2a091d0068	Aduga Ibungona haijaringeida Ibungogi maithong honglakle aduga mahakki phijondu nganna langna ngourakle.
2a091e0076	Amasung ikhang khanghoudana nupa anikhak thoraktuna Ibungoga wari sanarammi. Makhoi ani adudi Moses amasung Elijah-ni.
2a091f00d4	Makhoina swargagi matik mangalga loinana thoraklammi. Amasung makhoina, Ibungona thuna thunghangadouriba Tengban Mapugi thourang haibadi mahakna Jerusalemda sibigadouba matou adugi maramda Jisuga wari sannarammi.
2a092000a7	Peter amasung mahakka loinabasing adudi ningngaidana tumlammi, adubu makhoina hougatpa matamda Jisugi matik mangal amadi mahakka loinana lepminnariba nupa ani adu ure.
2a09210139	Aduga Moses amadi Elijah-na Jisuga khainaramdai matam aduda Peter-na Ibungoda hairak-i, “Oja Ibungo, eikhoina mapham asida leijabasi eikhoigidamak kayada phakhraba! Eikhoina sang ahum, Ibungogi ama, Moses-gi ama, amasung Elijah-gi ama sasi.” (Mahakna haijariba adu kari hairibano haiba Peter-na khangjaramde.)
2a0922008f	Mahakna nganglingeimaktada leichil ama thoraktuna makhoibu khanjinlammi; aduga leichil aduna makhoibu kupsinba aduda tung-inbasing adu kirammi.
2a09230080	Adudagi leichil marak adudagi khonjel amana hairak-i, “Masi eina khandoklaba eigi nungsiraba Ichanupani, mahakna haiba tao!”
2a092400ed	Khonjel aduna lepkhraba matungda tung-inbasing aduna mapham aduda Jisukhaktamak leiba urammi. Aduga thokkhiba pumnamaksing adugi maramda makhoi tumin leirammi amasung makhoina ukhibasing adu matam aduda makhoina mi kanadasu tamthoklamde.
2a09250065	Mathanggi numitta makhoina chingthaktagi kumtharaklammi, aduga yamlaba miyam amana Ibungoga unarammi.
2a0926009d	Aduga miyam adugi maraktagi nupa amana laoraduna hairak-i, “Oja, eina nangonda haijari, eigi ichanupa asibu yengbiyu, mahak eigi amata ngairaba ichanupani.
2a092700e5	Phattaba thawai amana mahakpu phajinduna mahakpu khanghoudana lao-khonghalli aduga mahakpu tamthina nikhanduna mayada konggol kahalli. Aduga mahakpu thina asok apan thokhallaga phattaba thawai adu thokningdana mangondagi thokkhi.
2a09280074	Eina Ibungogi tung-inbasingda phattaba thawai adubu tanthokpinaba haijarambani, adubu makhoina tanthokpa ngamdre.”
2a092900cf	Maduda Jisuna hairak-i, “He thajaba leitaba amadi phattaba miron! Kayam kuina eina nakhoiga leiminnaduna khangkhigadage?” Adudagi Ibungona nupa aduda hairak-i, “Nachanupa adu maphamasida pusillak-u.”
2a092a00e8	Nupamacha aduna changlakpa matam adudasu phattaba thawai aduna mahakpu leimaida inthuduna mahakpu tamthina nikhallammi. Adubu Jisuna phattaba thawai aduda yathang piraduna nupamacha adubu phahanbiraga, mahakpu mapada amuk pibirammi.
2a092b00c2	Aduga makhoi pumnamakna Tengban Mapugi matik leiraba pangal aduda yamna ngaklammi. Jisuna toukhibasing aduda miyam aduna ingak ngaktuna leiringeida Ibungona mahakki tung-inbasing aduda hairak-i,
2a092c006d	“Eina haigadouriba wasing asi pukning changna tao! Migi Machanupa adubu misinggi makhutta pithokkadouri.”
2a092d00dd	Adubu Ibungona hairiba adu karino haiba tung-inbasing aduna khangba ngamlamde. Makhoina madu khangba ngamdanaba wa adugi nunggi oiba wahandok adu lottuna thamlammi. Aduga makhoina madugi maramda Ibungoda hangbasu kirammi.
2a092e006a	Adudagi makhoigi marakta kanana khwaidagi henna chaobage haiduna tung-inbasinggi marakta yetnaba hourammi.
2a092f0069	Makhoina khalliba wakhal adu Jisuna khangladuna apikpa angang amabu pairaduna mahakki nakalda lephallaga,
2a09300104	Makhoida hairak-i, “Kanagumbana apikpa angang asibu eigi mingda lousillabadi eibu lousinbani; aduga kanagumbana eibu lousillabadi eibu tharakpa Ibungo mahakpu lousillabani. Maramdi nakhoigi maraktagi khwadagi tonthajaba mahak aduna khwadagi chaoba oigani.”
2a093100c9	Aduga John-na hairak-i, “Oja Ibungo, eikhoina Ibungogi mingda lai phattabasing tanthokpa mi ama ujei amasung eikhoina mangonda madu toknanaba hairammi maramdi mahak eikhoigi irakta yaoba mi natte.”
2a0932006a	Maduda Jisuna hairak-i, “Mahakpu thingluganu, maramdi eikhoigi maiyokta leitaba mahak adu eikhoigini.”
2a09330068	Jisubu swargada loukhatkadaba matam adu naksillaklabada Ibungona Jerusalemda chatnanaba chetna leplammi.
2a09340076	Aduga Ibungona mahakki thungpham thourang tounanaba pao-pubasingbu mahakki mang thana Samaria-gi khunggangda tharammi.
2a09350073	Adubu mapham adugi misingna mahakpu lousillamde. Maramdi Ibungona Jerusalemda chatlibani haibadu sengna khanglammi.
2a093600b7	Aduga tung-inba Jacob amadi John-na madu ubada, makhoina Jisuda hairak-i, “Ibungo, Elijah-na toukhibagum makhoibu mang-hannaba eikhoina swargadagi mei kouthaba Ibungona pambibra?”
2a09370089	Maduda Jisuna makhoida onsillaktuna makhoibu cheirammi, aduga hairak-i, “Nakhoi karamba thawaigi oiba misingno haibadu nakhoi khangdre.
2a093800be	Maramdi Migi Machanupa adu migi punsibu manghannanaba lakpa natte adubu makhoibu kanbinanaba lakpani.” Adudagi Jisu amasung mahakki tung-inbasing aduna atoppa khunggang amada chatkhirammi.
2a09390092	Aduga makhoina lambida asum chatlingeida kanagumba nupa amana Jisuda hairak-i, “Ibungona chatpa mapham khudingda eina Ibungogi tung-injagani.”
2a093a00a6	Maduda Jisuna mangonda hairak-i, “Lamhuisinggi makon lei, aduga atiyagi ucheksingsu mahum lei, adubu Migi Machanupa adugidi makok ngathapham mapham phaoba leite.”
2a093b009c	Aduga Ibungona atoppa nupa amada hairak-i, “Itung illu.” Adubu nupa aduna hairak-i, “Ibungo, eina yumda hanna hanjaduna ipabu leiron chanjarukhige!”
2a093c0093	Maduda Jisuna mangonda hairak-i, “Asibasingna masagi asibasingbu leiron chanjasanu; adubu nahakti chattuna Tengban Mapugi leibak adu sandok-u.”
2a093d00a0	Aduga atoppa amanasu hairak-i, “Ibungo, eina nanggi natung injagani, adubu eina hanna yumda hanjaduna eigi imung manunggi misingda khainabagi wa haijaruge.”
2a093e0087	Adubu Jisuna mangonda hairak-i, “Langgol khutna pairaga tunglomda yengba mi kana amatana Tengban Mapugi leibakkidamak matik chade.”
2a0a0100ac	Madugi matungda Ibungona atoppa humphutaranithoi khandoktuna makhoibu ani ani semlaga mahakna chatkadaba sahar khudingda amadi mapham khudingda mahakki mang thana tharammi.
2a0a0200ab	Aduga Ibungona makhoida hairak-i, “Lokkadaba loudi yammi, adubu lokpinaba midi yamde; maram aduna mahakki lou lokphamda thabak suba mi thabiraknaba lourok mapuda haijou.
2a0a030042	Chatlu! Eina nakhoibu keisalsinggi marakta yao machasinggum thari.
2a0a04006a	Nakhoina sengao, khao nattraga sandal puduna chatkanu aduga lambida kanagasu kouna-saknabagidamak panganu.
2a0a05006e	Adubu nakhoina kanagumbagi yumda changba matamda asumna hanna haiyu, ‘Yum asigi mathakta ingthaba oisanu.’
2a0a0600e9	Aduga imung aduda kanagumba ingthaba pamba mi leiramlabadi nakhoigi ingthabagi yaipha-thoujal adu mahakki mathakta leisanu. Adubu ingthaba pamba mi leiramdrabadi nakhoina pikhiba ingthabagi yaipha-thoujal adu nakhoida amuk halaksanu.
2a0a0700c0	Aduga nakhoibu lousilliba imung aduda makhoina pirakpasing adu cha-thaktuna leiyu maramdi thabak suba mina magi asuman phangba matik chai. Amasung nakhoina yum amadagi amada khoihong hongganu.
2a0a080067	Nakhoina sahar amada changba matamda nakhoibu taram taramna lousillabadi nakhoida pija pijaba adu chao.
2a0a090087	Aduga mapham aduda leiba anabasingbu phahallammu amasung makhoida haiyu, ‘Tengban Mapugi ningthou leibak adu nakhoida naksillakle.’
2a0a0a0075	Adubu nakhoina saharda changba matamda misingna nakhoibu taramna lousindrabadi maphamdugi lambisingda chattuna haiyu,
2a0a0b00b4	‘Eikhoigi khongyada pakliba nakhoigi sahar asigi uphul asiphaoba eikhoina nakhoigi maiyokta kanthoklabani. Adumakpu Tengban Mapugi leibak adu naksillakle haiba asi ningsing-u!’
2a0a0c0061	Eina nakhoida hairiba asini, madudi Wayenba Numit aduda sahar adudagidi Sodom-na henna saphagani!
2a0a0d00f2	“He Chorazin, nangdi awabanida! He Bethsaida, nangdi awabanida! Maramdi nakhoida toukhiba angakpa thabaksing adu Tyre amadi Sidon-da touramlabadi makhoina bora phi settuna amadi utta phamduna mamang mamangda paptagi pukning honglamgadabani.
2a0a0e0046	Aduga wayenba numitta nakhoidagidi Tyre amadi Sidonna henna saphagani.
2a0a0f0063	Aduga he Capernaum! Nangbu swargada thanggatpigadra? Natte, nangdi khamnung leibakta hunthagani.”
2a0a1000df	Adudagi Jisuna mahakki tung-inbasingduda hairak-i, “Nakhoigi wa taba mahak aduna eigi wa tarabani; aduga nakhoibu yadaba mahak aduna eibu yadabani; amasung eibu yadaba mahak aduna eibu tharakpa Ibungo mahakpu yadabani.”
2a0a1100b1	Adudagi tung-inba humphutaraithoi aduna haraona halaktuna Jisuda hairak-i, “Ibungo, eikhoina Ibungogi mingda yathang pibada lai phattabasingna phaoba eikhoigi yathang illi!”
2a0a12005a	Jisuna makhoida hairak-i, “Swargadagi nongthang kuppagumna Satan-na tarakpa eina urammi.
2a0a1300b7	Yengngu, nakhoina lil amadi brichiksinggi mathakta netnanaba aduga Yeknaba adugi panggal pumnamakpu ngamnanaba eina nakhoida matik pire, aduga karigumba amatanasu nakhoibu sok-halloi.
2a0a140085	Adumakpu, lai phattabasingna nakhoina haiba illi haibagidamak haraoganu; adubu swargada nakhoigi ming ikhre haibagidamak haraojou.”
2a0a150144	Matam adumaktada Jisu Thawai Asengbagi mapanna haraobana thalladuna hairak-i, “He Ipa, swarga malem pumnamakki Mapu Ibungo! Eina nahakpu thagatchari maramdi nahakna hiramsing asibu asingbasing amadi akhang-aheisingdagi lottuna thambiraga apikpa angangsing asida phongdokpire. Hoi, Ipa, masimak nahakki naphamdadi apenbani.
2a0a1600f5	“Eigi Ipana hiram pumnamak eingongda sinabire. Aduga Mapa adu nattana kananasu machanupa adubu khangde amasung machanupa adu nattana aduga mapa adubu phongdoknaba machanupa aduna khandokkhraba makhoi adu nattana kananasu mapa adubu khangde.”
2a0a17009c	Adudagi Jisuna tung-inbasing aduda onsillaktuna tonganna makhoikhaktada hairak-i, “Nakhoina houjik uriba asibu uba phangjariba nakhoi kayada yaiphakhraba!
2a0a1800de	Eina nakhoida hairi, Tengban Mapugi wa phongdokpiba maichou amadi ningthou kayana nakhoina uriba asibu ujaninglammi adubu makhoina uba phangkhide. Aduga nakhoina taba adubu makhoina tajaninglammi adubu makhoina takhide.”
2a0a1900a0	Nongma wayel yathanggi oja amana hougatlaga Jisubu chang yengladuna wahang ama hanglak-i, “Oja Ibungo, lomba naidaba punsi phangnaba eina kari toujagadage?”
2a0a1a005e	Maduda Jisuna khumlak-i, “Wayel yathangna kari haibage? Madu nahakna kamdouna handokpage?”
2a0a1b00f1	Nupa aduna khumlak-i, “‘Nahakna nahakki Tengban Mapu, MAPU IBUNGO-bu thamoi apumba, thawai apumba, panggal apumba, amadi pukning wakhal apumba yaona nungsigadabani;’ aduga ‘nahakki yumlon keironnababu nasamakkum nungsigadabani.’”
2a0a1c0053	Jisuna khumlak-i, “Nahakna chumna khumle; madumak tou, aduga nahakna hinggani.”
2a0a1d0076	Adubu wayel yathanggi oja aduna achumba sajaningduna Jisuda hairak-i, “Adudi eigi yumlon-keironnababu adu kanano?”
2a0a1e00dd	Maduda Jisuna khumlak-i, “Nongma nupa amana Jerusalemdagi Jericho tanna chatlingeida huranbasinggi makhutta tarammi. Makhoina mahakki maphi marol munbire amasung mahakpu sigadaba makhei phubiraga hundoklamduna chatkhre.
2a0a1f0083	Tanja adumaktada kanagumba purohit ama lambi aduda laklammi. Amasung mahakna nupa adubu ubada lambigi nakanda theidoktuna chatkhre.
2a0a200074	Matou adugumduna levigi nupa amasu lambi aduda laklaga nupa adubu ubada lambigi atoppa nakanda theidoktuna chatkhre.
2a0a210093	Adubu kanagumba Samaria-gi mi amana lambi adomda asum langphei lakpada nupa adu thengnare amasung nupa adubu ubada mahakki thamoida nungsiba pokle.
2a0a2200e0	Adudagi mahakna nupa adugi manakta changsinduna asokpa mapham aduda thao amadi yu heibiduna phina kisinbire. Aduga mahakna nupa adubu mahak masamakki lola aduda tonghanduna mithungsang amada pusinbiraga mahakpu seba toubire.
2a0a2300de	Mathanggi numitta mahakna denari ani louthoktuna mithungsang pannaba nupa aduda piraduna hairak-i, ‘Mahakpu ningthina yengsinbiyu, aduga masidagi henna mangonda chading touba pumnamak eina halakpa matamda singgani.’”
2a0a24008b	“Houjik nahakki wakhalda makhoi ahum asigi manungda karambana huranbagi makhutta taraba nupa adugi yumlon-keirolnabani haina khanbage?”
2a0a2500aa	Maduda wayel yathanggi oja aduna khumlak-i, “Nupa aduda minungsi utpiriba mahak aduni.” Adudagi Jisuna nupa aduda hairak-i, “Chatlu, aduga madugumna nahaksu tou.”
2a0a2600a2	Jisu amasung mahakki tung-inbasingna asum lakpada makhoina khunggang amada thunglammi. Amasung maming Martha koubi nupi amana Ibungobu mayumda taramna kousinjare.
