2800000006	Matiyu
290f010094	ni bwu ble frist bi nikon ba shubi ni bi nikon gbua u bi nha u tra rji ni yahudawa wa babi suronmua ba vu yesu lo nda njiu nda hi ba kau nno Bilatus
290f02003e	Bilatus myeu awu yi u ehu Yahudawa? a sa ni wu andi u tre toki
290f030027	frist bi nikon ba nhau ni kpi gbugbu wu
290f04004d	Bilatus a la mye u na hla na ka nche? to gbugbu tre wa ba ki nha wu ni tu mba
290f05002e	yesu ana la sa ni Bilatus ngana wa anno mamaki
290f06005d	to ni ntto u gan Bilatus a ta chi ndi bi la tre ri wa he troa chuwa indi wa ba kabre ni tu ma
290f070029	u igu ni mbru bi la tre ba latre u wu ndi
290f08003b	ijubu ndi ba ye niye Bilatus ndu tie ikpie waazi tie rji mu
290f090039	Bilatus ka sa bawu bi nyem ndu me kah chu yahudawa chuwo?
290f0a0029	a to nda ni tu ngu mba baka vu yesu njiwu
290f0b004e	amma nji frist ba ba con jbu ndi ba ndu ba yar gro ndu ba ka Barabbas mba cuwo
290f0c003e	Bilatus a la mye mba ngarli a hi ngye mba tie ni chu Yahudawa?
290f0d0015	ba la gro ngali klowu
290f0e0039	Bilatus mye ba a latre ngye a tie? u ba tutu yar gre clou
290f0f0066	Bilatus a son tie kpie a ba wa nda ka Barabbas cuwo ni ba wu a pua yesu tre rli nda kau nno ba kpa klo
290f100042	soja ba bu nji nda hi ni tra u bla tre nda u yo soja ba wawuu kabi
290f110039	ba lo tuma ni pli u ma klo ntme wiwrli nda con con lo nha
290f12002f	ba wlu nda ciu ndatre ndu rji ziu iclu yahudawa
290f13005c	ba grji tsiu ni tu ni gbugban u con ma nda ju nte ta sur ba kuqu gbarju nda kudran ni kbu ma
290f14003f	sa ba chauya ba chu pii u tuma rju hi ni wrji wa ba hi kpam wua
290f150051	indi ri siman u gbu siren sia ye rji gburi ba vu ni gbengble to ban kukron krossa
290f160030	soja ba nji yesu hi ni wrji wa ba yo ndi golgota
290f17002d	ba nno ma kabi ba mur wa a kama nda na soh na
290f18002c	ba kpan wu nda vu klon ma rli nra ni kpa mba
290f190025	ba kpan u ni tu kukron ni ntton u tra
290f1a0034	ba nha ni ple kukron ni ikpie a ba nhaua ichu yaluda
290f1b0037	ba kpanwu ni bi ybi harli iri ni wo rli u ri ni wo kota
290f1c003b	i wa yi ye tsar ni tre rji wa a hla ba bla kabi ni bi latre
290f1d007c	biwa ba ka ki hia ba zren da ni whu tu nda ni tre yowa iwuwa u zii tra rji ni meu ni mi vi tra nra kpame ndi grji ni kakrona
290f1e003a	nji frist ni bi nha ba ba chauyaya ngame ni kpa mba da tre
290f1f0035	a ndi a kpa bai cuwo amma nda na to kpa kpama cuwo na
290f200089	ndu kristi ichu israilawa ba grji ni gran kukron a ye meme zizanyi ndu ki to ndi kpa nyme ni wu bi wa ba kpan ba ni yesu ba hlo tre ni me
290f210037	ni ntton u tane ibwu ye kah gbu wawuu hi ni ntton u tia
290f220071	ni ntton u tia yesu ka yar yi gbagban me eloi eloi lama sabachthani? wa hi irji mu irji mu u tie he rli kame don?
290f230046	bi wa ba kli wi riha kia ba wo lan tre ma nda tre din to ba a si Iliya
290f240082	indi ri tsutsu ka yo rlikpanma ni ma waasa nda kason ni gbondo kpala nda kanno ndu soh igua tre din ki to ka Iliya ni ye njiu grji
290f250027	ni ki yesu ka yar yi gbangban me nda qu
290f26003d	ipli u tra rjia ka yra tie harli rji ni tu mu grji hi kogboma
290f2700c1	da jirmi wa kli nda si ya yesu a to ndi yesu qu ye to wa a tre din njanjimu igu yi ana vren rji imba bari ngame baki gbigbanmu nda kia yah vimi mba ana ba maryamu ba mag daliya maryamu u salomi
290f290052	wa a he ni Galili ba hu nda ta tie ndu wu imba gbugbu u ngame ba huhi ni urshalima
290f2a0038	wa yalu tiea don he u mlaki ivi wa baka rjo ri ni sabath
290f2b008f	Yusufu indi u Arimathiya ye ni ki ana ri ri bi lo chu ndi wa bata nno grima nda sia gben mulki rji avu sran nda shi ni Bilatus nda mye kmo yesu
290f2c003b	Bilatus tie sisri ndi yesu qu ayo jirme a nda wo ka yesu qu
290f2d0042	da Bilatus a wo ni nyu jirmea ndi yesu qu ye a nno kmboa ni Yusufu
290f2e0098	Yusufu ana le plia ye a grji kumo ni grani kukrona nda lou ni pli nda nji he ka yo ni beh wa ana tita wa ba tsen mlatie a tru tita hra beh a ka nyu beha
290f2f0043	maryamu ba mag daliya ni Maryamu iyi yosi ba to bubu wa ba rju yesu
291001006d	niwa i vi u asabarchi a wuce Maryamu ba magadaliya mba salome ba ka nji izyi kpa ye nde ba gban ni yesu nikpa
291002003d	ni bwubwu ble ni vi mule u satia u ba hi ni beh ni nza hongan
2910030045	u ba myen kpamba a di a nhan ni nyiu tita rju ni tawu ni yiu beh hia?
2910040045	u ba nzu shishi ya na toh ba nyiu tita rju ye tita a ki kle ma gbenme
291005004d	u ba luri ni mi na toh vren nze ri sur nklo kinkle son ni wo kori uba bwu yiu
2910060079	wa hla ni bawu na bwu yiu na bi si wa yesu ba nazaraten wa ba giciye niwu alude n a na hei na ya ige bubu wa ba kah yo yi
2910070073	ama bika hi kpambi ni ha ni almajere ma nie Bitrus a hei koshishi si hi ni galilis ni mun bi toh nawa a hla ni yiua
2910080057	u ba dorju ni mi beh ni wi likpa ni bwuyiu bana ya tre kpieri me ni kpambana nitu sisir
29100900c1	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) nta shime ni bwumble ni vi u mumlan u satia da guchi ye rju ni mary magadaliya na ju meme ibrji tar gban rju niwu
29100a0047	wa hi na kah bla nibi wa ba hei ni wua da katsira ba si ta mre da ni yi
29100b0044	i ba wo da hei ni rei u wawu toh ni shishima ama u bana kpa nyeme na
29100c004a	wa rju ni babwu ha mba ni kon rimu kan yada ba rju nigbua zren sihi kpamba
29100e00bf	ni ko ngo ki yesu lu rju ni wolon don ri uba si rila ni tu tebru wa pwa ba tre nitu wa bana kpanyemena da nsei tu da na kpanyemen ni biwa da toh shishi nishishi na hla ba hi wu a ndi alude na
29100f0047	a hla bawu ndu ba hi na hla tre ma ni ndi bi rgbungbulu ba kagon wawusu
291010005a	indi wa a kpa nyeme na ndu ba yi batisma niwua ani nawo indi wa ana kpa nyemen na ani rilu
291011004c	ba toh tie bi yii ni biwa ba kpatre rji ba zu brji ni nde mu ba tre lme sama
291012004e	ba ya vuwam ni wo ana tie ba kpie na ko ba so meme gbugbulu ana tie ba kpie na
2910130043	yesu tre kle ni ba wu uba ban hi ni shulu waka son ni wo ko ri irji
2910140065	u baluri blatre rji kango gbungbulu a irji ni zo ba na kpanyeme ni tre mba nikpii wa a tre ba tie baa
2a00000004	Luke
2a01010057	Ndji gbubgu bana gucci tie ndu yongyegyere kpi bi andi a ye rju kri ndende ni mi mbu'a.
2a0102005c	Na-wa ba ka ba sru ni wo-mbu'a, rji ni biandi bana to ni shishi mba baba bi tindu lan tre-a.
2a01030072	Mi toh abi nimu nitu mi ban ikpi ba shle ya toh rji ni mumla, mba ni ni nha nitu mba gyegyere niwu Uchu Tiyofilos.
2a01040034	Ni dun toh, hamma ni sron ha ikpi andi bana tsro ye.
2a01050075	Ni vi khikle u-chu Herod, Ichu wu Judea, ni ntoh ima, Zakariya wu nhma ko Abijah ana Prist mba. U-wa ma eh'pu Haruna.
2a0106008b	Hambawu bana bi tie sissri Irji ie suron mba ni zren mba abhi ni shishi ma. Bata hu lantre Bachi nda ni hu ikpi bi wandi a nha dun ba ti'a.
2a01070056	Bana he ni vivren wu ngrji mba na, Alisabatu anani ngrji na, u ba che hamba mba lonma.
2a0108006d	Inton Zakariya a ye ni dun kri ni shishi Irjin nda tie ndu Prist wa ndi chuu wu nclan ngrji ma a ku ni tu ma.
2a0109005a	Ba hu njo ni chu Prist wandi a ni tie ndu ni mi-tra u Bachimbu, nda gon ton nitu mbru mba.
2a010a005a	Ni-andi ahe ni mi, mbru ndiba ba ki ni rah nda si bre Irji mla ni nton wandi ton a si gon.
2a010b003a	A kri toh Maleka Irji rju kri ni wo mla wu bubu gon ton-a.
2a010c0040	Ni-andi Zakariya ku shishi niwu, a kma tie lo'me i sissri a vuu.
2a010d0091	I Maleka a hla niwu ndi, “Na klu sissri na, Zakariya, nitu ibre me a rhi ton. Iwame Alisabatu ni ngrji ivren'llon niwu. Wu yo ndema ndi Yohana.
2a010e0042	Isuron me ni si i wu ngyiri, u gbugbu ndi ba ngyiri ni ngrji ma'a.
2a010f0082	A nii khikle ndji ni shishi Bachi. Ana so ihi mba mma wandi a sen na ihi na, Ruhu tsartsar wu Irji ni he ni wu rji ni mi nne yima.
2a01100030	Gra ndji bi Israila ba kma hi ni Bachi Irji mba.
2a011100c7	Ani hi ni shishi Bachi ni ruhu mba gbenbgle Elijah. Ani tie ki nda kma suron ba-tti hi nitu mmri mba, don bi ka-wo baka zren nimi to u bi zren bi - nda mla nkon tie ni Bachi, ndji wa ba mla zi niwu'a
2a0112006d	Zakariya a hla ni Maleka ndi, “Mi tie ni he ni toh kpe yi? Mi chiche ndi i se wamu ba bran gbagbanmu ye.”
2a01130087	Maleka kma sa wu da tre ndi, “ahi me Gabriel wandi ani kri ni fron Irji. A ton me du mi ye tre niwu, ndi mi nji lantre ndindi nji wu.
2a011400aa	Mla wo! Wu son ni ngbangbi, wuna la tre na, se kpe wa mi hla niwu a wri. Ani toki nitu wuna kpa nyime ni lantre wandi mi hla wu na, ikpe wandi a ni wri ni tsra ni nton ma
2a01150054	Ndji ba basiya gben Zakariya ndana rju na. Ba tie mamaki ni wu ton me nimi koh Irji.
2a01160077	Wa a rju ye niba, a tre wakran. Ba kri rhimmre ndi a to kpe ni mi koh Irji. A si tindu tsoro ba niwo, ama ndana tre na.
2a01170031	Ni-andi nton wu tindu ma a kle, a kma hi ni Kohma
2a0118005b	Ni vi ba kii, iwama Alisabatu a hwrji-nne wu wha ton ndana du ndji du ba toh na. A tre ndi,
2a0119005d	ngye kpe wandi Bachi mu tie ni mu nda yame ni lo suron nda chu shan rju ni mu ni shishi ndji.
2a011a0056	Ni wha wu tanne, Irji a ton Maleka Gabriel hi ni gbu Galilee wandi ba yo ndi Nazareth,
2a011b0073	du hi ni Maryamu, ih'pu Dawuda, wandi ba na haa zi ni ndi ri ni nde Yusufu. Maryamu ana rhi he toh lilon ni son ma.
2a011c0051	A ye tre ni wu ndi, “Mi chiwu, wu wandi ba kpa nyime ni wu gra, Bachi he ni wu.
2a011d0045	Itre a kpau tsi shishi, wa kma rhimmre nitu bibi ichi wandi a chiwu'a
2a011e004d	Maleka a hla ni wu “Na tie sissri na, Maryamu, Irji a kma yawu ni lo suron.
2a011f0038	Ya yi, wu hwrji-nne ni ngrji vren. Wu yo ndema ndi Yesu.
2a0120005d	Ani khikle ndji, ba yo vren khikle'a Bachi u shulu. Bachi Irji ni nuu tu chu bachi ma Dawuda.
2a01210060	Ani tie mulki wandi a na kle na nitu koh Yakubu, i ngbungblu wandi ani son nitu mba bana kle na.
2a01220066	Maryamu a hla ni Maleka, ikpe yi ni tie ni he nda wrhu to tre me. Ime mi rhihe wu toh lilon ni son mu.
2a0123008a	Maleka a sa niwu ndi, “Ruhu Tsatsra ni ku ni tume i gbengble Irji wu shulu ni kasuu. Vren Tsatsra wandi wu ngrji ba yow ndi Vivren Irji.
2a0124007e	Toh, imlame Alisabatu a he ni nne vivren lilon ngame ni chichema. U wha ma wu tanne yi - wawu wandi bana tre ndi ana ngrji na.
2a01250027	Ekpe na ne wandi Irji na toh tie na.”
2a0126007e	Maryamu a tre ndi, “toh, Bachi mu, mi vren wa wu ndume. Tie ni mu tsra ni kpeu wu hla'a.” Maleka a lu hi kpama nda don me.
2a01270054	Maryamu a lu lunde ni vi baki nda sima hi ni gbu bi ko tu-ngblu ba, ni gbu wu Judea.
2a0128002b	A ka rhi ni koh Zakariya nda chi Alisabatu.
2a01290072	Ni wandi Alisabatu wo chi wu Maryamu'a, kpran vren wandi a he ni nnema a luza i Ruhu Tsatsra a lu rhi ni Alisabatu
2a012a005f	A lu ni khikle lan nda tre gbangban ndi “lulu he nitu me, ni mi mba, mba ni ibi wu mi nne me.
2a012b0026	Nge tie ndu dun bachi mu dun ye ni me?
2a012c0061	Ni wandi lan tre chi me a rhi ni nton mu, vi kpran vren wandi a he nimi nnemu a lu zah wu ngyiri.
2a012d005e	A tie lulu ni wu wandi a kpanyme ndi ikpi biwandi Bachi Irji a dun be blah niwu ba wrhu to ki.
2a012e0039	Maryamu a tre ndi “suron mu ni ngyiri ni Irji Bachi.”
2a012f0038	Ie drimu ni ngyiri kpukpome ni Irji wandi a kpame chuwo.
2a01300055	A kma iyanchi vivren wa wu tindu ma. Ya, Irji zizan ikba ndi kankan ba tie lulu nimu.
2a01310031	Wawuyi a tie khikle ndu nimu, indu ma hi tsatsra.
2a0132004a	Lo suron ni wruhle ma ni ha ikba hi ni ikba wu bi andi ba klu sissri ma'a.
2a0133004b	A chu ngbengble ni ngba woma tsro, nda vra bi nzutu ni tu mre wu suron mba.
2a01340053	A gbran mri bi tu chu grji ni bubu son mba, nda nzu biwandi bana he nitu kpe na lu.
2a01350042	A juu bi iyon ni ikpi bi ndindi nda zu bi iwu du ba hi hamani kpe.
2a01360035	A zo Israila, mri u ndu ma, ni duba rhimre nda wruhle
2a0137003f	(na wandi a tre niba timba) ni Ibrahim baba ih'pu ma kase kase.
2a0138003f	Maryamu ason mla u wha tra ni Alisabatu rhi nda kma hi ni koma.
2a0139003a	Nton ngrji Alisabatu a tie, waa a ngrji vren ma, vren lon.
2a013a0066	kpukpan son ma baba mlah ma ba wo khikle kpe ndi Bachi Irji tie, ni lo suron ma niwu, nda ngrji ni wu.
2a013b005c	A he niki, ni viwu tandra, ba ye bubu gyen mbru ni vivren'a. Ba ta zinde tima Zakariya niwu.
2a013c0034	Iyhima a sa bawu ndi, “Aian, nde ma nih Yohana.”
2a013d003c	Ba hla niwu ndi “bi na he ni mla mbi rhi ni nde mba na.”
2a013e0034	Ba tre ni wo ni tima ndi do hla nde wa ba yo vren'a.
2a013f006c	Tima a mye duba nu igble wu nha, wa nha ndi, “ndema hi Yohana.” Ndji ba wawu mba ba tie sissri (mamaki).
2a0140004e	Nhuma a kri bwu hari (immediately) i nl'pma a si, wa a tre nda ngyiri ni Irji.
2a0141005f	Sissri a vu ndji bi wandi bana hye ba ba. Ba vu tre kpi bi yi zren ka gon ngblu ngbugblu Judea.
2a01420068	Wawu ndji biya ba wo'a, ba yo zi ni suron nda tre “i vren yi ni hye ni he?” Nitu woh Irji a he niwu.
2a01430039	Tima Zakariya, shu ni Ruhu tsatsra, hla ikpe andi ni he'a
2a01440064	“nda tre ndi gbresan ni Bachi, Irji wu Israila, wawu yi a ye zo nda khle ndu kpa-chuwo ni ndji ma.
2a0145003b	A nzu njon kpata chuwo ni tawu ni koh ndji wu nduma Dawuda,
2a0146002f	me andi a tre ni nhyu tsatsra anabi rhi ni sen.
2a01470047	kpatachuwo rju ni wo bi yota ni shishi mba ni wo bi-andi ba kamba nita.
2a01480053	Ani tie toki nitu do tsro ta lo suron ma mba timbu, niki rhimre ni tsatsra yo nhyu,
2a01490029	ni shirji ni trema ni Ibrahim, bachi mbu.
2a014a005f	A shirji ndi a ni nuta biwandi a chuta chuwo ni bi kamba nita, ikini tindu niwu hama ni sissri,
2a014b0031	ni tsatsra ti bi, ni shishima wawu ni vrevre mbu.
2a014c007b	A wu vivren ba yo'u ndi anabi wu Bachi Khikle ni shulu, wuhi kri ni shishi Bachi ni mla nkoma ti nda mla ndji tie ni ye ma,
2a014d0042	nda nu ta to kpe wu kpachuwo ni ndji ma, ni kpa wruhle lahtre mba.
2a014e0053	Ikpe ani he toki ni lo suron Irji mba, nitu kima nza Irji rji ni shulu ani ye zota,
2a014f0054	do kpan ni bi wandi ba he ni bwu mba iwhu i qu. Ani tie kima nda yota ni nkon wu si.
2a0150006c	Vivren a lu gbron nda he ni sen kpa dri, ndaka son ni tsutsu miji gben vi wandi a rju kri ndende ni Israila.
2a02010050	Ni nton ri ni sen, Kaisar Agustus a yo doka ndu ba bla ndji bi gbungblu ba wawu.
2a02020038	Wa a mumlan bla kena, u kiri niyus na Gona umeme suriya.
2a02030031	U ko ba nha ba lu hi ni gbumba na ka nha inde ba.
2a0204008f	Isuwu, me a lunde hi ni Galili; Ibgu Nazarat hi ni gbu Yahudiya, Igbu Dawuda, ni wa ba yo ni Batalami, nitu wa a rji ni koh nan hi mlan Dawuda.
2a02050030	Ahi nha nde ma ba Maryamu wa a nna'u wa ahe nne.
2a0206002d	U ba rhi he niki ri u inton ngrji vren ma ye.
2a02070096	waa ngrji vren llon, nna nye'u ni guglo ngbanja nklon na nban ka ka wu yo ni mi nju yawo, nitu wa mikoh ana he wa ba ka yo na, ba bi tsri mu ni gbu'a.
2a02080040	Bi krju ntma bi wa ba son in klan kima na ni ya ba ni chu ba he.
2a0209004c	U Maleka Irji a rju ni bawu u kpan u rji ka grji kah ba, u ba ka nkbo sissri
2a020a0075	U Maleka kah hla ni bawu, “ndu ba na tie sissrina, a ndi wawu nji tre ndindi ma ye wa ni yo ndi wawu ndu ba ngyiri.
2a020b0036	Luwa ba ngrji Macheto ni gbu Dauda, Inde Kristi Bachi!
2a020c005b	Bi yi ba alama wa ba tsro yi'a: Bi toh kpran vren ba yo'u nimi ikpi a kakru ni nju yawo.”
2a020d004f	Ni yiu riro me, gbugbu ndji ni shulu ni Maleku ba gbre Irji san na ni tre andi,
2a020e0065	“Khikle ruron hi u Irji ni shulu, u dun si he ni ngbungblu ni ba ndji wa suron Irji ku si ni ba.”
2a020f0099	U Maleka ba kma hi kpamba ni shulu, u bi krju ntma ba tre ni kpamba ndi, “ki hi zizan ni Batalami ndi toh ikpe yi wa a tie'a, wa Irji dun ta ki toh.”
2a02100052	U ba zren gbagbla me hi na ka toh Maryamu mba Isuwu ni vuvren wa ba ka yo ni nju'a
2a02110036	U wa ba toh'u a, ba bla hla kpie wa ba wo nitu vren'a.
2a02120030	Wawu mba wu biwa ba wo tre Maleka ba tie sissri.
2a0213003e	Maryamu son si rhimre itre wa a wo ba wawu na nji ni suron ma.
2a0214006a	I gu u krju ntma kma hi na ni ngyiri na ni gbre shi san ni kpie wa ba wo na ka toh na wa ba hla ni bawu'a.
2a02150081	Ni klekle ivi u tandra ba gen mbru niwu, na zi nde ma ni Yesu, inde wa Maleka zi niwu wa ri he ni mi nne yima'a ri ba ka ngrji'u.
2a0216007c	Uvi tsrakake mba a ke ni doka Musa, Isuwu mba Maryamu ba nji'u hi ni koh Irji ni Urushelima ndu ba nji'u hi ni shishi Bachi.
2a02170050	Ni wa ba nha nha ni doka Irji ye'a, Ivren lon wa ba ngrji'a ba nji'u hi no Irji.
2a02180048	U ba no hadaya u Ingyu hari ko Tatabara hari, ni ya nda doka Irji a hla.
2a0219009c	Ni Wurishelima, igu ri a he niki ba yo'wu Simion, wa nda a he khriki nani tie ndindi me. Na ni yo shishi u lo suron ni ndji bi Isrela, u Ruhu Irji he ni wu.
2a021a003f	U nda hla niwu ye nda a na qu na, ama se a ni toh Bachi Kristi.
2a021b007e	Ruhu Irji a nji'u Simion hi ni tra u bre Bachi, wa ba tie vuvren nhan nhan'n mba Yesu, ni ndu ba tie kpe wa doka tre Irji hla.
2a021c0031	U Simion a krju nba rji na ngyiri ni Irji na tre.
2a021d0042	I wu wa uhe ni ko ge u ka ndu gran mehi piyan me ni kpe wa wu tre.
2a021e0028	Ni kpa chu wa me klan mi toh njanji tre,
2a021f0027	ni wa u mlan tie ni ngbugbu lu ba wawu.
2a02200037	I nkpa wa ani tro ba inko mea ni kuma no ni nko Isrela.
2a02210048	Ba iyima mba ittima ba tie sissri (mamaki) ikpe wa ba wo ba tre nitu ma.
2a022200bb	U Simion a tie lulu yo ni bawu nda hla ni Maryamu iyima ndi, “U to, Vivren yi, wawu yi ni dun bari dun ba joku, bari gbugbu ba lunde ni mi Isrela, wa ani tsro gban u wa indji ba kamba -
2a0223004a	Ni dun iwen ndu kpireu dri na no mre ndu wa ani nharan mi suron ndji wawu.
2a02240097	U Anabi rhi, ahi iwa, ba yo'u ni Hanatu. Ahi vren Fanuwel rji nimi L'be u Asha. Wa a che kpokpome. A sohn ni lon ma ise tangban niwa a gran ni vren wa,
2a02250091	u lon ma a qu wa ka son ni kbo ise wulon inkyu tandra ni nza. Ani hi ni nko bre Irji chachu chachu ni chu mba ni mble ani bre Irji ni vu hlan ma.
2a02260069	Ni ki me, a ngyiri ni Irji, na tetra vren ni ndi ba wa wu bi wa ba si gben kpachuwo (fansar) Wurishelima.
2a02270067	Ni wa ndji ba kle ko nge wawu na wa ndi bla tre Irji hla'a, u ba ka kma hi ni Galili ni gbumba Nazaret.
2a0228005c	Ivren sen ni tie ninkon u mre ma ndindi ni babran kpukpome, ndindi (Alheri) u Irji he ni wu.
2a02290041	Ba tie ma ba hi Wurishelima ko wa ni ise ni ngan (Idin Ketarewa).
2a022a003a	Wa-a tie si wulon don ha, u ba rji hi ya da ba hi ni Idin.
2a022b0072	Ka ba kle tie ro'a na kma si hi, u vren'a Yesu, wa zu kukri ni kogon ri ni mi Wurishelima a na ni toh ba iyima na.
2a022c0078	Ba zren ya ndi a he nimi ba ndji wa ba si hi baba'a, u ba zren u vi rhi. Nda lu ni wa'u nimi ba mlan mba ni kpukpan mba.
2a022d0035	U wa ba na to'u na, ba kma hi si wa'u ni Wurishelima.
2a022e006a	U ni vi u tra mba, ba to'u nimi koh Irji, a son ni tsutsu ba bi tsro, asi sren ton si wo ba nda si mye ba.
2a022f0046	Biwa basi wo wu wawumba ba tie sissri (mamaki) ni toh tre wa ahe niwu.
2a0230006b	U ba ka toh, na tie sissri iyima myen inge ba sa u tie nna ki ni ta wu bu tie me, kisi wa wu, ni suron nfu.
2a02310051	A mye ba, “bi si wa me ni nge, bina toh ndi abi dun mi son ni koh tti mu na?”
2a02320024	U bana toh tu tre wa a tre ni ba na,
2a02330069	Wa kma huba hi ni koh ni Nazarat na ni wo tre mba. U iyi ma a nji kpe wa atie gbangba nimi suron ma wawu.
2a02340047	U Yesu gburon ni hon ni tiya ni toh tre ni tagoma, Irji mba ni ndji me.
2a030100c2	Ni mi ise u tso don tra wa Tiberia Caesar - Chu, u, Pontiyus Bilatus ana gomna Judiya, Hiridus ka Chu ni Galili, vayima Filibus ka chu ni Ituriyada Tarakunitas, mba Lasaniyas ana Chu ni Abaliya.
2a0302005f	Ni nton wa Hanana ba kayafa bana bi ninkoh bitun tre Irji kaye ni Yahaya vren Zakariya ni miji.
2a030300a2	Sei ka zren kagon gbugbulu mi yie'u nei u urdu, dani hla tre Irji ni bawu, a yo'u ba duba ye kpa Irji nda dun ba sukpa ni ba wu, duba wru lah tre mba hle ni bawu.
2a03040070	Na wa ba na nha nvunvu u tre Anabi Ishaya ndi llan di ri si yo ni miji, mlan koh Bachi tie dun koh ma hi yreyre.
2a030500b7	Ko san ngbulu ba shu, u ngbulu ba ba gble tita ba kma ti fime, u nkoh bi tie memme ba kma bi ba ba shu, ni ngbulu baba tita ba ba yra ba nda kma me nkoh ni bubu biwa be gblegble me'a.
2a03060023	U bi he nimi kpa ba to Ceto u Irji.
2a0307009e	Sai Yohana a hla ni gbugbu ndji wa ba si ye dun sukpa bawu'a. Yohana yo ba ndi “biyi mri iwan, anha hla ni yiwu dun yi tsutsu ni nfu wa ani ye ni yiwu'a?”
2a030800de	Nitu kii, kma tie klo kunkro wa ndi ba bre dun ba wru lla tre hle bawu dana ta tre ni kpamba ndi ki he ni Ibrahim wa a iti mbu, mi hla niwu Irji hei ni gbengble wa ani zu titi biyi kma tie mri ni Ibrahim rji ni tita bi yi.
2a03090077	Ko zizan ba mlan gla tie nitu nja bi ba kunkro. U wawu kunkro bi wandi bana klo bi na ba gen ba nda vu ba sru ni lu.”
2a030a0037	U gbugbu ndji baki mye'u ndi, “Zizan ki tie ni he?”
2a030b0082	A kasa nda tre “Indji wandi a he ni nklon ha, ka ban rhi ni ndji wandi ana he ni rhi na, u ndji wa ahe ni lah ka tie naki ngame.
2a030c004f	Bi kpa ban ba ye du ba sukpa ni bawu, nda tre, “Ndji-u-tsro, ki tie ni he?”
2a030d004c	A hla ni bawu ndi, “Nata kpa inklen zan kpe wandi ba tre dun yi kpa na.”
2a030e00b9	Sojoji bari ngame ba mye, ndi, “U kita na? Ki tie ni he?” A bla hla ni bawu, “Na kpa nkleh niwo njo ni gbengble na, ndi na tie ce ti ndrjo na. Nji kpe-andi bi u mbi dun mla yi.”
2a030f0076	Zizan wa ba ndji ba si ya nkoh ye u Kristi'a, wawu mba ba si rhimre ni suron mba nitu Yohana, ko wawu mba hi Kristi'a.
2a031000d6	Yohana a kasa ni bawu nda tre ndi, “Ime mi si sukpa ni yiwu ni mma, u ndji waa si ye ni koshi mu, a zan me ni gbengble, u mina tsra wa mi sie rjirji lagban u zama na. Wawu ni sukpa ni yiwu ni Ruhu Tsratsra ni lu.
2a03110091	Ahei ni mumu ni wo ma wandi ani tie ndu niwu nda zen memme bie nda ka waa bi zi nimi iwron. U ani gon biwa ba tie meme'a ni lu wa ana y'bi na.”
2a03120032	Ni mi tsro mba Yohana a hla tre ndindi ni ndji ba.
2a0313005b	Hiridus wa ana Chu, a son gran wa vayi ma Hiridiya, ni mbru meme kpie wa Hiridus azi tie'a,
2a03140034	a ka biyi suru nhaa, ndi a ka Yohana tro ni brusuna.
2a03150068	Inton wa ba sukpa ba ndji wawu, Yesu me ba sukpa'a niwu ngame, wa asi he ni mi bre wa ka toh shulu bu'u,
2a03160095	wa toh Ruhu Tsatsar ka grji ye son nitu ma na ngyu, wa ka wo lan Irji ni shu, “Iwu yi wu vren mu wandi isuron mu a kpa wu. Suron mu ku si ni wu.”
2a03170067	Yesu ahe ni sei wlon nkpu tra nda vu tie ndu Irji. Nimi kpa, Yesu hi vren Isuwu wa ba yo tima ndi Heli,
2a03180046	ivren Matat, ivren u Levi, ivren u Melki, ivren u janai, ivrn u Isuwu.
2a0319004d	Isuwu ana vren Mattatiyas, ivren Amos, Ivren Nahum, ivren Esli, ivren Naggai,
2a031a004f	ivren u Maat, ivren u Mattatiyas, ivren u Semein, ivren u Josech, ivren u Joda.
2a031b005a	Joda ana vren u Jowanan, ivren u Resa, ivren u Zerubabel, ivren u Salatiyel, ivren u Neri,
2a031c0048	ivren u Melki, ivren u Addi, ivren u Cosam, ivren u Elmadam, ivren u Er,
2a031d004e	ivren u Joshuwa, ivren u Eliyeza, ivren u Jorim, ivren u Mattat, ivren u Levi.
2a031e004c	Levi ana vren Simiyon, ivren Judah, ivren Isuwu, ivren Jonam, ivren Eliakim,
2a031f0044	ivren Meliya, ivren Menna, ivren Mattata, ivren Natan, ivren Dawuda,
2a03200042	ivren Jessi, ivren Obed, ivren Bowaz, ivren Salmon, ivren Nahshon.
2a0321005c	Nahshon ana vren Amminadab, ivren Admin, ivren Arni, ivren Hezron, ivren Perez, ivren Judah,
2a03220043	ivren Yakubu, ivren Isuwa, ivren Ibrahim, ivren Terah, ivren Nahor,
2a0323003e	ivren Serug, ivren Riyu, ivren Peleg, ivren Eba, ivren Shelah.
2a0324004d	Shelah ana vren Cayinan, ivren Arfakza, ivren Shem, ivren Noah, ivren Lamech,
2a03250048	ivren Metuselah, ivren Enok, ivren Jared ivren Mahalaleel, ivren Cainan,
2a0326002f	ivren Enos, ivren Seit, ivren Damu, Ivren Irji.
2a04010051	U Yesu he shu ni Ruhu tsatsar, a kma ye rji ni nne Urdu'a, Ruhu nji wu hi ni miji
2a0402006d	niki a tie vi wlon nkpu nza ka meme brji ka tsra wu. Ni nton ki ana rhi kpe na, u ni klekle'a iyon vu babran.
2a0403004b	Ibrji a to naki nda mye “wuta tre wu vren Irji, kma tita yi tie bredi.”
