0100000007	Genesis
051f080099	It is Yahweh who will go ahead of you. He will be with you. He will always help [LIT] you. He will never abandon you. So do not be afraid or dismayed.”
051f0900c2	Moses/I wrote down all these laws [on two scrolls] and gave [one scroll] to the priests, who carried the chest containing the Ten Commandments, and [gave the other scroll] to the Israeli elders.
051f0a00b0	Moses/I told them, “At the end of every seven years, at the time that all debts are canceled, [read this to the people] during the Festival of [Living in Temporary] Shelters.
051f0b006c	Read it to all the Israeli people when they gather at the place that Yahweh chooses for them to worship him.
051f0c00f3	Gather together everyone—men, women, children, even the foreigners [who are living] in your towns—in order that they may hear [these laws] and learn to revere Yahweh our God, and to faithfully obey everything that is written in these laws.
051f0d00ed	[If they do that], your descendants who have never known these laws will hear them and will also learn to revere Yahweh our God, during all the years that they live in the land that you are about to cross the Jordan [River] to occupy.”
051f0e00e6	Then Yahweh said to Moses/me, “Listen carefully. You will soon die. Summon Joshua, and you go to the Sacred Tent with him, in order that I may appoint him [to be the new leader].” So Joshua and Moses/I went to the Sacred Tent.
051f0f0068	There Yahweh appeared to them/us in a pillar of cloud, and that cloud was close to the door of the tent.
051f100134	Yahweh said to Moses/me, “You will soon die [EUP]. Then these people will become unfaithful [MET] to me. They will abandon me and (break/stop obeying) the agreement that I made with them. They will begin to worship the foreign/pagan gods [that are worshiped by the people] of the land that they will enter.
051f11015f	When that happens, I will become very angry with them. I will abandon them [DOU] and I will no longer help them [IDM], and I will destroy them {they will be destroyed}. Many terrible things will happen to them, with the result that they will say, ‘[We are certain that] [RHQ] these things are happening to us because our God is no longer with us.’
051f1200a5	And because of all the evil things that they will have done, and [especially because] they will have started to worship other gods, I will refuse to help [IDM] them.
051f1300ad	“So, [I am going to give you] a song. Write it [on a scroll] and teach it to the Israeli people and cause them to memorize it. It will be like a witness that accuses them.
051f140194	I am about to take them into a very fertile [IDM] land, a land that I solemnly promised their ancestors that I would give to them. There they will have plenty to eat, with the result that their [stomachs] will [always] be full and they will become fat. But then they will turn to other gods and start to worship them, and they will despise me and (break/stop obeying) the agreement that I made with them.
051f15018e	And they will experience many terrible disasters. After that happens, their descendants will never forget this song, and it will be like a witness [that says, ‘Now you know why Yahweh punished your ancestors].’ I will soon take them into the land that I vowed that I would give to them; but now, before I do that, I know what they are thinking [that they will do when they are living there].”
051f160072	So on the day that [Yahweh gave Moses/me this song], he/I wrote it down, and he/I taught it to the Israeli people.
051f1700ce	Then Yahweh (appointed/set apart) Joshua and said to him, “Be brave and confident, because you will lead the Israeli people into the land that I vowed that I would give to them. And I will be with you.”
051f180056	Then Moses/I finished writing on a scroll all the laws that Yahweh had told to him/me.
051f190072	Then Moses/I told the descendants of Levi, who were carrying the Sacred Chest that contained the Ten Commandments,
051f1a0108	“Take this scroll on which these laws [are written], and place it beside the Sacred Chest that contains the agreement that Yahweh our God made with you, in order that it may remain there to testify [about what Yahweh will do] to the people [if they disobey him].
051f1b00c5	[I say this] because I know that these people are very stubborn [DOU]. They have rebelled against Yahweh all during the time that I have been [with them], and they will rebel much more after I die!
051f1c00dc	So gather all the elders of the tribes and your officials, in order that I can tell them the words [of this song], and request all those who are in heaven and on the earth to be witnesses to testify against these people.
051f1d0145	I say that because I know that after I die, the people will become very wicked. They will turn away from doing everything that I have commanded them to do. And in the future, because of all the evil things that they will do, they will cause Yahweh to become angry with them. And he will cause them to experience disasters.”
051f1e005b	Then, while all the Israeli people listened, Moses/I sang/recited this entire song to them:
0520010072	“Listen to me, [all you who are in the] heavens, and [all you who are on the] earth, listen to what I say [MTY].
05200200a7	I wish/desire that my teaching will fall on you like rain drops or be like dew on the ground, and be like a gentle rain on the young plants, like showers on the grass.
052003005f	I will praise Yahweh [MTY]. And [all you people should] tell others that our God is very great.
05200400cf	He is like a rock [MET] [under which we are protected]; [everything] that he does is perfect and completely just/fair [DOU]. He always does what he says that he will do; he never does anything that is wrong.
05200500ad	“But [you Israeli people] have been very unfaithful to him; because of your sins, you no longer [deserve to] be his children. You are extremely wicked and deceitful [DOU].
052006012a	You foolish and senseless [DOU] people, (is this the way that you should repay Yahweh [for all that he has done for you]?/this is certainly not the way that you should repay Yahweh [for all that he has done for you].) [RHQ] He is your father; he created you [RHQ]; he caused you to become a nation.
05200700ac	“Think about [what happened] long ago; consider what happened to your ancestors. Ask your parents, and they will inform you; ask the older people, and they will tell you.
05200800e9	When God, who is greater than any other god, long ago divided the people into groups, he assigned to the nations their land. He determined where each people-group should live and (assigned to/chose for) each people-group a god/angel.
052009006a	But Yahweh decided that we would be his people; he chose [us, the descendants of] Jacob, to belong to him.
05200a00d9	“He saw [our ancestors] when they were in a desert, wandering in a land (that was desolate/where no people lived). He protected them and took care of them, as every person takes good care of his own eyes. [SIM, IDM]
05200b00ac	[Yahweh protected his people] just like an eagle encourages its babies [to fly] and flutters over them [MET], spreading its wings and catching them [if they start to fall].
05200c0046	Yahweh was the only one who led them; no other foreign god helped him.
05200d00f7	“[After they entered the land that Yahweh promised to give to them], Yahweh enabled them to rule the hilly areas; they ate the crops that grew in the fields. They found honey in the rocks, and their olive trees [MTY] grew [even] in stony ground.
05200e00bc	The cows gave them plenty of curds/yogurt, the goats gave them plenty of milk, they had well-fed sheep and cattle, they had very good wheat, and they made delicious wine from their grapes.
05200f00a6	“The Israeli people became rich and prosperous, but then they rebelled against God; they abandoned him, the one who created them, the one who powerfully saves them.
0520100087	So he abandoned them because they started to worship other/strange gods. Because of their worshiping disgusting idols, he became angry.
05201100d8	They offered sacrifices to gods who were [really] demons, gods that their ancestors had never known; they offered sacrifices to gods that they had recently found out about, gods whom your ancestors had never revered.
052012006e	They forgot [the true] God, the one who protects them [MET], the one who created them and caused them to live.
052013008c	“When Yahweh saw that [they had abandoned him], he became angry, so he rejected [the Israeli people, who are like] his sons and daughters.
0520140095	He said, ‘They are very wicked/stubborn people, very unfaithful; so I will no longer help them, and then I will watch and see what happens to them.
052015012b	They made me very angry because of their worshiping idols, which are not really gods; they have caused me to be [jealous [MET] because I want them to worship only me]. So now, in order to cause them to become jealous, I will send [to attack them an army of] a nation of worthless and foolish people.
052016010e	I will be very angry, and I will destroy them like a fire that will burn on the earth and all the way down to the place where dead people are [MET]; that fire will destroy the earth and everything that grows on it, and it will even burn what is down under the mountains.
0520170075	I will cause them to experience many disasters; [they will feel as though] [MET] I am shooting all my arrows at them.
05201800c0	They will die because of being hungry and because of having hot fevers and because of terrible diseases; I will send wild animals to attack [MTY] them, and poisonous snakes to bite [MTY] them.
05201900f9	Outside [their houses, their enemies] will kill them [MTY] with swords, and in their homes, [their enemies will cause] them to be terrified. Their enemies will kill young men and young women, and they will kill infants and old people with gray hair.
05201a006a	I wanted to scatter the Israeli people to distant countries in order that no one would ever remember them.
05201b00e4	But [if I did that], their enemies would wrongly boast that they were the ones who had [gotten rid of my people]; they would say, “We [SYN] are the ones who defeated them; it was not Yahweh who has done all these things.”’
05201c0053	You Israelis are a nation of people who do not have any sense. None of you is wise.
05201d007c	If you were wise, you would understand [why you would be punished]; you would have realized what was going to happen to you.
05201e015a	[You would have realized] why 1,000 [of your soldiers] would be defeated by only one [of the enemy soldiers], and why two of your enemies would chase away 10,000 [Israeli soldiers]. [You would realize that this would happen] only if God, the one who always defended you [MET], had allowed your enemies to defeat you, because he had abandoned you.
05201f007d	Your enemies know that their gods are not powerful like Yahweh, our God, [so their gods could not have defeated us Israelis].
0520200095	Your enemies are like [MET] grapevines planted near [the ruins of] Sodom and Gomorrah [cities]; the grapes from those vines are bitter and poisonous;
0520210040	the wine [from those grapes] is like the poison of snakes [DOU].
05202200b4	[“Yahweh says], ‘I know [RHQ] [what I have planned to do to the Israeli people and to their enemies], and those plans are so secure [that it as though he locked them up] [MET].
05202300e5	I am the one who will get revenge and pay those enemies back for what they have done [to my people], at the right time for them to be punished [IDM]; they will soon experience disasters, and I will punish/destroy them quickly.’
0520240108	“But Yahweh will see that you who are truly his people, who (are innocent/have not done things that are wrong), and he will be merciful to you. And he will see that you are helpless, and that there are very few of you, slaves or free people, who are still alive.
0520250060	Then Yahweh will ask his people, ‘Where are the gods that you thought would protect you [MET]?
05202600c5	You gave to those gods the best parts of the animals that you sacrificed, and you poured out wine for them to drink. So, they should begin to help you; they should be the ones who will protect you!
052027010c	“But now you will realize that I, only I, am God; there is no other god who is [a real] god. I am the one who can kill people and who can cause people to live; I can wound people, and I can heal people, and there is no one who can prevent me from doing those things.
0520280057	I raise my hand toward heaven and solemnly declare that just as sure as I live forever,
0520290087	that when I sharpen my sword, as I [SYN] prepare to punish people, I will get revenge on my enemies; I will pay back those who hate me.
05202a00c8	I will kill all [of my enemies] with a sword; it will be as though I had arrows that will be covered with their blood. I will kill [MTY] all those whom I capture and cut off their leaders’ heads.’
05202b00ec	“You people of all nations, you as well as his people should praise Yahweh, because Yahweh gets revenge on those who kill the people who serve him; and he cleanses his people’s land which has become defiled because of their sins.”
05202c005a	Joshua and Moses/I recited the words of that song while the Israeli people were listening.
05202d004c	When they/we finished reciting to the Israeli people the words of this song,
05202e00ab	Moses/I said, “Never forget all these commands that I have been giving you today. Teach these laws to your children, in order that they will faithfully obey all of them.
05202f00a3	These instructions are very important [LIT]. If [you obey] them, you will live a long time in the land that you are about to cross the Jordan [River] to occupy.”
052030002a	On that same day, Yahweh said to Moses/me,
05203100ce	“Go to the Abarim Mountain range [here] in the Moab region, across from Jericho. Climb Nebo Mountain, and look [toward the west] to see Canaan land, the land that I am about to give to the Israeli people.
052032005f	You will die on that mountain [EUP, DOU], like your [older] brother Aaron died on Hor Mountain.
0520330112	You will die because both of you disobeyed me in the presence of the Israeli people, when you all were at Meribah Springs near Kadesh [town] in the Zin Desert. You did not honor and respect me in the presence of the Israeli people in the way that I deserve because I am God.
05203400ba	[When you are on that mountain where I told you to go], you will see in the distance in front of you the land that I am about to give to the Israeli people, but you will not enter it.”
052101004e	Before God’s prophet Moses died, he [asked God to] bless the Israeli people.
052102013f	This is what he said: “Yahweh came [and spoke] to us at Sinai [Mountain]; he [came like] [MET] the sun rises in the Edom [region] and like his light shone on us when we were [in the desert] near Paran Mountain [after we left Sinai Mountain]. He came with 10,000 angels, and there was a flaming fire at his right side.
05210300a1	Yahweh truly loves his people, and protects [MTY] all those who belong to him. So they prostrate themselves in front of him, and they listen to his instructions.
052104006b	I gave them laws to obey, laws that would be the most precious thing that [the descendants of] Jacob owned.
052105006d	So Yahweh became the king of his Israeli people when all the tribes and their leaders were gathered together.
0521060081	[I say this about the tribe of] Reuben: I desire/hope that their tribe will never disappear, but they will never become numerous.
05210700c7	“say this about [the tribe of] Judah: Yahweh, listen to them when they call out [for help]; and unite them with the other tribes again. Fight for them, and help them to fight against their enemies.
0521080147	I say this about [the tribe of] Levi: Yahweh, give to those who are dedicated to you the sacred stones [that they will use to find out what you want to be done]; You tested them at a spring in the desert, a spring that they named Massah and also named Meribah [to find out if they would (remain loyal to/continue to obey) you].
05210900cb	The tribe of Levi did what you told them to do and obeyed the agreement that you [made with the Israeli people]; those laws were more important to them [HYP] than their siblings and parents and children.
05210a00ce	The tribe of Levi will teach the Israeli people [DOU] your rules and regulations, and they are the ones who will burn incense and who will completely burn on the altar the offerings [that the people bring].
05210b00ac	Yahweh, bless their work and (accept/be pleased with) all that they do. Crush/Destroy all their enemies; do not enable their enemies to be able to fight against them again.
05210c00a7	I say this about [the tribe of] Benjamin: They are the tribe that Yahweh loves; he keeps them safe. He protects them continually, and he lives among their hills [MET].
05210d00a3	“say this about [the tribes of] Joseph: I desire/hope that Yahweh will bless their land by giving them rain/dew from the sky and water from deep [in the ground],
05210e004e	by giving them good fruit [ripened] by the sun and good crops at harvest time.
05210f005d	I desire/hope that very nice fruit will grow on trees in their ancient mountains/hills [DOU],
052110010f	and that their land will be have many good crops, blessed by [Yahweh], the one who appeared to me in a burning bush. I desire/hope that Yahweh will bless the tribes of Joseph in all those ways, because he was the leaders of his [older] brothers [when they were in Egypt].
05211101af	The descendants of Joseph will be as strong as [SIM] a bull; [with their weapons they will wound their enemies, like] [MET] a wild ox [gores other animals] with its horns. They will force other people-groups, all of them, to be exiled to the most distant places on the earth. That is what [the descendants of the two sons of Joseph] will do, the ten thousands [of the tribe] of Ephraim and the thousands [of the tribe] of Manasseh.
0521120103	“say this about [the tribes of] Zebulun [and Issachar]: I desire/hope that the people of Zebulun will prosper in their travels [across the seas], and that the people of Issachar will prosper while they stay at home [and take care of their cattle and crops].
0521130132	They will invite people [from the other Israeli tribes] to the mountain [where they worship Yahweh], and they will offer the correct/proper sacrifices to him. They will become rich from [the work that they do on] the seas and from [the things that they make from] (OR, [find in]) the sand [on the beaches].
05211400fb	“say this about [the tribe of] Gad: Praise [Yahweh], the one who made their [territory] large. The people of their tribe [will attack their enemies fiercely] [SIM] like a lion that crouches, waiting to tear off the arm or the scalp [of some animal].
052115017b	They chose the best part of the land for themselves; [a large share of the land], a share that should be given to a leader was allotted to them. When the leaders of the tribes of Israel [gathered together], they decided that the tribe of Gad should have a large share of the land. The tribe of Gad obeyed the commands of Yahweh and the things that he decided that they should do.
05211600ae	“say this about [the tribe] of Dan: The people of the tribe of Dan are like [SIM] a young lion; they leap from [their caves in the] Bashan [region to attack their enemies].
05211700bf	“say this about [the tribe of] Naphtali: [The people of the tribe of] Naphtali have been blessed by Yahweh, who has been very kind to them; their land extends far south from Lake [Galilee].
0521180128	“say this about [the tribe of] Asher: May Yahweh bless the descendants of Asher more than he will bless the other tribes. May he favor Asher’s descendants most of all. I desire/hope that their land will [be filled with olive trees that will] produce a lot of [IDM] [olives to make olive] oil.
05211900b6	Their [towns will be protected by high walls with gates that have] bronze and iron bars; I desire/hope that they will be strong and secure/protected all the time that they are alive.
05211a006a	“You people of Israel, there is no god like your God, who rides majestically across the sky to help you.
05211b00e8	God, who lives forever, is the one who (gives you refuge/protects you); [it is as though] he puts his everlasting arms under you [to support you]. He will expel your enemies while you advance; he has told you to destroy all of them.
05211c00cf	So, you Israeli people will live safely; you descendants of Jacob will not be disturbed by others; in the land where [you will live], there will be plenty of grain and wine, and there will be plenty of rain.
05211d0196	You people of Israel, Yahweh (has blessed/is pleased with) you. There is certainly [RHQ] no nation like your nation, whom Yahweh has rescued [from being slaves in Egypt]. [He will be like] [MET] a shield to protect you and like [MET] a sword to enable you to defeat [your enemies]. Your enemies will come to you begging for you [to act mercifully toward them], but you will trample on their backs/necks.”
0522010113	Then Moses climbed up from the plains in the Moab [region] to the top of Pisgah Peak on Nebo Mountain, across [the Jordan River] from Jericho. There Yahweh showed him all the land [that the Israelis would occupy]. He showed him the Gilead [region] as far north as Dan [city];
05220200d8	all [the land that the tribe of] Naphtali would occupy; all the land [that the tribes] of Ephraim and Manasseh [had occupied]; all the land [that the tribe of] Judah would occupy as far west as the Mediterranean sea;
052203008b	the desert [area in the south part of Judah]; and the [Jordan] Valley that extends from Jericho [in the north] to Zoar [city in the south].
05220400ed	Then Yahweh said to him, “You have now seen this land that I solemnly promised to Abraham, Isaac, and Jacob, saying ‘I will give it to your descendants.’ I have allowed you to see it [from a distance], but you will not go there.”
052205008e	So Moses, who [always] served Yahweh [faithfully], died there [on that mountain] in the Moab [region], which is what Yahweh said would happen.
0522060093	Yahweh buried Moses’ body in a valley in the Moab [region], opposite/near Beth-Peor [town], but no one to this day knows where Yahweh buried him.
052207006b	Moses was 120 years old when he died, but he was still very strong, and he could still see [MTY] very well.
0522080052	The Israeli people mourned for him in the plains of the Moab [region] for 30 days.
05220900f6	God caused Joshua to be very wise, because Moses had put his hands on Joshua [to appoint him to be their new leader]. The Israeli people obeyed Joshua, and they obeyed all the commands that Yahweh had given to Moses to tell to the Israeli people.
05220a0080	Since the time that Moses [lived], there has never been a prophet in Israel like him. Yahweh spoke to him face-to-face/directly.
05220b00b1	No other prophet has performed all the kinds of [DOU] miracles that Yahweh sent Moses to perform in front of the king of Egypt, his officials, and all [HYP] the people of Egypt.
05220c0077	No other prophet has been able to do all the great and terrifying things that Moses did while all the Israelis watched.
0600000006	Joshua
0601010070	After Moses, who served Yahweh [well], died, Yahweh said to Nun’s son Joshua, who had been Moses’ assistant,
06010200ae	“[You know that] my servant Moses is [now] dead. So now get ready to lead all these [Israeli] people across the Jordan [River]. Enter the land that I will soon give to you.
0601030046	I will give to you all the land that you walk on, as I promised Moses.
0601040104	That land will extend from the desert [in the south], to the Lebanon [Mountains in the northwest], and to the big Euphrates River [in the northeast], and to the Mediterranean Sea on the west. [It will include] all the land where the descendants of Heth [live].
06010500a0	No group will be able to oppose [and defeat] you during your life. I will help you as I helped Moses. I will always be with [LIT] you; I will never forsake you.
06010600c1	“Be strong and courageous, because you are the one who will lead these Israeli people [and enable them] to possess the land that I solemnly promised to their ancestors that I would give them.
06010700bf	Just be strong and very courageous. Be sure to obey all the laws that my servant Moses gave to you. In order that you may be successful wherever you go, do not stop obeying any of them [IDM].
06010800f6	Make sure to habitually read [to the people some of] the laws [that God gave Moses]. Meditate on those laws [every] day and [every] night. And be sure to obey all those laws. If you do that, you will be successful in everything that you do [DOU].
06010900c0	Do not forget [RHQ] that I have commanded you to be strong and courageous. Do not be afraid, and do not be discouraged, because I, Yahweh, your God, will (be with/help) you wherever you go.”
06010a003a	Then Joshua commanded the leaders of the people of Israel,
06010b00fa	“Go throughout the camp and tell the people this: ‘Prepare all the food that you will take with you, because the day after tomorrow you will cross this Jordan [River], in order to possess the land that Yahweh, our God, is about to give you.’”
06010c0082	But to the [clans that were] descendants of Reuben and Gad, and to the half clan [that were descendants] of Manasseh, Joshua said,
06010d00a7	“Do not forget what Moses, the servant of Yahweh, commanded you: ‘Yahweh, your God, has given you this land in order that you can [live here] safely/peacefully.’
06010e0126	Your wives and your children and your livestock may stay [here] in this land on the east side of the Jordan [River], but all your soldiers must cross [the river], ahead of the people of the other tribes. They must take all their weapons with them. You must continue to help your fellow Israelis
06010f014b	until they are able to live there safely/peacefully, as Yahweh has enabled you to do. You must help them until after they have conquered all the people in the land that Yahweh, your God, is giving them. After that, your soldiers may return to live in this land that Moses gave to you here on the east side of the Jordan [River].”
0601100081	The people answered Joshua, “We will do everything that you have commanded us to do, and we will go wherever you tell us to go.
060111009e	As we obeyed all that Moses told us to do, we will obey all that you tell us to do. We pray that Yahweh will (be with/help) you as he (was with/helped) Moses.
0601120098	Anyone who (rejects what you say/opposes you) and does not obey what you command [DOU], we will execute. But we want you to be strong and courageous!”
0602010178	Then Joshua [chose] two men from [their camp at] Acacia. He told them, “Go [across the Jordan River] and secretly find out all that you can about the land on that side of the river, especially about Jericho [city].” So the two men crossed [the river and entered Jericho]. They entered the house of a prostitute, whose name was Rahab. They stayed in her house [that night].
0602020077	But someone [saw them and] told the king of Jericho, “Some Israeli men have come here tonight to spy out the land!”
06020300d6	So the king sent some messengers to tell Rahab, “Bring out the men who came and entered your house, [so that we can kill them], because they have come [here] to (spy out/find out all they can about) this land!”
06020400d7	She told them that the two men had gone to her house. But she had hidden the two men there. So when the messengers came to her house, she told them, “Two men came here, but I did not know where they had come from.
06020500c2	At dusk, just before (guards closed the city gate/the city gates were closed), the two men left. I do not know where they went. So, go quickly and search for them! Perhaps you may catch them!”
060206009c	But [she was lying,] she had taken the two men up to the [flat] roof of her house and had hidden them under the piles of flax that she had laid on the roof.
0602070100	The messengers went out of the city to search for the two men. Immediately, the guards shut the city gate. The messengers went along the road that leads down to the place where people can walk across the Jordan [River], [but they did not find the two men].
060208004c	Before the two men lay down [to sleep] that night, Rahab went up to the roof
06020900a7	and said to them, “We know that Yahweh [is about to] give this land to you Israelis, and as a result all the people living in this land are terrified because of you.
06020a012e	We have heard about how Yahweh dried up the water of the Red Sea for you to cross it when you left Egypt. And we have heard how you killed Sihon and Og, the two kings of the tribe of Amor who lived east of the Jordan [River]. You [Israelis] totally destroyed everyone [and everything in their kingdom].
06020b00fc	When we heard about those things, we were very dismayed. We no longer have enough courage to fight against you, because we know that Yahweh, the God whom you [worship], is helping you. [And we know that] he rules everything in heaven and here on earth.
06020c00d1	So now [I want you to] solemnly promise me, and ask Yahweh to punish you if you do not do what you promise. Solemnly promise me that you will act kindly to me and my family, because I have acted kindly to you.
06020d00df	Do something to prove that you will (spare the lives of/not kill) my father and my mother, my brothers and sisters, and all of their families. Promise me that you [Israelis] will not kill us [when you destroy this city].”
06020e00e3	The two men replied, “We desire that God will cause us to die if we do not do as we say! If you do not tell others what we [are planning to] do, we will act kindly toward you all when Yahweh enables us to possess the land.”
06020f00d9	[One of] the outside walls of the house where Rahab lived was part of the wall [that was around] the city. So she fastened a rope outside the window [that was in that wall], by which the men could climb down the wall.
0602100117	Then she said to them, “When you leave the city, go up into the hills so that the men who are searching for you will not find you. Hide in caves in the hills for three days, until the men who are searching for you return to the city. Then you can return safely to your camp.”
060211009f	The two men [gave her a red cord, and] said to her, “This is what you must do; if you do not do this, we will not be required to do what we have vowed to do.
0602120159	You must tie this red cord in the window that has the rope by which we will climb down. You must let the cord hang there. And you must bring your father and your mother and your brothers and all the others in your family inside the house. Then, when our army enters your land, we will see the cord, and we will not kill the people in your house.
06021300ec	If anyone in your family goes outside this house into the street, [our soldiers] will kill them, and we will not be guilty [MTY] for doing that. But if anyone who is in this house with you is injured, we will be guilty for causing that.
060214006b	But if you tell anyone what we [are planning to] do, we are not required to do what we have vowed to do.”
0602150083	Rahab said, “I agree to do what you say.” So they climbed down the rope and left. And she left the red cord tied in the window.
060216010d	When the two men left the city, they went up into the hills. They stayed there for three days, while the men [who had been sent by the king] continued to search for them. They searched all along the road, but they did not find the two men. So they returned to the city.
06021700f3	Then the two men started back toward their camp. They went down from the hills, went down to the river, crossed it at the place where people can walk across it, and returned to their camp. They told Joshua everything that had happened to them.
06021800a8	They said to Joshua, “We are sure that Yahweh is going to enable us to possess everything that is in that land. The people there are terrified [IDM] because of us.”
06030100ae	Joshua [and all the other Israelis] got up early [the next] morning. They left [their camp at] Acacia and went [down] to the Jordan [River]. They camped there for two nights.
060302002a	Then the leaders went throughout the camp,
06030300f2	telling the people, “You will see some of the priests, who are descendants of Levi, carrying the chest that contains the Ten Commandments that Yahweh our God gave us. When you see them, leave the places where you are camped and follow them.
0603040105	You have not been (here/along this road) before, [so you must follow the priests]. But do not walk close to the chest. Stay (1,000 yards/900 meters) from the chest. [The chest is sacred, so (God will punish you/you will be punished) if you come close to it].”
06030500b0	Then Joshua told the people, “Perform the ceremonies needed to make yourselves acceptable to Yahweh, because tomorrow he is going to do things for you that will amaze you!”
060306008f	Then Joshua said to the priests, “Carry the chest and go in front of the [rest of the] people.” So they lifted up the chest and went ahead.
06030700d8	Then Yahweh said to Joshua, “This is the day that I will begin to show all the Israeli people that you are a great leader. Then they will honor you, and know that I am with/helping you as I (was with/helped) Moses.
060308009d	Tell the priests who are carrying the chest that contains the Ten Commandments, ‘When you come to the edge of the Jordan [River], stand in the water.’”
0603090080	Then Joshua said to the Israeli people, “Come close to me in order that you can listen to what Yahweh, your God, is saying.”
06030a00f9	[When they came near], he said to them, “This is how you will know that God, who is all-powerful, is among you, and that he will expel for you the descendants of Canaan, Heth, Hiv, Periz, Girgash, Amor, and Jebus [who are now living in that land].
06030b0096	Keep in mind that Yahweh is the one who rules over all the earth. The chest belongs to him, and it will be carried into the Jordan River ahead of you.
06030c0072	So choose twelve men, [one from each] of the tribes of Israel, [and I will tell you later what I want them to do].
06030d00c6	As for the priests who are carrying the chest, as soon as they put their feet into the Jordan [River], the water will stop flowing. It will pile up because I will cause it to be blocked upstream.”
06030e00ae	So when the [Israeli] people packed up their tents in order to cross the river, the priests who were carrying the chest containing the Ten Commandments went in front of them.
06030f00be	[It was springtime], when people harvest their crops, [and] at that time the river floods over its banks. But as soon as the priests reached the edge of the river and stepped into the water,
06031000cb	the water stopped flowing. The water piled up far [upstream], at a town named Adam, near Zarethan. The water stopped flowing down to the Dead Sea. So the people were able to cross the river near Jericho.
0603110102	The priests who were carrying the chest containing the Ten Commandments that Yahweh [had given them] stood on dry ground in the middle of the Jordan [riverbed], while the rest of the Israeli people crossed the river [as though they were crossing] dry ground.
060401006b	After all the people of the Israeli nation had finished crossing the Jordan [River], Yahweh said to Joshua,
06040200c8	“When you choose the twelve men, one from each tribe, whom I mentioned previously, tell them to pick up [large] stones from the middle of the Jordan riverbed, where the priests are [still] standing.
0604030065	Tell them to carry the stones with you and put them down at the place where you will stay tonight.”
060404005b	So Joshua chose twelve men, one from each tribe. He called them together, and said to them,
06040500f2	“Go into the middle of the Jordan riverbed, to [where the priests are standing, holding] the chest that Yahweh, your God, gave you. Each of you must pick up a [large] stone, one for each tribe, [and carry it] on your shoulder [to our camp].
0604060076	[Then pile them up] to be a memorial for you. In the future, when your children ask, ‘What do these stones mean?’,
060407016c	tell them that the water in the Jordan River was blocked off when the priests were carrying the chest [that contained] the Ten Commandments that Yahweh [gave us]. When the chest was carried into the Jordan [River], the water was blocked off [so that we could cross the riverbed]. These stones will be a memorial for the descendants of us Israeli people forever.”
0604080108	So those Israeli men did what Joshua told them to do. They went and picked up twelve [large] stones from the middle of the Jordan [riverbed], one stone for each of the tribes, just as Yahweh had told Joshua. They carried the stones to their camp and put them down.
06040900dc	Then Joshua set up twelve [other large] stones [in a pile], in the middle of the Jordan [riverbed], where the priests who carried the chest containing the Ten Commandments were standing. And those stones are still there.
06040a0132	The priests who carried the chest remained standing in the middle of the Jordan [riverbed] until the people had finished doing everything that Yahweh had commanded Joshua to tell them to do. Those were the same instructions that Moses had given to Joshua. The Israeli people crossed [the riverbed] quickly.
06040b0080	As soon as all of them had crossed, as the people watched, the priests carried the chest [the rest of the way across the river].
06040c00c6	The soldiers of the tribes of Reuben, Gad, and of half of the soldiers of the tribe of Manasseh, crossed over ahead of the rest of the Israeli people, carrying their weapons, as Moses had commanded.
06040d00ac	As Yahweh was watching, there were about 40,000 of those soldiers, carrying weapons ready for battle, who crossed the riverbed to the plains near Jericho, [ready] to fight.
06040e00af	On that day, all the people of Israel saw that Yahweh had caused Joshua to be a great leader. And they honored Joshua for the rest of his life, just as they had honored Moses.
06040f0016	Yahweh said to Joshua,
060410007e	“[Now] tell the priests who are carrying the chest containing the Ten Commandments to come up from the Jordan [riverbed].”
060411002b	So Joshua commanded the priests to do that.
0604120131	Then the priests, carrying the chest containing the Ten Commandments that Yahweh [had given to Moses], came up out of the riverbed. And as soon as they walked up out of the riverbed onto the riverbank, the water of the Jordan [River] flowed again, and flooded [over the river banks] as it had done before.
06041300c4	It was on the tenth day of the first month [of that year] that the people crossed over the Jordan [River] and camped at [a place called] Gilgal, on the east side of [the land near] Jericho [city].
0604140087	The men [who were carrying] the twelve [large] stones from the Jordan [riverbed brought them to] Joshua, [and he] set them up at Gilgal
060415009e	Joshua said to the Israeli people, “In the future, when your children and grandchildren ask, ‘(What do these stones [mean/Why are these stones here)]?’,
0604160064	tell them, ‘We Israeli people crossed the Jordan [River as though we were crossing] on dry ground.
0604170114	As we were watching, Yahweh, your God, dried up the river until we had all crossed over. Yahweh, the God whom we worship, did to the Jordan [River] just like he did to the Red Sea, when he caused it to become dry as [our parents] were watching, until they all crossed over it.
06041800b8	Yahweh did that in order that all the people-groups of the earth may know that he [MTY] is very powerful, and in order that you may always (be in awe of/revere) Yahweh, your God.’”
0605010173	All the kings of the people-groups to the west of the Jordan River and all the kings of the groups who were descendants of Canaan and who lived close to the [Mediterranean] Sea heard about how Yahweh had dried up the water of the Jordan [River] until all we Israeli people had crossed over. So they became very dismayed. They no longer were courageous enough to fight us.
06050200f8	While [they were camped at Gilgal], Yahweh said to Joshua, “[The Israeli males who lived in Egypt were circumcised before they left there. Now] make knives from flint stones and circumcise all the Israeli males [who have been born since then].”
0605030070	So Joshua [made knives and] circumcised the Israeli males at a place that is now called ‘Circumcision Hill’.
