2800000005	Matej
2a0b2b007b	Jao tumenđe farisejalen! Kaj volin te bešen pe prve thana ande sinagoge thaj te e manuša pozdravin tumen pe javne thana.
2a0b2c00a8	Teško tumenđe farisejalen kaj sen sago e limorja, save naj obeležime, pe save e manuša phirena, a či džanen kaj si okote o limori thaj postanin duhovno melale!”
2a0b2d0087	Askal varesosko katar e učitelja e Mojsiješće zakonestar phendas e Isusešće: “Učiteljina, dok gajda phenes, vi amen vređos.”
2a0b2e00f5	A o Isus phendas: “Jao vi tumenđe, učiteljurja e Mojsiješće zakonestar! Kaj čhon pe manuša o pharipe gajda kaj den len pravilo save našti te inđaren, a tumen korkoro ni e najesa či mrdnon te pomognin lenđe te inđaren godova pharipe.
2a0b2f0059	Teško tumenđe, kaj vazden e prorokonenđe spomenikurja, a tumare pradada mudardine len.
2a0b3000a0	Godolesa kaj či trajin so e prorokurja sikavenas svedočin kaj odobrin okova so ćerdine tumare pradada: von mudardine len, a tumen spomenikurja vazden lenđe!
2a0b310084	Zato vi o Del mudro phendas: ‘Bičhalava lende e prorokonen thaj e apostolen. Varesaven lendar mudarena, a varesaven progonina.’
2a0b32006e	Zato tumaro naraštaj smatrila pe došalo palo rat kaj sas čhordo e prorokonengo katar o postanko e themesko,
2a0b330126	katar o rat e prvo prorokosko dži ko rat e poslednjo prorokosko, e Aveljesko dži ko rat e Zaharijasko, savo sas mudardo maškar o žrtveniko thaj o svetište. Ej phenav tumenđe, kaj rodela pe o računo katar akaja generacija tumaro naraštaj avela odgovorno pale godova rat savo sas čhordo!
2a0b3400e8	Jao tumenđe, učiteljurja e Mojsiješće zakonestar! Kaj line e ćija katar o džanglipe pale Devlesko carstvo thaj garadine katar e manuša. Korkoro či den andre ando carstvo, a či mućen te den andre okola save kamen te den.”
2a0b3500b4	Kana o Isus inkljisto okotar, e učitelja e Mojsiješće zakonestar thaj e fariseja počnisardine zurale te holjavon pe leste thaj navalisardine pe leste te phučen les but vareso.
2a0b360054	Von dićhenas te astaren les ande varesavo pogrešno alav sar optužisardinesas les.
2a0c0100de	Askal ćida pes majbut milje manuša, gajda kaj jek avrešće uštavenas e pungre. Ali o Isus prvo phendas pire učenikonenđe: “Len tumen sama kaj o farisejsko licemerje buljol sago o kvasco savo šukljarel sasto humer.
2a0c020064	Kaj avel e vrjama kana sa so si garado avela arakhado thaj sa so si tajno ašundola angle savorende.
2a0c030088	Zato, sa so phendine ande tama ašundola po svetlo thaj sa so phendine varekašće po kan ande sobe, katar e krovurja propovedila pe.”
2a0c04009f	O Isus nastavisarda: “Phenav tumenđe mungre drugarenđe na daran katar okola save šaj te mudaren samo o telo, a pale godova našti ćeren tumenđe khanči.
2a0c050086	Ali phenava tumenđe kastar trubun te daran: daran katar o Del savo, šaj lel o trajo thaj askal čhudel les ando pakao. Lestar daran!
2a0c060069	Pa či li bićinen pe pandž čiriklja pale samo duj lovora? Pa palem ni jećhe lendar o Del či bistrel.
2a0c070070	A tumenđe si svako bal po šoro đinado. Zato na daran! Kaj sen e Devlešće majvredne nego but e čiriklja!”
2a0c08009c	“Ko akate pe phuv anglo them priznail kaj pripadil manđe, pale leste me o Čhavo e Manušesko phenava, angle anđelurja e Devlešće kaj pripadil manđe.
2a0c09007e	Ali okova savo odreknil pe mandar angle manuša akate pe phuv, gajda vi me odrekniva man lestar angle anđelurja e Devlešće.
2a0c0a0095	Ali phenav tumenđe ko mothol vareso protiv o Čhavo e Manušesko, jartola pe lešće. Ali okolešće ko hulil po Sveto Duho, či jartola pe lešće.
2a0c0b007c	A kana anena tumen po sudo thaj ande sinagoge, angle poglavarja thaj angle vlast, na vodin briga so phenena te branin tumen!
2a0c0c0042	Kaj o Sveto Duho ande godova časo sikavela tumen so te phenen.”
2a0c0d007e	Vareko maškar o them phendas lešće: “Učiteljina, phen mungre phralešće te podelil manca so mukla amenđe amaro dad.”
2a0c0e0070	Pe godova o Isus phendas lešće: “Manušeja, ko čhuta man te avav tumaro sudco ili deliv maškar tumende?”
2a0c0f007a	Askal phendas savorenđe: “Len tumen majdur katar svako pohlepa, kaj o čačo trajo či avel katar okova so si tumen.”
2a0c100060	Askal o Isus phendas lenđe akaja usporedba: “Varesave barvale manušešće e phuv but bijanda
2a0c110072	thaj ačhilo te gindil ande peste: ‘So te ćerav? Kaj naj man kaj te čhav sa akava so bijanda manđe e phuv.’
2a0c120085	Thaj phendas: ‘Ake so ćerava! Haravava mungre žitnice thaj vazdava majbare thaj okote čhava sa mungro điv thaj mungro lačhipe.
2a0c130093	Askal phenava korkoro manđe ake situ ande zalihe but lačhipe pale but e brš kaj aven. Dušo mungrije, akana odmori tut, ha, pi thaj veselitu!’
2a0c14005f	Ali o Del phendas lešće: ‘Bigođavereja! Već arjat mereja! A sa so ćidan, kasko avela?’
2a0c150073	Gajda avela okoleja kaj ćidel pešće barvalipe, a či ćidel o barvalipe savo si vredno ande Devlešće jakha.”
2a0c160087	Askal o Isus phendas pire učenikonenđe: “Zato phenav tumenđe, na daran pale tumaro trajo so hana, ni palo telo so lena pe tumende.
2a0c17003d	Kaj o trajo si majvredno katar o habe, a o telo katar e drze.
2a0c18009f	Dićhen pe gavranurja! Niti sadin niti ćiden, najlen spremište ni žitnice, thaj tumaro Dad nebesko pravarel len. Kozom sen tumen majvredne nego e čiriklja!
2a0c190049	A ko tumendar šaj e brigenca te lunđarel piro trajo samo pale jek đes?
2a0c1a0062	Dakle, ako tumen našti ćeren ni okova so si majcara, sostar askal stalno han holji pale sa aver?
2a0c1b00d6	Lačhe dićhen e divlje luluđa sar barjon! Či trudin pe niti suven pešće drze. A phenav tumenđe kaj ni o caro Solomon ande sa piro barvalipe či inđarelas pe peste gajda šukar drze sago akala divlje luluđa.
2a0c1c00a8	Ako o Del gajda šukar furjarel e poljsko čar, savi ađes si, a već thejara čhudel pe ando bov te phabon, kozom majbut šukar furjarela tumen. Tumen cara paćivalen!
2a0c1d0073	Zato vi tumen na samo gndisaren pe godova dali si tumen dosta te han thaj te pijen. Na uznemirin tumen zbog godova!
2a0c1e006e	Sa godova roden e manuša save či pindžaren e Devles. Tumaro nebesko Dad džanel kaj sa godova trubul tumen.
2a0c1f0041	Nego roden e Devlesko carstvo, a sa godova nadodaila pe tumenđe!
2a0c200053	Na dara mungro cikno stado! Kaj si e volja tumare Dadešći te del tumen o Carstvo.
2a0c2100de	Bićinen okova so si tumen thaj e love den e čorenđe! Gajda ćidena tumenđe trjaste save či phurjon thaj barvalipe savo či propadnila, večno blago savo si ando nebo kaj o čor či avel thaj kaj o moljco či hala les.
2a0c22003a	Zato, kaj si ćiro barvalipe, okote avela vi ćiro ilo.”
2a0c23005d	O Isus phendas lenđe vi akava: “Aven spremne te služin thaj tumare stenkurja neka phabon.
2a0c240085	Aven sago okola kaj ažućaren pire gospodare kana boldel pe andar e svaturja te odma putren lešće čim aresel thaj marel po vudar,
2a0c2500ce	Blago okole slugonenđe saven o gospodari, kana avela, araćhel džungade! Čače phenav tumenđe, kaj korkoro o gospodari čhola len pale sinija te bešen thaj čhola pe peste o keceljko, te poslužil len.
2a0c260098	O gospodari šaj te boldel pe ande opaš e rjat ili ande zora a blago e slugenđe saven o gospodari araćhela kaj si još džungade thaj ažućaren les.
2a0c27007d	Ali akava džanen: te o domaćino džanglasas ande savo časo avela o čor, či muklasas te o čor provalil ande lesko ćher.
2a0c280061	Vi tumen aven spremne, kaj me, o Čhavo e Manušesko, avava ando časo kana či očekuina man.”
2a0c29006c	Pe godova o Petar phendas: “Gospode, phenes li godoja usporedba samo pale amende ili vi pale savorende?”
2a0c2a00a0	A o Gospod Isus phendas: “Ko si okova verno thaj razumno upravniko saves o gospodari čhola te vladil pe lešće sluge thaj te del len habe ande pravo vrjama?
2a0c2b0055	Blago godole slugašće saves lesko gospodari, kana avela, araćhel kaj ćerel gajda.
2a0c2c0062	Čače, phenav tumenđe, o gospodari čhola godole slugone te upravljil lešće saste barvalipeja.
2a0c2d00aa	Ali ako godova sluga phenel ande piro ilo: ‘Mungro gospodari či avela gajda sigo’ thaj ačhel te marel e slugonen thaj e sluškinjen, te hal, te pijel thaj te matol,
2a0c2e00b3	avela lesko gospodari ande godova đes kana vo či očekuil thaj ando časo kana vo či ni džanel, thaj strogo kaznila les thaj odredila lesko than maškar okola save či paćan,
2a0c2f009c	O sluga savo pindžarel e volja pire gospodarešći, a khanči či ćerda te pripremil pe pale vrjama kana boldela pe lesko gospodari, avela strogo kaznime.
2a0c3000e4	A okova sluga kaj či džanglas e gospodarešći volja, a ćerda vareso so zaslužil kazna, cara avela mardo. A katar okola kašće but dijas lendar majbut vi rodela. Okolestar kašće si but poverime lestar but vi rodela pe.”
2a0c310076	Askal o Isus phendas: “Me avilem te čhudav jag e sudošći pe phuv! Sar volisardemas te već počnisarda te phabol!
2a0c320064	Ali majsigo trubul te pretrpiv e muke thaj o smrto, zurale si manđe pharo dok godova či avel gata!
2a0c33005a	Gndisaren kaj me avilem te anav miro pe phuv maškar o them? Nisar. Avilem te anav razdor.
2a0c340084	Kaj katar akana e familija rspila pe: trin džene avena pe mungri rig, a aver duj protiv ili duj pe mungri rig, a trin protiv mande.
2a0c3500a3	Boldela pe o dad protiv o čhavo, thaj o čhavo protiv o dad, e dej protiv e čhej, thaj e čhej protiv e dej, e sokra protiv e bori thaj e bori protiv e sokra.”
2a0c36008a	A e bute themešće o Isus phendas: “Kana dićhen kaj o kalo oblako avel katar o zapad, odma phenen: ‘Dela o bršnd!’ Thaj gajda si.
2a0c37006e	Kana dićhen kaj phurdel e balval katar e pustinja po jugo, phenen: ‘Avela tati vrjama’, thaj gajda avela.
2a0c38008b	Licemerja! Džanen te prosudin o izgled e nebesko thaj e phuvjako. Sar askal či pindžaren mungre znakurja save trubuinesas te pindžaren!
2a0c390037	Tumen korkoro trubuinesas te pindžaren so si ispravno!
2a0c3a0112	Sago vi ako vareko prl tumen zbog o dugo savo či poćindine thaj kamel te inđarel tumen po sudo, još e dromesa den sa tumendar te e nagodbasa rešin tumen lestar, te či inkalel tumen anglo sudo. O sudco dela tumen ko stražari, a o stražari čhudela tumen ande tamnica.
2a0c3b0061	Phenav tuće: či inkljeja okotar dok či poćines sa so san udžile dži ko poslednjo lovoro.”
2a0d0100dd	Askal aviline varesave manuša thaj phendine e Isusešće kaj o Pilato savo sas rimsko upravniko dijas naredba te mudaren pe varesave manuša andar e Galileja. Thaj sas mudarde ando jerusalimsko Hramo dok anenas e žrtve.
2a0d020087	O Isus phendas lenđe: “Dali si godova dokaz kaj godola Galilejcurja save nasradisardine sas majbut bezehale katar aver Galilejcurja?
2a0d03005a	Nisar! Phenav tumenđe: vi tumen gajda avena duhovno hasarde ako či obratin tumen ko Del!
2a0d040096	Ili gndin kaj okola dešuohto, pe save haradili e Siloamsko kula thaj mudarda len sas majbut bezehale katar sa e manuša save trajinas ando Jerusalim?
2a0d05005d	Nisar! Phenav tumenđe: vi tumen gajda avena duhovno hasarde ako či obratin tumen ko Del.”
2a0d060099	Askal o Isus phendas lenđe akaja usporedba: “Varesave manuše sas zasadime smokva ande lesko vinograd. Avelas te rodel plodo pe late, ali či arakhla.
2a0d070099	Zato phendas e vinogradarešće: ‘Ake, već trin brš avav thaj rodav plodo pe akaja smokva thaj či arakhav les. Čhin lat. Sostar te crpil e phuv?’
2a0d080085	A o vinogradari phendas lešće: ‘Gospodarina, mukla još akava brš, a me hanavava oko late thaj čhava oko late o štalsko gunoj.
2a0d09004e	Možda ipak pe okova brš bijanel. A ako či bijanel askal čhineja lat.’”
2a0d0a0032	Jek savato dok o Isus sikavelas ande jek sinagoga.
2a0d0b0092	Okote sas varesavi manušnji savi dešuohto brš sas grbavo thaj našti uspravilaspe. Ande late sas o bilačho duho savo ćerelas te avel nasvali.
2a0d0c0070	Kana o Isus dikhla lat, akharda lat peste thaj phendas: “Manušnjije, oslobodime san katar ćiro nasvalipe!”
2a0d0d0059	Thaj čhuta pire vas pe late, a voj odma uspravisajli thaj počnisarda te slavil e Devle.
2a0d0e00e6	A okova savo sas vođa ande sinagoga holjajlo kaj o Isus sastardas ando savato, thaj phendas e themešće: “Šov si đes ando kurko kana trubul te ćerel pe bući! Ande godola đesa aven thaj saston, a na ande savatosko đes!”
2a0d0f00c4	O Gospod askal phendas lešće: “Licemerja! Vi tumen ćeren bući savatone. Zar či svako tumendar savatone odrešil pire guruve ili magarco katar e jasle thaj inđarel les po paj te napoil les?
2a0d1000ca	Naj li vi voj čhej andar e Avraamesko plemeno, savja o Sotona phangla već dešuohto brš, či li trubujasas vi lat o Del te odrešil katar godova nasvalipe savo si laće okurja ande savatosko đes?”
2a0d110068	Pe godova sa lešće protivnikurja ladžajle, a sa aver raduisajle e šukar delenđe save o Isus ćerda.
2a0d120059	Pale godova o Isus phendas: “Sova si slično e Devlesko carstvo? Sova te usporediv les?
2a0d1300d1	Slično si e gorušicaće zrnosa savo si zurale cikno, kana o manuš lel les thaj čhude les ande piri bar. Barjol thaj ćerdol ando kaš thaj e čiriklja ćiden pe thaj ćeren gnezdurja ande lešće ranja.”
2a0d140040	Thaj palem phučla len: “Sova te usporediv e Devlesko carstvo?
2a0d150063	Vo si sago o kvasco savo lel e manušnji thaj šukljarel les ando but aro, dok sa či vazdel pe.”
2a0d160061	Gajda o Isus naćhelas kroz e gava thaj kroz e varošice, sikavelas thaj putuilas ando Jerusalim.
2a0d170067	Askal vareko phendas lešće: “Gospode, dali si cara okola kaj spasin pe?” A o Isus phendas lenđe:
2a0d180085	“O vudar nebesko si usko. Trudin tumen te den andre kroz leste, kaj phenav tumenđe, but rodena te den kroz leste, ali našti dena.
2a0d1900cb	Kana o gospodari e ćheresko zaključil o vudar avela prekasno. Askal ačhena avri marena po vudar thaj phenena: ‘Gospode, putar amenđe!’ Vo phenela tumenđe: ‘Či džanav ko sen, ni katar sen.’
2a0d1a005f	Askal počnina te phenen: ‘Pa amen tusa halam thaj pilam, a tu sikavejas pe amare sokača!’
2a0d1b005d	A vo phenela tumenđe: ‘Či džanav ko sen. Džantar mandar savora save nepravda ćeren!’
2a0d1c00bd	okote avela o roipe thaj o škripipe e dandenca kaj avena gajda holjarike kana dićhena e Avraame, e Isako, e Jakove thaj sa e prorokonen ande Devlesko carstvo, a tumen avena čhudine avri.
2a0d1d008b	Askal avela o but o them katar o istok thaj katar o zapad, katar o severo thaj katar o jugo thaj bešena pale sinija ande Devlesko carstvo.
2a0d1e0080	Thaj dik, okola save si akana prve askal avena pe poslednjo than, a okolen save akate smatrin kaj si poslednje avena majbare.”
2a0d1f008f	Ande godova časo aviline varesave fariseja thaj phendine e Isusešće: “Inklji thaj džatar akatar, kaj o caro Irod kamel te mudarel tut.”
2a0d2000a2	A o Isus phendas lenđe: “Džan thaj phenen godole lisicaće: ‘Ake, tradav e bilačhe duhonen thaj sastarav ađes thaj thejara, thaj trito đes avava gata.’
2a0d21007b	Ali ađes, thejara thaj overthara moraš te nastaviv o drom, kaj valda e prorokurja našti aven mudarde avrjal o Jerusalim.
2a0d2200fd	Jerusalime, Jerusalime, savo mudares e prorokonen thaj čhudes e bara dži ko smrto pe okola save si e Devlestar bičhalde tuće! Kozom drom lijem te ćidav ćire čhavren, sago e kvočka savi ćidel pire pujen tale pešće phaka, ali tumen či kamline!
2a0d2300ae	Ake akana, tumaro ćher avela pusto! Thaj phenav tumenđe, či dićhena man dok či avel o časo kana phenena: ‘Blagoslovime o okova savo avel ando alav e Gospodesko!’”
2a0e010086	Jek savato avilo o Isus ando ćher ke jek vođa e farisejengo te hal lesa. Okola save sas okote lačhe lenas sama pe leste so ćerela.
2a0e020068	Kaj pojavisajlo anglo Isus varesavo manuš savo sas nasvalo gajda kaj sas les paj thaj šuljolas lestar.
2a0e0300aa	Pe godova o Isus phučla e učitelja e Mojsiješće zakonestar thaj e farisejen: “Dali si muklino prema e Mojsijesko zakono te savatone sastarel pe o manuš ili naj?”
2a0e040080	A von khanči či phendine. Askal o Isus čhuta pire vas po nasvalo manuš, sastarda les thaj phendas lešće kaj šaj džaltar.
2a0e05009a	A o Isus phendas: “Ko tumendar savatone či ćerel bući? Ako varekašće tumendar o čhavro ili o guruv perel ande haing, zar či odma inkalena les?”
2a0e06001f	Pe godova nas len so te phenen.
2a0e070072	Kana o Isus dikhla sar okola kaj si akharde pe gozba len pešće prve thana te bešen, phendas lenđe e usporedba:
2a0e080070	“Kana vareko akharel tut pe svaturja, na beš po prvo than kaj so ako si akhardo vareko ko si majvažno tutar?
2a0e0900a5	Te či o domaćino savo akhardas tut thaj vi les phenela tuće: ‘Ušti thaj de o than okole manušešće.’ Askal ladžavoja, ušteja thaj bešeja po paluno than.
2a0e0a00d6	Nego kana vareko akharel tut dža thaj beš pe paluno than, thaj kana avela okova kaj akharda tut, phenel tuće: ‘Drugarina pripremisardem tuće majlačho than!’ Askal aveja počastime angle sa save si akharde.
2a0e0b005f	Kaj, svako ko korkoro pes uzvisil, avela ponizime, a ko korkoro pes ponizil, avela uzvisime.”
2a0e0c0103	A askal o Isus bolda pes ko domaćino thaj phendas lešće: “Kana ćeres habe ili večera, na akhar ćire drugaren, ni ćire phralen, ni ćire familija, ni ćire barvale komšijen, te či vi von možda tut akhardinesas thaj pe akava način boldinesas tuće.
2a0e0d0044	Nego kana ćeres gozba akhar e čoren, sakaten, banđen, thaj koren.
2a0e0e0096	Kaj len naj sova te bolden tuće. Gajda aveja blagoslovime kaj o Del pale godova nagradila tut kana vo vaskrsnila e pravedne manušen andar e mule.”
2a0e0f0082	Kana godova ašunda jek katar e manuša pale sinija, phendas e Isusešće: “Blago okolešće savo hala ande Devlesko carstvo!”
2a0e10005f	A o Isus phendas lešće: “Varesosko manuš ćerda bari večera thaj akhardas e but e themes.
2a0e11005c	Kana e večera sas gata, bičhaldas e sluga te phenel e gostonenđe: ‘Sa si gata. Aven!’
2a0e1200ad	A von jek pale avreste phendine kaj našti te aven. O prvo phendas lešće: ‘Ćindem njiva thaj trubul te džav te dikhav lat. Moliv tut, jartosar man ke godova manuš.’
2a0e130087	Aver phendas: ‘Ćindem deš guruva, thaj trubul te džav te isprobiv len dali si lačhe. Moliv tut, jartosar man ke godova manuš.’
2a0e140043	O trito phendas: ‘Upravo ženisajlem thaj zato našti te avav.’
2a0e1500d3	O sluga bolda pe thaj javisarda godova pire gospodarešće. Askal o gospodari holjajlo thaj phendas e slugašće: ‘Inklji brzo pe sokača e gavešće thaj an akaring e čoren, sakaten, koren thaj e banđen.’
2a0e160072	Kana o sluga gajda ćerda, javisardas e Gospodarešće: ‘Gospodarina, ćerdo si so phendan thaj još si than.’
2a0e17007c	O gospodari phendas e slugašće: ‘Inklji pe droma avrajl o gav thaj trade len te aven te pherdol mungro ćhere e themesa.
2a0e18007e	Kaj phenav tumenđe: Ni jek katar okola manuša save sas majsigo akharde či hana ni zalogaj katar e gozba savi ćerdem.’”
2a0e190045	E Isuseja putuilas o silno them. O Isus bolda pe thaj phendas lenđe:
2a0e1a00c3	“Ako vareko kamel te avel mungro učeniko, moraš te volil man majbut nego pire dade, deja, romnja, čhavren, phralen, phejen, pa majbut vi katar piro trajo. Inače našti avel mungro učeniko!
2a0e1b0074	Ko či lel piro trušul thaj či džal pale mande thaj naj spremno te merel pale mande, našti avel mungro učeniko!
2a0e1c008a	Kaj khonik tumendar, kana kamel te sagradil e kula, či prvo bešel thaj proračunil e troškurja te dićhel dali si les sova te završil.
2a0e1d00a7	Inače, šaj dogodisajlo sas lešće te uspil samo te čhol o temelji thaj najles dosta love te završil, a askal savora save godova dikhline sas mardinesas muj lestar
2a0e1e004a	thaj phenena: ‘Akava manuš počnisarda te gradil, a našti završil!’
2a0e1f00c1	Ili savo caro teljardasas ando rato aver caronenca, a te majsigo či bešel thaj gindil dali šaj pire deš milje vojnikonenca te svladil okoles savo avel pe leste pire biš milje vojnikonenca?
2a0e20007c	Ako procenil kaj našti te svladil len, bičhalela pire manušen te roden miro dok si lenđe protivnikurja još dur po drom.
2a0e210059	Zato khonikal našti postanil mungro učeniko savo či mućel sa so si les zbog mande.”
2a0e220068	Askal o Isus još phendas lenđe: “O lon si lačho. Ali ako o lon naj londo, sova askal lonđarela pe?
2a0e230075	O bilondo lon naj lačho ni pale phuv, ni palo gnoište, nego samo te čhudel pes. Ašunen kana već si tumen kan!”
2a0f010061	Oko o Isus ćida pes e but e carinikurja thaj e bare bezehale manuša te ašunen les sar sikavel.
2a0f020080	Zato e fariseja thaj e učitelja e Mojsiješće zakonestar mrmljinas: “Družilpe e bezehalenca thaj još čak vi hal lenca!”
2a0f030030	Pe godova o Isus phendas lenđe akaja usporedba:
2a0f0400b1	“Ko tumendar, ako si les šel bakhre thaj hasarel jećhe či mućela okolen injavardeš thaj inja ande divljina, thaj či đelosas te rodel godole jećhe dok či araćhel les?
2a0f05002f	A kana araćhelas, pherdo bah čhol les pe dume
2a0f0600a7	thaj boldel les ćhere thaj čim aresel ćhere akharel pire komšijen thaj pire drugaren thaj phenel lenđe: ‘Raduin tumen manca! Arakhlem mungre hasarde bakhres.’
2a0f0700c9	Phenav tumenđe, gajda savora ando nebo avena majbahtale pale jek bezehalo manuš savo pokajil pe nego pale injavardeš thaj inja save gndin kaj si pravedne thaj kaj o pokajanje naj lenđe potrebno.”
2a0f0800a6	O Isus phendas lenđe: “Savi godoja manušnji, ako si lat deš rupa thaj jek hasarel, či del jag o stenko, lačhe šilavel o ćher thaj rodel dok či araćhel les?
2a0f09008e	A kana araćhel les, akharel pire komšinicen thaj pire drugaricen thaj phenel lenđe: ‘Raduin tumen manca! Arakhlem o rup savo hasardem.’
2a0f0a0062	Phenav tumenđe, kaj gajda e Devlešće anđelurja raduinape pale jek bezehalo savo obratil pe.”
2a0f0b004d	Thaj o Isus nastavisarda te ćerel svato: “Varesave manuše sas duj čhave.
2a0f0c0086	O majterno phendas pire dadešće: ‘Dade, deman akana mungro nasledstvo savo pripadil manđe.’ Thaj o dad podelisarda o barvalipe.
2a0f0d009e	Kana nakhline varesave đesa o majterno čhavo ćida sa piro thaj otputuisarda ande dur phuv thaj okote potrošisarda sa piro barvalipe pire bilačhe trajosa.
2a0f0e0050	Kana potrošisarda sa, dija e bari bok ande godoja phuv, thaj nas les so te hal.
2a0f0f0067	Askal đelo thaj zaposlisajlo sago sluga ke jek manuš ande godoja phuv thaj čarjarelas lešće balen.
2a0f10007c	O čhavo sas gajda bokhalo kaj rado halasas vi e ljuske katar e maune save hanas e bale, ali khonikal či delas len lešće.
2a0f11007c	Kana napokon avilo peste, phendas: Ke mungro dad e najamnikonen si habe gaći kaj uvek vi ačhel, a me akate merav bokhatar!
2a0f120077	Uštava, teljarava ke mungro dad thaj phenava lešće: ‘Dade, sagrešisardem protiv tute thaj protiv o Del ando nebo!
2a0f130068	Naj sem majbut dostojno te akhara man ćire čhavesa. Primi man sago jećhe katar ćire najamnikurja.’
2a0f1400c8	Uštilo thaj teljarda ke piro dad. Dok sas još dur katar piro ćher, lesko dad dikhla les dok sas još po drom thaj sažalisajlo pe leste thaj prastajas angle leste, dija les mrtiko thaj čumida les.
2a0f15008b	A o čhavo phendas lešće: ‘Dade, sagrešisardem protiv tute thaj protiv o Del! Naj sem majbut dostojno te akhara man ćire čhavesa.’
2a0f160097	A o dad phendas e slugenđe: ‘Brzo inkalen e majšukar haljina thaj den pe leste! Čhon lešće e angrušći po naj thaj e sandale pe lešće pungre!
2a0f17004e	Anen e majthule guruve thaj denle čhurjasa, pa te pogostime thaj te veselime.
2a0f180089	Kaj, akava mungro čhavo sas mulo thaj akana bolda pe ando trajo, hasardo sas thaj akana arakhadilo!’ Thaj počnisardine te veselin pe.
2a0f19009c	Pale godoja vrjama lesko majpurano čhavo ćerelas bući ande njive. A kana bolda pe thaj sas već paše, andar o ćher ašundolas e muzika thaj o ćhelipe.
2a0f1a0031	Pa akhardas jećhe slugo te phučel so si godova.
2a0f1b0094	A o sluga phendas: ‘Bolda pe ćiro phral thaj ćiro dad dija čhurjasa e thule guruve te proslavil kaj lesko čhavo bolda pe džudo thaj sasto.’
2a0f1c0079	O majpurano phral holjajlo thaj či kamla te del andre. Askal o dad inkljisto thaj počnisarda te molil les te del andre.
2a0f1d00c5	A vo phendas pire dadešće: ‘Me ake gaći brš služiv sago robo tuće thaj nikada či obisardem te ćerav so phendan manđe, a tu nikada ni jarco či dijan man te proveselima mungre drugarenca.
2a0f1e007d	A kana avilo kava ćiro čhavo savo e bludnicenca haljarda sa ćiro barvalipe, tu dijan lešće čhurjasa majthule guruve.’
2a0f1f0061	Pe godova o dad lesko phendas lešće: ‘Čhaveja, tu san uvek manca thaj sa mungro vi ćiro si.
2a0f200086	Ali trubul te raduji men thaj veselimen kaj akava ćiro phral sas mulo thaj akana bolda pes ando trajo, hasardo thaj arakhadilo!’”
2a100100a8	O Isus askal phendas pire učenikonenđe e usporedba: “Sas varesavo barvalo manuš saves sas upravitelj saves e manuša prnas kaj rspil o barvalipe pire gospodaresko.
2a100200e1	O barvalo manuš akharda pire upravitelje thaj phendas lešće: ‘So godova ašunav pale tute? Sikav manđe o računo kaj ramosardan sar vodijas e briga pale mungro barvalipe zato kaj majbut našti aves mungro upravitelj!’
2a100300bc	Pe godova o baro sluga phendas ande peste: ‘So te ćerav kana mungro gospodari či del više te ćerav bući pale leste? Te džav te hanavav naj man snaga. Te prosiv? Ladžavo si manđe.
2a1004008e	Džanav so ćerava! Thaj kana gajda ćerava e manuša lačhe primina man ande pire ćhera, kana majbut či avava e gospodaresko upravitelj.’
2a100500b3	Askal akhardas jećhe po jećhe katar o okola save sas udžile lešće gospodarešće. Thaj phučla e prvo manuše savo sas udžile: ‘Kozom san udžile mungre gospodarešće?’
2a100600a2	‘Šel bačve maslinsko zetino’, phendas o okova savo sas udžile. A o baro sluga phendas lešće: ‘Le ćiro računo beš thaj odma ramosar pandžvardeš.’
2a100700be	Pale godova phendas e aver manušešće: ‘A tu, kozom san tu udžile?’ A vo phendas lešće: ‘Šel mere điv.’ Phendas vi lešće: ‘Le ćiro računo thaj ramosar pe ohtovardeš.’
2a100800c7	Thaj o gospodari pohvalisarda e bilačhe upravitelje kaj sas snalažljivo. Kaj e manuša akale themešće majsnalažljivo postupin prema okola save si lenđe slične, nego e manuša katar o svetlost.
2a100900c7	A me phenav tumenđe, steknin tumenđe drugaren gajda kaj ispravno koristin akale themesko barvalipe thaj kana o barvalipe majbut či avela korisno o Del primila tumen ande večne stanurja ando nebo.
2a100a00c4	Ako šaj paćas e manušešće ande cikne buća, askal šaj paćas lešće vi ande bare buća thaj ako našti paćas e manušešće ande cikne buća askal našti paćas lešće ni ande bare buća.
2a100b0071	Ako naj senas paćivale ande e themesko barvalipe, sar o Del poverila tumenđe duhovno barvalipe te upravin lesa?
2a100c0052	Thaj ako ande averesko barvalipe naj senas paćivale, sar o Del dela tumen tumaro?
2a100d00de	Ni jek sluga našti robujil duje gospodarenđe ande isto vrjama. Kaj jećhe mrzala, a averes volila; ili jećhešće avela paćivalo a avres prezirila. Našti služin e Devlešće thaj e barvalipešće ande isto vrjama.”
2a100e0059	Sa gadava ašundine e fariseja save sas pohlepne pale love thaj marenas muj katar o Isus.
2a100f00a5	A o Isus phendas lenđe: “Tumen ćeren tumen kaj sen pravedne anglo them, ali džanel o Del tumare ile. Kaj so e manuša smatrin vredno, e Devlešće grjacolpe.”
2a10100124	Askal o Isus phendas lenđe: “E Mojsijesko zakono thaj e knjige save ramosardine e purane prorokurja važinas sa dok či avilo o Jovano savo bolelas, a katar askal navestilas pe e Bahtali nevimata palo carstvo e Devlesko. Thaj katar askal nagovorisaras savoren te den ande Devlesko carstvo.
2a10110099	Ali godova či značil kaj e Mojsijesko zakon majbut či vredil kaj majloće nestanila o nebo thaj e phuv, nego te propadnil jek tačkica andar o zakono.
