2800000007	Matthew
2a0d0a0045	And when He was teaching in one of the synagogues on the sabbath-day,
2a0d0b0084	there was a woman that had a spirit of infirmity eighteen years, and was bowed together, and utterly unable to lift herself upright.
2a0d0c006b	And when Jesus saw her, He called her to Him, and said to her, Woman, thou art loosed from thine infirmity.
2a0d0d0059	And He laid his hands upon her; and immediately she was made straight, and glorified God.
2a0d0e00e5	But the ruler of the synagogue, being provoked that Jesus had wrought a cure on the sabbath-day, said to the people, There are six days in which ye ought to work; on these therefore come and be healed, and not on the sabbath-day.
2a0d0f00a2	The Lord therefore answered him and said, Thou hypocrite, does not any of you on the sabbath loose his ox or his ass from the stall and lead him away to watering?
2a0d100089	And might not this woman, a daughter of Abraham, whom Satan hath bound these eighteen years, be loosed from this bond on the sabbath-day?
2a0d110082	Upon his saying this, all his adversaries were ashamed: but the people rejoiced for all the glorious things that were done by Him.
2a0d120051	Then said He, To what is the kingdom of God like, and to what shall I compare it?
2a0d1300a3	It is like a grain of mustard-seed, which a man took and sowed in his garden, and it grew, and became a great tree, and the birds of the air lodged in it's boughs.
2a0d14003e	And again He said, To what shall I compare the kingdom of God?
2a0d150067	It is like leaven, which a woman took and put into three measures of meal, till the whole was leavened.
2a0d160058	And he went through the cities and villages teaching, as He journeyed towards Jerusalem.
2a0d170041	And one said to Him, Lord, are there but few that shall be saved?
2a0d180082	But He said unto them, Strive to enter in at the strait gate; for I tell you, many will desire to enter in, and shall not be able.
2a0d1900dc	When the master of the house shall have risen up and shut the door, and ye begin to stand without and knock at the door saying, Lord, Lord, open unto us; and He shall answer and say to you, I know you not, whence ye are:
2a0d1a0044	then shall ye begin to say, We have eaten and drank in thy presence,
2a0d1b008b	and thou hast taught in our streets, But He will say, I tell you, I know you not, whence ye are; depart from me all ye workers of iniquity:
2a0d1c00a5	and there shall be weeping and gnashing of teeth, when ye see Abraham, and Isaac, and Jacob, and all the prophets in the kingdom of God, and you yourselves shut out.
2a0d1d0087	Yea they shall come from the east, and from the west, and from the north, and from the south, and shall sit down in the kingdom of God.
2a0d1e005b	And behold, there are some last who shall be first, and there are first that shall be last.
2a0d1f0076	At the same time came some of the pharisees, and said to Him, Go out and depart hence, for Herod intends to kill thee.
2a0d200094	And He said to them, Go, tell that fox, Behold, I cast out demons and perform cures today and to-morrow; and in a little while I am to be perfected:
2a0d210087	but I must procede to-day and to-morrow and the following; for it cannot be supposed that a prophet should be cut off but in Jerusalem.
2a0d2200c7	O Jerusalem, Jerusalem, that killest the prophets and stonest them that are sent unto thee, how often would I have gathered thy children, as a hen gathers her brood under her wings, and ye would not?
2a0d2300b1	Behold, your house is left unto you desolate: and I assure you ye shall not see me again till the time come when ye shall say, Blessed is He that cometh in the name of the Lord.
2a0e010079	And as He went into the house of one of the chief of the pharisees to eat on the sabbath-day, and they were watching Him,
2a0e02003d	behold, there was a certain man before Him that had a dropsy.
2a0e030073	And Jesus spake to the expounders of the law and to the pharisees, saying, Is it lawful to heal on the sabbath-day?
2a0e04004b	but they made no answer. And He took him and healed him, and sent him away:
2a0e05008b	and said unto them, Which of you shall have an ass or an ox fall into a pit, and will not immediately draw him out even on the sabbath-day?
2a0e06003b	and they were not able to answer Him again to these things.
2a0e07006e	And He spake a parable to those that were invited, observing how they chose the chief seats, saying unto them,
2a0e08008c	When thou art invited by any one to a wedding, do not sit down in the uppermost place, least one more honorable than thou be invited by him;
2a0e090091	and he who invited thee and him, should come and say to thee, Give place to this person, and then thou begin with shame to take the lowest place.
2a0e0a00d3	But when thou art invited, go and sit down at the lowest place, that, when he who invited thee cometh, he may say to thee, Friend, go up higher: then wilt thou have honor before them that sit at table with thee:
2a0e0b005f	for whosoever exalteth himself shall be humbled, and he that humbleth himself shall be exalted.
2a0e0c00e2	He said also to him that had invited Him, When thou makest a dinner or a supper, do not invite thy friends, nor thy brethren, nor thy kindred, nor thy rich neighbors; least they invite thee again, and so a return be made thee.
2a0e0d0068	But when thou makest a feast, invite the poor, the maimed, the lame, the blind; and thou shalt be happy;
2a0e0e0076	because they have not wherewith to requite thee: for a recompense shall be given thee at the resurrection of the just.
2a0e0f0089	And one of those; who sat at table with Him, hearing these things, said unto Him, Happy is he that shall eat bread in the kingdom of God.
2a0e100047	Upon which He said, A certain man made a great supper and invited many;
2a0e110069	and sent his servant at supper-time to say to them that were invited, Come, for all things are now ready.
2a0e12008b	And they all with one consent began to make excuses; the first said, I have bought a field, and I must go and see it, pray have me excused.
2a0e130062	And another said, I have bought five yoke of oxen, and am going to try them, pray have me excused.
2a0e140045	And another said, I have married a wife, and therefore I cannot come.
2a0e1500f0	So the servant came and told his lord these things. Then the master of the house being angry said to his servant, Go directly into the streets and lanes of the city, and bring in hither the poor, and the maimed, and the lame, and the blind.
2a0e160058	And the servant said, Sir, it is done according to thine order, and still there is room.
2a0e17007f	And the lord said to the servant, Go out into the high-ways and hedges, and press them to come in, that my house may be filled:
2a0e180052	for I tell you, that none of those men who were invited, shall taste of my supper.
2a0e190035	Now there were great multitudes going along with Him:
2a0e1a00d4	so he turned and said to them, If any man come to me, and does not comparatively hate his father, and mother, and wife, and children, and brethren, and sisters, yea and his own life too, he cannot be my disciple.
2a0e1b004c	And whosoever doth not bear his cross, and follow me, cannot be my disciple.
2a0e1c008e	For who of you that hath a mind to build a tower does not first sit down and calculate the expence, whether he hath wherewithal to perfect it?
2a0e1d003c	least having laid a foundation and not being able to finish,
2a0e1e005f	all that see it, should deride him, saying, this man began to build and was not able to finish.
2a0e1f00c2	Or what king, going to engage with another king in battle, doth not sit down first and consult, whether he be able with ten thousand men to meet him that cometh against him with twenty thousand?
2a0e20005d	and if not, while he is yet far off, he sendeth an embassy, and desireth conditions of peace.
2a0e210054	So, every one of you, that doth not give up all that he hath, cannot be my disciple.
2a0e220053	Salt is good; but if the salt have lost it's savor, wherewith shall it be seasoned?
2a0e230075	it is neither fit for the land, nor for the dunghil; but they throw it away. He that hath ears to hear, let him hear.
2a0f010053	Then drew near unto Him all the publicans and other notorious sinners, to hear Him.
2a0f02006b	And the pharisees and scribes murmured, saying, This man entertaineth wicked persons, and eateth with them.
2a0f030022	But He spake to them this parable,
2a0f0400ab	saying, What man of you that hath an hundred sheep, and loseth one of them, doth not leave the ninety-nine in the field, and go after that which was lost, till he find it?
2a0f050043	And when he hath found it, he layeth it on his shoulders rejoicing:
2a0f06008e	and coming home, he calleth his friends and neighbors together and saith unto them, Rejoice with me, for I have found my sheep which was lost.
2a0f070098	Thus, I tell you, there shall be joy in heaven over one repenting sinner, more than over ninety-nine righteous persons, that have no need of repentance.
2a0f080090	Or what woman having ten pieces of silver, if she lose one, doth not light a candle, and sweep the house, and search carefully till she find it?
2a0f090091	and when she hath found it, she calleth her friends and neighbors together; saying, Rejoice with me, for I have found the piece which I had lost.
2a0f0a0051	Thus, I tell you, there is joy among the angels of God over one repenting sinner.
2a0f0b0054	And He said, a certain man had two sons: and the younger of them said to his father,
2a0f0c0060	Father, give me the portion that falleth to my share. And he divided his substance between them.
2a0f0d00a4	And not many days after the younger son gathered all together and went abroad into a distant country, and there squandered away his substance by living luxuriously.
2a0f0e0068	And when he had spent all, there happen'd a grievous famine in that country, and he began to be in want.
2a0f0f006d	And he went and let himself to one of the people of that country, who sent him into his fields to feed swine.
2a0f10006a	And he would gladly have filled his belly with the husks which the swine did eat: and no man relieved him.
2a0f110084	But coming to himself, he said, How many hired servants of my father have bread enough and to spare, and I am perishing with hunger?
2a0f12006b	I will rise and go to my father, and will say to him, Father, I have sinned against heaven and before thee,
2a0f130053	and am no longer worthy to be called thy son; make me as one of thy hired servants.
2a0f1400ab	And he rose and came to his father. But when he was yet a great way off, his father saw him, and was moved with compassion; and he ran and fell on his neck and kissed him.
2a0f15007e	And his son said unto him, Father, I have sinned against heaven and before thee, and am no longer worthy to be called thy son.
2a0f160083	But the father said to his servants, bring out the best robe, and put it on him, and put a ring on his hand, and shoes on his feet:
2a0f17004a	and bring hither the fatted calf and kill it, and let us eat and be merry:
2a0f180064	for this my son was dead, and is alive again, and was lost and is found. And they began to be merry.
2a0f19006e	But his elder son was out in the field: and as he came and drew nigh to the house, he heard music and dancing:
2a0f1a004c	and he called one of the servants to him, and asked what these things meant.
2a0f1b00a7	And he said to him, Thy brother is come, and thy father hath killed the fatted calf, because he hath received him safe and well: but he was angry, and would not go in.
2a0f1c002e	Therefore his father came out and desired him.
2a0f1d00bc	But he answered and said to his father, Behold so many years as I serve thee, nor have I ever transgressed thy command, and yet thou hast never given me a kid, to be merry with my friends:
2a0f1e007d	but as soon as this thy son was come, who hath eaten up thy substance with harlots, thou hast killed for him the fatted calf.
2a0f1f0051	And he said unto him, Son, thou art always with me, and all that I have is thine.
2a0f20007f	But it was fit we should be merry and rejoice; for this thy brother was dead, and is come to life again, was lost and is found.
2a10010083	And He said also to his disciples, There was a certain rich man, who had a steward; and he was accused to him of wasting his goods.
2a10020090	And he called him, and said unto him, What is this I hear of thee? give up the accounts of thy stewardship, for thou canst be no longer steward.
2a10030093	And the steward said in himself, What shall I do? now my master takes away the stewardship from me; I am not able to work, and I am ashamed to beg.
2a10040064	I know what I will do, that when I am turned out of my place, they may receive me into their houses.
2a10050088	So he called his master's debtors to him, and said to the first, How much owest thou to my master? and he said, an hundred baths of oil.
2a10060044	And he said to him, Take thy bill, and sit down and write but fifty.
2a10070094	Then he said to another, And how much owest thou? and he said, an hundred measures of wheat: and he said to him, Take thy bill, and write fourscore.
2a1008009d	And his master commended the dishonest steward as having acted prudently: for the men of this world are as to their affairs wiser than the children of light.
2a10090096	And I say unto you, Make to yourselves friends with these unrighteous treasures, that when they fail, ye may be received into everlasting habitations.
2a100a0077	He, that is faithful in the lest, is faithful also in much: and he, that is unjust in the lest, is unjust also in much.
2a100b005f	If therefore ye have not been faithful in the false riches, who will intrust you with the true?
2a100c0067	and if ye have not been faithful in that which was another's, who will give you that which is your own?
2a100d00b8	No servant can serve two masters; for either he will hate the one, and love the other; or at lest he will be attached to the one, and neglect the other. Ye cannot serve God and Mammon.
2a100e0053	And the pharisees also, who were covetous, heard all these things; and derided Him.
2a100f00a5	And He said unto them, Ye justify yourselves before men, but God knoweth your hearts: for that which is highly esteemed among men is abomination in the sight of God.
2a1010007d	The law and the prophets continued until John: from that time the kingdom of God is preached, and every one presseth into it.
2a1011005a	Though it is easier for heaven and earth to pass away, than one tittle of the law to fail.
2a1012009d	Whosoever putteth away his wife, and marrieth another, committeth adultery; and whosoever marrieth her that is put away from her husband committeth adultery.
2a10130079	Now there was a certain rich man, who was clothed in purple and fine linen, living voluptuously and splendidly every day.
2a10140027	And there was a poor man named Lazarus,
2a101500c7	who was laid at his gate full of sores, and desiring to be fed with the crumbs that fell from the rich man's table: and the dogs came and licked his sores. And it came to pass that the poor man died,
2a10160055	and was carried by angels to Abraham's bosom: the rich man also died, and was buried.
2a1017006c	And in hell he lifted up his eyes, being in torments, and seeth Abraham from afar, and Lazarus in his bosom.
2a101800b3	And he cried out and said, Father Abraham, have pity on me, and send Lazarus, that he may dip the tip of his finger in water, and cool my tongue; for I am tormented in this flame.
2a101900a7	And Abraham said, Son, remember that thou receivedst thy good things in thy life-time, and likewise Lazarus his evils: but now he is comforted, and thou art tormented.
2a101a00a9	And besides, there is a great gulf fixed between us and you; so that they, who would pass from hence to you, cannot; nor can they pass to us, who would come from thence.
2a101b0060	Then he said, Therefore I intreat thee, Father, that thou wouldst send him to my father's house:
2a101c0071	for I have five brethren; that he may testify to them my misery, least they also come into this place of torment.
2a101d004b	Abraham answered him, They have Moses and the prophets, let them hear them:
2a101e005a	and he said, Nay, father Abraham, but if one went to them from the dead, they will repent.
2a101f0083	And he replied, If they hearken not to Moses and the prophets, neither will they be persuaded though one should rise from the dead.
2a1101006f	Then said He to the disciples, It is impossible that offences should not come: but wo to him by whom they come.
2a1102009f	It were better for him that a milstone were hung about his neck, and he were thrown into the sea, than that he should cause one of these little ones to offend.
2a11030069	Take heed to yourselves: if thy brother trespass against thee, rebuke him; and if he repent, forgive him.
2a11040085	And if he trespass against thee seven times a day, and seven times in a day return to thee, saying, I repent; thou shalt forgive him.
2a11050038	And the apostles said unto the Lord, Increase our faith.
2a110600a7	And the Lord said, If ye had faith but as a grain of mustard-seed, ye might say to this sycamine-tree, Be thou rooted up and planted in the sea; and it would obey you.
2a11070098	But which of you having a servant plowing, or feeding cattle, will say to him, as soon as he comes in from the field, Come hither and sit down at table?
2a11080096	But will he not rather say to him, Get ready my supper, and gird thyself, and wait upon me, till I have done, and afterwards thou shalt eat and drink.
2a1109003c	Is he obliged to that servant for doing what he was ordered?
2a110a009f	I think not. So likewise ye, when ye have done all things that were commanded you, say we are unprofitable servants, for we have done only what we ought to do.
2a110b0055	And as He was going to Jerusalem, He passed through the midst of Samaria and Galilee;
2a110c0051	and as He entered into a certain village, there met Him ten men that were lepers:
2a110d005a	who stood at a distance, and lifted up their voice, saying, Jesus master, have pity on us.
2a110e008b	And when He saw them, He said unto them, Go and shew yourselves to the priests. And it came to pass as they were going, they were cleansed.
2a110f005b	And one of them, perceiving that he was healed, returned, with a loud voice glorifying God:
2a1110004a	and fell prostrate at his feet, giving Him thanks; and He was a Samaritan.
2a11110059	And Jesus answered and said, Were not all the ten cleansed? and where are the other nine?
2a11120041	Are there none returning to give glory to God, but this stranger?
2a11130041	And He said to him, Arise, go thy way; thy faith hath saved thee.
2a1114008c	And being asked by the pharisees, when the kingdom of God should come, He answered and said, the kingdom of God cometh not with observation.
2a11150067	Neither shall they say, Behold it is here, or behold it is there; for the kingdom of God is within you.
2a11160086	And He said to the disciples, the time will come, when ye shall desire to see one of the days of the Son of man, and shall not see it.
2a1117006c	And they will say to you, Behold, He is here, or behold He is there: but go not after them, nor follow them.
2a11180082	For as the lightning which lightneth from the one part of heaven shineth to the other: so also shall the Son of man be in his day.
2a11190049	But He must suffer many things first, and be rejected by this generation.
2a111a0055	And as it was in the days of Noah, so shall it be also in the days of the Son of man.
2a111b008d	They were eating, drinking, marrying, and being married, till the day that Noah went into the ark: and the flood came and destroyed them all.
2a111c006f	And as it was likewise in the days of Lot; they were eating, drinking, buying, selling, planting, and building:
2a111d006f	but the very day that Lot went out from Sodom, it rained fire and brimstone from heaven and destroyed them all.
2a111e003c	Thus shall it be in the day that the Son of man is revealed.
2a111f00bb	In that day, whoever shall be on the house-top, and his goods in the house, let him not come down into it to take them away: and he that is in the field, let him likewise not return back.
2a1120004a	Remember Lot's wife. Whosoever shall seek to save his life, shall lose it;
2a11210037	and whosoever will venture his life, shall preserve it.
2a11220057	In that night there shall be two in one bed; the one shall be taken and the other left:
2a11230050	two women shall be grinding together; the one shall be taken and the other left:
2a11240049	two men shall be in the field; the one shall be taken and the other left.
2a11250088	And they answered and said unto Him, Where, Lord? And He said to them, where the carcase is, there will the eagles be gathered together.
2a1201005d	And He spake also a parable to them, to shew that men ought always to pray, and not to faint:
2a12020056	saying, There was a judge in a certain city, who neither feared God, nor regarded man.
2a1203005b	And there was a widow in that city, who came to him, saying, Do me justice of my adversary.
2a1204005a	And he would not for a time: but afterwards he said within himself, Though I fear not God,
2a1205007d	nor regard man, yet because this widow gives me trouble, I will do her justice, least by continually coming she weary me out.
2a12060039	And the Lord said, hear what even the unjust judge saith:
2a12070067	and will not God do justice for his elect that cry to Him day and night, though He bear long with them.
2a1208006e	I tell you, He will avenge them speedily. And yet when the Son of man cometh, shall He find faith in the land?
2a1209006a	And He spake also this parable to some that trusted in themselves as being righteous, and despised others.
2a120a0053	Two men went up to the temple to pray; the one a pharisee and the other a publican.
2a120b009a	The pharisee standing by himself prayed thus, O God, I thank thee that I am not as other men are, rapacious, unjust, adulterous, or even as this publican.
2a120c003d	I fast twice a week, and I give tithes of all that I possess.
2a120d00a7	But the publican standing at a distance did not presume so much as to lift up his eyes to heaven, but smote upon his breast, saying, O God, be merciful to me a sinner.
2a120e00a9	I tell you, this man went down to his house justified rather than the other: for whoever exalteth himself shall be abased, but he that humbleth himself shall be exalted.
2a120f0069	And they brought to Him infants also, that He might touch them: and his disciples seeing it rebuked them.
2a12100086	But Jesus called them to Him and said, Suffer little children to come unto me, and forbid them not: for of such is the kingdom of God.
2a12110074	Verily I tell you, Whosoever shall not receive the kingdom of God as a little child shall by no means enter into it.
2a1212005c	And a certain ruler asked Him, saying, Good master, what shall I do to inherit eternal life?
2a1213005b	And Jesus said unto him, Why callest thou me good? there is none good but one, that is God.
2a1214008e	Thou knowest the commandments, Do not commit adultery, Do not kill, Do not steal, Do not bear false witness, Honour thy father and thy mother.
2a12150031	And he said, all these have I kept from my youth.
2a121600c1	But when Jesus heard these things He said unto him, Thou yet wantest one thing, Sell all that thou hast, and distribute to the poor, and thou shalt have treasure in heaven: and come, follow me.
2a12170044	But when he heard this, he was very sorrowful; for he was very rich.
2a12180082	And when Jesus saw that he was very sorrowful, He said, How difficultly shall they that have riches enter into the kingdom of God?
2a12190075	For it is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God.
2a121a0033	And they that heard it said, Who then can be saved?
2a121b0042	But He answered, Things impossible with men are possible with God.
2a121c0040	Then said Peter, Behold, we have quitted all, and followed Thee.
2a121d00a2	And He said unto them, Verily I tell you, there is no one that hath left house, or parents, or brethren, or wife, or children, for the sake of the kingdom of God,
2a121e0061	who shall not receive manifold more even in this life, and in the world to come life everlasting.
2a121f00af	And He took the twelve with Him and said to them, Behold, we are going up to Jerusalem, and all things written by the prophets concerning the Son of man shall be accomplished.
2a12200084	For He shall be delivered to the Gentiles, and insulted, and abused, and spit upon, and they will scourge Him, and put Him to death:
2a12210026	and the third day He shall rise again.
2a12220080	But they understood none of these things; and this matter was hid from them, so that they knew not the things which were spoken.
2a1223004f	And as he was near to Jericho, a certain blind man sat by the way-side begging.
2a1224003b	And hearing a multitude passing by, he asked what it meant.
2a12250032	And they told him, Jesus of Nazareth is coming by.
2a1226004a	And he cried out, saying, Jesus, thou son of David, have compassion on me.
2a12270082	And they, that went before, rebuked him, that he might hold his peace, but he cried out the more, O Son of David, have pity on me.
2a12280050	So Jesus stopt, and ordered him to be brought to Him: and when he was come near,
2a12290072	He asked him, saying, What wouldst thou that I should do for thee? And he said, Lord, that I may recover my sight.
2a122a0046	And Jesus said unto him, Receive thy sight: thy faith hath saved thee.
2a122b0084	And immediately he received his sight, and followed Him, glorifying God: and all the people, when they saw it, gave praise unto God.
2a13010038	And Jesus having entred Jericho passed through the city,
2a13020056	and behold, there was a man named Zaccheus, who was the chief publican, and very rich.
2a13030064	And he sought to see Jesus who He was; but he could not for the croud; for he was little of stature.
2a13040068	And he ran before and got up into a sycamore-tree that he might see Him; for He was to pass by that way.
2a13050096	And when Jesus came to the place, He looked up and saw him, and said to him, Zaccheus, make haste and come down; for to-day I must abide at thy house.
2a1306003b	And he made haste and came down, and received Him with joy.
2a1307005a	And when they saw it, they all murmured, saying, He is gone to be guest with a wicked man.
2a130800b4	But Zaccheus stood up and said unto Jesus, Behold, Lord, the half of my substance I give to the poor; and if I have taken any thing from any one wrongfully, I restore him fourfold.
2a13090066	Then said Jesus, This day is salvation come to this house, for as much as he also is a son of Abraham.
2a130a0043	For the Son of man is come to seek and to save that which was lost.
2a130b00b3	And as they listened to these things, He proceeded and spake a parable; because He was nigh to Jerusalem, and they thought that the kingdom of God would immediately be manifested.
2a130c007d	He said therefore, A certain nobleman went into a distant country to receive the investiture of a kingdom and then to return.
2a130d006b	And he called ten of his servants, and delivered to them ten pounds, and said, Trade with them till I come.
2a130e006e	But his citizens hated him, and sent an embassy after him, saying, We will not have this man to reign over us.
2a130f00ba	And when he was returned, having received the kingdom, he ordered these servants to be called to him, to whom he had delivered the money, that he might know what use each had made of it.
2a13100045	Then came the first and said, Lord, thy pound hath gained ten pounds.
2a13110086	And he said to him, Well done, thou good servant, as thou hast been faithful in a very little, thou shalt be governor over ten cities.
2a13120047	And the second came, saying, Lord, thy pound hath produced five pounds:
2a1313003c	and he said to this likewise, Be thou also over five cities.
2a1314005e	And another came, and said, Behold, my Lord, thy pound, which I have kept laid up in a napkin:
2a1315008b	for I was afraid of thee, because thou art an austere man, who takest up what thou didst not lay down, and reapest what thou didst not sow.
2a131600b7	But he said to him, Out of thy own mouth will I judge thee, thou wicked servant, Thou knewest that I am an austere man, taking up what I laid not down, and reaping what I did not sow;
2a13170070	and why then didst thou not put my money into the bank, that when I came I might have received it with interest?
2a1318006d	And he said to them that stood by, Take away the pound from him, and give it to him that hath the ten pounds.
2a1319003b	(And they said unto him, Lord, he hath ten pounds already:)
2a131a0088	for I tell you, that to every one that hath shall be given; but from him that hath not, even what he seemingly hath shall be taken away.
2a131b0068	But those mine enemies, who would not have me to reign over them, bring hither, and slay them before me.
2a131c004a	And when He had said these things, He went forward, going up to Jerusalem.
2a131d0075	And when He was nigh to Bethphage and Bethany, at the mount called the mount of Olives, He sent two of his disciples,
2a131e0098	saying, Go into the opposite village, in which, at your entring, ye will find a colt tied, on which no man ever yet sat; loose him and bring him hither.
2a131f0063	And if any one ask you, Why do ye loose him? thus shall ye say unto him, The Lord hath need of him.
2a13200044	And they that were sent, went away and found it as He had told them.
2a1321005b	But as they were untying the colt, the owners of it said to them, Why do ye untie the colt?
2a1322002d	and they answered, The Lord hath need of him.
2a13230060	And they brought him to Jesus: and throwing their garments upon the colt they set Jesus thereon.
2a13240044	And as He went along they spread their clothes under Him in the way.
2a132500c4	And when He was now come near to the foot of the mount of Olives, the whole multitude of the disciples rejoicing began to praise God with a loud voice for all the mighty works which they had seen,
2a1326006b	saying, Blessed be the king that cometh in the name of the Lord: peace in heaven, and glory in the highest!
2a1327005d	And some of the pharisees from among the multitude said to Him, Master, rebuke thy disciples.
2a1328005b	And He answered them, I tell you, that if these were silent, the very stones would cry out.
2a13290039	And as He drew near, beholding the city, He wept over it,
2a132a008a	saying, If thou hadst known, even thou, at lest in this thy day, the things relating to thy peace--- but now they are hid from thine eyes.
2a132b008b	For the days shall come upon thee, that thine enemies shall cast up a trench about thee, and surround thee, and keep thee in on every side,
2a132c00b2	and shall lay thee to the ground, and thy children within thee; and they shall not leave in thee one stone upon another: because thou didst not regard the time of thy visitation.
2a132d0053	And He went into the temple, and cast out those that were buying and selling in it,
2a132e0069	saying unto them, It is written, "my house is the house of prayer: but ye have made it a den of thieves."
2a132f0082	And He was teaching daily in the temple: but the chief priests and the scribes and the rulers of the people sought to destroy Him;
2a13300053	and could not find how to effect it: for all the people were attentive to hear Him.
2a140100a2	And on one of those days as He was teaching the people in the temple and preaching the gospel, the chief priests and the scribes and elders came upon Him, saying,
2a1402005d	Tell us by what authority thou dost these things? or who it is that gave thee this authority?
2a1403004e	And He answered and said unto them, I will also ask you one question, tell me,
2a14040030	Was the baptism of John from heaven or from men?
2a14050071	And they reasoned among themselves, saying, If we say, From heaven, He will say, Why then did ye not believe him?
2a14060064	but if we say, Of men, the people will all stone us: for they are persuaded that John was a prophet.
2a14070033	And they answered, they did not know whence it was.
2a14080056	And Jesus said unto them, Neither will I tell you by what authority I do these things.
2a140900a1	Then He began to speak unto the people this parable, A certain man planted a vineyard, and let it out to husbandmen and travelled abroad for a considerable time,
2a140a00a8	and at the fruit-season he sent a servant to the husbandmen that they should give him of the fruit of the vineyard; but the husbandmen beat him and sent him away empty.
2a140b005c	And he sent another servant; and they beat him also and abused him, and sent him away empty.
2a140c0041	And he sent a third; and they wounded him also and drove him out.
2a140d0083	Then said the lord of the vineyard, What shall I do? I will send my beloved son: perhaps when they see Him they will reverence Him.
2a140e0093	But when the husbandmen saw Him, they reasoned among themselves, saying, This is the heir, come, let us kill him, that the inheritance may be ours.
2a140f006f	So they cast him out of the vineyard and killed him. What therefore will the lord of the vineyard do unto them?
2a14100080	He will come and destroy these husbandmen, and will give the vineyard to others. And when they heard this they said, God forbid.
2a1411008e	And He looked upon them and said, What then is this, which is written, The stone which the builders refused, is become the head of the corner?
2a1412006c	Whosoever falleth on that stone shall be bruised; but on whomsoever it falleth, it will crush him to pieces.
2a141300b5	And the chief priests and the scribes would have laid hands on Him at that very time, but were afraid of the people: for they perceived that He had spoken this parable against them.
2a141400ad	And they watched Him and sent out spies, pretending to be righteous men, to lay hold of his words, that they might deliver Him up to the power and authority of the governor.
2a1415009f	And they asked Him, saying, Master, we know that thou speakest and teachest rightly, and acceptest not the person of any, but teachest the way of God in truth:
2a14160035	is it lawful for us to give tribute to Cesar, or not?
2a1417004a	But He perceived their craftiness, and said unto them, Why do ye tempt me?
2a14180051	Shew me a penny: whose image and inscription hath it? and they answered, Cesar's.
2a14190076	Then said He unto them, Render therefore unto Cesar the things that are Cesar's, and to God the things that are God's.
2a141a006e	And they could not take hold of his word before the people: and they marvelled at his answer and said no more.
2a141b004e	And some of the Sadducees (who deny a resurrection) came to Him and asked Him,
2a141c00a2	saying, Moses enjoined us, if any man's brother die, having a wife, and he die childless, that his brother should take his wife, and raise up seed to his brother.
2a141d0082	Now there were seven brethren: and the first took a wife, and died childless; and the second took the wife, and he died childless;
2a141e0017	and the third took her;
2a141f0021	and in like manner all the seven.
2a14200044	And they died and left no children. Last of all the woman also died.
2a14210053	Therefore at the resurrection whose wife is she? for all the seven had her to wife.
2a1422005f	And Jesus answering said unto them, The children of this world marry and are given in marriage.
2a14230083	But they who are counted worthy to obtain that world, and the resurrection from the dead, neither marry, nor are given in marriage:
2a1424007c	for they can die no more, being like the angels: and they are the children of God as being the children of the resurrection.
2a14250095	Now that the dead are raised, even Moses shewed at the bush; for he calleth the Lord, the God of Abraham, and the God of Isaac, and the God of Jacob.
2a14260055	And He is not the God of the dead, but of the living; for to Him they are all living.
2a14270045	And some of the scribes replied, Master, thou hast indeed said right.
2a14280039	And they dared not any more to ask Him any such question.
2a14290048	And He said unto them, How do they say, that Christ is the son of David?
2a142a004c	when David himself saith in the book of Psalms, "The Lord said unto my Lord,
2a142b0044	Sit thou on my right hand, till I make thine enemies thy footstool."
2a142c003d	David therefore calleth Him Lord, and how is He then his son?
2a142d0040	And He said to his disciples, in the audience of all the people,
2a142e00a6	Beware of the scribes, who affect to walk in long robes, and love salutations in public places, and the chief seats in the Synagogues, and uppermost places at feasts;
2a142f006f	who devour widows houses, and for a shew of religion make long prayers: these shall receive a heavier sentence.
2a1501004e	And He looked up and saw the rich people bringing their gifts to the treasury:
2a15020033	and He saw also a poor widow throwing in two mites.
2a1503004f	And He said, Verily I tell you, this poor widow hath put in more than they all.
2a15040080	For all these have out of their abundance contributed to the offerings of God: but she out of her penury hath given all she had.
2a15050087	And as some were speaking of the temple; how it was adorned with beautiful stones and gifts, He said, As for these things which ye see,
2a1506006a	the days will come, in which there shall not be left one stone upon another, that shall not be demolished.
2a1507007f	And they asked Him, saying, Master, when shall these things be? And what will be the sign when these things shall come to pass?
2a150800a2	And He said, Take heed that ye be not deceived; for many shall come in my name, saying, I am the Christ; and the time is near: but do not therefore go after them.
2a1509007f	And when ye shall hear of wars and commotions, be not terrified: for these must first happen; but the end will not be directly.
2a150a0056	Then said He unto them, Nation shall rise against nation, and kingdom against kingdom;
2a150b0088	and there will be great earthquakes in several places, and famines, and pestilences, and fearful sights and great prodigies from heaven.
2a150c00b2	But before all these things they will lay hands on you, and persecute you, delivering you up to synagogues, and prisons, being brought before kings and rulers for my name's sake:
2a150d0027	but it shall be for a testimony to you.
2a150e0065	Fix it therefore in your hearts not to premeditate a defence: for I will give you a mouth and wisdom,
2a150f0049	which all your adversaries shall not be able to contradict nor withstand.
2a15100085	But ye shall be betrayed even by parents, and brethren, and kindred and friends; and some of you shall they cause to be put to death:
2a1511002c	and ye will be hated by all men for my sake.
2a1512002a	But not an hair of your head shall perish.
2a1513002e	In your patience therefore possess your souls.
2a1514009d	And when ye shall see Jerusalem surrounded with armies, then know that the desolation thereof is nigh: then let them that are in Judea flee to the mountains,
