2800000007	Matthew
281c0c008b	Soamwooniir patere me mwaaen kkewe aar ra rhu fengaen nge ra pwiungiuw meeta repwe feeori; iwe ra ngaenneer poos kkewe towunepaen senaapiy,
281c0d00b1	nge ra aengaeniir pwe, “Oawpwe aengaeniir aeremas pwe, ‘Rhooan kkayeo kkewe naiun re itto nee pwoong we, nge ra itto mwoarhow noa miniwe oanongan oatowe aemaem aei maiur.’
281c0e00a9	Nge aere governor e rongorong kkepas eei, aemaem aeipwe aeffeta ngaeni pwe soapw reen aaemi feoffeeor aenneew, nge aaemi esooar meeta minne oawpwe tip mwaramwar reen.”
281c0f009d	Iwe poos kkewe ra pwigi senaapiy we nge ra feeori meeta we re aengaeniir pwe repwe feeori. Iwe fioangei nge a rheeoi noa neeiir oanongeer Jews toorito igina.
281c100076	Mwirin rhooan kkayeo kkewe seig me erhai ra noa wooan rhug we noan Galilee, igiwe Jesus e aengaeniir pwe repwe noa ee.
281c110043	Igiwe ra weri, ra aesirowu, nge aaemweoi me neeiir retip mwaramwar.
281c120076	Jesus a aerepaar to nge a iura pwe, “Semaei a ngaenneaei oanongaen nemenem wooai naaeng me feoniufan pwe nemaeniaei.
281c1300a6	Iwe oawnoa ngaeniir aeremas noan oanongaen pwiuneoi, oawpwe noa feeoriir pwe naeyi rhooan kkayeo, nge oawwa paptismusaar faaen itaen Saam, me Naiun me Espritu Santus.
281c14009c	Nge oawwa oasuguunaar pwe repwe tapweei oanongaen minne iya aepesa ngaenigaemi oawpwe feeori. Nge ngaang ipwe nonno reemi toori nee soapwonoan feoniufan.”
2900000004	Mark
2901010047	Ieei iiy Kkepas Mwamwaai we iwe kkepesaen Jesus Kristus iwe Naiun Deus.
29010200b5	Erhaepetae reen miniwe profeta Isaiah a foatogitiw pwe, “Deus a kkepas, ‘Ngaang ipwene fang tiw naeyi rhooan pweipwogin kkepas me weni mmwoamw pwe epwe noa maeneti ennepoamw.’
2901030089	Erhai a iyaekkepwas me noan desert we pwe, ‘Oawpwe oamoannatae ennepaen Soamwoon, oawpwe awenecchera eew aan epwe faaeraeg wooan.’”
29010400be	John a no noan desert we, a paptismus me epwan fenai. A aengaeniir aeremas kkewe pwe, “Oawpwe toagun saengi monofitimi nge oawwa paptismus. Ina nge, Deus epwe saeneti noa aaemi monofit.”
29010500a4	Rhooanap we re itto saengi faniuwaen Judea me taeninimwen Jerusalem ra noa reen John. Ra pwuwafayiuw noa aar monofit, nge John a paptismusaar noan pwupwu we Jordan.
29010600ab	John e memmengaag mengaag effeeor saengi iunaen camel, nge pwaanto na aan effeeor saengi ginin maan, nge anan mwongo ina manni neeiin waniwan ina nirhiugiunpweon me honey.
29010700a5	Iwe, a aengaeniir aeremas pwe, “Mwaaen ee epwe wareto me mwiriy ina e taegias saengiaei, ngaang mwo nge ese fin ipwe ppwoarotiw pwe ipwe pwaeisi geeogeeon nokkaan.
2901080065	Ngaang i paptismus aeginigaemi reen rhaan, nge iiy epwe paptismus aeginigaemi reen Espritu Santus.”
2901090076	Ese pwongiy noa mwo nge Jesus a itto me Nazareth noan Galilee pwe epwe paptismus reen John noan rhan pwupwu we Jordan.
29010a0089	Igiwe rhag Jesus a teeotae me noan rhan we, a weri pwe a susu noa naaeng, iwe nge Espritu santus a ittiw wooan nge eweei rhag erhai dove.
29010b0074	Iwe nge eew mangiungiu a ittiw me naaeng a aepesa pwe, “Een naeyi mwaaen aerhaengerhaeng, iye efin tipaei reen.”
29010c003c	Iwe rhag nge Espritu Santus a fangenoa Jesus noan desert we.
29010d0088	A no igiwe noan iugiugiun faaeig raaen nge Saetan a aegina aan soatoni. Iwe a no neeiir maan mwoarho, iwe nge angkenus ra itto tipaengi.
29010e0071	Mwirin aaen John toonong noan kanepwus, Jesus a noa Galilee a noa fenaiuw Kkepas Mwamwaai we e itto me reen Deus.
29010f0084	A aepesa pwe, “A itto oatowe, Mweoiun Deus a arapeto. Oawpwe toagun saengi aaemi monofit nge oawwa niugiuw Kkepas Mwamwaai een.”
2901100096	Igiwe Jesus a faaeraeg oaroi meoneoiniuniun Galilee nge a weriir riiurhai pwipwi, Simon me Andrew, iir rhooan fita, rewuug fetaen noan meoneoiniun we.
2901110076	Iwe, Jesus a aengaeniir pwe, “Oaw itto tapweaei pwe ipwe kapwiung ngaenigaemi wunuunun aaemi oawpwe fita aeremas.”
2901120049	Iwe rhag nge ra siusaengi wuug kkewe aar nge ra tapweei noa mwirin Jesus.
2901130099	Ese pwan taaw noa aan faaeraeg nge a pwan weriir riiurhai pwipwi, James me John, ikkiwe naiun Zebedee. Reno wooan pwoot we waar nge refeeori naiiur wuug.
2901140097	Nge igiwe rhag Jesus a giuneer, a faingiir. Ra siusaengi Zebedee we semeer wooan pwoot we waar me rhooan engaang kkewe nge ra tapweei noa mwirin Jesus.
29011500a6	Jesus me rhooan kkayeo kkewe naiun ra toori taeninimwen Capernaum. Nge igiwe a toori raaenin Sabbath, Jesus a toonong noan eew wutteer Jews nge a rhaepetae aan fenai.
290116009b	Iir aeremas kkewe re rongorong ra riutae reen aan fenai, pwe aan fenai ese weei taeppen aar fenai sinsein anniug kkewe, pwe a taeppen erhai eyor maemaewan.
2901170074	Reen rhag oatowe erhai mwaaen a yor erhai aniu aenneew wooan a toonong noan wutteer Jews we nge a itinong aekkepwas,
29011800b2	“Meeta oamw mwerhaen ngaenigemaem, Jesus re Nazareth? Wa itto pwe wopwe oatoaropagemaem? Ngaang i giuneei een iyo: een mwaaenessoar we rhooan pweipwogin kkepas we aaen Deus!”
2901190061	Iwe, Jesus a anniugiu ngaeni aniuwe pwe, “Wopwe anniug noa nge wa siunoa me wooan mwaaen na.”
29011a006d	Iwe nge iiy aniu aenneew we a feeori mwaaen we pwe epwe ngoong fetaen, nge a aekkepwas nge a tiwtiw me wooan.
29011b00c6	Iwe aeremas towunap ra riutae nge ra rhaepetae aar kkepas nee fineer, “Meeta eei? Pwan eew taeppen fenai ffeo minneei? Mwaaen een eyor maemaewan pwe e iura rhag eew nge aniu aenneew re tapweei.”
29011c0041	Iwe miniwe kkepesaen Jesus a rheeoi mwetekkaei noa wooan Galilee.
29011d007b	Mwirin, Jesus me James me John me rhooan kkayeo kkewe ra noa saengi wutteer Jews we nge ra noa noan imwaen Simon me Andrew.
29011e007e	Iwe niewe inaen pwiuniuwaen Simon e wonon semwaai reen pwerhikkeraen ginin. Etonong rhag Jesus nge ra aengaeni wunuunun niewe.
29011f007b	Iwe, Jesus a toonong reen, a ammwarhiu paiun nge a tipaengitae. Iwe, a saer noa pwerhin niewe iwe a ittae engaang ngaeniir.
2901200086	Mwirin tupwunoan aenet pwe a nee oatofaaef noa, aeremas ra pweipwog to rhooa semwaai reen Jesus, pwan rhooawe eyor aniu aenneew wooar.
2901210044	Iwe oanongeer rhooan aepinoamw we ra itto mweoiu noa mesaen iimw we.
29012200d3	Iwe Jesus a aecchipwaar tae towunepeer rhooa semwaai kkewe saengi mesemesaen aar semwaai. A asiiur noa towunepaen aniu aenneew, nge ese fang ngaeniir mwo nge epat pwe repwe aepesa, pwe ra fasiun giuneei iiy iyo.
29012300a1	Weni mmwaei raaenin we eraaen, igiwe aenet esaaen teeotae, Jesus a mmasetae nge a toowow me reen iimw we. A noa eew pwiuneoi ne iiy noa rhag nge a noa maeipin e.
2901240030	Nge Simon me rhooawe rhinan ra noa giutta Jesus.
2901250045	Oatowe ra weri, ra aengaeni pwe, “Oanongeer aeremas ra giuttoag.”
2901260076	Nge Jesus a aengaeniir pwe, “Oaw sipwe pwan noa noan aekkaew soapw, pwe ipwe noa fenai e, pwe ina faan aaei itto.”
2901270061	Iwe a noa noan oanongaen Galilee, a noa fenai noan wutteer Jews we nge a asiiur wow aniu aenneew.
29012800b4	Iwe, erhai mwaaen kaenepaai a itto reen Jesus, a foatotiw me mmwan nge a aeffaenipirhe ngaeni pwe epwe tipaengi. A aepesa pwe, “Aere wo mwerhaen, wa aecchipwanoa aaei semwaai.”
290129007e	Iwe Jesus a igin faayeow, e angenoa nge a geotteopa mwaaen we, nge a paniuwaeni pwe, “Ngaang i mwerhaen, wone cchipw noa!”
29012a0050	Reen rhag oatowe nge kaenepaai we a rhiuw saengi mwaaen we, iwe a nimegacch noa.
29012b0043	Mwirin, Jesus a igin feneow mwaaen we nge a mwetekkaein aefenganoa,
29012c00e9	moannon aan aengaeni pwe, “Pipiiy, wosoapw aengaeni mwo nge erhai minneei, nge wa faaeraeg uwen noa reen patere pwe epwe weriug. Iwe nge a feeori oasoar we Moses e akkiuneo, pwe epwe pwaeri ngaeniir aeremas pwe wa nimegacch noa.”
29012d00f7	Nge mwaaen we a noa nge a noa aepesa faaeraegiy wunuunun miniwe a wen ngaeni. Ina faaen Jesus esa mmwenen noa no fenai noan taeninimw kkewe reen. Nge a noa rhag no noan pwiuneoi ne iiy noa rhag. Iwe, aeremas saengi oanongaen pwiuneoi ra itto reen.
290201006e	Fitowu noa raaen me mwirin nge Jesus a sefaaeniti Capernaum, iwe nge kkepas we a rheeoi noa pwe a no nee iimw.
290202008c	Iwe a igin towunap aeremas maegeto, iwe esa rhiuwen yor no neniy. Pwan paen asam we mwo nge epwan sseog noa. Iwe nge Jesus a fenai ngaeniir.
2902030039	Faaman mwaaen ra pwigito reen, erhai mwaaen e maemerhoar.
29020400d8	Nge pwonno igiwe ra igin towunap aeremas esa mmwen no pwe repwe pwigito mwaaen we reen Jesus. Iwe ra ngetaeni wooan oason iimw we wenewenen igiwe Jesus eno ee. Iwe ra atairaetiw mwaaen maemerhoar we ewon noan giegiy.
2902050074	Igiwe Jesus a weri nepaen aar niugiuniug, a aengaeni mwaaen we e maemerhoar pwe, “Naeyi, monofitimw a mwusunoa.”
2902060052	Nge aaemweoi sinsein anniug kkewe remooat igiwe ra niuwaennei nong nee tipeer pwe,
290207008b	“Meeta mwaaeneei a ieei wunuunun aan kkepas reen? Pwe ina nge a aepesa aenneewa Deus. Deus rhag minne emmwen epwe oamwusa noa monofit!”
2902080083	Reen rhag oatowe nge Jesus a giuneei niunniuwaen kkewe aar, iwe a aengaeniir pwe, “Meeta oaw niuwaennei minikkena e aenneew reen?
29020900b3	Ifa minna e mererhaeg, aaei ipwe aengaeni mwaaen ee e maemerhoar pwe, ‘Monofitimw a mwusunoa,’ aere aaei ipwe aengaeni pwe, ‘Wopwe iutae, pwigi giemw nge wa faaeraeg noa?’
29020a009e	Ngaang ipwe pwaeri ngaenigaemi, pwe mwaaen we Naiun Aeremas eyor maemaewan wooan soanop pwe epwe oamwusa noa monofit.” Iwe a aengaeni mwaaen maemerhoar pwe,
29020b0042	“Ipwe aengaeniug, iutae, pwigi giemw nge wa noa noan imwoamw.”
29020c00d9	Igiwe oanongeer nge re maegin emwaamw, mwaaen we a iutae, a pwigi gien iwe a noa. Iwe ra igin riutae reen feoffeeor we, nge ra aepingepinga Deus, nge ra aepesa pwe, “Esaaen yor mwo aemaem giuneei taeppen minneei.”
29020d007f	Iwe Jesus a sefaaeniti miniwe meoneoiniuniun Galilee. Iwe aeremas towunap ra maegeto reen, iwe, a rhaepetae aan fenai ngaeniir.
29020e00c4	Nge igiwe a feffaaeraeg noa, a weri Levi iwe naiun Alphaeus, erhai rhooan iyoiyon tax, emooat noan aan office. Jesus a aengaeni pwe, “Itto tapweaei.” Iwe Levi a iutae nge a tapweei noa mwirin.
29020f00cd	Mwirin noa nge Jesus a noa mwongo noan imwaen Levi. Towunepaen rhooan iyoiyon tax me rhooa monofit ra ttapw noa mwirin Jesus. Iwe towunepeer ra mwongo reen Jesus me rhooan kkayeo kkewe naiun reen table we.
2902100118	Iwe aaemweoi sinsein anniug, iwe iir pwan Pharisees, ra giuneei pwe Jesus me rhooa monofit kkewe me rhooan iyoiyon tax ra mwongo fengaen, iwe ra aeiineeor rhooan kkayeo kkewe naiun pwe, “Meeta faan naimi sinsei a mwongo ngaeniir rhooan iyoiyon tax me rhooa monofit kena reen?”
29021100cc	Jesus a rongorong aar kkepas nge a aengaeniir pwe, “Rhooakka rese semwaai rese noa reer toagota, pwe rhooakka refaer semwaai. Ngaang ise itto pwe ipwe faingiir rhooa mwamwaai, pwe faer rhooa monofit.”
2902120123	Reen eew oat nge rhooan kkayeo kkewe naiun John Baptist me Pharisees kkewe ra aecchigipin. Iwe, aaemweoi aeremas ra itto reen Jesus ra aeiineow pwe, “Meeta naiun John rhooan kkayeo me naiiur Pharisees rhooan kkayeo ra aecchigipin, nge rhooan kkayeo kkomwu noawumw rese aecchigipin reen?”
29021300ad	Jesus a paniuwaeniir pwe, “Oaw niuwaennei pwe rhooa itto ngaeni gupwunon appwiuniupai eei repwe aecchigipin? Aapw, pwe iga bridegroom een eno reer nge resoapw aecchigipin.
2902140064	Nge epwe itto raaenin na repwe pwigi saengiir bridegroom we, nge ina oatona repwene aecchigipin noa.
29021500e3	“Esooar erhai epwe aeyae mengaag ffeo aan epwe pinisa tae wooan erheo mengaag maerhiy, nge aere epwe feeori taeppen eei, iwe mengaag ffeo we epwe fereei noa mengaag maerhiy we, nge miniwe taeringen epwene faer gin temoag noa.
29021600e6	Esooar erhai epwe aenianong wine ffeo noan nenien wine maerhiy, pwe wine ffeo we epwe taeringatiw nenien wine maerhiy we, iwe wine we epwe niytiw ne ppweon. Ina minne wine ffeo epwe pwan aekikki nong rhag noan nenien wine ffeo.”
2902170095	Jesus e feffaaeraeg noa noan aekkaew maetaen wheat wooan raaenin Sabbath. Nge rhooan kkayeo kkewe naiun ra rhaepetae ne ferhiy iuwoapwon wheat kkewe.
29021800a0	Iwe Pharisees kkewe ra aengaeni Jesus pwe, “Pipiiy, ese gacch ngaeni aarh anniug pwe rhooan kkayeo kkomwu noawumw repwe feeori minna wooan raaenin Sabbath!”
2902190094	Jesus a paniuwaeniir pwe, “Oawsaaen aeraegi meeta we David efeeori noan oaton we e tipaeni epwe mwongo? Iiy me rhooawe rhoaniuwan ra igin pecchai,
29021a011a	iwe a toonong noan imwaen Deus a itinong angi fenoawa kkewe ra aeni oasoar ngaeni Deus. Minneen ewen reen oatowe Abiathar minne Soamwoonin Patere. Noan aarh anniug nge rhooawe patere rhag minne repwe mmwenen angi — nge David e angi nge a pwan ngaenneer mwaaen kkewe rhoaniuwan.”
29021b007b	Iwe Jesus a soapwei noa pwe, “Sabbath effeeor pwe faan ngaeniir aeremas, nge aeremas rese ffeeor pwe faan ngaeni Sabbath.
29021c003f	Iwe mwaaen we Naiun Aeremas ina pwan iiy Soamwoonin Sabbath.”
290301004f	Iwe Jesus a sefaaeniti wutteer Jews we, eno erhai mwaaen e maemerhoar paiun ee.
29030200c4	Iwe nge aaemweoi aeremas ra pwan no igiwe, pwe re giutta aekkaew rhaepin minikka repwe oaturu Jesus wooan; ina faan ra pipiiy gacchiuw Jesus aere epwe aecchipwa mwaaen we wooan raaenin Sabbath we.
290303005c	Iwe, Jesus a aengaeni mwaaen we e maemerhoar paiun pwe, “Itto weni mmweer aeremas kaan.”
29030400e3	Iwe a aeiineeor aeremas kkewe pwe, “Meeta aarh anniug e aengaenigirh sipwe mmwenen feeori noan raaenin Sabbath? Sipwe tipaengiir, aere sipwe oawoasuur? Sipwe aemenewa erhai, aere sipwe niiy noa?” Nge iir ra anniug noa rhag.
29030500fb	Jesus a igin soong igiwe e wegitaeg fetaen wooar, nge pwan reen oatowe rhag nge a pwan igin faayeeor, pwe igiwe e cchemaw nee tipeer nge ese pwiung reer. Iwe a aengaeni mwaaen we pwe, “Aeitiwow poawumw.” Iwe a aeitiwow paiun, iwe a mamaaw sefaaen.
290306009b	Iwe Pharisees kkewe ra siusaengi wutteer Jews we nge ra noa rhu fengaen me aaemweoi rhinaen Erotes, iwe ra noa pwiungiuw wunuunun aar repwe niiy noa Jesus.
290307008f	Jesus me rhooan kkayeo kkewe ra noa ppaei meoneoiniuniun Galilee, nge eew pwuwaen aeremas a ttapw noa mwiriir. Ra itto saengi Galilee me Judea,
29030800c2	me Jerusalem, me Idumea, me eew faniuwaen eotiwen Jordan me ikkiwe faniuwaen oaron taeninimwen Tyre me Sidon. Oanongeer aeremas kaan nge ra itto reen Jesus, pwe re rongorong meeta kkewe efeeori.
29030900a1	Reen aan igin towunap aeremas, iwe Jesus a aengaeniir rhooan kkayeo kkewe naiun pwe repwe oamoannatae efoarh pwoot faaen itan, pwe aeremas kkewe rete aepettanoa.
29030a0064	A aecchipwaar tae pwuwaen aeremas, nge rhooawe re semwaai ra pwan aetietiy rhag pwe repwe geotteopa.
29030b008c	Nge igiwe aeremas kkewe eyor aniu aenneew wooar ra weri Jesus, nge ra gaen ppiungtiw me mmwan nge ra aepwesaegini pwe, “Een Naiun Deus!”
29030c006a	Nge Jesus a kkepas sseor ngaeniir aniu aenneew kkewe pwe resoapw pwaeri ngaeni mwo nge erhai aere iiy iyo.
29030d0069	Iwe Jesus a faaeraeg tae wooan eew rhug nge a faingiir to mwaaen kkewe iiy e tipaeniir. Iwe ra itto reen,
29030e00b1	nge a finiir seig me riiurhai, ikkiwe a pwan aeita ngaeniir pwe oapostonus. A aengaeniir pwe, “Iya finigaemi pwe oawpwe no reei, ipwene aefengaegaemi noa pwe oawpwe noa fenai,
29030f0044	nge epwe pwan yor maemaewaemi pwe oawpwe asiiur wow aniu aenneew.”
290310005a	Ikkaan iir rhooawe seig me riiurhai a finiir tae: Simon, (Jesus a aeita ngaeni pwe Peter,)
2903110078	James me John iwe re pwipwi, iir naiun Zebedee, (Jesus a aeita ngaeniir “Boanerges” wewen nge “Mwaaenin Pacch”),
290312006a	Andrew, Philip, Bartholomew, Matthew, Thomas, James naiun Alphaeus, Thaddaeus, Simon, iwe erhai man menat,
2903130032	me Judas Iscariot, iwe e fangenoa tinnimaen Jesus.
29031400a9	Iwe Jesus a sefaaen noa nee iimw. Iwe pwuwaen aeremas kkewe repwan sefaaeneto, nge ra igin aetietiy aeremas iwe Jesus me rhooan kkayeo kkewe naiun resa taween mwongo no.
2903150079	Igiwe rhooawe aeremesan ra rongorong miniwe, ra noa pwe repwe noa aemmwena, pwe aeremas ra aepesa pwe, “A pwurhunoa!”
29031600ba	Iwe aaemweoi sinsein anniug re itto saengi Jerusalem ra aepesa pwe, “A wartae aniuwe Beelzebul wooan. Soamwoonin aniu aenneew minne efang maemaewan pwe epwe asiiur noa aniu aenneew.”
2903170077	Iwe Jesus a faingiir to reen nge a fioang ngaeniir noan fioangon awewe: “Ifa wusun Saetan epwe pwan asiuw noa Saetan?
2903180053	Aere eew faniuw a ginigin fesaeng nge ra fiiow fengaen, faniuw een epwe toarop noa.
2903190057	Aere eew famini e ginigin fesaeng nge regaen fiiow fengaen, famini een epwe toarop noa.
29031a006b	Iwe aere mweoiun Saetan a ginigin fesaeng, esoapw tongaeni ssiunaei noa, nge epwe ffeir noa aere rhiuw noa.
29031b00ba	“Esooar erhai epwe tongaeni toonong noan imwaen erhai mwaaen mamaaw pwe epwe pwigi noa pisaegin; aere epwe mmwaen geoni noa mwo mwaaen we, ina nge epwapw mmwenen piraf me noan iimw we.
29031c007d	“Ennetaen, ipwe aengaenigaemi, pwe oanongaen monofitiir aeremas epwe mmwenen mwusunoa, pwan kkepas aenneew kkewe re aepesa.
29031d007b	Nge aere erhai e aepesa aenneewa Espritu Santus, esoapw tongaeni mwusunoa, pwe a feeori eew monofit kkewe esooar iaenin.”
29031e0072	(Jesus a aepesa taeppen kkepas kkeei pwe iga aaemweoi aeremas ra aepesa pwe, “Erhai aniu aenneew a no wooan.”)
29031f0066	Iwe rhooawe inaen Jesus me pwiin ra wareto. Ra iu niugiun iimw we nge ra tengaeg nong pwe epwe itiwow.
290320008d	Iwe rhooanap we oaron Jesus ra aengaeni pwe, “Pipiiy, inoamw me rhooawe pwiimw me rhooapwutomw ra no niugiun, nge ra mwerhaen rhuungiug.”
2903210037	Jesus a paniuwaeniir pwe, “Iyo inaei me iyo pwiiy?”
290322006e	A wegitaeg ngaeniir aeremas kkewe remooat oaron nge a aengaeniir pwe, “Oaw wonoa, ikkaan iir inaei me pwiiy!
290323004d	Pwe iyo na a feeori nee tipaen Deus, nge iiy pwiiy, me mwengeaei me inaei.”
2904010103	Iwe Jesus a rhaepiy sefaaeniy aan fenai oaron meoneoiniuniun Galilee. Iwe nge pwuwaen aeremas ra itto roangei noa oaron, nge iiy a teeotae wooan efoarh pwoot a ittae mooat wooan. Iwe pwoot we a no noan nooamw we, nge rhooa towunap we ra no ngaerhei nooamw we.
2904020041	A fioang awewe ngaeniir towunepaen aegiaeg, iwe a aengaeniir pwe:
2904030047	“Oaw aiussaening! Erhai mwaaen a noa pwe epwe noa aeperes faiun foat.
290404007e	Igiwe e aeperes fetaen foat kkewe, nge aekkaefai faiun foat ra ppiungiutiw wenepeigin aan we, nge man aeniaen ra itto anginoa.
290405008f	Aekkaefai ra ppiungiutiw wooan kaenefai, igiwe ese maniueon ppweon ee. Aekkaaemweoi ra mwetekkaein pwaechetae, pwe igiwe rese no ppweon ttonoa.
2904060079	Nge enoa ttinitae aenet nge a aeppwesa noa foat kkewe, pwe igiwe ese ttonoa waeran nee ppweon, iwe a mwetekkaein mae noa.
2904070084	Aekkaefai ra ppiungiutiw neeiin irae towfanfan. Iwe irae towfanfan kkewe ra menawtae nge ra fittitae wooar iwe resa mmwenen uuwa no.
29040800a4	Nge aekkaefai ra ppiungiutiw noan ppweon mwamwaai we, iwe ra pwaechetae nge ra uuwa. Aekkaefai neeiir ra uwaeni eniig, aekkaefai woneig, nge aekkaefai epwiugiuw.”
2904090041	Iwe Jesus a aepesa pwe, “Iyo eyor saeningan, epwe rongorong!”
29040a009c	Igiwe Jesus a iiy noa rhag, rhooawe re tapweei me rhooawe seig me riiurhai ra itto reen nge ra tingoar ngaeni, pwe epwe aweweei ngaeniir faaen fioang kkewe.
29040b00bc	Jesus a aengaeniir pwe, “Deus a fang ngaenigaemi pwe oawpwe giuneei kkepas mwoanomwoanon minna Mweoiun Deus. Nge aaemweoi me niugiunoan repwe rongorong rhag oanongan noan fioangon awewe,
29040c00bf	pwe minni, ‘repwe pipiiy me pipiiy nge resoapw weri; repwe aiussaening me aiussaening nge resoapw metaf. Pwe ngaere re metaf, nge repwe toagun ngaeni Deus, pwe iiy epwe oamwusaar noa.’”
29040d00ab	Iwe Jesus a aeiineeor pwe, “Oawse metefaaegini fioangon awewe een? Aere oawse metefaaegini ieei, nge epwe ifa wusun aaemi oawpwe metefaaegini fioangon awewe kka aekkaew?
29040e002a	Rhooan foat we a aeperessa kkepesaen Deus.
29040f009b	Aaemweoi aeremas ra aeffitaeg ngaeni faiun kkewe re ppiungiutiw wenepeigin aan; oate ra rongorong kkepesaen Deus, Saetan a mwetekkaein itto pwigi saengiir.
2904100088	Aaemweoi re aeffitaeg ngaeni faiun kkewe re ppiungiutiw wooan kaenefai. Iga ra rongorong miniwe kkepesaen Deus, ra aetiwa noan aar kker.
29041100a3	Nge kkepas we ese waaraar me nee tipeer, iwe ese ssiunaei wooar. Pwe nipwaen a yor fitigogo me waeiraes faaen itaen miniwe kkepesaen Deus, ra mwetekkaein fangetae.
2904120097	Aaemweoi aeremas ra aeffitaeg ngaeni faiun kkewe re ppiungiutiw neeiin irae towfanfan kkewe. Ikkaan iir rhooa kkewe re rongorong miniwe kkepesaen Deus,
29041300a4	nge aiunaeng reen menaw e igina me mwecheniaen senaapiy me mesemesaen aegiaeg ra toonong noan nee tipeer ra oamoapwu miniwe kkepesaen Deus, pwe esoapw mmwenen uuwa.
29041400da	Nge aaemweoi aeremas re aeffitaeg ngaeni faiun kkewe re ppiungiutiw wooan ppweon mwamwaai. Re rongorong miniwe kkepesaen Deus, ra aetiwa iwe a uuwa. Aaemweoi ra uwaeni eniig, aaemweoi woneig, nge aaemweoi epwiugiuw.”
29041500aa	Iwe, Jesus a soapwei noa aan fenai, “Meeta, eyor erhai ne epwe pwigito eew oappwun nge a iseni nong faaen eew saepiy aere faaen eew pooa? Nge saapw wooan nenien foaton?
2904160067	Oanongaen meeta ewop noa epwene pwae noa, nge oanongaen meeta e pwanipwan nge epwe pwae noa noan seram.
2904170026	Iyo eyor saeningan, epwe rongorong.”
29041800c9	Jesus a pwan aengaeniir pwe, “Oaw aiussaening gacch minne oawwa rongorong! Meeta rhag oaw apwiungiiur aaemweoi wooan, epwan ina rhag meeta Deus epwe aeyae ngaenigaemi, nge epwe faer cchoaw noa egius.
2904190088	Pwe iyo a yor meeta aan nge repwe pwan fang ngaeni, nge iyo ese yor meeta aan nge repwe pwigi saengi mwo nge iwe egius iwe eyor reen.”
29041a0083	Jesus a soapwei noa aan kkepas ngaeniir, “E ieen wunuunun minne Mweoiun Deus. Erhai mwaaen e aeperes faiun foat wooan aan menaai.
29041b009c	A maiur nee pwoong nge emmas nee raaen, nge faiun foat we ina e memmenaw tae rhag. Nge iiy esoapw metefaaegini ifa wunuunun aaen faiun foat we memmenaw tae.
29041c008b	Ppweon we minne e sipegin feeori meeta irae we epwe menawtae me uuwa reen, mmwan a sumwunutae, mwirin a yor aetin, nge oarosan a yor uwaan.
29041d004a	Nge igiwe minikkewe faiun ra maaw, iwe ra gopin, pwe a toori oaton gin.”
29041e009a	Jesus a pwan aepesa pwe, “Meeta sipwe mmwenen awewe ngaeni miniwe Mweoiun Deus? Aere ifa taeppen fioangon awewe sipwe aeyae pwe sipwe mmwenen aemmetefa?
29041f009e	A aweweei ngaeni efai faiun mustard, iwe e oarosaen mwittig saengi pwiginnin oanongaen irae. Erhai mwaaen a pwigi faiun mustard we a noa foatogitiw ne ppweon.
29042000cc	Mwirin a menawtae faiun mustard we iwe a ssiuwen ngaeni efoarh irae e faeregit saengi oanongaen irae kkewe noan menaai we. A gin raerae noa, nge man aeniaen ra itto ffeeor feseer noan nniuriun irae we.”
2904210099	Jesus a fenaiuw ngaeniir aeremas kkepesaen Deus nge e aeyae taeppen fioangon awewe kkeei. A kkepas ngaeniir reen nepaen minne repwe mmwenen metefaaegini.
29042200a3	Aan kkepas ngaeniir, nge e kkepas rhag noan fioangon awewe. Nge nipwaen a iiy noa rhag reer rhooan kkayeo kkewe naiun, a aemmetefa ngaeniir wewen iiy kkepas kkewe.
2904230074	Noan faefin we rhag nge Jesus a aengaeniir rhooan kkayeo kkewe naiun pwe, “Oaw sipwe noa epeig meoneoiniun eei.”
29042400a0	Iwe ra siusaengi mwirhaen aeremas kkewe, iwe nge rhooan kkayeo kkewe ra teeotae wooan pwoot we Jesus eno wooan, iwe ra pwigi noa. Epwan yor aekkaew pwoot igiwe.
290425006c	Iwe rhag nge eew aaeng cchoaw a itto nge noa a nniunong noan pwoot we, iwe a arapakkaan epwene mweoiusiutiw.
29042600af	Jesus eno mwirin pwoot we pwe e maiur e wonotae rhimwen wooan eew iuniun. Iwe rhooan kkayeo kkewe ra faingitae ra aengaeni pwe, “Sinsei, wose aetenaegiy aarh sipwene mae?”
29042700ab	Iwe Jesus a iutae nge a kkepas sseor ngaeni aaeng we, “Anniug noa!” A pwan aengaeni noa, “Maniuweniuw tiw.” Iwe aaeng a seotiw, nge a pwan rhoaraeg noa weei saaet.
2904280075	Iwe Jesus a aengaeniir rhooan kkayeo kkewe naiun pwe, “Meeta oawwa mesag reen? Esaaen yor rhag aaemi niugiuniug?”
290429006f	Iwe ra piungiun mesag nge ra aeiineo wooar pwe, “Iyo mwaaen een? Aaeng mwo me noa nge re tapweei mwaenian!”
2905010063	Jesus me rhooan kkayeo kkewe naiun ra toori noa epeig meoneoiniuniun Galilee noan faniuwaen Gerasa.
290502008d	E teeotiw rhag Jesus me wooan pwoot we, nge erhai mwaaen a itto reen nge etowow me noan paeyi kkewe. Mwaaen een eno erhai aniu aenneew wooan,
290503004a	nge e nonno rhag weni niipw. Esooar erhai ne emmwenen feoti ngaeni ccheen;
