2800000005	Matej
2819160089	Avilo i kova so lija duj kese zlatosa thaj vaćarda: ‘Gospodarona! Dijan man duj kese zlatosa. Akh, me zaradisadem tuće vadži duj.’
28191700b2	A o gospodari vaćarda lese: ‘Šukar, slugo šukareja thaj pačavneja! Ane cikno sana manđe verno, golese ka čhuvav tut te upravi ke but. Av te raduji tut će gospodaresa.’
2819180094	Avilo kova so lija jekh kesa zlatosa thaj vaćarda: ‘Gospodarona! Džanav kaj san tu zuralo manuš, ćide kaj ni sejisadan, a le kaj ni vejisadan.
281919005d	Golese daraljem thaj đeljem thaj garadem ći kesa e zlatosa ani phuv. Ake tuće ći kesa!’
28191a0085	A o gospodari leso vaćarda: ‘Bilačheja thaj bibućarneja slugo! Džangljan kaj ćidav kaj ni sejisadem thaj lav kaj ni vijisadem?
28191b0071	Golese trubujan me pare te de e manušenđe save menjin e pare, a me kana ka avav, lava bi mingro zlato kamatasa.
28191c0044	Golese, len lestar goja kesa zlatosa thaj den kolese so isi le deš!
28191d007d	Golese so, svakone kas isi, ka dol pe lese vadži thaj ka avol le ano izobilje, a kole so naj le, ka lol pe i gova so isi le.
28191e0079	Thaj o sluga savo naj korisno čhuden avral emdur, ano embaro mrako. Gothe but ka roven thaj ka škripin dandencar.’”
28191f006e	“Kana ka avol o Čhavo e manušeso ani pi slava thaj lese anđelura, tegani ka bešol ke piro slavno presto.
2819200083	Thaj ka ćiden pe angle leste sa e narodura, a vov ka crdol e manušen jekh averendar, sar o pastiri so crdol e bakren tare buznja.
281921003d	Thaj ka čhuvol e bakren ki desno rig, a e buzen ki levo rig.
28192200a2	Tegani o Caro ka vaćarol kolenđe save ačhen ki desno rig: ‘Tumen, saven blagoslovisada mo Dad, len o Carstvo savo si tumenđe ćerdo taro postanko e svetoso!
281923007d	Golese so, dijen man te xav kana bokhalo sema; dijen man te pijav kana trošalo sema; mukhljen ma andre kana abandžija sema.
281924006b	Nango sema thaj uraden man; nasvalo sema thaj aviljen te dičhen man; ano phanglipe sema, aviljen mande.’
281925007d	Tegani ka phenen lese e čačutne: ‘Gospode! Kana gova dikhljam tut bokhale, parvardam tut, il trošale, dijam tut te pije?
2819260055	Kana gova dikhljam tut sar abandžija, mukhljam tut andre, il nanđe thaj uradam tut?
2819270047	Kana gova dikhljam tut nasvale il ano phanglipe, aviljam li ke tute?’
281928007f	A o Caro ka vaćarol lenđe: ‘Čače phenav tumenđe, kana ćerden gova jekhese tar me emcikne phralenđe, manđe ćerden!’
281929009a	Tegani ka vaćarol kalenđe kaj si tari levo rig: ‘Džan mandar, prokletonalen, ani jag savi ni ačhol, so si ćerdi e benđese thaj lese anđelurenđe!
28192a005b	Golese kaj me sema bokhalo, thaj ni dijen man te xav, sema trošalo, ni dijen man te pijav.
28192b0085	Abandžija sema, ni mukhljen man andre, nango sema, ni uraden man, nasvalo thaj ano phanglipe sema thaj ni aviljen te dičhen man.’
28192c00a3	Tegani i von ka vaćaren lese: ‘Gospode! Kana gova dikhljam tut bokhale il trošale, abandžija il nanđe, nasvale il ano phanglipe, a te ni pomožisadam tut?’
28192d0084	Tegani vov ka vaćarol lenđe: ‘Čače vaćarav tumenđe, kana ni ćerden kava i emciknese tar me phrala, ni ćerden ni manđe!’
28192e0053	Thaj kala ka džan ani večno kazna, a e čačutne ano džuvdipe savo ni ačhol.”
281a010040	Kana o Isus završisada sa kava vaćaripe, phenda pe sikadenđe:
281a020074	“Džanen kaj paše duj đive si i Pasha. Tegani man, e Čhave e manušese, ka den man thaj ka čhuven ko krsto.”
281a030080	Tegani ćidije pe e šorutne sveštenikura thaj e starešine e narodose ani avlin e embare sveštenikosi savo akharda pe Kajafa.
281a040041	Dogovorisajle sar te dolen e Isuse ko xoxaipe thaj te mudaren le.
281a05003c	A phende: “Na ko prazniko, te ne bi o narodo bunila pe.”
281a06003c	Kana sasa o Isus ani Vitanija ano čher e Simoneso o gubavo,
281a0700b8	avili ke leste jekh džuvli thaj sasa la šiši taro mermerno bar ane savo sasa jekh mirisno ulje savo sasa but kuč thaj gova miris čhorda lese po šoro dži kaj bešlo pašo astali.
281a080059	Kana dikhlje lese sikade gova, holajle but thaj pučlje: “Sose ćerol pe gasavi šteta?
281a09004f	Šajine kava te biknol pe bute parenđe thaj e pare te den pe e čororenđe.”
281a0a0065	A o Isus džanglja so vaćaren thaj vaćarda lenđe: “So manđen latar? Ćerda manđe šukar bući!
281a0b004f	Golese kaj čorore ka aven uvek maškar tumende, a me ni ka avav uvek tumencar.
281a0c005d	Voj čhorda o mirisno ulje pe mo telo thaj ćerda gova te pripremil man pašo mingro prahope.
281a0d0084	Čače vaćarav tumenđe: Dži kaj ka vaćarol pe kava Lačho Lafi pe sa o sveto, ka vaćarol pe za ko spomen thaj voj so ćerda.”
281a0e0066	Tegani jekh tare Dešuduj apostolura, savo akhardilo Juda Iskariotsko, đelo ke šorutne sveštenikura
281a0f0060	thaj pučlja len: “Kobor ka den ma ako izdajiv e Isuse?” A von dije le tranda srebrenjakura.
281a100042	Tare gova vreme o Juda rodija lačhi prilika sar te izdol e Isuse.
281a110096	Ko angluno đive taro prazniko e bikvasacose mangrengo avile e sikade ko Isus thaj pučlje le: “Kaj manđe te ćera tuće pashalno večera te xa?”
281a1200c0	Vov vaćarda lenđe: “Džan ano Jerusalim koleste thaj koleste thaj vaćaren lese: ‘O učitelji amaro vaćarol: Mo vreme si paše. Ane ćiro čher ka slavi i pasha mingre sikadencar.’”
281a130041	E sikade ćerde sar so o Isus vaćarda thaj pripremisade i pasha.
281a140048	Kana peli i rat, o Isus bešlo pašo astali pe Dešuduje apostolurencar.
281a15005a	Kana xalje, vaćarda lenđe: “Čače vaćarav tumenđe, jekh tumendar ka izdajil man!”
281a160062	Von sesa dukhade but thaj jekh pale avereste lije te pučen le: “Te naj sem me gova, Gospode?”
281a170047	O Isus vaćarda: “Ka izdol man kova so bolda mangro mancar ano čaro.
281a1800b2	Čače me, o Čhavo e manušeso, mora te merav sar so si pisimo mandar ano Sveto lil, al but pharo kolese ko izdol e Čhave e manušese! Pošukar bi avola lese te ma bijandol!”
281a190080	Tegani o Juda, o izdajniko leso, pučlja: “Naj li sem gova me, učitelju?” O Isus vaćarda lese: “Tu vaćardan korkoro.”
281a1a0089	Thaj kana xalje, lija o Isus o mangro, dija hvala, phaglja le thaj dija e sikadenđe vaćarindoj: “Len i xan! Kava si o telo mingro.”
281a1b0056	Pale gova lija o tahtaj, dija hvala thaj dija len vaćarindoj: “Pijen savore lestar!
281a1c0066	Golese kaj kava si mingro rat taro Savez, savo ka čhordol pašo oprostipe e grehura bute manušenđe.
281a1d007a	Vaćarav tumenđe: Od akana ni ka pijav mol dži kova đive, kana ka pijav tumencar nevi mol ano Carstvo mingre Dadeso.”
281a1e003b	Pale gova đilabije psalmura thaj đele ko Maslinsko brego.
281a1f00a8	Tegani vaćarda lenđe o Isus: “Savore tumen ka ačhaven man kaja rat, golese kaj ano Sveto lil ačhol: ‘Ka čalavav e pastire thaj e bakre taro stado ka našen.’
281a200043	A palo mo uštipe tare mule ka džav angle tumende ani Galileja.”
281a21004c	A o Petar vaćarda lese: “Te ačhade tut savore, me ni ka ačhavav tut!”
281a22008d	O Isus vaćarda lese: “Čače vaćarav tuće: Ki akaja rat angleder so o bašno ka đilabol, trin droma ka vaćare kaj ni pindžare man.”
281a23007d	A o Petar vaćarda lese: “Te trubuja te merav tusa, ni ka vaćarav kaj ni pindžarav tut!” A gijate vaćarde sa e sikade.
281a24008c	Tegani avilo o Isus pe sikadencar ano than savo akhardol Getsimanija thaj vaćarda lenđe: “Bešen gothe, dok me džav odori te molima!”
281a25005e	Lija pesa e Petre thaj solduje čhaven e Zevedejevese thaj dolda le o žalostipe thaj pharipe.
281a26006d	Tegani vaćarda o Isus: “Mi duša si dži o meripe žalosno. Ađućaren kate thaj aven džungade mancar.”
281a2700b7	Thaj đelo po dur, pelo mujesa dži i phuv thaj molisajlo: “Dade mingreja, te šaj te nakhavol man kava tahtaj tari patnja! Al gija te ma avol so me mangav nego sar so tu manđe.”
281a280090	Kana o Isus irisajlo ke pe trin sikade, dikhlja len sar soven. Gija vaćarda e Petrese: “Pa naštine li ni jekh sato mancar te aven džungade?
281a290092	Aven džungade thaj molin tumen te ma peren ano iskušenje, golese kaj o duxo tumaro manđol te ćerol so si šukar, al o telo tumari si slabo.”
281a2a0090	Palem o dujto drom đelo thaj molisajlo: “Dade mingreja, te našti te nakhavol man kava tahtaj te ma pijav lestar, nek avol ćiro manglipe!”
281a2b005f	Kana irisajlo, palem arakhlja lese sikade sar soven, golese kaj lenđe jakha korkore phanglile.
281a2c0050	Gija ačhada len, palem đelo thaj trito drom molisajlo vaćarindoj ista lafura.
281a2d00b3	Tegani irisajlo paše pe sikade thaj vaćarda lenđe: “Vadži soven thaj odmorin? Akh, avilo o sato thaj me, o Čhavo e manušeso, ka avav predajimo ane vasta e grešnikurenđe.
281a2e002d	Ušten te dža! Akh, kate si mo izdajniko!”
281a2f00cf	Thaj dži kaj o Isus vaćarda, avilo o Juda, jekh tare Dešuduj sikade thaj lesa pherdo manuša čhurencar thaj kaštencar, save sesa bičhalde tare šorutne sveštenikura thaj tare starešine e Jevrejenđe.
281a30005a	A o izdajniko e Isuseso dija len znako vaćarindoj: “Kas čumidav, gova si. Dolen le!”
281a31005a	Thaj sigate avilo pašo Isus thaj phenda lese: “Zdravo, učitelju!” Thaj čumidija le.
281a320077	O Isus phenda lese: “Amala! Ćer kova, sose aviljan kate!” Tegani kola manuša avile, grabisade thaj dolde e Isuse.
281a330089	Tari jekh drom jekh savo sasa e Isusesa, dolda pe tari bari čhuri, ikalda la thaj čhinda o kan jekhese tare sluge e bare sveštenikose.
281a340073	O Isus tegani vaćarda lese: “Iri i bari čhuri ko than lako, golese ko dolol pe pi čhuri, tari čhuri ka merol.
281a350073	Dal de gođi kaj me našti te moliv me Dade, te bičhalol manđe sigate pobut tare dešuduj vojske e anđelurenđe?
281a360058	Al te ćerdem gova, sar bi pherdona e Sveta lila save vaćaren kaj mora gija te avol?”
281a3700b4	Ane gova sato vaćarda o Isus e manušenđe: “Sar palo razbojniko ikliljen čhurencar thaj kaštencar te dolen man? Svako đive bešljem thaj sikadem ano Hram thaj ni dolden man.
281a38006a	Al sa kava sasa te bi pherdona e Sveta lila e prorokurenđe.” Tegani sa e sikade ačhade le thaj našle.
281a390092	Kola so dolde e Isuse inđarde le ko baro svešteniko, ko Kajafa, kaj ćidije pe e učitelja tare Mojsijaso zakon thaj e starešine e Jevrejenđe.
281a3a0087	O Petar odural pratisada e Isuse, dži ki avlin e bare sveštenikosi. Dija andre thaj bešlo e stražarencar te bi dičhola so ka avol.
281a3b0066	E šorutne sveštenikura thaj sa o Baro Sudo rodije xoxavne svedočanstvura po Isus te bi mudarena le.
281a3c0061	Al ni arakhlje len, iako avile but xoxavne svedokura. Thaj arakhlje nesar duje xoxavne svedokuren
281a3d0072	save vaćarde: “Kava manuš phenda: ‘Me šaj phagav o Hram e Devleso thaj paše trin đive te vazdav le.’”
281a3e007d	Pale gova uštilo o baro svešteniko thaj pučlja le: “Sose khanči ni odgovori pe kava so kala manuša svedočin tutar?”
281a3f009a	A o Isus khanči ni vaćarda. O baro svešteniko vaćarda lese: “Xav tut sovli po džuvdo Dol te vaćare amenđe tu li san o Hrist, Čhavo e Devleso?”
281a4000d4	O Isus vaćarda lese: “Tu vaćardan korkoro. Al me vaćarav tumenđe: Od akana ka dičhen man, e Čhave e manušese, sar bešav ki desno rig ko počasno than e Zurale Devlese thaj avav pe oblakura taro nebo.”
281a410087	Tegani o baro svešteniko pharada pe fostanura thaj vaćarda: “Hulil po Dol! So trubun amen avera svedokura? Akana šunden lesi hula.
281a420047	So den gođi?” A von irisade lese vaćarindoj: “Trubul te merol!”
281a43004f	Tegani čhungarde le po muj thaj čalade le dumukhencar. A avera šamarisade le
281a440044	thaj vaćarde lese: “Prorokuji amenđe, Hriste, ko čalada tut!”
281a450079	O Petar bešlo avral ani avlin. Avili paše leste jekh sluškinja thaj vaćarda: “I tu sana e Isusesa tari Galileja!”
281a460044	A vov odreknisajlo angle savorende: “Ni džanav sostar vaćare.”
281a47008b	Kana o Petar avilo paši kapija, dikhlja le aver sluškinja thaj vaćarda kolenđe so sesa gothe: “I kava sasa e Isusesa taro Nazaret!”
281a48004b	Thaj palem odreknisajlo thaj xalja sovli: “Ni pindžarav gole manuše!”
281a490080	Pale gova avile manuša save ačhena gothe thaj vaćarde e Petrese: “Čače tu san jekh lendar. Ćo vaćaripe gova sikavol!”
281a4a0079	Tegani o Petar lija te dol pe armaja thaj te xal sovli: “Me ni džanav gole manuše!” Thaj sigate đilabija o bašno.
281a4b00cb	Tegani dija pe gođi o Petar e lafurenđe so vaćarda lese o Isus: “Angleder so o bašno ka đilabol, trin droma ka vaćare kaj ni pindžare man.” Iklilo avral andari avlin thaj lija zurale te rovol.
281b01006a	A rano sabalje dogovorisajle e šorutne sveštenikura thaj e starešine e narodose sar te mudaren e Isuse.
281b020054	Gija phanglje le, inđarde le thaj predije le ko rimsko upravitelji o Pontije Pilat.
281b0300b2	Kana dikhlja o Juda, kova so izdajisada e Isuse, kaj osudisade le ko mudaripe, pokajisajlo thaj irisada e tranda srebrenjakura e šorutne sveštenikurenđe thaj e starešinenđe.
281b04008f	Vaćarda: “Grešisadem! Izdajisadem e nevinone manuše!” Von phende lese: “So amenđe tičil pe gova? Pe tute ačhol gova odgovornost.”
281b050062	Vov čhudija e srebrenjakura ano sveto than e hrameso thaj iklilo. Tegani đelo thaj obesisada pe.
281b060097	E šorutne sveštenikura lije e srebrenjakura thaj phende: “Naj šukar te čhuva len ani hramsko kasa, golese kaj si kale parencar poćindo o rat.”
281b07006f	Dogovorisajle te ćinen gole srebrenjakurencar i njiva e lončaresi thaj gothe te aven limora paše abandžije.
281b080038	Golese i njiva dži ađive akhardol “Ratvali njiva”.
281b090093	Gija pherdilo kova so vaćarda o proroko Jeremija: “Lije e tranda srebrenjakura, gaći e Izraelcura odlučisade te poćinen paše leso džuvdipe,
281b0a004f	thaj dije len baši njiva e grnčaresi, sar so zapovedisada manđe o Gospod.”
281b0b0095	O Isus ačhilo anglo rimsko upravitelji o Pilat savo pučlja le: “Tu li san o caro e Jevrejengo?” O Isus vaćarda lese: “Tu vaćare korkoro.”
281b0c0059	Kana tužisade le e šorutne sveštenikura thaj e starešine, o Isus khanči ni vaćarda.
281b0d0042	Tegani pučlja le o Pilat: “Šune li so vaćaren protiv tute?”
281b0e0054	A o Isus ni vaćarda ni jekh lafi, gija o rimsko upravitelji o Pilat but čudisajlo.
281b0f0071	Ko prazniko i Pasha sasa adeti o upravitelji te mučhol andaro phanglipe po jekhe phangle save e manuša manđen.
281b100043	E Isusesa sasa jekh phanglo so akhardola Varava kas savore džanen.
281b11007e	Kana e manuša ćidije pe, o Pilat pučlja len: “Kas manđen te mukhav tumenđe? E Varava il e Isuse so si akhardo Hrist?”
281b120031	Vov džanglja kaj dije le e Isuse tari ljubomora.
281b1300b4	Kana o Pilat bešlo ki sudsko stolica, e Pilatesi romni bičhalda haberi lese: “Ačhav tut taro sudo gole pravednikostar, golese kaj erat ano suno but mučisaljem paše leste!”
281b140071	A e šorutne sveštenikura thaj e starešine pherde e manušen te roden te mučhol e Varava a e Isuse te mudarol.
281b150067	O Pilat pučlja: “Kas manđen te mukhav tumenđe tare kala duj džene?” Von phende: “E Varava!”
281b160074	A o Pilat pučlja len: “A so te ćerav e Isusesa so si akhardo Hrist?” Savore vaćarde: “Čhuv le ko krsto!”
281b170070	A o Pilat pučlja: “Sose? Savo bilačhipe ćerda?” Von andare sa o glaso dije vika: “Čhuv le ko krsto.”
281b1800d6	Al kana dikhlja o Pilat kaj khanči ni pomožil thaj sa pobut bunin pe, lija o paj thaj thoda pe vasta angle manuša vaćarindoj: “Me naj sem bango pašo rat kale manušeso! Pe tumende ačhol gova odgovornost.”
281b190052	Sa e manuša phende lese: “Leso rat nek perol pe amende thaj pe amare čhave!”
281b1a0062	Tegani mukhlja lenđe o Pilat e Varava, a e Isuse dija te šibin thaj dija te čhuven le ko krsto.
281b1b0076	Tegani e vojnikura e Pilatese inđarde e Isuse ke upraviteljesi palata thaj trujal leste ćidije celo četa vojnikura.
281b1c0032	Von uljarde le thaj učharde le ano lolo ogrtači,
281b1d00b8	khuvde lese venco tare kangre thaj čhute lese po šoro. Dije le trska ano desno va, pele ke koča angle leste thaj marde muj lesa vaćarindoj: “Te ave sasto, carona e Jevrejengo!”
281b1e0033	Čhungarde le, lije i trska thaj marde le po šoro.
281b1f0089	Kana ačhade te maren muj lesa, uljarde lestar o lolo ogrtači thaj urade le ane leso fostano. Tegani inđarde le te čhuven le ko krsto.
281b200073	Kana iklile, resle jekhe manuše andari Kirina savo akhardola Simon thaj terisade le te inđarol o krsto e Isuseso.
281b210046	Avile dži ko than so akhardola Golgota, so si “Kokalo e šoreso.”
281b22005c	Dije le te pijol mol mešimo khančesa so si ćerko. Al kana probisada, ni manglja te pijol.
281b230055	Kana čhute le ko krsto, [čhudije kocka te bi ulavena lese fostanura maškar peste.]
281b240023	Tegani bešle gothe te aračhen le.
281b250063	Upral pe leso šoro čhute tabla kaj pisil lesi krivica: “Kava si o Isus, o Caro e Jevrejengo.”
281b260054	Tegani čhute lesa dujen razbojnikuren, jekhe tari desno rig thaj dujtone tari levo.
281b27003c	E manuša save nakhle, vređisade le thaj vrtisade šorencar
281b280083	vaćarindoj: “Tu so phađe o Hram thaj paše trin đive vazde le, spasi korkoro tut! Te san Čhavo e Devleso, ulji taro krsto!”
281b290076	A gijate marde muj e Isusesa i e šorutne sveštenikura, e učitelja tare Mojsijaso zakon thaj e starešine. Vaćarde:
281b2a0078	“Averen spasisada a korkore pes našti? Vov si o caro e Izraeleso! Nek uljol akana taro krsto thaj ka pača ane leste!
281b2b0071	Pouzdisajlo ano Dol, akana vov nek spasil le, te manglja le. Golese kaj phenda: ‘Me sem e Devleso Čhavo!’”
281b2c0040	Gijate vređisade le i e razbojnikura save sesa lesa ke krstura.
281b2d0048	A tare opaš o đive dži ke trin o sato ki sa i phuv učharda o kalipe.
281b2e009f	A paše o trito sato dija vika o Isus andaro baro glaso: “Eli! Eli! Lama sabahtani?” (So značil: “Devla mingreja! Devla mingreja! Sose mukhljan man?”)
281b2f0058	Kana nesave save ačhile gothe šunde gova, phende: “Vov akharol e proroko e Ilija!”
281b300079	Thaj sigate jekh lendar prastija thaj lija o sunđeri, bolda le ano šut, čhuta pi trska thaj kanisada e Isuse te pijol.
281b31004a	A avera vaćarde: “Ačh te dikha, da li ka avol o Ilija te spasil le.”
281b32004c	A o Isus vadži jekh drom dija vika andaro baro glaso thaj mukhlja pi duša.
281b330080	Thaj tari jekh drom i zavesa pharadili ano sveto than e hrameso, ke opaš odupral natele. I phuv tresisada thaj e stene pharile.
281b34004b	E limora putajle thaj but telura e Devlese manušenđe uštile andare mule.
281b350073	Thaj kana iklile andare limora palo uštipe e Isuseso, avile ano sveto foro o Jerusalim thaj sikadile pherdonenđe.
281b3600b2	Kana o rimsko kapetano thaj kola so lesa arakhlje e Isuse dikhlje kaj i phuv tresil pe thaj sa so sasa, darajle but thaj vaćarde: “Čače kava manuš sasa Čhavo e Devleso!”
281b370067	Gothe sesa but džuvlja, save gova dikhlje odural. Von džana palo Isus tari Galileja thaj služina le.
281b380075	Maškare lende sesa i Marija Magdalena, i Marija i dej e Jakovesi thaj e Josifesi thaj i dej e Zevedejese čhavenđi.
281b390079	Kana peli i rat, avilo jekh barvalo manuš taro foro Arimateja, so akhardola Josif, savo i korkoro sasa sikado e Isuseso.
281b3a0065	Vov đelo ko Pilat thaj molisada le pašo telo e Isuseso. Tegani o Pilat naredisada te den le o telo.
281b3b003a	O Josif lija o telo, paćarda le ano nevo laneno čaršafi
281b3c0075	thaj čhuta le ano piro nevo limori savo sasa čhindo ani stena. Phanglja o vudar taro limori bare baresa thaj đelo.
281b3d004c	Gothe sesa i Marija Magdalena thaj i dujto Marija, save bešle anglo limori.
281b3e0057	A theara đive, ko savato, ćidije pe e šorutne sveštenikura thaj e fariseja ko Pilat
281b3f008a	thaj phende lese: “Gospodarona! Dijam amen gođi kaj kava xoxavno dok sasa džuvdo, vaćarda: ‘Pale trin đive ka uštav tare mule.’
281b4000dc	Golese vaćar te aračhol pe o limori dži ko trito đive, te ma aven lese sikade, te čoren le thaj te vaćaren e manušenđe kaj uštilo tare mule. Te gova desisajlo o poslednjo xoxaipe ka avol po baro tare anglune!”
281b41005d	O Pilat vaćarda lenđe: “Isi tumen stražara! Džan thaj aračhen o limori sar džanen.”
281b420059	Von đele thaj osigurisade o limori gija so čhute pečato po bar thaj čhute stražaren.
281c010075	Palo savato, rano sabalin ko angluno đive ko kurko avili i Marija Magdalena thaj i dujto Marija te dičhen o limori.
281c020097	Tari jekh drom i phuv tresisajli but, golese so o anđelo e Gospodeso ulilo taro nebo. Avilo, crdija o bar tare vudara e limoreso thaj bešlo pe leste.
281c030038	Vov sijajisada sar munja a lese šeja sesa parne sar iv.
281c04003e	E stražara tresisade tari dar e anđelosi thaj sesa sar mule.
281c050065	A o anđelo phenda e džuvljenđe: “Tumen ma daran! Džanav kaj roden e Isuse save čhute ko krsto.
281c06005a	Naj kate, golese kaj uštilo tare mule, sar so vaćarda. Aven dičhen o than kaj pašlilo.
281c0700af	Sigate džan te vaćaren lese sikadenđe: ‘Uštilo tare mule thaj akana angle tumende džal ani Galileja. Odori ka dičhen le.’ Akh, gova sasa man te vaćarav tumenđe!”
281c080072	Gija e džuvlja sigate iklile andaro limori, darandoj thaj bare radujimasa siđarde te vaćaren gova e sikadenđe.
281c090082	Tari jekh drom avilo lenđe o Isus thaj phenda lenđe: “Zdravo!” A von avile, dolde le tare pingre lese thaj pele ke pe koča.
281c0a007c	Tegani vaćarda lenđe o Isus: “Ma daran. Džan vaćaren mingre phralenđe te džan ani Galileja. Odori ka dičhen man.”
281c0b007a	Kana e džuvlja đele dromesa, nesave tare stražara avile ano foro thaj vaćarde e šorutne sveštenikurenđe sa so sasa.
281c0c0055	Gija von ćidije pe e starešinencar thaj dogovorisajle te den e vojnikuren but pare.
281c0d0069	Phende lenđe: “Vaćaren, ‘E sikade lese avile raćasa thaj čorde e Isuseso telo kana amen sutam.’
281c0e0053	Thaj te šunda gova o Pilat, amen ka vaćara lesa a tumenđe khanči ni ka avol.”
281c0f008f	Gija e vojnikura lije e pare thaj ćerde sar si lenđe phendo. Gija kaja paramič vaćarol pe svugde maškar e Jevreja thaj trajil dži ađive.
281c100055	Tegani e Dešujekh sikade đele ani Galileja ko brego kaj zapovedisada lenđe o Isus.
281c110037	Kana dikhlje le, pele pe koča, al nesave posumnjisade.
281c120058	O Isus avilo paše lende vaćarindoj: “Dija pe manđe sa o vlast ko nebo thaj ki phuv.
281c13008b	Džan gija thaj ćeren e manušen tare sa e nacije te aven mingre sikade, krstin len ko alav e Dadeso thaj e Čhaveso thaj e Svetone Duxoso
281c140081	thaj sikaven len te ićaren sa so zapovedisadem tumenđe! Te džanen, me sem tumencar ane sa e đivesa dži ko kraj e svetoso.”
2900000005	Marko
2901010040	Gija počnil o Lačho Lafi taro Isus Hrist, tare Devleso Čhavo.
290102007a	Ano Sveto lil e prorokoso e Isaijaso pisil gija: “Akh, bičhalav angle tute me glasniko, savo ka pripremil tuće o drom.
2901030061	Vov si glaso so dol vika ani pustinja: ‘Pripremin o drom e Gospodese! Ravnin lese o drom.’”
29010400c2	Pojavisajlo o Jovane o Krstitelj, savo sasa glasniko ani pustinja thaj propovedisada kaj e manuša trubun te irin pe tare pumare grehura thaj te aven ko Dol te oprostil lenđe thaj te krstin pe.
290105009f	Sa e manuša tari Judejsko phuv thaj taro Jerusalim đele leste ani pustinja te šunen le. E manuša vaćarena sa pe grehura a vov krstila len ki len o Jordan.
2901060077	E Jovanese šeja sesa tare kamilaće bala, pe leste sasa morčhikani kuštik thaj xalja skakavcuren thaj divljo avđin.
2901070093	O Jovane propovedisada: “Pale mande sigate ka avol khoni po baro mandar. Me naj sem dostojno te banđivav thaj te putrav e dora tar lese sandale.
2901080042	Me krstiv tumen pajesa, a vov ka krstil tumen e Svetone Duxosa.”
2901090069	Ane gola đivesa avilo o Isus taro foro Nazaret ani Galileja thaj o Jovane krstisada le ani len o Jordan.
29010a007a	Thaj samo so o Isus iklilo andaro paj, dikhlja sar putajlo o nebo thaj sar o Sveto Duxo odupral uljol pe leste sar golubo.
29010b0060	A andaro nebo šundilo glaso e Devleso: “Tu san mo Čhavo o manglo! Tu san mingro manglipe!”
29010c0035	Sigate pale gova o Duxo inđarda e Isuse ani pustinja
29010d007f	thaj odori sasa saranda đive thaj gothe o beng iskušisada le. Sasa maškare divlja životinje thaj e anđelura služisade le.
29010e0074	Pale gova so o caro o Irod phanglja e Jovane, o Isus đelo ani Galileja thaj propovedila taro Lačho Lafi e Devleso.
29010f007f	Vaćarda: “Avilo o vreme savo o Dol obećisada kaj si paše o Carstvo e Devleso! Pokain tumen thaj pačan ano Lačho Lafi.”
290110009b	Jekh đive kana o Isus phirda pašo Galilejsko jezero, dikhlja e Simone thaj lese phrale e Andrija sar čhuden e mreže ano jezero, golese kaj sesa ribara.
290111005f	O Isus phenda lenđe: “Aven mancar thaj ka ćerav tumen te dolen e manušen sar e mačhen.”
2901120032	Von sigate ačhade e mreže thaj đele pale leste.
2901130084	Kana o Isus đelo zala po dur, dikhlja e phralen e Jakove thaj e Jovane, e Zevedejevese čhaven, sar ano čamco prećeren pe mreže.
2901140087	Sigate akharda o Isus i len thaj von ačhade pe dade e Zevedeje ano čamco e manušencar save ćeren bući lende thaj đele pale leste.
2901150076	O Isus thaj lese sikade avile ano foro o Kafarnaum. Thaj gova savato đelo ani sinagoga thaj lija te sikavol e narodo.
290116009f	Savore save šunde e Isuse, divisajle baše leso sikajipe, golese kaj sikada len gija sar kova savo isi le zuralipe, a na sar e učitelja tare Mojsijaso zakon.
2901170063	Ani sinagoga sasa jekh manuš ane kaste sasa o bilačho duxo, savo lija tari jekh drom te dol vika:
290118006b	“So manđe amendar, Isuse taro Nazaret? Aviljan li te mudare amen? Džanav ko san tu: Sveco e Devleso!”
290119004e	A o Isus vaćarda lese po zurale: “Phande ćo muj thaj iklji andar leste!”
29011a005f	Tegani o bilačho duxo but tresisada e manuše, dija vika andare sa o glaso thaj iklilo lestar.
29011b00ba	Savore save dikhlje sa kava but čudisajle thaj lije jekh avere te pučen: “So si kava? Savo si kava nevo thaj zuralo sikajipe? Vov zapovedil e bilačhe duxonenđe, a von šunen le!”
29011c003c	Thaj o lafi lestar sigate šundilo ani sa i Galilejsko phuv.
29011d007d	Samo so iklile o Isus thaj lese sikade tari sinagoga, đele e Jakovesa thaj e Jovanesa ano čher e Simoneso thaj e Andrijaso.
29011e005b	E Simonesi sasuj pašljola golese so sasa la groznica thaj sigate vaćarde e Isusese latar.
29011f0078	O Isus avilo paše late, dolda la taro va thaj pomožisada la te uštol. I groznica nakhli thaj voj lija te služil len.
2901200072	Kana peli i rat, kana zanakhlo o kham, angle leste ande sa e nasvalen thaj kolen ane kaste sesa e bilačhe duxura.
2901210030	Sa e manuša andaro foro ćidije pe anglo vudar.
290122008b	O Isus sastarda e nasvalen taro dži jekh nasvalipe. Ikalda i bute benđen thaj ni dija len te vaćaren, golese so von džanglje ko si vov.
290123007f	Aver sabalin o Isus uštilo rano dok vadži sasa mrako thaj iklilo avri. Đelo ki jekh than kaj naj khoni thaj odori molisajlo.
2901240037	Al o Simon thaj kola save sesa lesa iklile te roden le.
2901250038	Kana arakhlje le, vaćarde lese: “Roden tut savore!”
