0100000007	Genesis
050906008e	Know therefore, that Yahweh your God is not giving you this good land to possess because of your righteousness, for you are a stubborn people.
05090700cb	Remember and do not forget how you provoked Yahweh your God to anger in the wilderness; from the day that you left the land of Egypt until you came to this place, you have been rebellious against Yahweh.
0509080060	Also at Horeb you provoked Yahweh to anger, and Yahweh was angry enough with you to destroy you.
05090900d2	When I went up the mountain to receive the tablets of stone, the tablets of the covenant that Yahweh made with you, I stayed on the mountain for forty days and forty nights; I neither ate bread nor drank water.
05090a00e1	Yahweh gave to me the two tablets of stone written with his finger; on them was written everything just like all the words that Yahweh announced to you on the mountain out of the middle of the fire on the day of the assembly.
05090b0086	It happened at the end of those forty days and forty nights that Yahweh gave me the two tablets of stone, the tablets of the covenant.
05090c00f4	Yahweh said to me, 'Arise, go down quickly from here, for your people, whom you brought out of Egypt, have corrupted themselves. They have quickly turned aside out of the path that I commanded them. They have made for themselves a cast figure.'
05090d005f	Furthermore, Yahweh spoke to me and said, 'I have seen this people; they are a stubborn people.
05090e0094	Let me alone, so that I may destroy them and blot out their name from under heaven, and I will make of you a nation mightier and greater than they.'
05090f007e	So I turned around and came down the mountain, and the mountain was burning. The two tablets of the covenant were in my hands.
05091000af	I looked, and behold, you had sinned against Yahweh your God. You had molded for yourselves a calf. You had quickly turned aside out of the path that Yahweh had commanded you.
0509110055	I took the two tablets and threw them out of my hands. I broke them before your eyes.
05091200ec	Again I lay facedown before Yahweh for forty days and forty nights; I neither ate bread nor drank water, because of all your sin that you had committed, in doing that which was evil in the sight of Yahweh, so as to provoke him to anger.
050913009a	For I was afraid of the anger and hot displeasure with which Yahweh was angry enough against you to destroy you. But Yahweh listened to me that time also.
0509140060	Yahweh was very angry with Aaron so as to destroy him; I prayed for Aaron also at the same time.
05091500bf	I took your sin, the calf that you had made, and burned it, beat it, and ground it very small, until it was as fine as dust. I threw its dust into the stream that came down from the mountain.
050916004e	At Taberah, at Massah, and at Kibroth Hattaavah, you provoked Yahweh to wrath.
05091700de	When Yahweh sent you from Kadesh Barnea and said, 'Go up and take possession of the land that I have given you,' then you rebelled against the commandment of Yahweh your God, and you did not believe or listen to his voice.
0509180045	You have been rebellious against Yahweh from the day that I knew you.
0509190071	So I lay facedown before Yahweh those forty days and forty nights, because he had said that he would destroy you.
05091a00c2	I prayed to Yahweh and said, 'O Lord Yahweh, do not destroy your people or your inheritance whom you have redeemed through your greatness, which you have brought out of Egypt with a mighty hand.
05091b0090	Call to mind your servants Abraham, Isaac, and Jacob; do not look at the stubbornness of this people, nor at their wickedness, nor at their sin,
05091c00e1	so that the land from where you brought us should say, “Because Yahweh was not able to bring them into the land that he promised to them, and because he hated them, he has brought them out to kill them in the wilderness.”
05091d007d	Yet they are your people and your inheritance, whom you brought out by your great strength and by the display of your power.'
050a010087	At that time Yahweh said to me, 'Carve two tablets of stone like the first, and come up to me on the mountain, and make an ark of wood.
050a020077	I will write on the tablets the words that were on the first tablets that you broke, and you will put them in the ark.'
050a030091	So I made an ark of acacia wood, and I carved two tablets of stone like the first, and I went up the mountain, having the two tablets in my hand.
050a0400cb	He wrote on the tablets, like the first writing, the Ten Commandments which Yahweh had spoken to you on the mountain out of the middle of the fire on the day of the assembly; then Yahweh gave them to me.
050a050084	I turned and came down from the mountain, and put the tablets in the ark that I had made; there they are, as Yahweh commanded me.”
050a0600ad	(The people of Israel journeyed from Beeroth Bene Jaakan to Moserah. There Aaron died, and there he was buried; Eleazar, his son, served in the priest's office in his place.
050a070062	From there they journeyed to Gudgodah, and from Gudgodah to Jotbathah, a land of streams of water.
050a0800a7	At that time Yahweh chose the tribe of Levi to carry the ark of the covenant of Yahweh, to stand before Yahweh to serve him, and to bless people in his name, as today.
050a090085	Therefore Levi has no portion nor inheritance of land with his brothers; Yahweh is his inheritance, as Yahweh your God spoke to him.)
050a0a0098	“I stayed on the mountain as at the first time, forty days and forty nights. Yahweh listened to me that time also; Yahweh did not wish to destroy you.
050a0b00a5	Yahweh said to me, 'Arise, go before the people to lead them on their journey; they will go in and possess the land that I swore to their ancestors to give to them.'
050a0c00c7	Now, Israel, what does Yahweh your God require of you, except to fear Yahweh your God, to walk in all his ways, to love him, and to worship Yahweh your God with all your heart and with all your soul,
050a0d0068	to keep the commandments of Yahweh, and his statutes, which I am commanding you today for your own good?
050a0e0069	Behold, to Yahweh your God belongs heaven and the heaven of heavens, the earth, with all that is in them.
050a0f00a4	Only Yahweh took pleasure in your fathers so as to love them, and he chose you, their descendants, after them, more than any of the other peoples, as he does today.
050a10004b	Therefore circumcise the foreskin of your heart, and be stubborn no longer.
050a110096	For Yahweh your God, he is God of gods and Lord of masters, the great God, the mighty one and the fearsome one, who favors no one and takes no bribes.
050a120076	He executes justice for the fatherless and widow, and he shows love for the foreigner by giving him food and clothing.
050a13004b	Therefore love the foreigner; for you were foreigners in the land of Egypt.
050a14006b	You will fear Yahweh your God; him will you worship. To him you must cling, and by his name will you swear.
050a150077	He is your praise, and he is your God, who has done for you these great and fearsome things, which your eyes have seen.
050a16007b	Your fathers went down into Egypt as seventy persons; now Yahweh your God has made you as many as the stars of the heavens.
050b01007a	Therefore you will love Yahweh your God and always keep his instructions, his statutes, his decrees, and his commandments.
050b0200b1	Notice that I am not speaking to your children, who have not known nor have they seen the punishment of Yahweh your God, his greatness, his mighty hand, or his outstretched arm,
050b030065	the signs and deeds that he did in the midst of Egypt to Pharaoh, king of Egypt, and to all his land.
050b0400e0	Neither did they see what he did to the army of Egypt, to their horses, or to their chariots, how he made the water of the Sea of Reeds overwhelm them as they pursued after you, and how Yahweh has destroyed them until today,
050b050046	or what he did for you in the wilderness until you came to this place.
050b0600fa	They had not seen what Yahweh had done to Dathan and Abiram, the sons of Eliab son of Reuben, how the earth opened its mouth and swallowed them up, their households, their tents, and every living thing that followed them, in the middle of all Israel.
050b070042	But your eyes have seen all the great works of Yahweh that he did.
050b0800a2	Therefore keep all the commandments that I am commanding you today, that you may be strong, and go in and possess the land where you are going over to possess it,
050b09009e	and that you may prolong your days in the land that Yahweh swore to your fathers to give to them and to their descendants, a land flowing with milk and honey.
050b0a00b1	For the land, where you go in to possess it, is not like the land of Egypt, from where you came, where you sowed your seed and watered it with your foot, like a garden of herbs;
050b0b007b	but the land, where you go over to possess it, is a land of hills and valleys, and drinks water of the rain of the heavens,
050b0c008d	a land that Yahweh your God cares for; the eyes of Yahweh your God are always upon it, from the beginning of the year to the end of the year.
050b0d00af	It will happen, if you will listen diligently to my commandments that I command you today, to love Yahweh your God and to serve him with all your heart and with all your soul,
050b0e009a	that I will give the rain of your land in its season, the former rain and the latter rain, that you may gather in your grain, your new wine, and your oil.
050b0f004f	I will give grass in your fields for your cattle, and you will eat and be full.
050b10007f	Pay attention to yourselves so that your heart is not deceived, and you turn aside and worship other gods and bow down to them;
050b1100fa	so that the anger of Yahweh is not kindled against you; and so that he does not shut up the heavens so that there will be no rain, and the land will not yield its fruit, and so that you perish quickly from off the good land that Yahweh is giving you.
050b12008e	Therefore lay up these words of mine in your heart and soul, bind them as a sign on your hand, and let them be as frontlets between your eyes.
050b130097	You will teach them to your children and talk about them when you sit in your house, when you walk on the road, when you lie down, and when you get up.
050b14004a	You will write them on the doorposts of your house and on your city gates,
050b1500ab	that your days and the days of your children may be multiplied in the land that Yahweh swore to your ancestors to give them for as long as the heavens are above the earth.
050b1600a4	For if you diligently keep all these commandments that I am commanding you, so as to do them, to love Yahweh your God, to walk in all his ways, and to cling to him,
050b170082	then Yahweh will drive out all these nations from before you, and you will dispossess nations larger and mightier than yourselves.
050b1800ae	Every place where the sole of your foot will tread will be yours; from the wilderness to Lebanon, from the river, the Euphrates River, to the western sea will be your border.
050b1900a3	No man will be able to stand before you. Yahweh your God will lay the fear of you and the terror of you upon all the land that you tread on, as he has said to you.
050b1a0034	Look, I set before you today a blessing and a curse:
050b1b0057	the blessing, if you obey the commandments of Yahweh your God that I command you today,
050b1c00ac	and the curse, if you do not obey the commandments of Yahweh your God, but turn aside from the way that I command you today, to go after other gods that you have not known.
050b1d00a4	It will happen, when Yahweh your God brings you into the land which you go to possess, that you will set the blessing on Mount Gerizim, and the curse on Mount Ebal.
050b1e009e	Are they not beyond the Jordan, west of the western road, in the land of the Canaanites who live in the Arabah, over against Gilgal, beside the oaks of Moreh?
050b1f008d	For you are to cross over the Jordan to go in to possess the land that Yahweh your God is giving you, and you will possess it and live in it.
050b20004b	You will keep all the statutes and the decrees that I set before you today.
050c0100ae	These are the statutes and the decrees that you will keep in the land that Yahweh, the God of your fathers, has given you to possess, all the days that you live on the earth.
050c0200a8	You will surely destroy all the places where the nations that you will dispossess worshiped their gods, on the high mountains, on the hills, and under every green tree.
050c0300c0	You must break down their altars, dash in pieces their stone pillars, and burn their Asherah poles. You must cut down the carved figures of their gods and destroy their name out of that place.
050c04002f	You will not worship Yahweh your God like that.
050c0500a2	But to the place that Yahweh your God will choose out of all your tribes to put his name, that will be the place where he lives, and it is there that you will go.
050c0600db	It is there that you will bring your burnt offerings, your sacrifices, your tithes, and the offerings presented by your hand, your offerings for vows, your freewill offerings, and the firstborn of your herds and flocks.
050c0700b1	It is there that you will eat before Yahweh your God and rejoice about everything that you have put your hand to, you and your households, where Yahweh your God has blessed you.
050c080075	You will not do all the things that we are doing here today; now everyone is doing whatever is right in his own eyes;
050c09005d	for you have not yet come to the rest, to the inheritance that Yahweh your God is giving you.
050c0a00bd	But when you go over the Jordan and live in the land that Yahweh your God is causing you to inherit, and he will give you rest from all your enemies round about, so that you live in safety.
050c0b0126	Then to the place where Yahweh your God will choose to cause his name to live there—there you will bring everything I command you: your burnt offerings, your sacrifices, your tithes, and the offerings presented by your hand, and all your choice offerings for vows that you will vow to Yahweh.
050c0c00d1	You will rejoice before Yahweh your God—you, your sons, your daughters, your male servants, your female servants, and the Levites who are within your gate, because he has no portion or inheritance among you.
050c0d0061	Pay attention to yourself that you do not offer your burnt offerings at every place that you see;
050c0e00a6	but it is at the place that Yahweh will choose among one of your tribes that you will offer your burnt offerings, and there you will do everything that I command you.
050c0f00f2	However, you may kill and eat animals within all your gates, as you wish, receiving the blessing of Yahweh your God for all that he has given you; the unclean and the clean persons both may eat of it, animals such as the gazelle and the deer.
050c10004d	But you will not eat the blood; you will pour it out on the earth like water.
050c110137	You may not eat within your gates from the tithe of your grain, your new wine, your oil, or the firstborn of your herd or flock; and you may not eat any of the meat you sacrifice along with any of your vows that you make, nor that of your freewill offerings, nor that of the offering you present with your hand.
050c120125	Instead, you will eat them before Yahweh your God in the place that Yahweh your God will choose—you, your son, your daughter, your male servant, your female servant, and the Levite who is within your gates; you will rejoice before Yahweh your God about everything to which you put your hand.
050c130061	Pay attention to yourself so that you do not forsake the Levite as long as you live on your land.
050c1400b0	When Yahweh your God enlarges your borders, as he has promised you, and you say, 'I will eat flesh,' because of your desire to eat meat, you may eat meat, as your soul desires.
050c1500eb	If the place that Yahweh your God chooses to put his name is too far from you, then you will kill some of your herd and your flock that Yahweh has given you, as I have commanded you; you may eat within your gates, as your soul desires.
050c160076	Like the gazelle and the deer are eaten, so you will eat of it; the unclean and the clean persons may eat of it alike.
050c170073	Only be sure that you do not consume the blood, for the blood is the life; you will not eat the life with the meat.
050c180042	You will not eat it; you will pour it out on the earth like water.
050c19008d	You will not eat it, so that it may go well with you, and with your children after you, when you will do what is right in the eyes of Yahweh.
050c1a0091	But the things that belong to Yahweh that you have and the offerings for your vows—you will take these and go to the place that Yahweh chooses.
050c1b00d0	There you will offer your burnt offerings, the meat and the blood, on the altar of Yahweh your God; the blood of your sacrifices will be poured out on the altar of Yahweh your God, and you will eat the flesh.
050c1c00c3	Observe and listen to all these words that I command you, that it may go well with you and with your children after you forever, when you do what is good and right in the eyes of Yahweh your God.
050c1d008e	When Yahweh your God cuts off the nations from before you, when you go in to dispossess them, and you dispossess them, and live in their land,
050c1e00e5	pay attention to yourself that you are not trapped into following them, after they are destroyed from before you—trapped into investigating their gods, into asking, 'How do these nations worship their gods? I will do the same.'
050c1f00e5	You must not worship Yahweh your God in that way, for everything that is an abomination to Yahweh, things that he hates—they have done these with their gods; they even burn their sons and their daughters in fire for their gods.
050c20004a	Whatever I command you, observe it. Do not add to it or take away from it.
050d010063	If there arises among you a prophet or a dreamer of dreams, and if he gives you a sign or a wonder,
050d02009d	and if the sign or the wonder comes about, of which he spoke to you and said, 'Let us go after other gods, that you have not known, and let us worship them,'
050d0300c1	do not listen to the words of that prophet, or to that dreamer of dreams; for Yahweh your God is testing you to know whether you love Yahweh your God with all your heart and with all your soul.
050d040085	You will walk after Yahweh your God, honor him, keep his commandments, and obey his voice, and you will worship him and cling to him.
050d050154	That prophet or that dreamer of dreams will be put to death, because he has spoken rebellion against Yahweh your God, who brought you out of the land of Egypt, and who redeemed you out of the house of bondage. That prophet wants to draw you out of the way in which Yahweh your God commanded you to walk. So put away the evil from among you.
050d060119	Suppose that your brother, the son of your mother, or your son, or your daughter, or the wife of your bosom, or your friend who is to you like your own soul, secretly entices you and says, 'Let us go and worship other gods that you have not known, neither you nor your ancestors—
050d070098	any of the gods of the peoples that are round about you, near to you, or far off from you, from the one end of the earth to the other end of the earth.'
050d080086	You must not give in to him or listen to him, and you must not permit your eye to pity him, and you must not spare him or conceal him.
050d090085	Instead, you will surely kill him; your hand will be the first on him to put him to death, and afterwards the hand of all the people.
050d0a00ab	You will stone him to death with stones, because he has tried to draw you away from Yahweh your God, who brought you out of the land of Egypt, out of the house of bondage.
050d0b005d	All Israel will hear and fear, and will not continue to do this kind of wickedness among you.
050d0c005b	If you hear anyone say about one of your cities, that Yahweh your God gives you to live in:
050d0d00a8	Some wicked fellows have gone out from among you and have drawn away the inhabitants of their city and said, 'Let us go and worship other gods that you have not known.'
050d0e00cf	Then you will examine the evidence, make search, and investigate it thoroughly. When you discover that it is true and certain that such an abominable thing has been done among you, then you will take action.
050d0f00bd	You will surely attack the inhabitants of that city with the edge of the sword, completely destroy it and all the people who are in it, along with its livestock, with the edge of the sword.
050d1000d3	You will gather all the spoil from it into the middle of its street and will burn the city, as well as all its spoil—for Yahweh your God. The city will be a heap of ruins forever; it must never be built again.
050d110104	None of those things set apart for destruction must stick in your hand. This must be the case, so that Yahweh will turn from the fierceness of his anger, show you mercy, have compassion on you, and make you increase in numbers, as he has sworn to your fathers.
050d1200c1	He will do this because you are listening to the voice of Yahweh your God, to keep all his commandments that I am commanding you today, to do that which is right in the eyes of Yahweh your God.
050e01006b	You are the people of Yahweh your God. Do not cut yourselves, nor shave any part of your face for the dead.
050e0200b7	For you are a nation that is set apart to Yahweh your God, and Yahweh has chosen you to be a people for his own possession, more than all peoples that are on the surface of the earth.
050e030026	You must not eat any abominable thing.
050e040048	These are the animals that you may eat: the ox, the sheep, and the goat,
050e050066	the deer, the gazelle, the roebuck, the wild goat, and ibex, and the antelope, and the mountain sheep.
050e06006f	You may eat any animals that parts the hoof, that is, that has the hoof divided in two, and that chews the cud.
050e0700dc	Nevertheless, you must not eat some animals that chew the cud or that have the hoof divided in two: the camel, the rabbit, and the rock badger; because they chew the cud but do not part the hoof, they are unclean to you.
050e0800a3	The pig is unclean to you as well because he parts the hoof but does not chew the cud; he is unclean to you. Do not eat pig meat, and do not touch their carcasses.
050e09004c	Of these things that are in water you may eat: whatever has fins and scales;
050e0a004e	but whatever has no fins and scales you must not eat; they are unclean to you.
050e0b001c	All clean birds you may eat.
050e0c0052	But these are the birds that you must not eat: the eagle, the vulture, the osprey,
050e0d0030	the red kite and black kite, any kind of falcon.
050e0e0023	You must not eat any kind of raven,
050e0f0044	and the ostrich, and the night hawk, the sea gull, any kind of hawk,
050e10002d	the little owl, the great owl, the white owl,
050e110030	the pelican, the carrion vulture, the cormorant.
050e120047	You must not eat the stork, any kind of heron, the hoopoe, and the bat.
050e130047	All winged, swarming things are unclean to you; they must not be eaten.
050e140024	You may eat all clean flying things.
050e150113	You must not eat of anything that dies of itself; you may give it to the foreigner who is within your towns, that he may eat it; or you may sell it to a foreigner. For you are a nation that is set apart to Yahweh your God. You must not boil a young goat in its mother's milk.
050e160066	You must surely tithe all the yield of your seed, that which comes out from the field year after year.
050e1700f6	You must eat before Yahweh your God, in the place that he will choose as his sanctuary, the tithe of your grain, of your new wine, and of your oil, and the firstborn of your herd and your flock; that you may learn to always honor Yahweh your God.
050e1800c4	If the journey is too long for you so that you are not able to carry it, because the place that Yahweh your God will choose as his sanctuary is too far from you, then, when Yahweh God blesses you,
050e19007e	you will convert the offering into money, tie up the money in your hand, and go to the place that Yahweh your God will choose.
050e1a00e6	There you will spend the money for whatever you desire: for oxen, or for sheep, or for wine, or for strong drink, or for whatever you desire; you will eat there before Yahweh your God, and you will rejoice, you and your household.
050e1b0069	The Levite who is within your gates—do not forsake him, for he has no portion nor inheritance with you.
050e1c008c	At the end of every three years you will present all the tithe of your produce in the same year, and you will store it up within your gates;
050e1d010f	and the Levite, because he has no portion nor inheritance with you, and the foreigner, and the fatherless, and the widow who are within your gates, will come and eat and be satisfied. Do this so that Yahweh your God may bless you in all the work of your hand that you do.
050f010037	At the end of every seven years, you must cancel debts.
050f0200d8	This is the manner of the release: Every creditor will cancel that which he has lent to his neighbor; he will not demand it from his neighbor or his brother because Yahweh's cancellation of debts has been proclaimed.
050f030066	From a foreigner you may demand it; but whatever of yours is with your brother your hand must release.
050f040089	However, there should be no poor among you (for Yahweh will surely bless you in the land that he gives you as an inheritance to possess),
050f05007d	if only you diligently listen to the voice of Yahweh your God, to keep all these commandments that I am commanding you today.
050f0600b1	For Yahweh your God will bless you, as he promised you; you will lend to many nations, but you will not borrow; you will rule over many nations, but they will not rule over you.
050f0700cb	If there is a poor man among you, one of your brothers, within any of your gates in your land that Yahweh your God is giving you, you must not harden your heart nor shut your hand from your poor brother;
050f080056	but you must surely open your hand to him and surely lend him sufficient for his need.
050f090107	Be careful not to have a wicked thought in your heart, saying, 'The seventh year, the year of release, is near,' so that you will not be stingy in regard to your poor brother and give him nothing; he might cry out to Yahweh about you, and it would be sin for you.
050f0a00c4	You must surely give to him, and your heart must not be sorry when you give to him, because in return for this Yahweh your God will bless you in all your work and in all that you put your hand to.
050f0b00b4	For the poor will never cease to exist in the land; therefore I command you and say, 'You must surely open your hand to your brother, to your needy, and to your poor in your land.'
050f0c009a	If your brother, a Hebrew man, or a Hebrew woman, is sold to you and serves you for six years, then in the seventh year you must let him go free from you.
050f0d0048	When you let him go free from you, you must not let him go empty-handed.
050f0e00a7	You must liberally provide for him out of your flock, out of your threshing floor, and out of your winepress. As Yahweh your God has blessed you, you must give to him.
050f0f0094	You must remember that you were a slave in the land of Egypt, and that Yahweh your God redeemed you; therefore I am commanding you today to do this.
050f10008f	It will happen that if he says to you, 'I will not go away from you,' because he loves you and your house, and because he is well off with you,
050f110097	then you must take an awl and thrust it through his ear to a door, and he will be your servant for life. You must do the same with your female servant.
050f1200c7	It must not seem difficult for you to let him go free from you, because he has served you for six years and given twice the value of a hired person. Yahweh your God will bless you in all that you do.
050f1300b6	All the firstborn males in your herd and your flock you must set apart to Yahweh your God. You will do no work with the firstborn of your herd, nor shear the firstborn of your flock.
050f14007c	You must eat the firstborn before Yahweh your God year by year in the place that Yahweh will choose, you and your household.
050f150088	If it has any blemish—for example, if it is lame or blind, or has any blemish whatever—you must not sacrifice it to Yahweh your God.
050f16007d	You will eat it within your gates; the unclean and the clean persons alike must eat it, as you would eat a gazelle or a deer.
050f170056	Only you must not eat its blood; you must pour its blood out on the ground like water.
0510010090	Observe the month of Abib, and keep the Passover to Yahweh your God, for in the month of Aviv Yahweh your God brought you out of Egypt by night.
051002008d	You will sacrifice the Passover to Yahweh your God with some of the flock and the herd in the place that Yahweh will choose as his sanctuary.
0510030111	You will eat no leavened bread with it; seven days will you eat unleavened bread with it, the bread of affliction; for you came out of the land of Egypt in haste. Do this all the days of your life so that you may call to mind the day when you came out of the land of Egypt.
05100400b0	No yeast must be seen among you within all your borders during seven days; nor must any of the meat that you sacrifice in the evening on the first day remain until the morning.
0510050064	You may not sacrifice the Passover within any of your city gates that Yahweh your God is giving you.
05100600e4	Instead, sacrifice at the place that Yahweh your God will choose as his sanctuary. There you will perform the sacrifice of the Passover in the evening at the going down of the sun, at the time of year that you came out of Egypt.
051007007e	You must roast it and eat it at the place that Yahweh your God will choose; in the morning you will turn and go to your tents.
0510080094	For six days you will eat unleavened bread; on the seventh day there will be a solemn assembly for Yahweh your God; on that day you must do no work.
051009008f	You will count seven weeks for yourselves; from the time you begin to put the sickle to the standing grain you must start counting seven weeks.
05100a00b5	You must keep the Festival of Weeks for Yahweh your God with the contribution of a freewill offering from your hand that you will give, according as Yahweh your God has blessed you.
05100b011e	You will rejoice before Yahweh your God—you, your son, your daughter, your male servant, your female servant, the Levite who is within your city gates, and the foreigner, the fatherless, and the widow who are among you, at the place that Yahweh your God will choose for his sanctuary.
05100c005d	You will call to mind that you were a slave in Egypt; you must observe and do these statutes.
05100d008f	You must keep the Festival of Shelters for seven days after you have gathered in the harvest from your threshing floor and from your winepress.
05100e00c8	You will rejoice during your festival—you, your son, your daughter, your male servant, your female servant, the Levite, and the foreigner, and the fatherless and the widow who are within your gates.
05100f00e4	For seven days you must observe the festival for Yahweh your God at the place that Yahweh will choose, because Yahweh your God will bless you in all your harvest and all the work of your hands, and you must be completely joyful.
05101000f8	Three times in a year all your males must appear before Yahweh your God at the place that he will choose: at the Festival of Unleavened Bread, at the Festival of Weeks, and at the Festival of Shelters. No one will appear before Yahweh empty-handed;
0510110073	instead, every man will give as he is able, that you might know the blessing that Yahweh your God has given to you.
05101200c5	You must make judges and officers within all your city gates that Yahweh your God is giving you; they will be taken from each of your tribes, and they must judge the people with righteous judgment.
05101300a8	You must not take justice away by force; you must not show partiality nor take a bribe, for a bribe blinds the eyes of the wise and perverts the words of the righteous.
0510140081	You must follow after justice, after justice alone, so that you may live and inherit the land that Yahweh your God is giving you.
0510150085	You must not set up for yourselves an Asherah, any sort of pole, beside the altar of Yahweh your God that you will make for yourself.
051016005a	Neither must you set up for yourself any sacred stone pillar, which Yahweh your God hates.
0511010098	You must not sacrifice to Yahweh your God an ox or a sheep in which is any blemish or anything bad, for that would be an abomination to Yahweh your God.
05110200c4	If there is found among you, within any of your city gates that Yahweh your God is giving you, any man or woman who does what is evil in the sight of Yahweh your God and transgresses his covenant,
051103009e	anyone who has gone and worshiped other gods and bowed down to them, either the sun, the moon, or any of the host of heaven—nothing that I have commanded—
05110400cf	and if you are told about this, or if you have heard of it, then you must make a careful investigation. If it is true and certain that such an abomination has been done in Israel, this is what you should do.
0511050094	You must bring that man or woman, who has done this evil thing, to your city gates, that very man or woman, and you must stone that person to death.
051106009a	At the mouth of two witnesses, or three witnesses, will he who must die be put to death; but at the mouth of only one witness he must not be put to death.
0511070097	The hand of the witnesses must be the first to put him to death, and afterward the hand of all the people; and you will remove the evil from among you.
0511080161	If a matter arises that is too hard for you to judge—perhaps a question of murder or accidental death, of one person's right and another person's right, or a question of one kind of harm done, or another kind of matter, matters of controversy within your city gates—then you must go up to the place that Yahweh your God will choose as his sanctuary.
05110900a7	You must go to the priests, the descendants of Levi, and to the judge who will be serving at that time; you will seek their advice, and they will give you the verdict.
05110a0097	You must follow the law given to you at the place Yahweh will choose as his sanctuary. You will be careful to do everything that they direct you to do.
05110b009c	Follow the law they teach you, and do according to the decisions they give you. Do not turn aside from what they tell you, to the right hand or to the left.
05110c00c9	Anyone who acts arrogantly, in not listening to the priest who is standing to serve before Yahweh your God, or in not listening to the judge—that man will die; you will put away the evil from Israel.
05110d003e	All the people must hear and fear, and act arrogantly no more.
05110e00db	When you have come to the land that Yahweh your God gives you, and when you take possession of it and begin to live in it, and then you say, 'I will set a king over myself, like all the nations that are round about me,'
05110f00e2	then you must surely set as king over yourself someone whom Yahweh your God will choose. You must set as king over yourself someone from among your brothers. You may not put a foreigner, who is not your brother, over yourself.
05111000b8	But he must not multiply horses for himself, nor cause the people to return to Egypt so that he may multiply horses, for Yahweh had said to you, 'You will never return that way again.'
0511110087	He must not take many wives for himself, so that his heart does not turn away. He must not accumulate large amounts of silver and gold.
051112009e	When he sits on the throne of his kingdom, he must write for himself in a scroll a copy of this law, from the law that is before the priests, who are Levites.
05111300c8	The scroll must be with him, and he must read in it all the days of his life, so that he may learn to honor Yahweh his God, so as to keep all the words of this law and these statutes, to observe them.
0511140101	He must do this so that his heart is not lifted up above his brothers, and so that he does not turn away from the commandments, to the right hand or to the left; for the purpose that he may prolong his days in his kingdom, he and his children, among Israel.
05120100b3	The priests, who are Levites, and all the tribe of Levi, will have no portion nor inheritance with Israel; they must eat the offerings of Yahweh made by fire as their inheritance.
0512020064	They must have no inheritance among their brothers; Yahweh is their inheritance, as he said to them.
05120300b1	This is the share given to the priests, given to them from the people who offer a sacrifice, whether it be an oxen or a sheep: the shoulder, the two cheeks, and the inner parts.
051204007f	The firstfruits of your grain, of your new wine, and of your oil, and the first of the fleece of your sheep, you must give him.
051205007c	For Yahweh your God has chosen him out of all your tribes to stand to serve in the name of Yahweh, him and his sons forever.
051206009a	If a Levite comes from any of your towns out of all Israel from where he is living, and desires with all his soul to come to the place Yahweh will choose,
0512070073	then he must serve in the name of Yahweh his God as all his brothers the Levites do, who stand there before Yahweh.
0512080066	They must have similar portions to eat, besides of what comes of the sale of his family's inheritance.
0512090085	When you have come into the land that Yahweh your God is giving you, you must not learn to observe the abominations of those nations.
05120a00c3	There must not be found among you anyone who sacrifices his son or his daughter in the fire, anyone who uses divination or tells fortunes, or reads signs found in a cup, or engages in witchcraft,
05120b006b	any charmer, anyone who conjurs up spirits, or one who casts spells, or who talks with spirits of the dead.
05120c0098	For whoever does these things is an abomination to Yahweh; it is because of these abominations that Yahweh your God is driving them out from before you.
05120d002d	You must be blameless before Yahweh your God.
05120e009d	For these nations that you will dispossess listen to those who practice sorcery and divination; but as for you, Yahweh your God has not allowed you to do so.
05120f0076	Yahweh your God will raise up for you a prophet from among you, one of your brothers, like me. You must listen to him.
05121000be	This is what you asked from Yahweh your God at Horeb on the day of the assembly, saying, 'Let us not hear again the voice of Yahweh our God, nor see this great fire anymore, or we will die.'
0512110030	Yahweh said to me, 'What they have said is good.
05121200a0	I will raise up a prophet for them from among their brothers, just like you. I will put my words in his mouth, and he will speak to them all that I command him.
0512130077	It will happen that if anyone does not listen to the words of mine that he speaks in my name, I will require it of him.
05121400ad	But the prophet who speaks a word arrogantly in my name, a word that I have not commanded him to speak, or who speaks in the name of other gods, that very prophet must die.'
0512150066	This is what you must say in your heart: 'How will we recognize a message that Yahweh has not spoken?'
0512160108	You will recognize a message that Yahweh has spoken when a prophet speaks in the name of Yahweh. If that thing does not occur nor happen, then that is something that Yahweh has not spoken and the prophet has spoken it arrogantly, and you must not be afraid of him.
051301009c	When Yahweh your God cuts off the nations, those whose land Yahweh your God is giving you, and when you come after them and live in their cities and houses,
0513020073	you must select three cities for yourself in the middle of your land that Yahweh your God is giving you to possess.
05130300be	You must build a road and divide the borders of your land into three parts, the land that Yahweh your God is causing you to inherit, so that everyone who kills another person may flee there.
051304009b	This is the law for the one who kills another and who flees there to live—anyone who kills his neighbor unintentionally, and did not previously hate him.
051305010a	For example, if a man goes into the forest with his neighbor to cut wood, and his chops with the ax to cut down a tree, and the ax head slips off of the handle and strikes his neighbor and kills him—then that man must flee to one of these cities and save his life.
0513060106	Otherwise the avenger of blood might go after the one who took a life, and in the heat of his anger overtake him, if the distance is too great, strike him and kill him, even though that man did not deserve to die, since he had not hated his neighbor in the past.
051307003c	Therefore I command you to select three cities for yourself.
0513080099	If Yahweh your God enlarges your borders, as he has sworn to your ancestors to do, and gives you all the land that he promised to give to your ancestors;
