2800000005	Mateu
280e220050	Apoea, dupã tsi agiumsirã tu alantã partã, vinirã tu loclu a Ghenezaretlui.
280e23008e	Sh-oamnjilji atsilui loc, macãt lu cunuscurã, lu arãspãndirã zborlu tu tutã loclu di anvãrliga. Sh-adusirã la elu tutsã nipututsilji.
280e24008c	Shi-l pãrãcãlsirã tsi s-putea s-bãga mãna tu mardzina a stranjului a lui, shi tuts atselji tsi bãgarã mãna la stranji s-vindicarã.
280f01004f	Atumtsea scriblji sh-Fariseilji vinirã di Ierusalim la Isusul sh-lu ntribarã:
280f02006a	“Cãtse ucenitsilji a tãlji ncalcã adetea a aushlor? Cã nu aspealã mãnjili nãinti tsi s-mãcã.”
280f03006b	Iarã elu lã apãndãsi a lor: “Sh-voi trã tse ncãlcats ordinlu a Dumnidzãlui trã adetea a voastrã?
280f040087	Dumnidzãlu ari ordinatã ashã: ‘Tinjisea tatãl sh-muma,’ shi: ‘Atsel tsi va blãsteam tatãl sh-muma s-condamnã cu moarti.’
280f050089	Iarã voi dzãtsets: Caitsido tsi lj-dzãtsi a tatãlui sh-a mumãljei: ‘Itsido tsi aveam trã tini, lji easti datã a Dumnidzãlui,’
280f060086	elu nu easti ma strimtu s-tinjiseascã tatãl sh-muma a lui. Ashã voi avets dispretsuit zborlu a Dumnidzãlui trã adetea a voastrã.
280f070038	Ipucrits, ghini prufitipsi Isaia trã voi cãndu dzãsi:
280f08006e	‘Populu aestu ma nji s-aproachi cu gura sh-mi tinjiseashti cu budzili, ma inima a lor easti diparti di mini.
280f09005b	Sh-di geaba mi tinjiseascã, nvitsãnda nvitsãturili tsi suntu regulili a oamnjilor.’”
280f0a0051	Deapoea acljimã multsãmea aproapi di nãsu sh-dzãsi: “Ascultats sh-aduchits!
280f0b006d	Omlu nu s-lãvusheashti di atsea tsi lj-intrã n-gurã, ma di atsea tsi lj-easi dit gurã s-lãvusheashti.”
280f0c008d	Atumtsea ucenitsilji a lui s-apruchearã shi lj-dzãsirã: “Lu shtii cã Fariseilji, cãndu li avdzãrã aesti zboari sã scandalizarã?”
280f0d007d	Ma elu apãndisinda lã dzãsi: “Itsi simintsã tsi Tatãl a meu tserescu nu ari siminatã, va si scoatã cu arãdãtsinã.
280f0e0091	Alãsats-lji atselji! Elji suntu orghi, cãlãuzlji a orghilor. Macã un orbu lj-cãlãudzãshti a un altu orbu, doilji va s-cadã tu groapã.”
280f0f004a	Atumtsea Petrul lj-dzãsi: “Nã aspunã sh-a noauã aestã parabolã.”
280f100036	Sh-Isusul dzãsi: “Sh-voi nu avets achicãsit ninga?
280f11004f	Nu aduchits cã itsi intrã tu gurã treatsi tu pãnticã sh-dutsi tu duvaleti?
280f120050	Ma atseali tsi easã dit gurã, easã dit inimã, sh-atseali lãvusheascã omlu.
280f130095	Cã dit inimã easã minduirili atseali arali, vãtãmãrili, ncãlcarea a curuniljei, putãnsira, furãrili, mãrtiriili arãdioasi, blãstimãrili.
280f14006c	Aesti suntu atseali tsi lãvushescu omlu. Iarã s-mãtsã cu mãnjili niaspilati nu s-lãvushãshti omlu.”
280f150062	Deapoea Isusul, dupã tsi s-dipãrtã di aclo, s-nchisi cãtrã pãrtsãli a Tirlui sh-a Sidonlui.
280f1600c2	Sh-ia, unã muljeari Cananeancã tsi avea vinit dit atseali pãrtsi, ahurhii s-aurlã dzãcãnda: “Njiluia-mi mini, Doamne, Hiljiu al David! Feata a mea easti multã arãu, easti demonizat!”
280f17009b	Ma elu nu lj-apãndisi dip. Sh-ucenitsilji a lui lji s-apruchearã sh-lji si pãrãcãlsirã dzãcãnda: “Sãlãghea-u atsea, cã ma aurlã dupã noi.”
280f180062	Ma elu lã apãndisi: “Mini escu pitricut, mash di oili atseali chiruti a casiljei al Israel.”
280f190041	Ma ea vini shi si ncljinã, dzãcãnda: “Doamne, agiutã-mi!”
280f1a0070	Isusul apãndisi: “Nu easti ghini s-ljeai pãnea a cilimenjilor shi s-lu arutsã la cãtsãlji a cãnjilor.”
280f1b0088	Ma ea dzãsi: “Easti alihea, Doamne, cã sh-cãtsãljilji a cãnjilor mãcã sãrãmili tsi cadã di la measa a nicuchirilor a lor.”
280f1c0097	Atumtsea Isusul lj-apãndisi dzãcãnda: “Muljeari, mari easti pistea a ta! Si s-facã ashã cum vrei.” Sh-tu atsea oarã hiljea a ljei s-vindicã.
280f1d0071	Deapoea, dupã tsi s-nchisi di aclo, Isusul vini ningã amarea a Galileiljei, s-alinã pri munti shi shidzu aclo.
280f1e00a8	Shi lji s-apruchearã multsãnji mãri tsi adutsea cu nãshi shcljiochi, orghi, sãcats, muts, sh-multsã altsã, lji bãgarã la cicioarli al Isus sh-elu lji vindicã.
280f1f0096	Multsãnjili s-ciudisea cãndu videa cã mutsãlji grea, sãcatsãlji s-vindica, shcljiochili imna sh-orghilji videa. Sh-mãrea Dumnidzãlu al Israel.
280f2000eb	Sh-Isusul lj-acljimã ucenitsilji a lui ningã nãsu sh-lã dzãsi: “Mini am njilã di multsãmea, cã s-featsirã trei dzãli tsi sta cu mini shi nu ari tsiva ti mãcari. Nu voi s-lji nchisescu aĝiunji, s-nu lishineadzã n-cali.”
280f21008d	Sh-ucenitsilji a lui lji dzãsirã: “Ma iu va s-aflã tu aestã loc ermu ahãnti pãnji tra s-fãnãteascã unã multsãmi ahãntu mari?”
280f22006a	Sh-Isusul lã dzãsi a lor: “Cãti pãnji avets?” Elji dzãsirã: “Shapti shi ndoi peshti njitsi.”
280f230032	Atumtsea elu ordinã multsãnjili s-sheadã mpadi.
280f240090	Deapoea lo atseali shapti pãnji sh-peshtilji, shi hãristisi Dumnidzãlu, li pãrtsã, sh-li deadi a ucenitsilor a lui sh-elji a multsãmiljei.
280f250062	Sh-tuts mãcarã shi s-fãnãtirã, sh-cu bucãtsili tsi armasirã umplurã shapti coshuri mplini.
280f26005c	Sh-atselji tsi mãcarã eara patru njilji di bãrbats, ni misurat muljerili sh-cilimenjilji.
280f270063	Deapoea, dupã tsi deadi cali a multsãmiljei, s-alinã tu varcã shi s-dusi cãtrã loclu Magdala.
281001007e	Deapoea lji s-apruchearã Fariseilji sh-Saduceilji tsi s-lu cãrteascã Isus shi lj-cãftarã s-lã aspunã un semnu dit tser.
281002006e	Iarã elu lã apãndisi a lor: “La searã voi dzãtsets: ‘Va hibã chirolu bun, cã tserlu easti roshu.’
28100300ab	Sh-dimineatsa dzãtsets: ‘Azã va hibã furtunã, cã tserlu easti roshu sh-nurat.’ Voi shtits s-aduchits fatsa a tserlui, ma nu putets s-aduchits seamnili a chirolui.
28100400a3	Unã gheneratã anapudã sh-cãrunã-cãlcatã cafti un semnu, ma nu va lji si da vãrã semnu dicãt mash semnul a prufitului Iona.” Sh-elu li alãsã sh-fudzi.
281005006d	Cãndu ucenitsilji a lui agiumsirã tu alantã parti a amariljei, vidzurã cã avea agãrshitã s-ljea pãni.
281006006a	Iarã Isusul lã dzãsi a lor: “Bãgats mintea sh-afirits-vã di maeaua a Fariseilor sh-a Saduceilor!”
2810070048	Sh-elji s-minduirã un cu alantu dzãcãnda: “Nu avem loatã pãni.”
281008007d	Ma Isusul lji achicãsi sh-lã dzãsi a lor: “Oaminji pisti-putsãn, trã tse zburats un cu alantu cã nu avets loat pãni?
281009007d	Nu avets achicãsit ninga sh-nu adutsets aminti tsintsi pãnji ti tsintsi njilji di bãrbats sh-cãti coshuri avets umplutã?
28100a0059	Sh-nitsi atseali shapti pãnji ti patru njilji di bãrbats sh-cãti coshuri avets umplut?
28100b007d	Cum nu aduchits cã nu lu aveam zborlu ti pãnea cãndu vã dzãshã s-vã afirits di maeaua a Fariseilor sh-a Saduceilor?”
28100c0087	Atumtsea elji aduchirã cã elu nu lã avea dzãsã s-afireascã di maeaua a pãniljei, ma di nvitsãtura a Fariseilor sh-a Saduceilor.
28100d0089	Cãndu Isusul, agiumsi tu loclu a Cezariljei al Filip lã ntribã ucenitsilji a lui: “Cai dzãc oaminjilji cã easti Hiljiu a omlui?”
28100e007e	Sh-elji dzãsirã: “Niscãntsã dzãc cã easti Ioan Pãtidzãtorlu, altsã Ilia, altsã Ieremia, icã un di prufitsilji.”
28100f0040	Elu lji ntribã elji: “Ma voi, cai dzãtsets cã escu mini?”
281010005b	Sh-Simon Petrul apãndisi: “Tini eshti Hristolu, Hiljiu a Dumnidzãlui atsilui yiului.”
28101100ae	Ma Isusul lj-apãndisi a lui: “Hãrãcop eshti tini, Simon, hiljiu al Iona, cã aestã nu ts-lu dizvãli nitsi truplu nitsi sãndzili, ma Tatãl a meu tsi easti tu tseruri.
28101200a0	Sh-mini ma tsã dzãc tutashã cã tini eshti Petrul, tsi va s-dzãc cheatra pri cai mini va s-adarã bisearica a mea sh-portsãli a colasiljei nu va u-azvingu.
28101300ac	Sh-mini va tsã dau cljeili a amirãriljei a tserurilor. Sh-itsi ai ligat pri loc, va hibã ligat pri tseruri, sh-itsi ai dizligat pri loc, va hibã dizligat tu tseruri.”
2810140054	Atumtsea lã ursi ucenitsilji a lui tsi s-nu dzãtsea a vãrui cã elu eara Hristos.
28101500e6	Di atsea oarã Isusul ahurhi s-lã aspunã a ucenitsilor a lui cã prindi s-dutsea la Ierusalim, s-munduea multã ti itia a aushilor, a mãrilor a preftsilor sh-a scribilor, cã lipseashti si s-vãtãma sh-va s-nyea a treia dzuã.
2810160093	Atumtsea Petrul lo di unã parti sh-ahurhi s-lu vãrgheascã dzãcãnda: “Doamne, s-ti afireascã Dumnidzãlu! Aestã nu va s-undzeascã pute!”
28101700b6	Ma elu s-turnã shi lj-dzãsi a Petrului: “Dipãrteadzã-ti di la mini, Drac! Tini eshti cicãrdisiri ti mini, cã nu ai tu minti lucrili a Dumnidzãlui, ma lucrili a oamnjilor.”
281018008f	Atumtsea Isusul lã dzãsi a ucenitsilor a lui: “Macã vãrã va yinã dupã mini, si s-aleapidã, s-u ljea crutsea a lui shi s-mi urmeadzã.
2810190074	Cã atsel tsi va ascapã bana a lui, va u-chearã, ma atsel tsi va u-chearã bana a lui trã mini, va u-aflã atsea.
28101a008f	Tsi amintatic ari omlu macã amintã lumea tutã sh-deapoea u-cheari suflitlu a lui? Icã tsi poati s-da omlu trã alãxirea a suflitlui a lui?
28101b009d	Cã Hiljiu a omlui va yinã tu mãrirea a Tatãlui a lui deadun cu anghiljilji a lui, sh-atumtsea elu va lji arãsplãteascã a-cathiunu dupã faptili a lui.
28101c0091	Dealihea vã dzãc cã niscãntsã di atselji tsi ma sta aoa nu va moarã ni vidzutã ma nãinti Hiljiu a omlui yininda tu amirãriljea a lui.”
281101007d	Dupã shasi dzãli Isusul lo cu nãsu Petrul, Iacovul, sh-Ioanul fratili a lui, sh-lji alinã pri un munti analtu dinãparti.
2811020071	Shi s-alãxi nãintea a lor. Lji si strãlutsi fatsa ca soarili shi stranjili a lui s-featsirã albã ca lunjina.
2811030043	Sh-ia, lã si fãnirusirã a lor Moisul sh-Ilia tsi zbura cu nãsu.
28110400a9	Atumtsea Petrul lji dzãsi al Isus: “Doamne, easti ghini tsi noi him aoa. Ma s-vrei, mini va fac aoa trei tendi, unã trã tini, unã trã Moisul sh-unã trã Ilia.”
28110500b2	Cãndu elu zbura ninga, ia un nior lunjinos lã amvãli sh-dit nior s-avdzã unã boatsi tsi dzãtsea: “Aestu easti Hiljiu a meu vrut, di la cai escu hãrisit, ascultats-lu!”
281106005a	Ucenitsilji cãndu u-avdzãrã aestã, cãdzurã pri dintsã mpadi shi s-aspãrarã multu.
2811070062	Sh-Isusul s-apruche, bãgã mãna pri nãshi sh-lã dzãsi: “Sculats-vã sh-nu vã aspãrats!”
281108003f	Sh-elji sculãnda ocljilji, nu vidzurã om, mash Isusul singur.
28110900a7	Deapoea cãndu ma dipuna dit munti, Isusul lã ursi dzãcãnda: “S-nu lji grits a vãrui trã atsea viziunã pãnã cãndu Hiljilu a omlui s-nyeadzã dit mortsã.”
28110a0068	Atumtsea ucenitsilji a lui lu ntribarã: “Cãtse scriblji dzãc cã prindi s-yinã ma nãinti Ilia?”
28110b005e	Sh-Isusul lã apãndisi: “Dealihea cã Ilia va s-yinã ma nãinti sh-va adarã napoi itsido.
28110c009e	Ma mini vã dzãc, cã Ilia ari vinitã sh-elji nu lu cunuscurã, ma featsirã cu nãsu cum vrurã. Ashã cã Hiljiu a omlui va s-mundueascã di la nãshi.”
28110d0050	Atumtsea ucenitsilji lu aduchirã cã lã avea sburãtã di Ioan Pãtidzãtorlu.
28110e0060	Cãndu elji vinirã aproapi di multsãmea, un bãrbat s-apruche sh-dzinucljãnda nãintea a lui,
28110f007a	dzãsi: “Doamne, s-ai njilã di hiljiu a meu cã easti epileptic, tradzi multu sh-di multi ori cadi tu foc icã tu apã.
281110004f	Tora mini lu-dush la ucenitsilji a tãlji, ma elji nu puturã s-lu vindicã.”
28111100a1	Sh-Isusul apãndisinda, dzãsi: “O farã fãrã pisti sh-anapudzã! Pãnã cãndu va armãnã cu voi? Pãnã cãndu va vã aravdã?” Adutsets-lu aoa la mini!
281112005c	Sh-Isusul lu vãrghi demonul sh-elu ishi di ficiorlu, sh-di atsea oarã ficiorlu s-vindicã.
2811130073	Atumtsea ucenitsilji lji s-apruchearã al Isus dinãparti, sh-lu ntribarã: “Cãtse noi nu putum s-lu aĝunim?”
281114010a	Sh-Isusul lã dzãsi a lor: “Di pistipsirea njicã a voastrã. Cã dealihea mini ma vã dzãc: ma s-avets pisti cãt un gãrnutsã di sinapi va lji dzãtsets a muntilui aishtui: ‘Mutã-ti di aoa aclo,’ sh-elu va si s-mutã. Sh-tsiva nu va hibã niputut di voi.
2811150053	[Sh-aestu soi di demon nu easi di cãt mash cu pãrãcãlsiri sh-cu pãreasinj.]”
2811160069	Cãndu elji s-afla tu Galilea, Isusul lã dzãsi: “Hiljilu a omlui va s-prida tu mãnjilji a oamnjilor,
2811170055	sh-va s-lu vatãmã, sh-tu dzua a treia va s-nyeadzã.” Sh-elji s-nvirinarã multu.
28111800b9	Cãndu agiumsirã tu Capernaum, taxidarlji a doauã dhrahmiilor a tempului lji s-apruchearã a Petrului, shi lji dzãsirã: “Nvitsãtorlu a vostru nu u plãteashti taxa a tempului?”
28111900e2	Sh-elu dzãsi: “Ie!” Sh-cãndu intrã n-casã, Isusul lu ashtiptã prota s-lji dzãtsea: “Cum mindueshti tini Simon? Di la cai ljea taxili icã hãracili amirãrilji a loclui? Di la hiljilji a lor icã di la xenjilji?”
28111a0063	Petrul lji dzãsi: “Di la xenjilji.” Isusul dzãsi: “Hiljilji atumtsea nu prindi s-plãtescu.
28111b00df	Cu tut atsea tsi s-nu lji cicãrdisim atselji, du-ti la amari, arucã greplu sh-ljea protlu pescu tsi va yinã nsus, ljea-lu, discljid-lji gura, sh-va s-aflji un statiru. Ljea-lu sh-plãtea taxa a lor ti tini sh-ti mini.”
281201007d	Tu atsea oarã ucenitsilji s-apruchearã a Isusului sh-lu ntribarã: “Cai easti cama marli tu amirãriljea a tserurilor?”
2812020057	Sh-Isusul dupã tsi acljimã un cilimean njic ningã nãsu, lu bãgã namisa di nãshi,
28120300a6	sh-dzãsi: “Dealihea ma vã dzãc, macã nu vã alãxits sh-nu vã fãtsets ca cilimenjili atselji njitsilji, voi nu va s-intrats pute tu amirãriljea a tserurilor.
2812040058	Cai va si s-apleacã ca aestu cilimean njic, easti cama marli tu amirãriljea a tserlui.
2812050056	Sh-caitsido tsi lu aproachi un cilimean njic ca aestu tu numa a mea, mi aproachi mini.
28120600d1	Ma atsel tsi va s-fac s-cadã tu amãrtii un di aeshti njitsilji, tsi pistipsescu la mini, va hibã ma ghini trã nãsu s-lji spindzirã di gushi unã cheatrã di la moarã, shi si s-neacã tu apa a amariljei.
28120700a5	Cavai di dunjeaua tsi fatsi oamnjilji s-cadã tu amãrtii. Cã cicãrdisirili va s-yinã, ma cavai di atsel om, tsi trã sibepea a lui va yinã atseali cicãrdisiri!
2812080108	Tora macã mãna a ta, icã ciciorlu a tãu ti cicãrdiseashti trã amãrtii, talji-l sh-arucã-l diparti di tini. Easti ma ghini s-intsri tu banã fãrã unã mãnã icã scljiopu, di cãt s-ai doauã mãnji sh-doauã cicioari shi s-ti arucã tu foclu di totãna.
28120900d8	Tutashã, macã ocljiu a tãu si cicãrdiseashti trã amãrtii, scoati-l sh-arucã-l diparti di tini. Cã easti ma ghini s-intsri cu un ocljiu tu banã, di cãt s-ai doi oclji shi s-ti arucã tu foclu a Geehenãljei.
28120a00ab	Afirits-vã s-nu dispretsuits vãrã di aeshti njitsilji, cã mini ma vã dzãc cã anghilji a lor tu tseruri mutrescu totãna fatsa a Tatãlui a meu tsi easti tu tseruri.
28120b003f	[Cã Hiljiu a omlui vini ti ascãpari atsea tsi eara chirutã.]
28120c00a4	Cum minduits? Macã un om ari unã sutã di oi, sh-unã di nãsi cheari cala, nu va s-li alasã di noaudzãtsi nouãli pri munti, shi s-caftã atsea tsi chiru cala?
28120d008d	Sh-cãndu va u aflã, dealihea vã dzãc cã elu va s-hãrseascã ma multu ti aestã dicãt di noaudzãtsi noauli, tsi nu avea chirutã cala.
28120e006a	Ashã easti vrearea a Tatãlui a vostru tsi easti tu tseruri, tsi vãrã di aeshti njitsilji s-nu chearã.
28120f0098	Macã fratili a tãu amãrtirseashti contra tini, duti sh-vãrghea-lu cãndu hits singur voi doilji, macã ti ascultã, tini lu amintash fratili a tãu,
2812100082	macã nu ti ascultã, ljea cu tini ninga un icã doi oaminji, tsi cathi zbor si siguripseascã pri gura a doi icã a trei martiri.
281211009b	Macã deapoea arniseashti s-ti ascultã, dzã-lji a-bisearicãljei, sh-macã arniseashti s-ascultã sh-bisearica, prilucratsts-lu ca pãngãn icã taxidar.
28121200a2	Dealihea vã dzãc cã tuti lucrili tsi va avets ligat pristi locu, va s-hibã ligati sh-tu tser, sh-tsi avets dizligat pri locu, va s-hibã dizligati sh-tu tser.
281213009b	Ma vã dzãc tutashã, cã macã doi di voi s-uidisescu pri loc trã itsido tsi caftã, aestã va si s-facã a lor di la Tatãl a meu tsi easti tu tseruri.
281214005e	Cã, iutsido tsi doi icã trei suntu adunatsi tu numa a mea, mini escu aclo namisa di elji.”
28121500a7	Atumtsea Petrul s-apruche la Isusul sh-lji dzãsi: “Doamne, macã fratili a meu amãrtiseashti cãtrã mini, cãti ori prindi s-lu ljeartã? Pãnã di shapti ori?”
281216006b	Isusul lji-dzãsi: “Mini nu tsã dzãc pãnã di shapti ori, ma pãnã shaptidzãtsi di ori cãti shapti.
2812170072	Trã atsea, amirãriljea a tserurilor undzeashti ca un amirã tsi vrea s-fãtsea lugurili cu husmichearilji a lui.
2812180060	Dupã tsi apãrnji s-fãtsea luguri, lj-adusirã un tsi lj-mprumuta dzatsi njiljã di talentsã.
281219009d	Sh-metsi aestu nu avea tsi s-plãtea, nicuchirlu a lui ursi si s-vindea elu cu muljeara a lui, cilimenjilji a lui, sh-tuti tsi avea, shi s-plãtea mprumutlu.
28121a0093	Atumtsea huzmichearlu lj-cadzu pri dzinuclji sh-lji pãrãcãlsea, dzãcãnda: ‘Doamne, s-ai arãvdari cu mini sh-mini va s-li plãtescu tuti!’
28121b0051	Nicuchirlu lu njilui huzmichearlu a lui, lji lu ljirtã mprumutlu shi lu-alãsã.
28121c00cc	Ma huzmichearlu atsel cum ishi, aflã un altã huzmichear tsi lji-avea ti dari unã sutã di denari. Dupã tsi lu acãtsã di grumadzã ma lu sgruma, dzãcãnda-lji: ‘Plãtea-nji mprumutlu tsi nj-ai.’
28121d0093	Atumtsea huzmichearlu sotslu a lui, cãdzu pri dzinuclji shi lji pãrãcãlsi, dzãcãnda-lji: ‘Ai arãvdari cu mini, sh-va li plãtescu tuti.’
28121e004e	Ma elu nu vru, meti lu bãgã tu hapsi, pãnã cãndu elu s-plãtea mprumutlu.
28121f008f	Ma alantsã husmicheari, cãndu lu vidzurã tsi s-featsi, s-nvirinarã shi s-dusirã lji dzãsirã a nicuchirlui a lor tutã tsi s-area faptã.
281220008b	Atumtsea nicuchirlu a lui lu acljimã shi lj-dzãsi: ‘Husmichear arãu, mini ts-ljirtai tutã aestu mprumut, cã tini mi-pãrãcãlsishi.
281221005d	Nu lipsea sh-tini s-aveai njilã trã sotslu a tãu, ashã cum avui mini njilã trã tini?’
2812220073	Sh-nicuchirlu a lui, nãritã, lu prideadi atsel tu mãna a tirãnsitorilor, pãnã cãndu s-plãtea tut mprumutlu.
2812230077	Ashã va s-facã cu voi sh-Tatãl a meu tserescu, macã cathi un di voi nu lu ljearti cu tutã inimã fratili a lui.”
2813010083	Dupã tsi Isusul li ascãpã ti aspuneari aesti nvitsãturi, s-nchisi di Galilea, sh-vini tu loclu a Iudeiljei, napãrti di Iordan.
2813020031	Multsãnji mãri l-urma sh-elu lji vindicã aclo.
281303009a	Atumtsea lji s-apruchearã niscãntsã Farisei s-lu cãrtea, sh-lji dzãsirã: “Easti tu lege tsi bãrbatlu s-u dispartã muljearea di itsido sibepi?”
2813040088	Sh-elu apãndisinda lã dzãsi a lor: “Nu avets cãntatã cã atsel tsi lji adrã di tu ahurhitã ‘lji adrã mascru sh-theaminã.’
28130500a6	Sh-Dumnidzãlu dzãsi: ‘Trã aestã bãrbatul va s-alasã tatãl sh-muma a lui sh-va si s-mpriuneadzã cu muljearea a lui, sh-amindoilji va hibã un trup singur’?
281306006b	Sh-ashã elji nu suntu ma doi, ma un trup. Atsea tsi Dumnidzãlu ari mpriunatã, omlu s-nu lu dispartã.”
281307006b	Elji lji dsãsirã: “Atumtsea cãtse Moisiul ursi s-lji si da cartea di dispãrtsãri shi si-u alasã.”
28130800a8	Elu lã dzãsi a-lor: “Moisiul vã deadi volje s-li dispãrtsãts muljerili a voastri trã itia a chitrisiriljei a ininjilor a voastri. Ma tu ahurhitã nu eara ashã.
28130900cf	Ma mini vã dzãc cã caitsido tsi u-alasã muljerea a lui, mash trã sibepea a putãnsiriljei, shi si nsoari cu unã altã, ncalcã curuna. [Sh-atsel tsi si nsoari cu muljeari alãsatã, ncalcã curuna.]”
28130a0084	Ucenitsilji a lui lji dzãsirã: “Macã cunditsili a bãrbatlui cãtrã muljearea suntu ahtãri, ma ghini si nu si nsoarã dip.”
28130b0068	Ma elu lã dzãsi a lor: “Nu tuts lã aduchescu aesti zboari, ma singur atselji a cui lã easti datã.
28130c0102	Suntu eunuchi, tsi suntu amintats ashã di pãnticlu a mumãljei, shi suntu eunuchi tsi suntu faptã di la oaminji, shi suntu eunuchi tsi au apofãsitã singur si s-faca eunuchi trã amirãriljea a tserurilor. Atsel tsi poati s-aducheascã, s-aducheascã.”
28130d0090	Atumtsea adusirã cilimenji njitsi la Isusul trai s-bãga mãnjili pri nãshi, shi s-pãrãcãlsea, ma ucenitsilji a lui lji vãrghirã atselji.
28130e008e	Ma Isusul dzãsi: “Alãsats cilimenjilji atselji nitsilji s-yinã la mini sh-nu li nchidicats, cã a lor easti amirãriljea a tserurilor.”
28130f0043	Atumtsea elu bãgã mãnjili pri elji, sh-deapoea s-nchisi di aclo.
2813100076	Sh-ia, s-apruche un la Isusul sh-lu ntribã: “Nvitsãtore, tsi buneatsã prindi s-fac tsi s-amintã bana eternã?”
281311007f	Sh-elu dzãsi: “Cãtse mi ntreghi tsi easti bun? Singur Un easti bun. Macã vrei s-intsri tu banã, veaglji dimãndãrili.”
2813120081	Elu ntribã: “Cai?” Atumtsea, Isusul lj-apãndisi: “Nu vatãmã, nu ncalcã curunea, nu furã, nu dã martirii arãdioasã,
2813130058	tinjisea tatãl a tãu sh-muma a ta, shi s-vrei aproapilu a tãu ca cum ti vrei tini.”
2813140059	Tinirlu lj-dzãsi: “Tuti aesti lucri mini li am vigljatã. Tsi nji lipseashti altã?”
28131500a6	Isusul lj-dzãsi: “Macã vrei s-hii perfectu, duti sh-vindi tsi ai, sh-dã-li a niavutsilor, shi tini va s-ai un ayishteari tu tser. Deapoea haidi sh-urmeadz-mi.”
2813160051	Ma tinirlu cãndu li avdzã aesti zboari, fudzi nvirinat, cã avea multã aveari.
2813170084	Atumtsea, Isusul lã dzãsi a ucenitsilor a lui: “Dealihea vã dzãc cã un avut cu zori va s-intrã tu amirãriljea a tserurilor.
281318008b	Sh-nãpoi ma va dzãc: Easti ma lishioarã tsi s-treacã cãmila tu guva a aclui, dicãt avutlu s-intrã tu amirãriljea a Dumnidzãlui.”
281319007c	Cãndu li avdzãrã aesti zboari, ucenitsilji a lui s-ciudisirã multu shi ntribarã: “Atumtsea, cai va s-ascapã vahi?”
28131a007f	Sh-Isusul mutrinda cãtrã nãshi dzãsi: “Trã ominjilji aestã easti nipututã, ma trã Dumnidzãulu itsido easti putut.”
28131b006b	Atumtsea Petrul lj-apãndisi: “Ia, noi li alãsãm tuti sh-vinim dupã tini, ma tsi va s-amintãm noi?”
28131c0106	Sh-Isusul lã-dzãsi a lor: “Dealihea ma vã dzãc, tu adãrãtura atsea noaua, cãndu Hiljiu a omlui va sheadã pri thronlu a mãririljei a lui, sh-voi tsi mi avets urmat va shidets pi doisprãdzatsi thronuri ti guidicari di doisprãdzatsi fãrili a Israelui.
28131d00ae	Sh-caitsido tsi ari alãsat trã numa a mea cãsi, fratsi, surãri, tatã, muma, [muljeari], cilimenji, agri, va s-ljea unã sutã di ori ma multu, sh-va aibã banã eternã.
28131e0058	Ma multsã di protslji va hibã tu coadã, sh-atselji di tu coadã va hibã protslji.”
2814010080	“Amirãriljea a tserurilor undzeashti cu un nicuchir di casã tsi ishi curund dimineatsa s-puituea lucrutori ti ayinjea a lui.
2814020065	Dupã tsi s-ndreapsi tu pãzari cu lucrutorilji cãti un dinar n-dzuã, lji pitricu la ayinjea a lui.
2814030065	Apoea ishi anvãrliga di oara noauã dimineatsa, sh-vidzu altsã tsi stãtea tu pãzari fãrã lucru.
2814040068	Sh-lã dzãsi a lor: ‘Dutsets-vã sh-voi la ayinjea a mea sh-mini va vã dau cãtã easti ndreptul.’
2814050060	Sh-elji s-dusirã. Elu ishi anvãriliga di njeadzãdzuã sh-pi trei ti-mirindi, featsi unã soi.
28140600a2	Cãndu ishi nãpoi cãtrã oara tsintsi ti-mirindi, aflã altsã tsi stãtea ni fãrã lucru, sh-lji ntribã: ‘Cãtse shidets aoa tutã dzua ni faptã tsiva?’
2814070071	Elji lji dzãsirã: ‘Cã vãrã nu nã puitui.’ Sh-elu lã dzãsi a lor: ‘Dutsets-vã shi voi la ayinji.’
28140800cb	Cãndu vini seara, nicuchirlu a ayinjiljei, lji dzãsi a administratorlui a lui: ‘Acljeamã lucrutorilji shi fã plãtirea a lor, apãrnjida di la atselji di ma nãpoi sh-pãnã la atselji di prota.’
281409004d	Sh-cãndu vinirã atselji di la oara tsintsi, loarã cãti un dinar cathiunu.
28140a0064	Cãndu vinirã protslji, minduirã cã va loa ma multu, ma sh-atselji loara cãti un dinar cathiunu.
28140b0032	Luãnda, murmurea contra a nicuchirlui a casiljei,
28140c0088	dzãcãnda: ‘Aeshti di ma nãpoi lucrarã mash unã oarã sh-tini lji plãtish ca noi, tsi trapsim greulu sh-cãloarea a dzuãljei.’
28140d007b	Ma elu lj-apãndisi a unui di nãshi: ‘Oaspe, mini nu ma ts-fac nindriptati. Noi nu featsim pãzari ti un dinar tu dzuã?
28140e005a	Ljea atsea tsi easti a ta sh-imnã. Mini voi s-lji dau aishtui di ma nãpoi cãt a tsãia.
28140f0070	Nu am ndriptati mini s-facã cu a mea tsi s-voi? Catse ti fats oclji ni fãnãtit, cãndu mini escu giumertu?’
2814100062	Ashã atselji di ma nãpoi va hibã protslji sh-atselji protslji va hibã atselji di ma nãpoi.”
2814110081	Deapoea cãndu Isusul ma s-alina cãtrã Ierusalem, lji lo dinãparti di doisprãdzatsi ucenitsilji sh-pri cali lã dzãsi a lor:
