2800000007	Matthew
290a0100af	Titia Jisu Capernaum chari kene Jordan Nodi paar korise aru Judea desh phale ahi jaise, aru bisi manu Tai logote joma hoise, aru hodai nisena Tai taikhan ke sikhai di thakise.
290a020072	Kunba Pharisee khan Taike porikha kori bole kiba hudise, “Ki karone mota tai maiki ke chari dibole niyom ase?”
290a03004f	Aru Tai taikhan ke jowab dikene koise, “Moses tumikhan ke ki hukum disele?”
290a04005a	Taikhan koise, “Moses koise chari bole laga kagos likhi kene taike chari dibole pare.”
290a05005c	Aru Jisu taikhan ke koise, tumikhan laga mon tan huwa karone tai tumikhan ke etu hukum dise.
290a060045	Kintu sristi laga shuru pora ‘Isor he mota aru maiki bonai dise.’
290a070051	‘Karone mota to nijor ama aru baba chari kene tai nijor maiki logote mili jabo.
290a08005e	Aru tai duijon eke sharir hoi jabo.’ Karone taikhan duijon nohoi kintu ekta sharir hoi jabo.
290a090042	Karone ki Isor pora milai dise, etu ke manu pora alag nokoribi.”
290a0a0048	Jitia taikhan ghor te thakise Tai chela khan Taike aru etu kotha hudise.
290a0b0088	Karone Tai taikhan ke koise, “Jun bhi tai maiki ke chari dikene aru dusra ke shadi korile tai maiki laga bhirodh te bebichar kori ase.
290a0c0060	Aru jodi maiki bhi nijor mota chari kene dusra logote shadi korile tai bhi bebichar kori ase.”
290a0d00c0	Ek din kunba manu khan pora taikhan laga bacha khan ke Tai usorte loi anise, taikhan laga matha te Tai laga hath rakhi kene asirbad dibole nimite, kintu chela khan pora taikhan ke rukhai dise.
290a0e0092	Kintu Jisu etu dikhikena koise, “Bacha khan ke Moi logote ahibo dibi taikhan ke narukha bhi, kelemane Isor laga rajyo to eneka khan laga he ase.
290a0f00a3	Moi hosa pora tumikhan ke koi ase, jun pora nije ke ekta chutu bacha nisena kori kene Isor laga rajyo ke swekar nakore, tai ji hoile bhi ta te gusibo na paribo.”
290a100034	Aru Tai hath taikhan uporte rakhi kene asirbad dise.
290a1100a1	Aru jitia Jisu rasta te jai asele, ekjon polai ahise, aru Tai samne te athukari kene Taike hudise, “Bhal Shika manu, anonto jibon pabole moi ki koribo lage?”
290a12005c	Titia Jisu taike koise, “Tumi Moike kele bhal koi ase? Isor he nohoile kun bhi bhal nohoi.
290a13009e	Tumi niyom khan jani ase: ‘Manu namora bhi, bebichar na koribi! Chor na koribi, misa gawahi nadibo, manu ke nothogabi, tumi baba ama ke sonman koribi.’”
290a14005e	Aru tai jowab di Taike koise, “Shika manu, moi etu sob jawan thaka somoi pora mani ahise.”
290a1500df	Titia Jisu taike morom pora saikene taike koise, “Tumi ekta kaam he puncha nai, jabi aru tumi laga ki ase, sob bikiri kori kene dukhia khan ke di dibi, aru tumi sorgote dhun pai jabo, aru ahikena Ami laga piche koribi.”
290a160069	Kintu tai etu kotha huni kene dukh hoise, aru mon biya hoi kene jai jaise, kelemane tai bisi dhuni asele.
290a170075	Titia Jisu Tai age piche saikene chela khan ke koise, “Dhuni manu Isor laga rajyote gushi bole bisi digdar hobo!”
290a18008e	Aru chela khan Tai kotha pora asurit hoise. Kintu Jisu taikhan ke aru koise, “Bacha khan, Isor laga rajyote gushi bole kiman bhi digdar ase!
290a190073	Isor laga rajyote dhuni manu gushi bole para to ekta uth pora bhiji laga suku paar ulai juwa he bisi sosta hobo.”
290a1a0065	Aru taikhan ekdom asurit hoi kene ekjon-ekjon logote kotha korise, “Tinehoile kun poritran pabo?”
290a1b0082	Kintu Jisu taikhan ke saikene koise, “Manu pora hoile etu na paribo, kintu Isor he paribo. Kelemane Isor nimite sob para ase.”
290a1c0053	Titia Peter Taike koise, “Sabi amikhan to sob chari kene Apuni laga piche korise.
290a1d00ad	Titia Jisu koise, “Moi tumikhan ke hosa kobo, kun bhi Moi karone aru susamachar karone Tai ghor nohoile bhai-bhoini, ama-baba, nijor bacha, aru kheti mati bari chari dile;
290a1e0089	taikhan sob ek-sou guna pora bhi bisi pabo: ghor, aru bhai, bhoini, ama aru bacha aru kheti baari khan, aru aha yug te anonto jibon pabo.
290a1f0064	Kintu bisi manu jun khan age ase, taikhan piche hoi jabo, aru jun piche ase taikhan age hoi jabo.”
290a200114	Kitia Jisu aru chela khan Jerusalem te jai thakise, Jisu taikhan sob laga age hoi kene jai thakise. Taikhan asurit hoise, aru Tai laga piche kori thaka khan bhoi lagi thakise. Titia Tai ekbar aru baroh jonke kinar te loijai kene Tai uporte ki ahibole ase etu taikhan ke koise.
290a2100eb	“Sabi, Amikhan Jerusalem te jai ase, aru Manu laga Putro ke dhorikena mukhyo purohit aru niyom likha khan laga hathte di dibo, aru taikhan Taike golti dibo aru Taike morai dibo. Taike biswas nakora khan laga hathte dikena morai dibo.
290a220052	Aru taikhan Taike ninda kori kene maribo, kintu tin din pichete Tai jee uthibo.”
290a230082	Titia Zebedee laga Putro James aru John duijon Tai logote ahikena koise, “Shika manu, ami duijon kiba mangibo, etu kori dibi.”
290a24003c	Tai duijon ke koise, “Moi tumikhan karone ki kori dibo?”
290a2500d1	Tai duijon pora Jisu ke koise, “Kitia Apuni singhason te bohibi, Apuni laga mohima pora bhorta thaka rajyote, titia, duijon nimite, ekjon Apuni laga dyna hath aru dusra Apuni laga baya hathte bohibo dibi.”
290a2600bd	Kintu Jisu taikhan ke koise, “Tumi duijon ki mangi ase, etu najani kene mangi ase, duijon Moi khabole thaka kup pora khabo paribo, aru Moi ki baptizma pora baptizma lobole ase etu paribo?
290a2700bf	Duijon Taike koise, “Amikhan paribo.” Titia Jisu taikhan ke koise, “Duijon Ami khabole thaka kup pora khabole to hosa ase, aru Moi ki baptizma pora baptizma kori bole ase, etu bhi hobo.
290a280077	Kintu Ami laga dyna aru baya phale bohi bole to Moi dibo napare, kintu etu to kun nimite rakhikena ase, tai he pabo.”
290a290061	Aru jitia dos jon chela khan etu kotha hunise, taikhan James aru John duijon ke bisi khong hoise.
290a2a00f2	Kintu Jisu taikhan ke mati anikena koise, “Tumikhan jani ase na, Porjati khan kun taikhan laga adhikari khan ase koi kene mane, eitu khan pora he taikhan uporte raj kore aru taikhan laga daruga khan pora taikhan uporte adhikar cholai thake.
290a2b0061	Kintu tumi majot to eneka nahobi, kintu jun dangor hobole mon kore tai tumi laga nokor hobo dibi.
290a2c003f	Aru jun age hobole mon kore taike sob laga ses te thakibo dibi.
290a2d0081	Kelemane Manu laga Putro bhi sewa lobole aha nohoi, kintu sewa kori bole aru bisi manu ke bacha bole nijor jibon dibole ahise.”
290a2e00eb	Titia taikhan Jericho sheher te ahise. Aru ta te pora Tai aru chela khan aru taikhan logot bisi manu Jericho pora ulai jai thakise, titia Timaeus laga chokra Bartimaeus koi kene andha ekjon rasta kinar te bohi kene bhikh mangi thakise.
290a2f007f	Aru jitia tai etu Nazareth Jisu ase koi kene janise, tai hala kori kene koise, “Jisu, David laga Putro, moike daya koribi!”
290a300092	Titia bisi manu taike gali dikena chup thaki bole koise. Kintu tai arubi jor pora hala kori kene koise, “David laga Putro, moike daya koribi!”
290a310090	Titia Jisu rukhise aru taike mati bole koise. Etu nimite taikhan pora andha manu ke koise, “Mon dangor koribi! Uthibi! Tai tumike mati ase.”
290a32005e	Aru tai uthikena tai bahar te lagai thaka kapra ke ulaikene phelai dise aru Jisu logote ahise.
290a33007a	Aru Jisu taike koise, “Moi tumi karone ki kori dibo?” Andha manu Taike jowab dise, “Rabbi, moike dikhi pabo dibi.”
290a340097	Titia Jisu taike koise, “Jai jabi. Tumi laga biswas he tumike bhal kori dise.” Aru etu loge-logote tai dikhibow parise, aru Jisu laga piche korise.
290b0100a5	Aru jitia Jisu aru chela khan Jerusalem te, aru Oliv Pahar kinar Bethphage aru Bethany nogorkhan te ahise, aru taikhan age jabole Jisu pora duijon chela ke pathaise.
290b0200bb	Aru Tai taikhan ke koise, “Jabi usor thaka bosti te, aru tumi ta te puncha loge-loge gadha puwali juntu uporte kun manu bhi boha nai, etu bandhi thaka pabo. Etu ke Khuli Kena loi anibi.
290b030092	Aru jodi kunba tumike kunba eneka hude, ‘Kile eneka kori ase?’ Titia taike kobi, ‘Probhu ke etu lagi ase, titia tai joldi pathai dibo.’”
290b04006c	Karone taikhan jaise aru etu gadha puwali ke dorja bahar rasta te bandha paise, aru taikhan khuli loi anise.
290b050065	Kintu kunba manu ta te khara khan pora hudise, “Etu ki kori ase, gadha puwali ke kele khuli ase?”
290b060058	Aru Jisu pora kowa nisena taikhan etu manu ke koise, etu pichete taikhan ke jabole dise.
290b070074	Titia taikhan gadha puwali loi anise, aru taikhan nijor kapra etu uporte bichai dise, aru Tai etu uporte bohi jaise.
290b08006c	Aru bisi manu nijor kapra rasta te bichai dise, aru dusra khan ghas laga daal kati ani rasta te bichai dise.
290b09007a	Tai laga age ja-a khan aru piche kora khan sob hala kori kene koise, “Hosanna dhoinyo ase jun Probhu laga naam te ahise.
290b0a0068	Probhu naam pora ami laga baba David laga rajyo loi aha ke dhoinyo! Hosanna Tai laga naam untcha koribi!
290b0b009f	Aru Jisu Jerusalem sheher te ahi kene mondoli te jaise, aru Tai ghuri kene sob saise, aru bisi deri huwa karone, Tai baroh jonke loi kene Bethany te jai jaise.
290b0c0045	Aru dusra din jitia taikhan Bethany pora ulai ahise, Tai bhuk lagise.
290b0d00c0	Aru dur pora ekta dimoru ghas te pata thaka dikhi kene ta te kiba pabo bhabi kene Tai etu usor jaise. Kintu Tai khali pata he thaka paise, kelemane etu somoi to dimoru guti dibole somoi nohoi,
290b0e0081	Titia Jisu pora etu ghas ke koise, “Etiya pora kun bhi tumi laga phol aru nakhabo.” Aru Tai chela khan etu kotha kowa hunise.
290b0f00f5	Etu pichete taikhan Jerusalem sheher te ahise aru Jisu mondoli bhitor te jaise. Ta te bikiri kori thaka aru kini thaka khan ke bahar te ulai dise, aru taikhan laga mezkhan ultai dise aru kabotar bikiri kori thaka khan laga chowki bhi ultai dise.
290b10004e	Aru Tai kunke bhi eku jinis mondoli bhitor te loi aha-juwa kori bole diya nai.
290b1100c1	Titia Tai sikhai dikene koise, “Isor kotha te eneka likha ase nohoi, ‘Ami laga ghor to sob jati khan karone prathana ghor hobo?’ Kintu tumikhan etu ke chor dokait laga ghor bonai dise.”
290b1200b5	Aru mukhyo purohit khan aru niyom likha khan etu hunise aru Taike khotom kori bole bisarise. Taikhan bhoi korise, kelemane sob manu Tai laga kotha huni kene asurit hoi thaka karone.
290b13003a	Aru jitia saam ahise, Tai sheher pora bahar te ulai jaise.
290b14006b	Aru dusra din phojur jitia taikhan jai asele, taikhan etu dimoru ghas to tai laga jor tak sukhi ja dikhise.
290b15007d	Aru Peter laga monte ahise, aru tai Jisu ke hudise, “Rabbi, sabi! Dimoru ghas junke Apuni shrap disele, etu sukhi jaise.”
290b160038	Karone Jisu taikhan ke koise, “Isor ke biswas rakhibi.
290b1700ac	Kelemane Moi tumikhan ke hosa kobo, jun bhi etu ‘pahar ke yate pora ulai samundar te dubi jabi,’ eneka chinta nathakikena etu hoi jabo biswas thakile, etu bhi hoi jabo.
290b18006c	Karone Moi tumikhan ke kobo, tumikhan prathana te ki mangise, etu sob paise koi kene biswas korile etu pabo.
290b1900c4	Aru jitia tumikhan prathana kori bole hoi, jodi tumi laga monte kunba ke biya pai thakile, taike maph kori dibi, eneka korise koile tumi laga sorgote thaka Baba bhi tumi laga golti maph kori dibo.
290b1a0064	Kintu jodi tumikhan manu ke maph nadile tumi laga sorgo Baba bhi tumikhan laga golti maph nadibo.”
290b1b00a6	Jitia Jisu aru chela khan aru Jerusalem sheher te ahise, aru Tai mondoli te berai thakise, titia mukhyo purohit khan, niyom likha khan aru bura khan tai logote ahise.
290b1c0061	Aru taikhan hudise, “Apuni ki hokti pora etu sob kori ase Aru kun Tumike etu kori bole dise?”
290b1d009e	Kintu Jisu taikhan ke jowab di koise, “Moi bhi tumikhan ke ekta kotha hudibo. Moike kobi, aru Moi bhi tumikhan ke kobo Moi ki takot pora eitu khan kori ase.
290b1e0055	John pora baptizma diya to sorgo pora ahise, na manu pora ahise? Moike jowab dibi.”
290b1f007d	Titia taikhan majote kotha patise, “Jodi amikhan sorgo pora ase koile, Tai kobo, ‘Tumikhan kele taike biswas kora nai?’
290b20007f	Kintu jodi amikhan ‘Manu pora’ koile .....” Bisi manu pora John ke bhabobadi mani thake nimite taikhan bhoi kori thakise.
290b2100a0	Karone taikhan Jisu ke koise, “Amikhan najane.” Karone Jisu taikhan ke koise, “Moi bhi tumikhan ke Moi ki laga takot pora etu sob kaam kori ase nokobo.”
290c0100f4	Titia Jisu dristanto pora manu khan ke koise, “Ekjon manu draikha baari ekta bonaise, aru char kona phale bera lagai dise, aru ros khunda jaga bonaise, aru machang bonai kene kunba kaam kora manu ke theka di dikena tai to safar te ulai jaise.
290c020083	Jitia ros ulabole somoi ahise, malik pora nokor ke angur pabo pare bhabi kene draikha baari te kaam kora manu khan logote pathaise.
290c030050	Kintu taikhan pora nokor ke dhori kene marise, aru taike khali hath pathai dise.
290c040092	Titia tai aru dusra ekjon nokor ke pathaise, hoilebi taikhan etu nokor laga matha te pathor pora mari dikena jokhom kori dise aru sorom khilai se.
290c0500a2	Aru tai dusra ekjon ke pathaise, aru etu bar to nokor ke morai dise. Tai bisi manu ke pathaise: kintu taikhan arubi kunba ke marise, aru dusra khan ke morai dise.
290c06009c	Tai logot pathabole ekjon he thaki jaise, tai laga ekjon morom thaka chokra. Tai eneka bhabona korise, ‘Taikhan bhi ami laga chokra ke to morom koribo.’
290c0700a0	Kintu kaam kora manu taikhan bhithor te kotha korise, ‘etu to uttoradhikari ase, ahibi amikhan taike morai dibo, aru tai laga sob to amikhan laga hoi jabo.’
290c080056	Aru taikhan taike loijai kene mari dise, aru taike draikha baari bahar te phelai dise.
290c09008d	Karone etiya draikha baari laga malik ki koribo? Tai ahi kene kaam kora manu khan ke khotom kori dibo, aru draikha baari to dusra ke di dibo.
290c0a0099	Tumikhan Shastro te porha nai naki? ‘Pathor mistiri khan pora chari diya pathor kona te thakise, Aru etu he ghor khara kora laga asol pathor hoi jaise.
290c0b004a	Etu Probhu pora he hoise, Ami laga suku pora sabole bisi asurit ase.’”
290c0c00bf	Aru mukhyo purohit khan, niyom hika khan aru bura khan buji jaise Tai taikhan bhirodh te etu dristanto koise, aru taike dhori bole bhabisele, kintu manu ke bhoi pora chari dise aru jai jaise.
290c0d0080	Titia Yehudi cholauta khan Jisu laga kotha pora Taike dhori bole kunba Pharisee aru Herod laga manu khan ke Tai logote pathaise.
290c0e0105	Aru taikhan koise, “Shika manu, amikhan jane Apuni hosa ase, aru kunke bhi bhoi nakore, kelemane Apuni manu laga mukh saikene kotha nakore, kintu Isor laga hosa rasta he sikhai, karone Caesar ke masul diya to thik ase na nai? Moi khan etu dibo lage na nai?”
290c0f007a	Kintu Tai taikhan laga chalak jani kene koise, “Kile Moike porikha kori ase? Ekta chandi poisa anikena Moike dikhabi.”
290c100078	Karone taikhan ekta anise, aru Tai koise, “Etu kun laga chehera aru naam ase?” Taikhan koise, “Caesar laga ase.”
290c1100a0	Aru Jisu taikhan ke jowab dise, “Eneka hoile ki Caesar laga ase, Caesar ke di dibi, aru ki Isor laga ase, etu Isor ke dibi.” Aru taikhan Taike asurit hoise.
290c120058	Titia Sadducee jun khan mora pora jee na uthibo koi, Tai logote ahise. Aru Taike hudise,
290c1300d5	“Shika manu, Moses he amikhan ke etu niyom likhi disele, jodi kunba bhai bacha nathaki kene mori jai, aru tai laga maiki to thake, titia tai bhai he etu maiki ke lobo aru tai bhai laga naam age loi jabole koise.
290c14005f	Tinehoile age te sat-ta bhai asele, prothom bhai shadi kori kene bacha nathaki kene mori jaise.
290c15006f	Aru dusra bhai etu ke loise aru etu bhi bacha nohoi kene mori jaise, aru tisra bhai ke bhi thik eneka he hoise.
290c160068	Aru sat-ta bhai sob taike loise aru bacha nathaki kene sob mori jaise, pichete etu maiki bhi mori jaise.
290c170063	Karone jee utha pichete tai kun laga maiki hobo? Kelemane tai sat jon bhai laga maiki thakisele.”
290c180078	Jisu taikhan ke koise, “Tumikhan Shastro te likha kotha khan aru Isor laga hokti najana karone golti kori thake nohoi?
290c190073	Kelemane jitia taikhan mora pora jee uthibo taikhan shadi nakoribo, kintu sorgote Isor laga duth nisena thaki jabo.
290c1a00d2	Kintu mora pora jee utha kotha khan nimite tumikhan Moses laga kitab te porha nai, joli thaka jhari te, kineka Isor he taike eneka koisele, ‘Moi Abraham laga Isor, Isaac laga Isor, aru Jacob laga Isor ase?’
290c1b0076	Isor to mora khan laga Isor nohoi, kintu jinda khan laga Isor ase etu karone tumikhan bisi dangor golti kori thake.”
290c1c00b3	Titia ekjon niyom likha jon pora taikhan etu kotha kori thaka hunise. Aru Jisu pora etu laga thik jowab diya huni kene, tai Jisu ke hudise, “Sob pora prothom hukum to ki ase?”
290c1d0089	Jisu taike koise, “Sobse poila, ‘Huni bhi Israel, sob pora prothom hukum to amikhan laga Probhu he Isor ase, aru ekjon he Probhu ase.
290c1e005d	Aru tumi pura mon, pura atma, pura dimag, aru pura takot pora Probhu Isor ke morom koribi.’
290c1f0090	Aru dusra hukum to etu kowa ase, ‘Tumi laga ghor usor manu khan ke nijor nisena morom koribi.’ Etu duita pora dusra dangor hukum aru nai.”
290c200088	Karone likha manu Taike koise, “Bhal Shika manu! Apuni hosa pora koi dise, kelemane Isor ekjon he ase, aru Taike chari kene dusra nai.
290c2100b5	Aru pura mon, pura dimag, pura atma, aru pura takot pora Isor ke morom kora, aru usor manu khan ke nijor nisena morom kora to daan kora aru bolidan diya pora bhi bisi dangor ase.”
290c2200a7	Jitia Jisu tai bhal jowab diya dikhise, Tai taike koise, “Tumi Isor laga rajyo pora dur nohoi.” Etu pichete, kun bhi Jisu ke aru kiba hudibole mon dangor kora nai.
290c230090	Pichete, Jisu mondoli laga bahar jagate sikhai thakise, Tai hudise, “Kanun likha khan to kineka Khrista to David laga chokra ase koi thake?”
290c2400ed	Kelemane David to Pobitro Atma te bhorta hoi kene eneka koise, ‘Probhu he ami laga Probhu ke koise, “Ami laga dyna hath phale bohi thakibi, Jitia tak Moi pora tumi laga dushman khan ke tumi laga theng nichete nadibo, titia tak.’”
290c250087	David tai nijor Taike ‘Probhu’ koise, to David laga chokra tai kineka hobo? Aru bisi manu khan Tai kotha ke shanti pora huni asele.
290c2600a4	Titia Jisu sikhai thaka somoite taikhan ke koise, “Likha manu khan pora hoshiar thakibi, jun kapra lamba kori lagai berai thake, aru bajar te salam diya bhal pai,
290c27003c	mondoli te bhal jaga, aru kha luwa te bhal jaga bisara khan.
290c28007e	Taikhan bidhowa khan laga ghor hajam kori diye, aru bahana pora lamba prathana kori thake, eitu khan bisi dangor saja pabo.”
290c290094	Titia Jisu mondoli te daan diya daba usorte bohi kene sai thakise jun khan ahikena daba te poisa haali thakise. Aru dhuni khan bisi-bisi di thakise.
290c2a002d	Titia gorib bidhowa ahikena duita paisa dise.
290c2b0091	Titia Tai chela khan ke mati anikena koise, “Moi tumikhan ke hosa kobo. Manu khan daba te daan diya te etu gorib bidhowa he sob pora bisi dise.
290c2c00a6	Kelemane sob manu taikhan nijor dhun bisi thaka pora dise. Kintu tai to bisi nathakilebi tai logote ki ase etu sob dise, motlob tai jinda thakibo laga sob di dise.”
290d01009e	Jitia Jisu mondoli pora ulaikene jai thakise, chela ekjon Taike koise, “Sikha manu, sabi, kineka bhal asurit pathor ase etu, aru kiman asurit ghor ase yate?
290d02008d	Aru Jisu jowab di taike koise, “Tumi etu dangor ghor dikhi ase? Yate ekta pathor bhi ekta uporte nathiki jabo, sob pathor ke girai dibo.”
290d030078	Titia Tai mondoli samne te Oliv Pahar te bohi asele, titia Peter, James, John aru Andrew taikhan lukaikene Taike hudise.
290d04007e	“Etu sob kotha kitia hobo, etu amikhan ke koi dibi, aru kitia etu sob kotha pura hobole hoi, etu laga chihna kineka hobo?”
290d05005d	Aru Jisu taikhan ke jowab di koise, “Hoshiar hobi, kun pora bhi tumikhan ke thogabo nadibi.
290d060069	Kelemane bisi manu Ami laga naam loi ahikena kobo, ‘Moi he Tai ase,’ aru bisi manu ke thogai loijabo.
290d070097	Kintu jitia tumikhan lorai aru mara-mari laga awaj hunibo, titia chinta nokoribi, kelemane eitu khan hobole dorkar ase, kintu etu bhi hekh somoi nohoi.
290d0800d9	Kelemane ekta desh pora dusra desh ke bhirodh koribo, ekta rajyo pora dusra rajyo ke bhirodh koribo, aru jaga-jagate mati hili bo, aru titia khabole eku napabo. Etu sob to bacha jonom hobole shuru te bikha nisena ase.
290d0900da	Tumikhan nijor hoshiar thakibi. Ami nimite tumikhan ke dhori kene sabhakhan te aru mondoli khan te di dibo, tumikhan ke maribo, pitibo, aru tumikhan ke sorkar aru raja khan usorte loijabo, taikhan nimite gawahi hobole.
290d0a0041	Kintu prothom te susamachar sob jati ke prochar kori dibo lagibo.
290d0b00f1	Jitia taikhan pora tumikhan ke dhori kene manu laga hathte di dibo, tumikhan ki kobo lage, etu nimite chinta na koribi, kintu tumikhan utu somoite ki kobo lage, etu he koi dibi, kelemane tumikhan pora nokobo, kintu Pobitro Atma pora he kobo.
290d0c009c	Titia bhai pora bhai ke dhurikena morai dibo, aru baba pora bacha ke morai dibo, bacha khan pora nijor ama-baba laga bhirodh hoi kene taikhan ke morai dibo.
290d0d006a	Aru Ami karone sob tumikhan ke ghin koribo, kintu hekh tak jun dhorjo thakibo paribo tai he poritran pabo.
290d0e00c8	Kintu jitia paap laga ghin kaam khotom kora ke kuntu jagah te khara nathakibole lage ta te khara kora tumikhan dikhile- kun porhibo tai he bujhi bole dibi- titia jun Judea te ase, pahar te polai jabi,
290d0f0065	Jun ghor uporte ase, taike niche najabole aru jai kene ghor bhitor pora kiba bahar te ulabole nadibi.
290d100042	Aru jun kheti te ase, taike nijor kapra lobole ghuri ahibo nadibi.
290d110070	Kintu etu dinte jun maiki khan pet te bacha bukhi se, aru jun bacha dudh khilai thakise, taikhan nimite hai ase.
290d120039	Etu sob thanda dinte nohobo nimite prathana kori thakibi.
290d130084	Kelemane etu din eneka dukh din hobo, jitia shuru pora Isor sristi bona homoi pora aji tak eneka dukh aha nai, aru kitia bhi nohobo.
290d140084	Aru jodi Probhu he etu din to khata kori nadile kunbi bachibole nohoi, kintu basi luwa khan karone Tai etu din khan khata kori dise.
290d150073	Aru jodi kunba tumikhan ke kobo, ‘Sabi, Khrista yate ase nohoile, ‘Sabi Tai ta te ase,’ etu biswas na koribi.
290d160085	Kelemane misa khrista aru misa bhabobadi ahibo, aru chihna aru asurit dikha bo, aru jodi parile basi luwa khan ke bhi thogai loijabo.
290d17003d	Kintu hoshiar thakibi, sabi Moi age pora tumikhan ke koi ase.
290d180053	Kintu etu dukh din laga pichete Suryo andhera hoi jabo, Aru chand bhi ujala nadibo.
290d190041	Titia akas laga tara bhi giri jabo, Aru akas laga hokti hili jabo
290d1a0051	Titia Manu laga Putro dangor hokti aru mohima hoi badal pora aha taikhan dikhibo.
290d1b0087	Titia Tai duth khan ke pathai kene prithibi laga kona pora akas laga kona tak, char phale hawa pora Tai basi luwa sobke joma kori lobo.
290d1c0096	Titia dimoru ghas pora dristanto sikhi lobi, jitia ghas laga daal komoliya hoi, aru pata ulabole hoi, gorom din usor hoise koi kene tumikhan jani jai.
290d1d0051	Etu karone jitia etu sob hoi thaka dikhile jani lobi Jisu dorja usorte ahi jaise.
290d1e006e	Moi tumikhan ke hosa kobo, jitia tak etu sob kotha pura nohobo, titia tak etu yug laga manu khan harai najabo.
290d1f004b	Akas aru prithibi harai jabo, kintu Ami laga kotha khan kitia bhi naharabo.
290d20006f	Kintu etu din aru etu somoi kun bhi najane, sorgodoth khan bhi, aru Putro bhi najane, kintu khali Baba he jane.
290d210069	Hoshiar pora sai thakibi, uthi kene prathana kori thakibi kelemane tumikhan najane etu somoi kitia ahibo.
290d2200b6	Etu to ekjon manu pora tai laga nokorkhan ke adhikar dikene, taikhan sobke nijor kaam dikene aru chokidar ke bhal pora sob sai thaki bole hukum dikene dusra jagate jai ja nisena ase.
290d2300a8	Karone hoshiar thakibi, kelemane tumikhan najane, malik kitia ghor te ahibo, saam te hobo na adha rati te hobo, na murga hala kora homoi te hobo, nohoile phojurte hobo.
290d240038	Tai achanak ahikena tumikhan ghumai thaka pai jabo pare.
290d25004d	Etu pora Moi tumikhan ke ki koise, Moi sobke koi ase; Hoshiar hoi thakibi!”
290e0100a5	Dui din pichete Khomir Nathaka Roti laga Purbb hobole asele. Aru prodhan purohit khan aru niyom likha khan kineka kori Taike thogai dikene morai dibole bisari asele.
290e02007e	Kintu taikhan apaste eneka koi thakise, “Purbb dinte eneka nohobo lage, kelemane manu majote gondugol kori biya hoi jabo.”
290e0300f1	Jitia Jisu Bethany te Simon junke korhi bemar thakise, tai laga ghor te kha luwa kori bole bohi asele, ekjon mahila ekta alabaster daba te bisi daam laga abhishek kora shudh tel loi anise. Aru tai etu khuli kene Jisu laga matha te hali dise.
290e040058	Kintu kunba biya paikene ekjon-ekjon ke koise, “Kile etu abhishek tel borbad kori ase?
290e0500a0	Kilekoile etu tel bikiri korile tin-sou dinar pora bhi bisi pabo, aru loi kene dukhiya khan ke dibo pare.” Eneka hoi kene taikhan tai bhirodh te kotha korise.
290e06007d	Kintu Jisu pora taikhan ke koise, “Taike chari- dibi, tumikhan kele taike digdar kori ase? Tai Moi karone bhal kaam korise.
290e07008d	Dukhiya khan hodai tumikhan logote thakibo, aru jitia itcha hoi, taikhan ke bhal kaam koribo pare, kintu Moi hodai tumikhan logote nathakibo.
290e080086	Tai ki koribo pare, etu tai kori dise. Moike matite moidam diya age te tai tel loi kene Moi laga gaw te haali kene abhishek kori dise.
290e090092	Moi tumikhan ke hosa kobo, pura prithibi te susamachar prochar kori juwa te etu mahila kori diya laga kotha bhi taike yaad thakibo karone kobo.”
290e0a006c	Titia Iscariot Judas baroh jon majot te ekjon asele, Jisu ke dhori dibole prodhan purohit khan logote jaise.
290e0b0090	Aru etu huni kene taikhan bisi khushi hoi kene taike poisa dibole koi dise, karone tai etu somoi pora Taike dhori dibole bhal somoi sai thakise.
290e0c00d9	Khomir nathaka Roti Purbb laga prothom din, jitia taikhan Nistar laga mer bacha ke bolidan di thakise, Tai chela khan Taike hudise, “Kun jagah te amikhan Nistar purbb nimite taiyar kori bole Apuni laga itcha ase?”
290e0d0083	Aru Tai duijon chela ke pathai kene koise, “Sheher te jabi, aru ekjon ekta kolsi te pani loi juwa pai jabo, tai piche-piche jabi.
290e0e00bb	Aru kot te tai jabo ta te tumi bhi jabi, aru jai kene ghor malik ke kobi, ‘Shika manu koise, “Alohi khan karone jagah kot te ase? Ami laga chela khan logote kot te Nistar khabo?’”
290e0f0071	Titia tai sapha kori rakhi thaka uporte ekta kamra dikhai dibo, ta te amikhan karone taiyar kori kene rakhibi.”
290e10008d	Titia tai laga duijon chela sheher te ahise, aru jineka Tai taikhan ke koise thik tineka paise aru taikhan Nistar nimite taiyar kori rakhise.
290e110031	Jitia saam hoise, Jisu aru chela baroh jon ahise.
290e120099	Jitia taikhan khai asele titia Jisu koise, “Moi tumikhan ke hosa kobo, tumikhan majote ekjon jun Moi logote kha luwa kori ase tai Moike thogai dibo.”
290e130062	Aru taikhan bisi mon dukh hoise, aru Taikhan ekjon-ekjon kori sob Taike hudise, “Etu moi ase?”
290e140070	Tai taikhan ke jowab di koise, “Etu baroh jon te ekjon ase, jun Moi logote eke thali te bhi jai kene khai ase.
290e1500d0	Kelemane Manu laga Putro nimite jineka Isor laga kotha te likhi rakhise, tineka hoi ase. Kintu jun pora Manu laga Putro ke thogai di dise, taike hai ase! Tai to jonom nohoile he tai nimite bhal hobo asele.”
