2800000007	Matthew
281a280081	Then he came to the disciples and found them sleeping, and he said to Peter, “So you could not keep watch with me for one hour?
281a29006c	Keep watch and pray, lest you enter into temptation. The spirit indeed is willing, but the flesh is weak.”
281a2a008d	Again, he went away for a second time and prayed, “My Father, if this cup cannot pass from me unless I drink it, may yoʋr will be done.”
281a2b0046	Then he came and found them sleeping again, for their eyes were heavy.
281a2c0057	So he left them and went away again and prayed for a third time, saying the same thing.
281a2d00b2	Then he came to his disciples and said to them, “Sleep on now and take your rest! Behold, the hour has drawn near, and the Son of Man is delivered up into the hands of sinners.
281a2e0037	Rise, let us go. Behold, my betrayer has drawn near.”
281a2f00ac	While he was still speaking, behold, Judas, one of the twelve, came. With him was a large crowd with swords and clubs, sent from the chief priests and elders of the people.
281a300061	Now his betrayer had given them a sign, saying, “Whomever I kiss, he is the one; arrest him.”
281a310054	Immediately he went up to Jesus and said, “Greetings, Rabbi!” And he kissed him.
281a320072	Jesus said to him, “Friend, why have yoʋ come?” Then they came forward, took hold of Jesus, and arrested him.
281a33008d	And behold, one of the men with Jesus stretched out his hand, drew his sword, and struck the servant of the high priest, cutting off his ear.
281a34006f	Then Jesus said to him, “Put yoʋr sword back in its place, for all who take the sword will die by the sword.
281a35007b	Or do yoʋ think that I cannot call on my Father right now, and he will provide me with more than twelve legions of angels?
281a36004f	How then would the Scriptures be fulfilled that say it must happen this way?”
281a3700cd	In that hour Jesus said to the crowds, “Have you come out to arrest me with swords and clubs as you would against a robber? I sat daily with you, teaching in the temple courts, and you did not arrest me.
281a380084	But all this has taken place so that the Scriptures of the prophets would be fulfilled.” Then all the disciples left him and fled.
281a39007b	Now those who had arrested Jesus led him away to Caiaphas the high priest, where the scribes and the elders were assembled.
281a3a009e	But Peter was following him at a distance, coming as far as the courtyard of the high priest. After going inside, he sat with the officers to see the outcome.
281a3b008b	Now the chief priests, the elders, and the whole Sanhedrin were seeking false testimony against Jesus, so that they could put him to death,
281a3c008d	but they did not find any. Even though many false witnesses came forward, they did not find any. But at last two false witnesses came forward
281a3d006d	and declared, “This man said, ‘I am able to destroy the temple of God and rebuild it in three days.’”
281a3e0076	So the high priest stood up and said to him, “Do yoʋ make no answer? What are these men testifying against yoʋ?”
281a3f0090	But Jesus was silent. Then the high priest said to him, “I adjure yoʋ by the living God to tell us if yoʋ are the Christ, the Son of God.”
281a4000bf	Jesus said to him, “Yoʋ have said it yoʋrself. Nevertheless I say to you, from now on you will see the Son of Man sitting at the right hand of Power and coming on the clouds of heaven.”
281a41009b	Then the high priest tore his garments and said, “He has blasphemed! What further need do we have of witnesses? Behold, you have now heard his blasphemy.
281a42003d	What do you think?” They answered, “He deserves death.”
281a43003e	Then they spit in his face and struck him. Others slapped him,
281a440046	saying, “Prophesy to us, yoʋ Christ! Who is it that struck yoʋ?”
281a450086	Now Peter was sitting outside in the courtyard, and a servant girl came to him and said, “Yoʋ also were with Jesus the Galilean.”
281a46005a	But he denied it before them all, saying, “I do not know what yoʋ are talking about!”
281a47008f	Then he went out to the gateway, and another servant girl saw him and said to the people there, “This man also was with Jesus of Nazareth.”
281a480041	But again he denied it with an oath: “I do not know the man.”
281a490098	After a little while, the people standing there came up and said to Peter, “Truly yoʋ also are one of them, for even yoʋr accent gives yoʋ away.”
281a4a0073	Then he began to invoke curses and to swear, saying, “I do not know the man.” And immediately a rooster crowed.
281a4b0091	Then Peter remembered what Jesus had said to him: “Before a rooster crows, yoʋ will deny me three times.” And he went out and wept bitterly.
281b010079	Now when morning came, all the chief priests and the elders of the people took counsel against Jesus to put him to death.
281b020052	They bound him, led him away, and handed him over to Pontius Pilate, the governor.
281b0300b0	When Judas, who had betrayed him, saw that Jesus had been condemned, he regretted what he had done and returned the thirty pieces of silver to the chief priests and the elders,
281b040076	saying, “I have sinned by betraying innocent blood.” But they said, “What is that to us? See to it yoʋrself.”
281b050064	So he threw the pieces of silver into the temple and departed. Then he went away and hanged himself.
281b060099	The chief priests took the pieces of silver and said, “It is not lawful to put them into the temple treasury, since they are a price paid for blood.”
281b070063	So they took counsel and used the money to buy the potter's field as a burial place for foreigners.
281b080044	Therefore that field has been called the Field of Blood to this day.
281b0900c8	Then what was spoken by the prophet Jeremiah was fulfilled: “They took the thirty pieces of silver, the price of him on whom a price had been set, on whom some of the sons of Israel had set a price,
281b0a0046	and they gave them for the potter's field, as the Lord directed me.”
281b0b00a2	Meanwhile, Jesus stood before the governor, and the governor asked him, “Are yoʋ the king of the Jews?” Jesus said to him, “Yoʋ have said it yoʋrself.”
281b0c004f	But when he was accused by the chief priests and the elders, he gave no answer.
281b0d0060	Then Pilate said to him, “Do yoʋ not hear all the things they are testifying against yoʋ?”
281b0e005b	But he gave him no answer, not even to a single charge, so the governor was greatly amazed.
281b0f0069	Now at the feast the governor was accustomed to release one prisoner for the crowd, whomever they wanted.
281b10003a	At that time they had a notorious prisoner named Barabbas.
281b110097	So when the crowds were gathered together, Pilate said to them, “Whom do you want me to release for you? Barabbas, or Jesus, who is called Christ?”
281b120035	(For he knew they had handed Jesus over out of envy.)
281b1300c2	While Pilate was sitting on the judgment seat, his wife sent him this message: “Have nothing to do with that righteous man, for I have suffered a great deal today in a dream because of him.”
281b14007a	But the chief priests and the elders persuaded the crowds to ask for Barabbas to be released and for Jesus to be executed.
281b15007b	In response the governor said to them, “Which of the two do you want me to release for you?” They said, “Barabbas.”
281b160086	So Pilate said to them, “What then shall I do with Jesus, who is called Christ?” They all said to him, “Let him be crucified!”
281b170076	Then the governor said, “Why? What evil has he done?” But they cried out all the more, “Let him be crucified!”
281b1800da	When Pilate saw that he was achieving nothing and that a riot was breaking out, he took water and washed his hands before the crowd, saying, “I am innocent of the blood of this righteous man. See to it yourselves.”
281b190046	All the people answered, “His blood be on us and on our children!”
281b1a005e	Then he released for them Barabbas, but he scourged Jesus and handed him over to be crucified.
281b1b008a	Then the governor's soldiers took Jesus with them into the governor's headquarters and gathered against him the entire cohort of soldiers.
281b1c0030	They stripped him and put a scarlet robe on him,
281b1d00b6	and then twisted together a crown of thorns and put it on his head. They put a reed in his right hand, and kneeling before him, they mocked him, saying, “Hail, King of the Jews!”
281b1e004a	Then they spit on him, took the reed, and beat him repeatedly on his head.
281b1f008e	When they had finished mocking him, they stripped him of the robe and put his own garments back on him. Then they led him away to crucify him.
281b20007a	As they went out, they found a Cyrenian man named Simon. They pressed him into service, forcing him to carry Jesus' cross.
281b210052	When they came to a place called Golgotha (which means, “Place of the Skull”),
281b220063	they gave Jesus sour wine to drink, mixed with gall. But when he tasted it, he refused to drink it.
281b230051	After crucifying him, they divided his garments among themselves by casting lots.
281b240031	Then they sat down and kept watch over him there.
281b250070	Over his head they placed the written charge against him, which read, “This is Jesus, the King of the Jews.”
281b26004f	Then two robbers were crucified with him, one on his right and one on his left.
281b270034	Those who passed by reviled him, shaking their heads
281b280095	and saying, “Yoʋ who would destroy the temple and build it in three days, save yoʋrself. If yoʋ are the Son of God, come down from the cross!”
281b290070	In the same way the chief priests also, along with the scribes, elders, and Pharisees, were mocking him, saying,
281b2a008e	“He saved others, but he cannot save himself. If he is the king of Israel, let him come down now from the cross, and we will believe in him.
281b2b0070	He has put his trust in God; let God deliver him now if he wants him, for he said, ‘I am the Son of God.’”
281b2c004f	The robbers who were crucified with him were also reviling him in the same way.
281b2d0051	From the sixth hour until the ninth hour, there was darkness over the whole land.
281b2e0097	And about the ninth hour Jesus cried out with a loud voice, “Eli, Eli, lima sabachthani?” that is, “My God, my God, why have yoʋ forsaken me?”
281b2f005e	When some of those standing there heard this, they said, “This man is calling for Elijah.”
281b300073	Immediately one of them ran, got a sponge, filled it with sour wine, put it on a reed, and gave it to him to drink.
281b310051	But the rest said, “Leave him alone. Let us see if Elijah comes to save him.”
281b320044	Then Jesus cried out again with a loud voice and gave up his spirit.
281b330076	And behold, the veil of the temple was torn in two from top to bottom. The earth was shaken, and the rocks were split.
281b340057	The tombs were opened, and the bodies of many saints who had fallen asleep were raised.
281b35006b	(They came out of the tombs, and after his resurrection they went into the holy city and appeared to many.)
281b3600cf	Now when the centurion and those who were keeping watch with him over Jesus saw the earthquake and the things that had happened, they became very frightened and said, “Truly this man was the Son of God.”
281b37006a	Many women who had followed Jesus from Galilee and provided for him were there looking on from a distance,
281b38006a	among whom were Mary Magdalene, Mary the mother of James and Joses, and the mother of the sons of Zebedee.
281b390071	When it was evening, there came a rich man from Arimathea named Joseph, who was himself also a disciple of Jesus.
281b3a005f	He went to Pilate and asked for Jesus' body. So Pilate commanded that the body be given to him.
281b3b0038	Joseph took the body, wrapped it in a clean linen cloth,
281b3c008a	and laid it in his own new tomb, which he had hewn in a rock. Then he rolled a large stone against the entrance of the tomb and went away.
281b3d0052	Mary Magdalene was there, and so was the other Mary, sitting across from the tomb.
281b3e0079	The next day (that is, after the day of Preparation), the chief priests and the Pharisees gathered together before Pilate
281b3f0079	and said, “Sir, we remember that while he was still alive that deceiver said, ‘After three days I will rise again.’
281b4000e6	Therefore command that the tomb be secured until the third day, lest his disciples come by night, steal him away, and say to the people, ‘He has been raised from the dead.’ This last deception would be worse than the first.”
281b410062	Pilate said to them, “You have a guard of soldiers. Go and make it as secure as you know how.”
281b420059	So they went and secured the tomb by sealing the stone and posting the guard of soldiers.
281c010077	After the Sabbath, at dawn on the first day of the week, Mary Magdalene came to see the tomb along with the other Mary.
281c02009c	And behold, there was a great earthquake, for an angel of the Lord descended from heaven and came and rolled away the stone from the entrance and sat on it.
281c030049	His appearance was like lightning, and his clothing was as white as snow.
281c04004d	The guards were so afraid of him that they trembled and became like dead men.
281c050079	Then the angel said to the women, “Do not be afraid, for I know that you are looking for Jesus, who has been crucified.
281c060058	He is not here, for he is risen, just as he said. Come see the place where the Lord lay.
281c0700b1	Now go quickly and tell his disciples that he is risen from the dead. And behold, he is going ahead of you to Galilee; there you will see him. Listen to what I have told you.”
281c08005e	So they went out quickly from the tomb with fear and great joy, and ran to tell his disciples.
281c0900a1	As they went on their way to tell his disciples, behold, Jesus met them and said, “Greetings!” So they came to him, took hold of his feet, and worshiped him.
281c0a0072	Then Jesus said to them, “Do not be afraid; go tell my brothers to go to Galilee, and there they will see me.”
281c0b007e	As they went, behold, some of the guards went into the city and brought word to the chief priests of all that had taken place.
281c0c0077	After the chief priests had assembled with the elders and taken counsel, they gave a large sum of money to the soldiers
281c0d0066	and said, “Tell people, ‘His disciples came by night and stole him away while we were sleeping.’
281c0e0064	If this matter is heard before the governor, we will persuade him and keep you free from concern.”
281c0f0076	So they took the money and did as they had been instructed. And this story is still being spread among the Jews today.
281c100065	Meanwhile, the eleven disciples went to Galilee, to the mountain where Jesus had directed them to go.
281c110038	When they saw him, they worshiped him, but some doubted.
281c12005f	Then Jesus came and said to them, “All authority in heaven and on earth has been given to me.
281c130075	Go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,
281c140081	and teaching them to obey everything I have commanded you. And behold, I am with you always, even to the end of the age.” Amen.
2900000004	Mark
290101003c	The beginning of the gospel of Jesus Christ, the Son of God.
290102007d	As it is written in the Prophets, “Behold, I am sending my messenger ahead of yoʋ, who will prepare yoʋr way before yoʋ,
290103006e	the voice of one crying out in the wilderness, ‘Prepare the way for the Lord; make his paths straight,’”
2901040066	John came baptizing in the wilderness and preaching a baptism of repentance for the remission of sins.
29010500a7	The whole Judean countryside was going out to him, and so were the people of Jerusalem. They were all being baptized by him in the Jordan River, confessing their sins.
290106006f	Now John was clothed with camel's hair and wore a leather belt around his waist; he ate locusts and wild honey.
2901070080	He proclaimed, “After me comes one who is mightier than I, the strap of whose sandals I am not worthy to stoop down and untie.
2901080050	I have baptized you with water, but he will baptize you with the Holy Spirit.”
2901090059	In those days Jesus came from Nazareth of Galilee and was baptized by John in the Jordan.
29010a0082	Immediately as he was coming up from the water, he saw the heavens being split apart and the Spirit descending on him like a dove.
29010b0058	Then a voice came from heaven: “Yoʋ are my beloved Son, in whom I am well pleased.”
29010c0039	Immediately the Spirit drove him out into the wilderness,
29010d0089	and he was there in the wilderness for forty days, being tempted by Satan. He was with the wild beasts, and the angels ministered to him.
29010e005f	After John was put in prison, Jesus went to Galilee, preaching the gospel of the kingdom of God
29010f0071	and saying, “The time is fulfilled, and the kingdom of God has drawn near. Repent and believe in the gospel.”
290110009d	As Jesus was walking by the Sea of Galilee, he saw Simon and Andrew his brother (that is, Simon's brother) casting a net in the sea, for they were fishermen.
2901110048	Jesus said to them, “Follow me, and I will make you fishers of men.”
2901120035	So they immediately left their nets and followed him.
2901130087	Going on a little farther from there, he saw James the son of Zebedee and John his brother as they were in the boat mending their nets.
290114006f	Immediately he called them, and they left their father Zebedee in the boat with the hired men and followed him.
2901150068	They went to Capernaum, and immediately on the Sabbath Jesus went into the synagogue and began teaching.
290116007a	The people were astonished at his teaching, because he was teaching them as one who had authority, and not as the scribes.
2901170054	Now in their synagogue there was a man possessed by an unclean spirit. He cried out,
2901180092	“Leave us alone! What do yoʋ have to do with us, Jesus of Nazareth? Have yoʋ come to destroy us? I know who yoʋ are—the Holy One of God.”
2901190044	But Jesus rebuked him, saying, “Be silent, and come out of him!”
29011a005a	So the unclean spirit convulsed the man and came out of him, crying out with a loud voice.
29011b00c7	All the people were amazed so that they questioned among themselves, saying, “What is this? What new teaching is this that with authority he commands even the unclean spirits, and they obey him?”
29011c005b	And the news about him immediately spread throughout all the surrounding region of Galilee.
29011d0068	After leaving the synagogue, they immediately went with James and John to the house of Simon and Andrew.
29011e005b	Now Simon's mother-in-law lay sick with a fever, and they immediately told Jesus about her.
29011f007f	So he went over to her and raised her up, taking hold of her hand. Immediately the fever left her, and she began to serve them.
2901200079	When evening came, after the sun had set, they brought to Jesus all who were sick and those who were possessed by demons.
2901210031	The whole city was gathered together at the door,
290122009f	and he healed many who were sick with various diseases. He also cast out many demons, but he would not allow the demons to speak, because they knew who he was.
2901230080	Early the next morning, while it was still very dark, Jesus rose and departed. He went off to a desolate place and prayed there.
2901240035	Simon and his companions searched diligently for him,
290125004e	and when they found him, they said to him, “Everyone is looking for yoʋ.”
290126007c	Jesus said to them, “Let us go into the neighboring towns so that I may preach there also, for that is why I have come.”
2901270051	So he was preaching in their synagogues in all of Galilee and casting out demons.
290128006a	Then a leper came up and knelt before him, begging him, “If yoʋ are willing, yoʋ can make me clean.”
2901290079	Moved with compassion, Jesus stretched out his hand, touched the man, and said to him, “I am willing; be made clean.”
29012a0058	When he said this, the leprosy immediately departed from the man, and he was made clean.
29012b003c	Then Jesus sternly warned him and immediately sent him away,
29012c00ab	saying to him, “Be sure not to say anything to anyone, but go show yoʋrself to the priest and offer for yoʋr cleansing what Moses commanded, as a testimony to them.”
29012d00ce	But the man went out and began to proclaim it widely and to spread the news, so that Jesus could no longer openly enter a town, but was out in desolate places. Yet people were coming to him from everywhere.
2902010059	A few days later Jesus went to Capernaum again, and the people heard that he was at home.
290202008a	Immediately many were gathered together, so that there was no longer any room, not even at the door, and he was speaking the word to them.
2902030047	Then some people came to him, bringing a paralytic carried by four men.
29020400b9	Since they were not able to come near Jesus because of the crowd, they uncovered the roof where he was. After digging through it, they let down the mat on which the paralytic was lying.
290205005e	When Jesus saw their faith, he said to the paralytic, “Son, yoʋr sins are forgiven yoʋ.”
290206004b	Now some of the scribes were sitting there and questioning in their hearts:
2902070053	“Why does this man speak such blasphemies? Who can forgive sins but God alone?”
29020800ac	Immediately Jesus knew in his spirit that they were discussing these questions among themselves, so he said to them, “Why are you questioning these things in your hearts?
290209007c	Which is easier, to say to the paralytic, ‘Yoʋr sins are forgiven,’ or to say, ‘Rise, take up yoʋr mat, and walk’?
29020a0074	But so that you may know that the Son of Man has authority on earth to forgive sins”—he said to the paralytic—
29020b0044	“I say to yoʋ, rise, pick up yoʋr mat, and go to yoʋr house.”
29020c00be	So the man immediately rose, picked up his mat, and went out in front of them all, so that they were all amazed and began glorifying God, saying, “We have never seen anything like this!”
29020d0057	Once again Jesus went out by the sea. The entire crowd came to him, and he taught them.
29020e0095	As he was walking along, he saw Levi the son of Alphaeus sitting at the tax booth. Jesus said to him, “Follow me,” so Levi rose and followed him.
29020f00a6	Later, as Jesus was reclining at the table in Levi's house, many tax collectors and sinners reclined with him and his disciples, for there were many who followed him.
29021000b5	When the scribes and the Pharisees saw Jesus eating with tax collectors and sinners, they said to his disciples, “Why is he eating and drinking with tax collectors and sinners?”
29021100a8	When Jesus heard this, he said to them, “It is not the healthy who need a physician, but the sick. I did not come to call the righteous, but sinners to repentance.”
29021200e6	Now the disciples of John and the disciples of the Pharisees were fasting. So some people came and said to Jesus, “Why is it that the disciples of John and the disciples of the Pharisees fast, but yoʋr disciples do not fast?”
290213009e	Jesus said to them, “Can the bridegroom's attendants fast while the bridegroom is with them? As long as they have the bridegroom with them they cannot fast.
2902140070	But the days are coming when the bridegroom will be taken away from them, and then they will fast in those days.
290215009b	“No one sews a piece of unshrunk cloth on an old garment. For the garment's new patch would pull away from the old cloth, and a worse tear would be made.
29021600c6	And no one puts new wine into old wineskins. For the new wine would burst the wineskins; the wine would be spilled, and the wineskins would be ruined. But new wine must be put into new wineskins.”
290217007b	On the Sabbath Jesus was going through the grainfields, and his disciples began to make their way, plucking heads of grain.
2902180067	So the Pharisees said to him, “Behold, why are they doing what is not lawful to do on the Sabbath?”
2902190077	He said to them, “Have you never read what David did when he had need and was hungry, he and those who were with him,
29021a00df	how he entered the house of God in the time of Abiathar the high priest and ate the bread of the Presence, which is not lawful for anyone to eat except for the priests, and how he also gave it to those who were with him?”
29021b004f	Then he said to them, “The Sabbath was made for man, not man for the Sabbath.
29021c0031	So the Son of Man is Lord even of the Sabbath.”
2903010056	Once again Jesus went into the synagogue, and a man was there who had a withered hand.
290302007c	Now the Pharisees were watching Jesus closely to see if he would heal the man on the Sabbath, so that they could accuse him.
290303004b	And he said to the man with the withered hand, “Rise and come forward.”
2903040083	Then Jesus said to them, “Is it lawful on the Sabbath to do good or to do evil, to save life or to kill?” But they were silent.
29030500d6	After looking around at them with anger, grieved by the hardness of their hearts, he said to the man, “Stretch out yoʋr hand.” So he stretched it out, and his hand was restored, becoming as sound as the other.
290306007b	Then the Pharisees went out and immediately took counsel with the Herodians against Jesus as to how they might destroy him.
2903070077	But Jesus withdrew with his disciples to the sea, and a great multitude from Galilee followed him, and also from Judea,
29030800a0	Jerusalem, Idumea, and beyond the Jordan. A great multitude of people from around Tyre and Sidon also came to him when they heard about everything he was doing.
2903090065	Then he told his disciples to have a small boat ready for him, so that the crowd would not crush him.
29030a005e	For he had healed many, so that all who had afflictions were pressing toward him to touch him.
29030b0071	Whenever the unclean spirits saw him, they would fall down before him and cry out, “Yoʋ are the Son of God.”
29030c0036	But he would strictly warn them not to make him known.
29030d0062	Afterward Jesus went up on the mountain and called for those whom he wanted, and they came to him.
29030e005f	He appointed twelve so that they might be with him and so that he might send them out to preach
29030f003b	and to have authority to heal diseases and cast out demons.
2903100031	He appointed Simon (whom he gave the name Peter);
2903110077	James the son of Zebedee and John the brother of James (whom he gave the name Boanerges, which means, Sons of Thunder);
2903120067	Andrew, Philip, Bartholomew, Matthew, Thomas, James the son of Alphaeus, Thaddaeus, Simon the Cananite,
2903130025	and Judas Iscariot, who betrayed him.
2903140075	Then they entered a house, and a crowd came together again, so that Jesus and his disciples could not even eat bread.
290315006a	When his family heard about it, they went out to restrain him, for they said, “He is out of his mind.”
2903160091	But the scribes who had come down from Jerusalem said, “He is possessed by Beelzebul,” and, “By the ruler of demons he casts out demons.”
2903170058	So Jesus called them over and said to them in parables, “How can Satan cast out Satan?
2903180042	If a kingdom is divided against itself, that kingdom cannot stand.
2903190042	And if a house is divided against itself, that house cannot stand.
29031a0062	And if Satan has risen up against himself and is divided, he cannot stand, but has come to an end.
29031b0085	No one can enter the house of a strong man and plunder his goods unless he first binds the strong man. Then he can plunder his house.
29031c0066	“Truly I say to you, all sins will be forgiven the sons of men, and whatever blasphemies they utter.
29031d006c	But whoever blasphemes against the Holy Spirit never has forgiveness, but is subject to eternal judgment.”
29031e0046	He said this because they were saying, “He has an unclean spirit.”
29031f0065	Then Jesus' brothers and mother came, and standing outside, they sent word to him and called for him.
2903200099	There was a crowd sitting around Jesus, and they said to him, “Behold, yoʋr mother, yoʋr brothers, and yoʋr sisters are outside looking for yoʋ.”
290321003d	But he answered them, “Who is my mother, or my brothers?”
2903220074	And looking around in a circle at the people sitting there, he said, “Behold, these are my mother and my brothers!
290323004b	For whoever does the will of God is my brother and my sister and mother.”
29040100c0	Once again Jesus began to teach by the sea, and a large crowd was gathered around him. So he got into the boat and sat in it on the sea, while the entire crowd was beside the sea on the shore.
2904020051	Then he taught them many things in parables, and in his teaching he said to them,
2904030023	“Listen! A sower went out to sow.
290404004f	As he sowed, some seed fell along the path, and the birds came and devoured it.
290405007f	Other seed fell on rocky ground, where it did not have much soil, and it sprang up immediately because it had no depth of soil.
2904060055	But when the sun rose, it was scorched; and because it had no root, it withered away.
2904070061	Other seed fell among the thorns, and the thorns grew up and choked it, and it produced no fruit.
29040800a8	But other seed fell into good soil, and as the seeds grew and increased, they produced fruit and bore thirty, sixty, or even a hundred times more than what was sown.”
290409003a	Then he said, “He who has ears to hear, let him hear.”
29040a0067	When he was alone with the twelve and the others who were around him, they asked him about the parable.
29040b0099	So he said to them, “To you it has been given to know the mystery of the kingdom of God, but to those who are outside everything is spoken in parables,
29040c0086	so that ‘they may see but not perceive, and hear but not understand, lest they should turn back and be forgiven of their sins.’”
29040d0071	Then he said to them, “Do you not understand this parable? How then will you understand all the other parables?
29040e0018	The sower sows the word.
29040f00a7	Now some people are like the seed along the path, where the word is sown. When they hear, Satan immediately comes and takes away the word that is sown in their hearts.
290410007c	Likewise, some people are like the seed sown on rocky ground. When they hear the word, they immediately receive it with joy.
2904110097	Yet they have no root in themselves, but are only temporary. When tribulation or persecution arises on account of the word, they immediately fall away.
2904120043	Others are like the seed sown among the thorns. They hear the word,
2904130091	but the cares of this world, the deceitfulness of riches, and the desire for other things enter in and choke the word, and it becomes unfruitful.
29041400a0	But others are like the seed sown on the good soil. They hear the word, receive it, and bear thirty, sixty, or even a hundred times more fruit than was sown.”
2904150086	He also said to them, “Is a lamp brought in to be put under a basket, or under a bed? Is it not brought in to be set on a lampstand?
2904160076	For there is nothing hidden that will not be made manifest, nor has anything been made secret except to come to light.
290417002c	If anyone has ears to hear, let him hear.”
290418008d	Then he said to them, “Consider what you hear. With the measure you use it will be measured to you, and more will be added to you who hear.
290419006f	For whoever has will be given more, but whoever does not have, even what he has will be taken away from him.”
29041a0052	He also said, “The kingdom of God is like a man who scatters seed on the ground.
29041b0058	He sleeps and rises night and day, and the seed sprouts and grows; he does not know how.
29041c0069	For the earth produces a crop by itself: first the stalk, then the head, then the full grain in the head.
29041d005d	When the crop is ready, the man immediately sends in the sickle, for the harvest has come.”
29041e006b	Then Jesus said, “To what shall we compare the kingdom of God, or what parable can we use to describe it?
29041f0071	It is like a grain of mustard seed, which, when it is sown on the ground, is smaller than all the seeds on earth.
290420009f	Yet when it is sown, it grows and becomes larger than all the garden plants and produces large branches, so that the birds of the sky can nest in its shade.”
2904210069	With many similar parables he spoke the word to them, to the extent that they were able to understand it.
2904220069	He did not speak to them without using a parable, but privately he explained everything to his disciples.
2904230072	On that day, when evening came, Jesus said to his disciples, “Let us cross over to the other side of the sea.”
2904240071	So they left the crowd and took him with them in the boat, just as he was. Other little boats were also with him.
2904250068	Now a great windstorm arose, and the waves were beating against the boat, so that it was nearly swamped.
290426008c	But Jesus was in the stern, asleep on a cushion. So they woke him up and said to him, “Teacher, do yoʋ not care that we are perishing?”
2904270080	Then he woke up and rebuked the wind and said to the sea, “Peace! Be still!” So the wind ceased, and there was a great calm.
2904280054	Then he said to them, “Why are you so afraid? How is it that you have no faith?”
290429007e	And they were filled with great fear and said to one another, “Who then is this, that even the wind and the sea obey him?”
290501004c	Then they came to the other side of the sea, to the region of the Gadarenes.
2905020067	As Jesus got out of the boat, he was immediately met by a man from the tombs who had an unclean spirit.
2905030050	This man lived among the tombs, and no one could bind him, not even with chains.
290504009c	For he had often been bound with shackles and chains, but he tore the chains apart and broke the shackles in pieces. No one was strong enough to subdue him.
290505006e	Night and day, on the mountains and among the tombs, he would continually cry out and cut himself with stones.
2905060044	When he saw Jesus from a distance, he ran and bowed down before him.
290507009e	Then he cried out with a loud voice and said, “What do yoʋ have to do with me, Jesus, Son of the Most High God? I adjure yoʋ by God, do not torment me.”
290508004a	For Jesus had said to him, “Come out of the man, yoʋ unclean spirit!”
2905090066	Then Jesus asked him, “What is yoʋr name?” He answered, “My name is Legion, for we are many.”
29050a0042	And he earnestly begged Jesus not to send them out of that region.
29050b0043	Now there was a large herd of pigs feeding there near the mountain.
29050c0056	All the demons begged Jesus, “Send us into the pigs, so that we may go into them.”
29050d00cd	So he immediately gave them permission, and the unclean spirits came out and went into the pigs. Then the herd, about two thousand in number, rushed down the steep bank into the sea and drowned in the sea.
29050e0095	Those who had been feeding the pigs then ran off and reported it in the city and in the countryside. So the people went out to see what had happened.
29050f00bd	They came to Jesus and saw the man who had been possessed by demons sitting there, clothed and in his right mind—the man who had been possessed by the “Legion”—and they were afraid.
2905100086	Those who had seen it told them what had happened to the man who had been possessed by demons, and they also told them about the pigs.
2905110040	Then the people began begging Jesus to depart from their region.
290512005d	When Jesus got into the boat, the man who had been possessed by demons begged to go with him.
29051300c5	But Jesus did not permit him to do so. Instead, he said to him, “Go to yoʋr house and to yoʋr people, and report to them all that the Lord has done for yoʋ and how he has had mercy on yoʋ.”
290514007c	So the man went away and began to proclaim in the Decapolis all that Jesus had done for him, and all the people were amazed.
2905150089	When Jesus had again crossed over in the boat to the other side of the sea, a large crowd was gathered around him, and he was by the sea.
2905160077	And behold, one of the rulers of the synagogue came, whose name was Jairus. When he saw Jesus, he fell down at his feet
29051700a2	and begged him earnestly, “My little daughter is at the point of death. Please come and lay yoʋr hands on her so that she may be healed. Then she will live.”
290518004d	So Jesus went with him, and a large crowd followed him and pressed in on him.
290519004d	Now there was a woman who had suffered from a flow of blood for twelve years.
29051a0089	She had suffered a great deal under many physicians and had spent all she had, yet received no benefit from it, but had only grown worse.
29051b0058	When she heard about Jesus, she came up behind him in the crowd and touched his garment.
29051c0043	For she said, “If I touch even his garments, I will be healed.”
29051d0072	Immediately her flow of blood was dried up, and she knew in her body that she had been healed from her affliction.
29051e0092	Jesus immediately perceived in himself that power had gone out from him, so he turned around in the crowd and said, “Who touched my garments?”
29051f0070	His disciples said to him, “Yoʋ see the crowd pressing in on yoʋ, and yet yoʋ say, ‘Who touched me?’”
2905200032	But he kept looking around to see who had done it.
2905210090	Now the woman was frightened and trembling, knowing what had happened to her, so she came and fell down before him and told him the whole truth.
2905220074	Then Jesus said to her, “Daughter, yoʋr faith has healed yoʋ. Go in peace, and be healed of yoʋr affliction.”
29052300a3	While he was still speaking, some people came from the ruler of the synagogue's house and said, “Yoʋr daughter has died; why trouble the teacher any further?”
290524007d	But when Jesus heard what they said, he immediately said to the ruler of the synagogue, “Do not be afraid; just believe.”
290525006c	From that point he did not allow anyone to accompany him except Peter, James, and John the brother of James.
290526006f	When he came to the ruler of the synagogue's house, he saw a commotion, with people weeping and wailing loudly.
2905270077	Then he went in and said to them, “Why are you making a commotion and weeping? The child is not dead but sleeping.”
29052800a6	And they began laughing at him. But he put them all outside, took the child's father and mother and those who were with him, and went in to where the child was lying.
2905290082	Then he took hold of the child's hand and said to her, “Talitha, koumi,” which means, “Little girl, I say to yoʋ, arise.”
29052a007a	Immediately the girl got up and began to walk (for she was twelve years old), and they were overcome with great amazement.
29052b006f	Then he gave them strict orders not to let anyone know about it, and he told them to give her something to eat.
2906010054	Then Jesus left that place and went to his hometown, and his disciples followed him.
