2800000005	Matej
2a0922006a	Sar vaćeri ine adava, iklilo jekh oblako savo učharđa len. A on, kad učharđa len o oblako, darandile.
2a09230061	I šundilo glaso taro oblako savo vaćerđa: “Akavai mlo Čhavo, kole birinđum! Ole šunen!”
2a0924008c	I palo adava so šundilo o glaso, o učenici dikhle samo e Isuse korkore. I trainde, hem tegani pana nikase na vaćerde adalestar so dikhle.
2a09250062	Tejsato dive, kad o Isus hem o trin učenici huljile tari gora, baro narodo alo te dikhel e Isuse.
2a09260083	I dikh, nesavo manuš taro narodo lelja te vičini: “Učitelju, molinava tut te pomožine mle čhavese, adalese soi maje jekhoro!
2a09270099	O bišukar duho but puti prelela le hem otojekhvar vrištini; frdela le ano grčevija hem ikljola lestar pena taro muj; uništini le hem jedva ačhaj le.
2a0928006e	I molinđum te učenikonen te ispudinen e bišukare duho mle čhavestar, ali on našti ine te ćeren adava.”
2a0929008b	A o Isus phenđa: “O, biverakiri hem rumimi generacijo! Pana kobor valjani te ovav tumencar hem te trpinav tumen? Ana te čhave akari!”
2a092a00c7	I sar o čhavoro avela ine đi o Isus, o demoni frdinđa le ki phuv ano grčevija. A o Isus naredinđa e bišukare duhose te cidel pe e čhavorestar, sasljarđa e čhavore hem dinđa le palal ko dad.
2a092b0097	Tegani sare inele začudime so dikhle e Devlesoro baro zoralipe. Sar sare čudinena pe ine zako adava so ćerđa o Isus, ov phenđa ple učenikonenđe:
2a092c006f	“Šunen šukar akala lafija: Me, o Čhavo e manušesoro, valjani te ovav predime ano vasta e manušengere.”
2a092d00b0	Ali o učenici na halile so o Isus manglja te vaćeri adaleja. Adava inele olendar garavdo sar te na haljoven le, a darandile te pučen le so adaleja manglja te vaćeri lenđe.
2a092e0049	A o učenici lelje maškara pumende te raspravinen kovai olendar najbaro.
2a092f0054	A o Isus džanđa soi lenđe ki godi, lelja jekhe čhavore, čhivđa le uzala peste,
2a093000d8	i phenđa lenđe: “Svako kova primini akale čhavore zbog maje, man primini. A svako kova man primini, primini e Devle kova bičhalđa man. Adalese so, ko maškara tumende pes dikhela sar najtikore, ovi najbaro.”
2a093100c7	A o Jovan phenđa e Isusese: “Gospodarona, dikhljam nesave manuše sar ano to anav ispudini e demonen e manušendar. Amen na mukljam lese te ćerel adava, adalese so na džala amencar pala tute.”
2a0932006f	A o Isus phenđa lese: “Muken le te ćerel adava, adalese so okova kova nane protiv tumende, ovi tumencar!”
2a0933006a	A kad inele paše o dive e Isusesere te ovel vazdime ko nebo, ov zorale odlučinđa te džal ko Jerusalim.
2a09340085	I bičhalđa nesave glasnikonen angla peste. I on džele hem đerdinde ko nesavo gav ani regija Samarija te pripreminen le e Isusese.
2a0935004a	Ali o gavutne na mangle e Isuse adalese so džande da džala ko Jerusalim.
2a09360094	A dikhindoj adava o učenici o Jakov hem o Jovan, pučle e Isuse: “Gospode, mangeja li te phena te huljel taro nebo i jag hem sa te tharel len?”
2a09370026	A o Isus irinđa pe hem ukorinđa len.
2a0938002c	I ov hem lesere učenici džele ko aver gav.
2a0939007f	I sar o učenici hem o Isus džana ine dromeja, nesavo manuš alo hem phenđa e Isusese: “Ka džav tuja kaj god tu džaja.”
2a093a008d	A o Isus phenđa lese: “E lisicen isi jazbine hem e čirikljen gnezdija, a man, e Čhave e manušesere nane kaj te pašljarav mlo šero.”
2a093b0087	A avere manušese phenđa: “Phir pala mande!” A ov phenđa: “Aš najangle, Gospode, te parunav mle dade, i ka džav pala tute.”
2a093c006c	Tegani o Isus phenđa lese: “Muk o mule te parunen ple mulen, a tu dža vaćer oto carstvo e Devlesoro.”
2a093d007a	A aver manuš phenđa: “Ka phirav pala tute, Gospode, ali aš najangle te džav te pozdravinav man mle čherutnencar.”
2a093e0085	A o Isus phenđa lese: “Nijekh kova dolela pe upro plugo te orini i onda dikhela napalal, nane korisno zako carstvo e Devlesoro.”
2a0a0100a7	Palo adava, o Gospod Isus birinđa avere eftavardešu duje učenikonen hem bičhalđa len duj po duj angla peste ko sa o dizja hem o thana ko save ov manglja te džal.
2a0a0200a9	Angleder so te džan, o Isus phenđa lenđe: “I žetvai bari, a hari bućarne te čeden. Adalese, molinen e gospodare oti žetva te bičhali e bućarnen ki žetva pli.
2a0a030039	Džan! Ače, bičhalava tumen sar bakroren maškaro ruva.
2a0a04009b	Ma legaren tumencar kesa e parencar, ni torba dromese, ni buderi obuća. I ma našalen tumaro vreme ađahar so ka terđoven te pozdravinen nekasar odrumal.
2a0a05004b	I kad đerdinena ko nesavo čher, prvo vaćeren: ‘Mir akale čhereste!’
2a0a060097	Te adari bešela o manuš kova mangela mir, tegani o mir, savese tumen molinena, ka ačhol oleja; a te na manglja mir, tumaro mir ka irini pe tumenđe.
2a0a0700bd	Kad avena ko nesavo čher, ma palo adava nakhen ko avera čhera. Ačhoven ko jekh than, han hem pijen adava so o čherutne ikalena angla tumende, adalese so o bućarno zaslužini pli plata.
2a0a08005a	I ki savi diz đerdinena, a o dizutne priminena tumen, han okova so ikalena angla tumende.
2a0a090064	Sasljaren e nambormen adari hem vaćeren sarijenđe: ‘Alo tumenđe paše o carstvo e Devlesoro!’
2a0a0a0069	A ki savi diz đerdinena, a o dizutne na priminena tumen, iklindoj ko glavna droma e dizjakere, vaćeren:
2a0a0b00a5	‘Hem i prašina tumara dizjakiri, savi dolinđa pe ko amare pre, amen kosaja la sar znako zako zoralo odbiba. Ali te džanen da o carstvo e Devlesoro alo paše!’
2a0a0c007f	Vaćerava tumenđe da ko dive oto baro sudo, po lokhe ka ovel e manušenđe tari Sodoma negoli e manušenđe tari adaja diz.”
2a0a0d0122	“Jao tumenđe, manušalen taro Horazin! Jao tumenđe, manušalen tari Vitsaida! Te oven ine čudesija maškaro manuša taro Tir hem taro Sidon save ule maškara tumende, pana angleder ka bešen ine ano šeja oto kanaj hem ka čhoren pepeo upro pumare šere sar te mothoven da kajinena pe.
2a0a0e0053	Ali e manušenđe taro Tir hem taro Sidon ka ovel po lokhe ko Sudo negoli tumenđe.
2a0a0f006a	A tumen, manušalen taro Kafarnaum, na li đi o nebo ka vazden tumen? Đi o than e mulengoro isi te peren.
2a0a100096	Tegani phenđa e učenikonenđe: Ko šunela tumen, man šunela, a ko odbini tumen, man odbini. A ko odbini man, odbini e Devle kova bičhalđa man.”
2a0a11008d	Kad o eftavardešu duj učenici irinde pe oto drom radosna, phende e Isusese: “Gospode, hem o demonja pokorinena pe amenđe ano to anav!”
2a0a120056	A o Isus ko adava phenđa lenđe: “Dikhljum e Sotone sar perela taro nebo sar munja.
2a0a130087	Eče, dinđum tumen vlast te gazinen upro sapa hem o škorpije hem upro sa o zoralipe e neprijateljesoro hem ništa naka ovel tumenđe.
2a0a14009f	Ali ma edobor radujinen tumen zako adava so o bišukar duhija pokorinena pe tumenđe, nego više radujinen tumen adalese soi tumare anava zapisime ano nebo.”
2a0a15012c	I tegani o Isus radujinđa pe ano Sveto Duho hem phenđa: “Hvalinava tut, Dade, Gospode e nebosoro hem e phuvjakoro, so garavđan akava okolendar kola pes dikhena sar mudronen hem džanden, a mothovđan okolenđe kolai sar čhavore. Oja, Dade, džanav da ćerđan adava adalese so ađahar mangljan.
2a0a1600a3	Mlo Dad sa muklja maje ko vasta. Niko na džanel e Čhave, sem o Dad; hem niko na džanel e Dade, sem o Čhavo hem okola kolenđe o Čhavo mangela te mothoj le.”
2a0a170076	Tegani irinđa pe nakoro učenici hem samo olenđe phenđa: “Blago e jaćhenđe save dikhena adava so tumen dikhena!
2a0a1800a3	Vaćerava tumenđe da but proroci hem carija mangle te dikhen akava so tumen dikhena, ali na dikhle; hem mangle te šunen okova so tumen šunena, ali na šunde!”
2a0a1900c5	I dikh, jekh dive sar o Isus sikaj ine, nesavo učitelj e Zakonestar uštino te pučel le nešto sar te iskušini le, i pučlja: “Učitelju, so valjani te ćerav te dobinav o večno dživdipe?”
2a0a1a0055	A o Isus phenđa lese: “Soi pisime ano e Mojsijasoro zakoni? So čitineja adari?”
2a0a1b009f	I ov phenđa e Isusese: “Volin e Gospode te Devle sa te vileja, sa te dušaja, sa te zoralipnaja hem sa te gođaja; hem volin te pašutne sar korkore tut.”
2a0a1c004f	Tegani o Isus phenđa lese: “Šukar phenđan. Ćer ađahar hem ka živine.”
2a0a1d0060	Ali o učitelj e Zakonestar manglja te opravdini pe i pučlja e Isuse: “A koi mlo pašutno?”
2a0a1e00f2	A ko adava, o Isus phenđa lese akaja priča: “Nesave manuše, sar huljela ine tari diz Jerusalim ki diz Jerihon, dolinde o čora. On lelje lestar sa, đi o šeja. Zorale marde le, i džele, a o manuš pašlilo ko drom hem na džanđa pese.
2a0a1f007d	Na nakhlo but, i nekotar adale dromeja sar huljela ine nesavo svešteniko, dikhlja adale manuše hem nakhino oti aver strana.
2a0a20007a	Ađahar da nesavo levit: alo đi adava than kote o manuš pašljola, dikhlja le i nakhino oti aver strana adale dromesiri.
2a0a21008d	A inele nesavo Samarijanco savo džala ine adale dromeja. Kad reslja đi ko than kote o manuš pašljola, dikhlja le, i pelo lese žal olese.
2a0a2200c5	Tegani o Samarijanco alo đi o manuš, čhorđa ulje hem mol upro lesere rane te kosel len hem paćarđa len. I čhivđa le upro plo her hem legarđa le ki gostionica, i adari brininđa pe olestar.
2a0a2300e1	Tejsato dive o Samarijanco ikalđa duj srebrna kovanice hem dinđa ko manuš kasiri inele i gostionica hem phenđa lese: ‘Brinin tut akale manušestar, i sa so ka trošine buderi, ka irinav će kad ka irinav oto drom.’”
2a0a240091	Tegani o Isus pučlja e učitelje e Zakonestar: “So tu pheneja? Kova akale trinendar mothovđa pe sar pašutno okolese kole dolinde o čora?”
2a0a25007d	A ov phenđa: “Okova kova mothovđa lese milosrđe.” Tegani o Isus phenđa lese: “Oja, hem tu dža hem ćer ađahar!”
2a0a2600b3	I sar o Isus hem lesere učenici džana ine dromeja nakoro Jerusalim, đerdinde ko nesavo gav. Adari živinđa nesavi đuvli palo anav Marta. Oj priminđa len kora peste ko čher.
2a0a27006b	Ola inele phen palo anav Marija, koja beštini uzalo e Gospodesere e Isusesere pre hem šunđa lesoro lafi.
2a0a2800b9	A i Marta sa ki sig dikhela ine te kandel, i ali uzalo Isus hem pučlja le: “Gospode, tu li na dikheja adava so mli phen muklja man korkora te kandav? Phen laće te pomožini maje.”
2a0a29005a	A o Gospod phenđa laće: “Marto, Marto! Brinineja tut hem uznemirineja tut zako but so,
2a0a2a005c	a samo jekh valjani. I Marija izabirinđa okova soi po šukar, i adava naka lel pe latar.”
2a0b0100af	I kad jekhvar o Isus završinđa e molitvaja, jekh lesere učenikonendar phenđa lese: “Gospode, sikav amen te molina sar so o Jovan o Krstitelj sikavđa ple učenikonen.”
2a0b020075	Tegani o Isus phenđa lenđe: “Kad molinena, vaćeren: ‘Dade, to sveto anav barjardo te ovel! To carstvo te avel!
2a0b030036	De amen avdive o maro savo valjani amenđe svako dive!
2a0b040089	Oprostin amenđe amare grehija sar so hem amen oprostinaja svakonese kova grešinđa premala amende! Hem cide amen taro iskušenje!’”
2a0b050096	Tegani o Isus phenđa lenđe: “Zamislinen da ki ekvaš i rat džana koro tumaro amal te phenen lese: ‘Amala, te de man trin mare, i ka irinav će.
2a0b060049	Mlo amal alo oto drom kora mande, a nane man so te ikalav anglo leste!’
2a0b070096	A ov od andral te phenel: ‘Ma uznemirin man! O udarai phandle, a mle čhavore već pašlile mancar hem sovena. Našti akana te uštav te dav tut!’
2a0b08009c	Vaćerava tumenđe: te na uštino te del le adalese soi lesoro amal, ka uštel hem ka del le sa so valjani adalese so lesere amale nane lađ te ovel uporno.
2a0b09006b	Vaćerava tumenđe: Mangen hem ka del pe tumenđe! Roden hem ka arakhen! Khuven hem ka phravel pe tumenđe!
2a0b0a0068	Adalese so svako kova mangela, primini; hem kova rodela, arakhi; hem kova khuvela, ka ovel lese phravdo.
2a0b0b0052	A kova dad tumendar: kad lesoro čhavo ka rodel lestar ine maćhe, ka del le sape?
2a0b0c002b	Ili kad ka rodel jaro, ka del le škorpija?
2a0b0d00a8	Kad tumen, kola injen bišukar, džanen te den šukar darija tumare čhavenđe, kobor više tumaro Dad taro nebo ka del e Svetone Duho okolenđe kola rodena olestar.”
2a0b0e00a3	I jekh dive o Isus ispudinđa e demone kova ćerela ine jekhe manuše te našti vaćeri. Kad iklilo o demoni, o manuš lelja te vaćeri. I o narodo inele zadivime,
2a0b0f0070	ali nesave olendar vaćerde: “E Veelzevulesere, e demonengere šerutnesere, zoralipnaja ispudini e demonen!”
2a0b100045	A avera iskušinde e Isuse ađahar so rodinde lestar znako taro nebo.
2a0b110097	Ali o Isus džanđa lengere mislija, i phenđa lenđe: “Svako carstvo savoi ana peste podelime ka properel, hem o čher ano savo nane sloga ka perel.
2a0b1200a2	Tei e Sotonesoro carstvo ana peste podelime, sar onda pana trajini? Akava vaćerava adalese so tumen phenena da e Veelzevulesere zoralipnaja ispudinava e demonen.
2a0b1300a4	A te me e Veelzevulesere zoralipnaja ispudinava e demonen, kasere zoralipnaja tumare učenici ispudinena len? Adalese on ka dokažinen tumenđe da na injen u pravu.
2a0b14006b	Ali te me e Devlesere zoralipnaja ispudinava e demonen, onda o carstvo e Devlesoro alo maškara tumende.”
2a0b150071	O Isus phenđa hem akava: “Kad okova kovai zoralo hem naoružime pazini plo čher, lesoro barvalipei osigurime.
2a0b160096	Ali kad avela o po zoralo lestar, ka pobedini le hem ka lel lestar o oružje upro savo inole nada hem ka delini plencar adava so lelja e bizoralestar.
2a0b170049	Ko nane mancar, ovi protiv mande. I ko na čedela mancar, ov čhorela.”
2a0b1800c0	Tegani o Isus phenđa: “Kad o bišukar duho ikljola taro manuš, džala ko šuke thana rodindoj kote šaj te odmorini. Kad na arakhi le, vaćeri: ‘Ka irinav man ko čher kotar ikliljum.’
2a0b190039	I irinđa pe hem arakhlja o čher šulavdo hem namestime.
2a0b1a00af	Tegani džala hem lela efta avere duhen po bišukaren pestar hem đerdinena ano adava manuš hem ačhovena adari. I ko kraj adale manušese ovela po bišukar nego angleder.”
2a0b1b008d	I sar o Isus vaćeri ine adava, nesavi đuvli oto narodo vičinđa: “Bahtali i đuvli koja akharđa tut ano vođi hem dinđa tut čuči!”
2a0b1c0057	A o Isus phenđa: “Po bahtalei okola so šunena o lafi e Devlesoro hem ćerena le!”
2a0b1d00bb	Sar čedela pe ine po baro narodo, o Isus lelja te vaćeri: “Akajai generacija bišukar. Rodela mandar znako, ali nisavo znako naka del pe laće sem adava so inele e prorokose e Jonase.
2a0b1e00b1	Sar so adava so ulo e Jonaja inele znako e manušenđe kola živinde ki diz Niniva, ađahar hem so ka ovel mancar, e Čhaveja e manušesereja, ka ovel znako akala generacijaće.
2a0b1f0110	Ko dive oto baro sudo, i carica koja angleder vladinđa ki južno phuv ka uštel hem ka osudini e manušen oti akaja generacija, adalese so tari durutni phuv ali te šunel e Solomonesiri mudrost, a akatei tumencar neko po baro e Solomonestar, a tumen na mangena te šunen!
2a0b200100	Ko dive oto baro sudo, o manuša kola živinde ani purani diz Niniva ka ušten protiv akaja generacija hem ka osudinen la, adalese so on pokajinde pe kad o Jona propovedinđa, a akatei tumencar neko po baro e Jonastar, a tumen pana na pokajinđen tumen!”
2a0b2100a9	“Niko na tharela i svetiljka hem te čhivel la ko garavdo than ili talo čaro, nego čhivela la ko than zaki svetiljka te šaj dikhen o svetlost okola kola đerdinena.
2a0b22007f	Ti jakhi sar svetiljka te telose. Kadi ti jakh šukar, sai to telo osvetlime. A kadi ti jakh bišukar, hem to teloi ani tomina.
2a0b230043	Adalese, pazin da o svetlost so mislineja dai ana tute nane tomina.
2a0b240099	Tei sa to telo pherdo oto svetlost, bizo jekh deo oti tomina, tegani sa to dživdipe ka ovel osvetlime sar kad i svetiljka osvetlini tut ple svetloja.”
2a0b25008f	Kad o Isus vaćerđa adava, nesavo farisej vičinđa le te hal maro koro leste. I o Isus đerdinđa lese ko čher hem čhivđa pe uzalo astali.
2a0b260067	A o farisej dikhindoj adava, čudinđa pe so o Isus, palo adeti, na thovđa ple vasta angleder o hajba.
2a0b270092	A o Gospod Isus phenđa lese: “Oja, tumen o fariseja kosena i šolja hem o čaro od avrijal, a pherđen len tumara pohlepaja hem bišukaripnaja.
2a0b280068	Hulavonalen! Nane li o Devel okova kova ćerđa e manuše, kova džanel le hem od avrijal hem od andral?
2a0b290060	Nego, den e čororenđe sar milostinja okova so isi tumen andre, hem sa ka ovel tumenđe čisto.
2a0b2a010d	Ali jao tumenđe e farisejenđe so dena e Devlese desetak oto začinja: oti nana, oti ruta hem oto sa o povrće, a ačhavđen te ćeren averenđe okova soi pravedno hem te volinen e Devle. Valjani te den o desetak, ali na troman te bistren te ćeren adava soi po bitno.
2a0b2b00af	Jao tumenđe e farisejenđe so volinena te bešen ko anglune thana ano sinagoge hem so volinena kad o manuša, pherde poštujiba premala tumende, pozdravinena tumen ko trgija.
2a0b2c0068	Jao tumenđe adalese so injen sar o bioznačime grobija upra savende o manuša phirena, a na džanen.”
2a0b2d0073	Tegani nesavo oto učitelja e Zakonestar phenđa e Isusese: “Učitelju, tu hem amen vređineja adale lafencar.”
2a0b2e00fa	A o Isus phenđa: “Jao hem tumenđe, učiteljalen e Zakonestar! Čhivena upro manuša pharipa but phare te akharen ađahar so dena len pravilja save našti te ićeren, a ni najeja na mangena te mrdinen te pomožinen lenđe te akharen adava pharipe.
2a0b2f0058	Jao tumenđe, adalese so vazdena spomenici e prorokonenđe kolen tumare pradada mudarde.
2a0b300071	Adaleja mothovena da odobrinena adava so ćerde tumare pradada: on mudarde len, a tumen vazdena lenđe spomenici.
2a0b31008e	Adalese o Devel mudro vaćerđa tumendar: ‘Ka bičhalav lenđe prorokonen hem apostolen. Nekas olendar ka mudaren, a nekas ka progoninen.’
2a0b320068	Akala generacijatar ka rodel pe o rat sa e prorokonengoro savo thavdinđa pana taro ćeriba e svetosoro,
2a0b3300cf	pana taro rat e Aveljesoro sa đi o rat e Zaharijasoro, kova inele mudardo maškaro žrtveniko hem i svetinja ano Hram. Oja, vaćerava tumenđe, akaja generacija ka ovel osudime zako adava rat so thavdinđa!
2a0b3400bb	Jao tumenđe, učiteljalen e Zakonestar! Adalese so e narodostar garavđen o ključo oto džandipe. Korkore na đerdinđen, a na mukljen te đerdinen ni okola kola mangle te đerdinen.”
2a0b350082	I kad o Isus iklilo adathar, o učitelja e Zakonestar hem o fariseja ani bari holi lelje te protivinen pe hem te pučen le but so.
2a0b360041	On dikhle te dolen le ko bišukar lafi sar te šaj optužinen le.
2a0c0100d9	I kad čedinde pe nekobor hiljade manuša, edobor džene inele da jekh avere gazinde, o Isus prvo lelja te vaćeri ple učenikonenđe: “Arakhen tumen taro kvasco e farisejengoro, te na oven dujemujengere sar soi on.
2a0c02003b	Sa soi garavdo, ka otkrijini pe; sa soi tajno, ka šunđol.
2a0c030097	Adalese, sa so vaćerđen ani tomina, ka šunđol ano svetlost; hem so pohari vaćerđen ko kan ano sobe, ka vaćeri pe taro krovija sare te šunen.”
2a0c040090	“Ali phenava tumenđe, amalalen: ma daran okolendar kola šaj te mudaren samo o telo, adalese so više adalestar naka šaj te ćeren tumenđe.
2a0c050097	A ka phenav tumenđe kastar te daran: te daran taro Devel kas palo mudariba isi zoralipe te frdel ano pakao. Oja, vaćerava tumenđe, olestar te daran!
2a0c060075	Na biknena pe li pandž čiriklja zako samo duj najtikore kovanice? A palem nijekh olendar nane bisterdi anglo Devel.
2a0c070074	A tumenđei hem svako bal ko šero džendo. Adalese, ma daran! E Devlese injen po dragocena negoli but čiriklja!”
2a0c08009a	“A vaćerava tumenđe: Svako kova anglo manuša ka priznajini dai mlo, me, o Čhavo e manušesoro, anglo anđelja e Devlesere ka priznajinav dai ov mlo.
2a0c09006b	A te odrekninđa pe neko mandar anglo manuša, hem me ka odrekninav man olestar anglo anđelja e Devlesere.
2a0c0a008c	I te vaćerđa neko lafi protiv o Čhavo e manušesoro, ka ovel lese oprostime; ali naka ovel oprostime okolese kova hulini upro Sveto Duho.
2a0c0b008d	A kad ka anen tumen anglo sudo ko sinagoge, anglo vladarija hem o vlastija, ma oven zabrinuta sar hem soja te braninen tumen, so te vaćeren!
2a0c0c0040	Adalese so tegani o Sveto Duho ka sikaj tumen so te vaćeren.”
2a0c0d006f	Tegani neko oto narodo phenđa e Isusese: “Učitelju, vaćer mle phralese te podelini mancar o nasledstvo.”
2a0c0e0060	A o Isus phenđa lese: “Manušeja, ko čhivđa man te ovav sudija ili delioco upra tumende?”
2a0c0f00a4	Tegani phenđa sarijenđe: “Arakhen tumen hem ciden tumen tari pohlepa. I sa edobor barvalipe te ovel e manuše, lesoro dživdipe na avela oto adava so isi le.”
2a0c10005b	Tegani o Isus phenđa lenđe akaja priča: “Nesave barvale manušesiri phuv bijanđa but.
2a0c110066	I ov mislinđa pe ana peste: ‘So te ćerav? Nane man edobor baro than kote te čhivav mli žetva.’
2a0c120084	I phenđa: ‘Akava ka ćerav! Ka peravav mle purane šupe hem ka vazdav po bare, i adathe ka čhivav sa o điv hem avera šukaripa.
2a0c130068	Tegani ka vaćerav mla dušaće: Isi tut baro barvalipe bute beršenđe. Odmorin, ha, pi hem uživin!’
2a0c140067	Ali o Devel phenđa lese: ‘Hulavona! Akaja rat ka mere! A sa adava so spreminđan, kasoro ka ovel?’
2a0c150048	Ađahari okolese kova pese čedela barvalipe, a čororoi anglo Devel.”
2a0c1600c2	Tegani o Isus phenđa ple učenikonenđe: “Adalese vaćerava tumenđe: ma oven zabrinuta zako tumaro dživdipe: ka ovel tumen li so te han; ni zako tumaro telo: ka ovel tumen li so te urjaven.
2a0c170054	Adalese soi o dživdipe po bitno e hajbnastar hem tumaroi telo po bitno e šejendar.
2a0c1800a4	Dikhen e gavranen! Ni sejinena ni čedena, nane len ni šupa kote te čhiven o điv, a palem o Devel parvari len. A tumen injen e Devlese po vredna e čirikljendar!
2a0c19004c	A kova tumendar šaj adaleja so brinini pe te produžini hari plo dživdipe?
2a0c1a0059	Znači te našti ni adava najhari te ćeren, sose onda brininena tumen zako bilo so aver?
2a0c1b00c0	Dikhen o divlja luluđa sar barjona. Na ćerena buti, niti sivenafse šeja, a vaćerava tumenđe da ni o caro o Solomon, kova inele but barvalo, na inole edobor šuže šeja sar jekha olendar.
2a0c1c00ab	Te o Devel ađahar šukar urjavela o biljke ko polje savei avdive adathe, a već tejsa frdena pe ani jag, kobor li više tumenđe ka del šeja, tikora verakere manušalen!
2a0c1d003d	Tumen ma oven zabrinuta zako adava so ka han hem so ka pijen,
2a0c1e0073	adalese so adava rodena okola kola na džanen e Devlese. Tumaro Dad, o Devel, džanel da valjani tumenđe sa adava.
2a0c1f0051	Nego roden o carstvo e Devlesoro, a ov ka del tumen sa adava so valjani tumenđe!
2a0c20004f	Ma daran, mlo tikoro stado! Tumare Dadesiri volja inele te del tumen o carstvo.
2a0c2100ef	Bikninen so isi tumen hem o pare den e čororenđe! Ćeren tumenđe kese zako pare save na properena hem barvalipe ko nebo savo nikad na tikorini. Niko naka šaj te avel adari te čorel tumaro barvalipe hem nijekh moljco naka uništini le.
2a0c22003d	Adalese so tumaro vilo ka ovel adari kaj tumaro barvalipe.”
2a0c230074	O Isus ple učenikonenđe phenđa hem akava: “Oven spremna, urjavde zaki buti hem tumare svetiljke te oven tharde,
2a0c24009c	sar sluge kola adžićerena ple gospodare te irini pe čhere taro bijav. Kad irini pe o gospodari hem kad khuvela ko udar, o slugei spremna te phraven lese.
2a0c2500d6	Blago okole slugenđe kolen o gospodari, kad ka avel, ka arakhi len sar adžićerena le džangale! Čače, vaćerava tumenđe, ov, o gospodari, ka phandel pe i kecelja, ka bešljaćeri len te han hem ka kandel len.
2a0c26006d	Blago e slugenđe kolen o gospodari ka arakhi džangalen čak hem te alo ki ekvaš i rat ili anglo disljojba.
2a0c27007f	Ali akava te džanen: te džanel ine o domaćini ko savo sati avela o čor, naka mukel lese ine te đerdini ko čher te čorel.
2a0c280062	Hem tumen oven spremna, adalese so o Čhavo e manušesoro ka avel tegani kad na nadinena tumen!”
2a0c290076	Tegani o Petar pučlja e Isuse: “Gospode, vaćereja li akaja priča samo amenđe e učenikonenđe ili sarijenđe?”
2a0c2a0088	O Gospod Isus phenđa: “Kovai, onda, verno hem mudro upravniko kas o gospodari ka čhivel upreder ple sluge te del len hajba ko vreme?
2a0c2b0055	Blago okole slugase kas lesoro gospodari, kad ka avel, ka arakhi sar ćerela ađahar.
2a0c2c0052	Čače vaćerava tumenđe, upreder sa o barvalipe plo ka čhivel le sar upravniko.
2a0c2d008a	A te vaćerđa adava sluga ana peste: ‘Naka avel pana mlo gospodari’ i lela te marel avere slugen, hem te hal, te pijel hem te mačol,
2a0c2e008c	lesoro gospodari ka avel ano okova dive hem okova sati kad naka adžićeri le, ka čhinel le ko ekvaš hem ka čhivel le maškaro nevernici.
2a0c2f0087	A okova sluga kova džanđa i volja ple gospodaresiri, a na inele spremno ili na ćerđa pali e gospodaresiri volja, but mariba ka hal.
2a0c3000c8	A okova kova na džanđa e gospodaresiri volja, a ćerđa nešto zako so zaslužini kazna, hari mariba ka hal. Kasei dindo but, but ka rodel pe lestar. Kasei poverime but, više ka rodel pe lestar.”
2a0c310067	Tegani o Isus phenđa: “Aljum te frdav jag e sudosiri ki phuv. So bi mangava ine već te ovel thardi!
2a0c32005a	A valjani te nakhavav e patibnasoro krstiba. But maje pharo đikote adava na završini pe!
2a0c330061	Mislinena da aljum te anav mir ki phuv? Na. Aljum te ćerav o manuša te ciden pe jekh averestar.
2a0c340078	Adalese od akana, oto pandž čherutne, trin ka oven ki mli strana, a duj ki aver ili duj ki mli strana, a trin ki aver.
2a0c350085	Ka uštel o dad upro čhavo hem o čhavo upro dad, i daj upri čhaj hem i čhaj upri daj, i sasuj upri bori hem i bori upri sasuj.”
2a0c360084	Tegani o Isus vaćerđa e narodose: “Kad dikhena da o oblaci avena taro zapad, tegani phenena da ka perel bršim, i čače perela.
2a0c370042	Kad phudela i barval taro jug, phenena da ka ovel tatipe, i ovela.
2a0c380092	Dujemujengere manušalen! Džanen te pendžaren o izgled e phuvjakoro hem e nebosoro; sar onda na džanen te pendžaren o znakija akale vremesere?
2a0c390037	Tumen korkore valjani te pendžaren okova soi ispravno.
2a0c3a0113	Te neko legari tut ko sudo te tužini tut adalese so na irinđan lese o pare, odrumal de sa tutar te mirine tut oleja angleder nego so resena adari. Te na ćerđan ađahar, ov šaj te vucini tut anglo sudija, a o sudija ka del tut ko manuš kova ka čhivel tut ano phandlipe.
2a0c3b0058	Vaćerava će da čače naka ikljove adathar sa đikote na irineja đi i zadnjo para.”
2a0d01009e	Ano adava vreme nesave manuša phende e Isusese so o Pilat, o upravniko e rimesoro, naredinđa nesave Galilejci te oven mudarde sar anena ine žrtve ano Hram.
2a0d02008b	A o Isus phenđa lenđe: “Tumen li mislinena da adala Galilejci, adalese so ađahar mudardile, inele po grešna sa avere Galilejconendar?
2a0d030045	Na! Ali te na pokajinđen tumen, sarijen tumen ka adžićeri propast!
2a0d0400aa	Ili okola dešu ofto upro kolende peli i kula ano Siloam hem mudarđa len, tumen li mislinena da on inele po bare grešnici sa e manušendar kola živinena ano Jerusalim?
2a0d050048	Na! Ali te na pokajinđen tumen, sarijen tumen ka adžićeri propast!”
2a0d060099	Tegani o Isus vaćerđa lenđe akaja priča: “Inele nesave manuše smokva sadime pese ano vinograd, i alo te rodel lakoro plod, ali ništa na arakhlja.
2a0d070098	Tegani phenđa e vinogradarese: ‘Ače, trin berš sar avava te rodav plod upri akaja smokva, ali na arakhava le. Čhin la! Sose te šućari i phuv?’
2a0d08006b	A ov phenđa: ‘Gospodarona, ačhav la pana akava berš. Ka handav okolo late hem ka frdav laće đubrivo,
2a0d090045	i šaj đi berše ka anel plod. A te na bijanđa, ka čhine la.’”
