0100000007	Genesis
170c01009a	And in that day thou shall say, I will give thanks to thee, O Jehovah, for though thou were angry with me. Thine anger is turned away and thou comfort me.
170c020096	Behold, God is my salvation. I will trust, and will not be afraid, for Jehovah, even Jehovah, is my strength and song, and he has become my salvation.
170c030045	Therefore with joy ye shall draw water out of the wells of salvation.
170c040096	And in that day ye shall say, Give thanks to Jehovah. Call upon his name. Declare his doings among the peoples. Make mention that his name is exalted.
170c050056	Sing to Jehovah, for he has done excellent things. Let this be known in all the earth.
170c060067	Cry aloud and shout, thou inhabitant of Zion, for great in the midst of thee is the Holy One of Israel.
170d010038	The burden of Babylon, which Isaiah the son of Amoz saw.
170d020084	Set ye up an ensign upon the bare mountain. Lift up the voice to them. Wave the hand, that they may go into the gates of the nobles.
170d030073	I have commanded my consecrated ones, yea, I have called my mighty men for my anger, even my proudly exulting ones.
170d0400bf	The noise of a multitude in the mountains, as of a great people! The noise of a tumult of the kingdoms of the nations gathered together! Jehovah of hosts is mustering the army for the battle.
170d05008d	They come from a far country, from the outermost part of heaven, even Jehovah, and the weapons of his indignation, to destroy the whole land.
170d06005b	Wail ye, for the day of Jehovah is at hand. It shall come as destruction from the Almighty.
170d070047	Therefore all hands shall be feeble, and every heart of man shall melt.
170d0800b5	And they shall be dismayed. Pangs and sorrows shall take hold. They shall be in pain as a woman in travail. They shall look in amazement one at another, their faces, faces of flame.
170d090092	Behold, the day of Jehovah comes, cruel, with wrath and fierce anger, to make the land a desolation, and to destroy the sinners thereof out of it.
170d0a00af	For the stars of heaven and the constellations of it shall not give their light. The sun shall be darkened in its going forth, and the moon shall not cause its light to shine.
170d0b00b4	And I will punish the world for the evil, and the wicked for their iniquity. And I will cause the arrogance of the proud to cease, and will lay low the haughtiness of the terrible.
170d0c0053	I will make a man more rare than fine gold, even a man than the pure gold of Ophir.
170d0d00a3	Therefore I will make the heavens to tremble, and the earth shall be shaken out of its place, in the wrath of Jehovah of hosts, and in the day of his fierce anger.
170d0e00ab	And it shall come to pass, that as the chased roe, and as sheep that no man gathers, they shall turn every man to his own people, and shall flee every man to his own land.
170d0f0061	Everyone who is found shall be thrust through, and everyone who is taken shall fall by the sword.
170d100077	Their infants also shall be dashed in pieces before their eyes. Their houses shall be rifled, and their wives ravished.
170d11007a	Behold, I will stir up the Medes against them, who shall not regard silver, and as for gold, they shall not delight in it.
170d12008c	And their bows shall dash the young men in pieces. And they shall have no pity on the fruit of the womb; their eye shall not spare children.
170d13007a	And Babylon, the glory of kingdoms, the beauty of the Chaldeans' pride, shall be as when God overthrew Sodom and Gomorrah.
170d1400b9	It shall never be inhabited, nor shall it be dwelt in from generation to generation. Neither shall the Arabian pitch tent there, nor shall shepherds make their flocks to lie down there.
170d1500a6	But wild beasts of the desert shall lie there, and their houses shall be full of doleful creatures. And ostriches shall dwell there, and wild goats shall dance there.
170d16008e	And wolves shall cry in their castles, and jackals in the pleasant palaces. And her time is near to come, and her days shall not be prolonged.
170e0100c2	For Jehovah will have compassion on Jacob, and will yet choose Israel, and set them in their own land. And the sojourner shall join himself with them, and they shall cling to the house of Jacob.
170e020107	And the peoples shall take them, and bring them to their place. And the house of Israel shall possess them in the land of Jehovah for servants and for handmaids. And they shall take them captive whose captives they were, and they shall rule over their oppressors.
170e0300a9	And it shall come to pass in the day that Jehovah shall give thee rest from thy sorrow, and from thy trouble, and from the hard service in which thou were made to serve,
170e04007e	that thou shall take up this taunt against the king of Babylon, and say, How has the oppressor ceased, the golden city ceased!
170e050046	Jehovah has broken the staff of the wicked, the scepter of the rulers,
170e060080	who smote the peoples in wrath with a continual stroke, who ruled the nations in anger, with a persecution that none restrained.
170e070048	The whole earth is at rest, and is quiet. They break forth into singing.
170e080080	Yea, the fir trees rejoice at thee, and the cedars of Lebanon, saying, Since thou are laid low, no hewer has come up against us.
170e0900c8	Sheol from beneath is moved for thee, to meet thee at thy coming. It stirs up the dead for thee, even all the chief ones of the earth. It has raised up from their thrones all the kings of the nations.
170e0a0062	They shall all answer and say to thee, Have thou also become weak as we? Have thou become like us?
170e0b0073	Thy pomp is brought down to Sheol, and the noise of thy viols. The worm is spread under thee, and worms cover thee.
170e0c007f	How thou are fallen from heaven, O day-star, son of the morning! How thou are cut down to the ground, who laid the nations low!
170e0d00b9	And thou said in thy heart, I will ascend into heaven. I will exalt my throne above the stars of God, and I will sit upon the mount of congregation, in the outermost parts of the north.
170e0e0055	I will ascend above the heights of the clouds. I will make myself like the Most High.
170e0f0048	Yet thou shall be brought down to Sheol, to the utmost parts of the pit.
170e10008b	Those who see thee shall gaze at thee. They shall consider thee, saying, Is this the man who made the earth to tremble, who shook kingdoms,
170e110076	who made the world as a wilderness, and overthrew the cities of it, who did not let loose his prisoners to their home?
170e120055	All the kings of the nations, all of them, sleep in glory, each one in his own house.
170e1300d2	But thou are cast forth away from thy sepulcher like an abominable branch, clothed with the slain, who are thrust through with the sword, who go down to the stones of the pit, as a dead body trodden under foot.
170e1400a1	Thou shall not be joined with them in burial, because thou have destroyed thy land. Thou have slain thy people. The seed of evildoers shall not be named forever.
170e15009e	Prepare ye slaughter for his sons for the iniquity of their fathers, that they not rise up, and possess the earth, and fill the face of the world with cities.
170e160087	And I will rise up against them, says Jehovah of hosts, and cut off from Babylon name and remnant, and son and son's son, says Jehovah.
170e170091	I will also make it a possession for the porcupine, and pools of water. And I will sweep it with the broom of destruction, says Jehovah of hosts.
170e180083	Jehovah of hosts has sworn, saying, Surely, as I have thought, so shall it come to pass, and as I have purposed, so shall it stand,
170e1900af	that I will break the Assyrian in my land, and tread him under foot upon my mountains. Then shall his yoke depart from off them, and his burden depart from off their shoulder.
170e1a007b	This is the purpose that is purposed upon the whole earth, and this is the hand that is stretched out upon all the nations.
170e1b0075	For Jehovah of hosts has purposed, and who shall annul it? And his hand is stretched out, and who shall turn it back?
170e1c0030	In the year that king Ahaz died was this burden.
170e1d00b9	Rejoice not, O Philistia, all of thee, because the rod that smote thee is broken. For out of the serpent's root shall come forth an adder, and his fruit shall be a fiery flying serpent.
170e1e0097	And the firstborn of the poor shall feed, and the needy shall lie down in safety. And I will kill thy root with famine, and thy remnant shall be slain.
170e1f009c	Howl, O gate, cry, O city. Thou are melted away, O Philistia, all of thee. For there comes a smoke out of the north, and there is no straggler in his ranks.
170e200093	What then shall a man answer the messengers of the nation? That Jehovah has founded Zion, and in her shall the afflicted of his people take refuge.
170f010096	The burden of Moab. For in a night Ar of Moab is laid waste, and brought to nothing. For in a night Kir of Moab is laid waste, and brought to nothing.
170f0200a6	They have gone up to Bayith, and to Dibon, to the high places, to weep. Moab wails over Nebo, and over Medeba. On all their heads is baldness. Every beard is cut off.
170f030088	In their streets they gird themselves with sackcloth. On their housetops, and in their broad places, everyone wails, weeping abundantly.
170f040090	And Heshbon cries out, and Elealeh. Their voice is heard even to Jahaz. Therefore the armed men of Moab cry aloud. His soul trembles within him.
170f0500c1	My heart cries out for Moab. Her nobles flee to Zoar, to Eglath-shelishi-yah. For they go up with weeping by the ascent of Luhith. For they raise up a cry of destruction in the way of Horonaim.
170f06007c	For the waters of Nimrim shall be desolate, for the grass is withered away. The tender grass fails. There is no green thing.
170f070080	Therefore the abundance they have gotten, and that which they have laid up, they shall carry away over the brook of the willows.
170f080076	For the cry has gone round about the borders of Moab, the wailing of it to Eglaim, and the wailing of it to Beer-elim.
170f090098	For the waters of Dimon are full of blood. For I will bring yet more upon Dimon, a lion upon those of Moab who escape, and upon the remnant of the land.
171001006f	Send ye the lambs for the ruler of the land from Selah to the wilderness, to the mount of the daughter of Zion.
171002007b	For it shall be that, as wandering birds, as a scattered nest, so shall the daughters of Moab be at the fords of the Arnon.
1710030086	Give counsel, execute justice, make thy shade as the night in the midst of the noonday. Hide the outcasts. Do not betray the fugitive.
17100400d1	Let my outcasts dwell with thee. As for Moab, be thou a covert to him from the face of the destroyer. For the extortioner is brought to nothing. Destruction ceases. The oppressors are consumed out of the land.
17100500a9	And a throne shall be established in loving kindness, and he shall sit on it in truth, in the tent of David, judging, and seeking justice, and swift to do righteousness.
171006008a	We have heard of the pride of Moab, that he is very proud, even of his arrogance, and his pride, and his wrath. His boastings are nothing.
171007007f	Therefore Moab shall wail for Moab, everyone shall wail. Ye shall mourn for the raisin-cakes of Kir-hareseth, utterly stricken.
17100800fa	For the fields of Heshbon languish, and the vine of Sibmah. The lords of the nations have broken down the choice branches of it, which reached even to Jazer, which wandered into the wilderness. Its shoots were spread abroad. They passed over the sea.
17100900cd	Therefore I will weep with the weeping of Jazer for the vine of Sibmah. I will water thee with my tears, O Heshbon, and Elealeh. for upon thy summer fruits and upon thy harvest the battle shout has fallen.
17100a00d7	And gladness is taken away, and joy out of the fruitful field. And in the vineyards there shall be no singing nor joyful noise. No treader shall tread out wine in the presses. I have made the vintage shout to cease.
17100b0052	Therefore my heart sounds like a harp for Moab, and my inward parts for Kir-heres.
17100c00a7	And it shall come to pass, when Moab presents himself, when he wearies himself upon the high place, and shall come to his sanctuary to pray, that he shall not prevail.
17100d0041	This is the word that Jehovah spoke concerning Moab in time past.
17100e00da	But now Jehovah has spoken, saying, Within three years, as the years of a hireling, the glory of Moab shall be brought into contempt, with all his great multitude. And the remnant shall be very small and of no account.
1711010069	The burden of Damascus. Behold, Damascus is taken away from being a city, and it shall be a ruinous heap.
1711020072	The cities of Aroer are forsaken. They shall be for flocks, which shall lie down, and none shall make them afraid.
17110300ac	And the fortress shall cease from Ephraim, and the kingdom from Damascus. And the remnant of Syria, they shall be as the glory of the sons of Israel, says Jehovah of hosts.
1711040080	And it shall come to pass in that day, that the glory of Jacob shall be made thin, and the fatness of his flesh shall grow lean.
17110500a0	And it shall be as when the harvestman gathers the standing grain, and his arm reaps the ears. Yea, it shall be as when he gleans ears in the valley of Rephaim.
17110600da	Yet there shall be gleanings left in it, as the shaking of an olive tree-two or three berries in the top of the uppermost bough, four or five in the outmost branches of a fruitful tree, says Jehovah, the God of Israel.
1711070068	In that day men shall look to their maker, and their eyes shall have respect for the Holy One of Israel.
17110800aa	And they shall not look to the altars, the work of their hands, nor shall they have respect for that which their fingers have made, either the Asherim, or the sun-images.
17110900ba	In that day their strong cities shall be as the forsaken places in the woodland and on the mountain top, which were forsaken from before the sons of Israel, and it shall be a desolation.
17110a00ad	For thou have forgotten the God of thy salvation, and have not been mindful of the rock of thy strength. Therefore thou plant pleasant plants, and set it with foreign slips.
17110b00a6	In the day of thy planting thou hedge it in, and in the morning thou make thy seed to blossom. But the harvest flees away in the day of grief and of desperate sorrow.
17110c008f	Ah, the uproar of many peoples, who roar like the roaring of the seas, and the rushing of nations, that rush like the rushing of mighty waters!
17110d00de	The nations shall rush like the rushing of many waters, but he shall rebuke them. And they shall flee far off, and shall be chased as the chaff of the mountains before the wind, and like the whirling dust before the storm.
17110e008f	At eventide, behold, terror, and before the morning they are not. This is the portion of those who despoil us, and the lot of those who rob us.
171201004e	Ah, the land of the rustling of wings, which is beyond the rivers of Ethiopia,
1712020104	that sends ambassadors by the sea, even in vessels of papyrus upon the waters, saying, Go, ye swift messengers, to a nation tall and smooth, to a people fearful from their beginning onward, a nation that metes out and treads down, whose land the rivers divide!
171203009c	All ye inhabitants of the world, and ye dwellers on the earth, when an ensign is lifted up on the mountains, see ye, and when the trumpet is blown, hear ye.
17120400a2	For thus Jehovah has said to me, I will be still, and I will behold in my dwelling-place, like clear heat in sunshine, like a cloud of dew in the heat of harvest.
17120500c4	For before the harvest, when the blossom is over, and the flower becomes a ripening grape, he will cut off the sprigs with pruning-hooks, and he will take away and cut down the spreading branches.
17120600ca	They shall be left together to the ravenous birds of the mountains, and to the beasts of the earth. And the ravenous birds shall summer upon them, and all the beasts of the earth shall winter upon them.
1712070117	In that time a present shall be brought to Jehovah of hosts from a people tall and smooth, even from a people fearful from their beginning onward, a nation that metes out and treads down, whose land the rivers divide, to the place of the name of Jehovah of hosts, the mount Zion.
17130100be	The burden of Egypt. Behold, Jehovah rides upon a swift cloud, and comes to Egypt. And the idols of Egypt shall tremble at his presence, and the heart of Egypt shall melt in the midst of it.
17130200b9	And I will stir up the Egyptians against the Egyptians, and they shall fight each one against his brother, and each one against his neighbor, city against city, kingdom against kingdom.
17130300d3	And the spirit of Egypt shall fail in the midst of it, and I will destroy the counsel of it. And they shall seek for the idols, and for the charmers, and for those who have familiar spirits, and for the wizards.
171304008a	And I will give over the Egyptians into the hand of a cruel lord. And a fierce king shall rule over them, says the Lord, Jehovah of hosts.
1713050055	And the waters shall fail from the sea, and the river shall be wasted and become dry.
171306007f	And the rivers shall become foul. The streams of Egypt shall be diminished and dried up. The reeds and flags shall wither away.
1713070089	The meadows by the Nile, by the brink of the Nile, and all the sown fields of the Nile, shall become dry, be driven away, and be no more.
1713080092	And the fishermen shall lament, and all those who cast a hook into the Nile shall mourn, and those who spread nets upon the waters shall languish.
171309005d	Moreover those who work in combed flax, and those who weave white cloth, shall be confounded.
17130a0069	And the pillars of Egypt shall be broken in pieces. All those who work for hire shall be grieved in soul.
17130b00bb	The rulers of Zoan are utterly foolish. The counsel of the wisest counselors of Pharaoh has become brutish. How will ye say to Pharaoh, I am the son of wise men, the son of ancient kings?
17130c007f	Where then are thy wise men? And let them tell thee now, and let them know what Jehovah of hosts has purposed concerning Egypt.
17130d0087	The rulers of Zoan have become fools. The rulers of Memphis are deceived. They have caused Egypt to go astray, the chief of her tribes.
17130e00a6	Jehovah has mingled a spirit of perverseness in the midst of her, and they have caused Egypt to go astray in every work of it, as a drunken man staggers in his vomit.
17130f005b	Neither shall there be for Egypt any work, which head or tail, palm-branch or rush, may do.
17131000a1	In that day the Egyptians shall be like women, and they shall tremble and fear because of the shaking of the hand of Jehovah of hosts, which he shakes over them.
17131100b6	And the land of Judah shall become a terror to Egypt. Everyone to whom mention is made of it shall be afraid because of the purpose of Jehovah of hosts, which he purposes against it.
17131200aa	In that day there shall be five cities in the land of Egypt that speak the language of Canaan, and swear to Jehovah of hosts. One shall be called The city of destruction.
171313007e	In that day shall there be an altar to Jehovah in the midst of the land of Egypt, and a pillar to Jehovah at the border of it.
17131400d5	And it shall be for a sign and for a witness to Jehovah of hosts in the land of Egypt. For they shall cry to Jehovah because of oppressors, and he will send them a savior, and a defender, and he will deliver them.
17131500c1	And Jehovah shall be known to Egypt, and the Egyptians shall know Jehovah in that day. Yea, they shall worship with sacrifice and oblation, and shall vow a vow to Jehovah, and shall perform it.
171316008a	And Jehovah will smite Egypt, smiting and healing, and they shall return to Jehovah. And he will be entreated by them, and will heal them.
17131700b8	In that day there shall be a highway out of Egypt to Assyria. And the Assyrian shall come into Egypt, and the Egyptian into Assyria, and the Egyptians shall worship with the Assyrians.
1713180068	In that day Israel shall be the third with Egypt and with Assyria, a blessing in the midst of the earth,
171319008b	in that Jehovah of hosts has blessed them, saying, Blessed be Egypt my people, and Assyria the work of my hands, and Israel my inheritance.
171401007b	In the year that Tartan came to Ashdod, when Sargon the king of Assyria sent him, and he fought against Ashdod and took it,
17140200bc	at that time Jehovah spoke by Isaiah the son of Amoz, saying, Go, and loose the sackcloth from off thy loins, and put thy shoe from off thy foot. And he did so, walking naked and barefoot.
1714030097	And Jehovah said, Just as my servant Isaiah has walked naked and barefoot three years for a sign and a wonder concerning Egypt and concerning Ethiopia,
17140400b0	so shall the king of Assyria lead away the captives of Egypt, and the exiles of Ethiopia, young and old, naked and barefoot, and with buttocks uncovered, to the shame of Egypt.
1714050069	And they shall be dismayed and confounded because of Ethiopia their confidence, and of Egypt their glory.
17140600b4	And the inhabitant of this coastland shall say in that day, Behold, such is our trust, where we fled for help to be delivered from the king of Assyria. And we, how shall we escape?
1715010086	The burden of the wilderness of the sea. As whirlwinds in the South sweep through, it comes from the wilderness, from a terrible land.
17150200b6	A grievous vision is declared to me. The treacherous man deals treacherously, and the destroyer destroys. Go up, O Elam. Besiege, O Media, all the sighing of it I have made to cease.
17150300b5	Therefore my loins are filled with anguish. Pangs have taken hold upon me, as the pangs of a woman in travail. I am pained so that I cannot hear. I am dismayed so that I cannot see.
171504006e	My heart flutters. Horror has frightened me. The twilight that I desired has been turned into trembling to me.
1715050068	They prepare the table, they set the watch, they eat, they drink. Rise up, ye rulers, anoint the shield.
1715060053	For thus has the Lord said to me, Go, set a watchman. Let him declare what he sees.
171507007f	and when he sees a troop, horsemen in pairs, a troop of donkeys, a troop of camels, he shall hearken diligently with much heed.
171508007f	And he cried out as a lion, O Lord, I stand continually upon the watchtower in the daytime, and am set in my ward whole nights,
17150900af	and, behold, here comes a troop of men, horsemen in pairs. And he answered and said, Fallen, fallen is Babylon. And all the graven images of her gods are broken to the ground.
17150a0084	O my threshing, and the grain of my floor! That which I have heard from Jehovah of hosts, the God of Israel, I have declared to you.
17150b006a	The burden of Dumah. He calls to me out of Seir, Watchman, what of the night? Watchman, what of the night?
17150c006d	The watchman said, The morning comes, and also the night. If ye will inquire, inquire ye; turn ye back, come.
17150d005b	The burden upon Arabia. In the forest in Arabia ye shall lodge, O ye caravans of Dedanites.
17150e0072	To him who was thirsty they brought water. The inhabitants of the land of Tema met the fugitives with their bread.
17150f0072	For they fled away from the swords, from the drawn sword, and from the bent bow, and from the grievousness of war.
1715100079	For thus the Lord has said to me, Within a year, according to the years of a hireling, all the glory of Kedar shall fail.
171511008f	And the residue of the number of the archers, the mighty men of the sons of Kedar, shall be few. For Jehovah, the God of Israel, has spoken it.
171601006b	The burden of the valley of vision. What troubles thee now, that thou have wholly gone up to the housetops?
1716020089	O thou that are full of shoutings, a tumultuous city, a joyous town. Thy slain are not slain with the sword, nor are they dead in battle.
1716030086	All thy rulers fled away together. They were bound by the archers. All who were found of thee were bound together; they fled afar off.
1716040084	Therefore I said, Look away from me. I will weep bitterly. Labor not to comfort me for the destruction of the daughter of my people.
17160500bb	For it is a day of trouble, and of treading down, and of perplexity, from the Lord, Jehovah of hosts, in the valley of vision, a breaking down of the walls, and a crying to the mountains.
171606005a	And Elam bore the quiver, with chariots of men and horsemen, and Kir uncovered the shield.
171607007b	And it came to pass, that thy choicest valleys were full of chariots, and the horsemen set themselves in array at the gate.
171608006c	And he took away the covering of Judah, and thou looked in that day to the armor in the house of the forest.
171609008e	And ye saw the breaches of the city of David, that they were many. And to fortify the wall, ye gathered together the waters of the lower pool,
17160a0046	and ye numbered the houses of Jerusalem, and ye broke down the houses.
17160b00af	Ye also made a reservoir between the two walls for the water of the old pool. But ye did not look to him who had done this, nor had ye respect to him who purposed it long ago.
17160c0083	And in that day the Lord, Jehovah of hosts, called for weeping, and for mourning, and for baldness, and for girding with sackcloth.
17160d008f	And, behold, joy and gladness, slaying oxen and killing sheep, eating flesh and drinking wine. Let us eat and drink, for tomorrow we shall die.
17160e008e	And Jehovah of hosts revealed himself in my ears, Surely this iniquity shall not be forgiven you till ye die, says the Lord, Jehovah of hosts.
17160f0075	Thus says the Lord, Jehovah of hosts, Go, get thee to this treasurer, even to Shebna, who is over the house, and say,
17161000b4	What are thou doing here? And whom have thou here, that thou have hewed thee out here a sepulcher? Hewing him out a sepulcher on high, carving a habitation for himself in the rock!
1716110065	Behold, Jehovah, like a strong man, will hurl thee away violently. Yea, he will wrap thee up closely.
17161200b7	He will surely wind thee round and round, tossing like a ball into a large country. There thou shall die, and there the chariots of thy glory shall be, thou shame of thy lord's house.
1716130059	And I will thrust thee from thine office, and thou shall be pulled down from thy station.
171614005e	And it shall come to pass in that day, that I will call my servant Eliakim the son of Hilkiah.
17161500cb	And I will clothe him with thy robe, and strengthen him with thy belt. And I will commit thy government into his hand, and he shall be a father to the inhabitants of Jerusalem, and to the house of Judah.
171616008f	And I will lay the key of the house of David upon his shoulder, and he shall open, and none shall shut, and he shall shut, and none shall open.
171617006d	And I will fasten him as a nail in a sure place, and he shall be for a throne of glory to his father's house.
1716180099	And they shall hang upon him all the glory of his father's house, the offspring and the issue, every small vessel, from the cups even to all the flagons.
17161900d0	In that day, says Jehovah of hosts, the nail that was fastened in a sure place shall give way, and it shall be hewn down, and fall. And the burden that was upon it shall be cut off, for Jehovah has spoken it.
17170100a0	The burden of Tyre. Howl, ye ships of Tarshish, for it is laid waste, so that there is no house, no entering in. It is revealed to them from the land of Kittim.
1717020071	Be still, ye inhabitants of the coast, thou whom the merchants of Sidon, who pass over the sea, have replenished.
1717030076	And on great waters the seed of the Shihor, the harvest of the Nile, was her revenue, and she was the mart of nations.
17170400b9	Be thou ashamed, O Sidon, for the sea has spoken, the stronghold of the sea, saying, I have not travailed, nor brought forth, neither have I nourished young men, nor brought up virgins.
1717050053	When the report comes to Egypt, they shall be greatly pained at the report of Tyre.
171706003c	Pass ye over to Tarshish. Wail, ye inhabitants of the coast.
1717070069	Is this your joyous city, whose antiquity is of ancient days, whose feet carried her afar off to sojourn?
1717080083	Who has purposed this against Tyre, the bestower of crowns, whose merchants are rulers, whose traders are the honored of the earth?
1717090079	Jehovah of hosts has purposed it, to stain the pride of all glory, to bring into contempt all the honorable of the earth.
17170a005a	Pass through thy land as the Nile, O daughter of Tarshish, there is no restraint any more.
17170b009a	He has stretched out his hand over the sea. He has shaken the kingdoms. Jehovah has given commandment concerning Canaan, to destroy the strongholds of it.
17170c0093	And he said, Thou shall no more rejoice, O thou oppressed virgin daughter of Sidon. Arise, pass over to Kittim, even there shall thou have no rest.
17170d00d1	Behold, the land of the Chaldeans. This people once was not. The Assyrian founded it for those who dwell in the wilderness. They set up their towers. They raised up the palaces of it. Then they made it a ruin.
17170e003e	Howl, ye ships of Tarshish, for your stronghold is laid waste.
17170f00c6	And it shall come to pass in that day, that Tyre shall be forgotten seventy years, according to the days of one king. After the end of seventy years it shall be to Tyre as in the song of the harlot:
1717100084	Take a harp, go about the city, thou harlot who has been forgotten. Make sweet melody, sing many songs, that thou may be remembered.
17171100c9	And it came to pass after the end of seventy years, that Jehovah examined Tyre, and she has repented of her gift, that she play the harlot with all the kingdoms of the world upon the face of the earth.
17171200d4	And her merchandise and her pay shall be holiness to Jehovah. It shall not be treasured nor laid up, for her merchandise shall be for those who dwell before Jehovah, to eat sufficiently, and for durable clothing.
171801007f	Behold, Jehovah makes the earth empty, and makes it waste, and turns it upside down, and scatters abroad the inhabitants of it.
171802011f	And it shall be, as with the people, so with the priest, as with the servant, so with his master, as with the maid, so with her mistress, as with the buyer, so with the seller, as with the creditor, so with the debtor, as with the taker of interest, so with the giver of interest to him.
171803005d	The earth shall be utterly emptied, and utterly laid waste, for Jehovah has spoken this word.
171804006d	The earth mourns and fades away. The world languishes and fades away. The lofty people of the earth languish.
1718050098	The earth also is polluted under the inhabitants of it, because they have transgressed the laws, violated the statutes, broken the everlasting covenant.
171806009c	Therefore the curse has devoured the earth, and those who dwell in it are found guilty. Therefore the inhabitants of the earth are burned, and few men left.
1718070048	The new wine mourns. The vine languishes. All the merry-hearted do sigh.
1718080060	The mirth of tambourine ceases. The noise of those who rejoice ends. The joy of the harp ceases.
171809005a	They shall not drink wine with a song. Strong drink shall be bitter to those who drink it.
17180a004f	The waste city is broken down. Every house is shut up, that no man may come in.
17180b0069	There is a crying in the streets because of the wine. All joy is darkened. The mirth of the land is gone.
17180c0049	Desolation is left in the city, and the gate is smitten with destruction.
17180d008d	For thus shall it be in the midst of the earth among the peoples, as the shaking of an olive tree, as the gleanings when the vintage is done.
17180e006a	These shall lift up their voice. They shall shout. For the majesty of Jehovah they cry aloud from the sea.
17180f006f	Therefore glorify ye Jehovah in the east, even the name of Jehovah, the God of Israel, in the isles of the sea.
17181000e0	From the outermost part of the earth we have heard songs. Glory to the righteous. But I said, I pine away, I pine away. Woe is me! The treacherous have dealt treacherously, yea, the treacherous have dealt very treacherously.
171811004b	Fear, and the pit, and the snare, are upon thee, O inhabitant of the earth.
17181200fb	And it shall come to pass, that he who flees from the noise of the fear shall fall into the pit, and he who comes up out of the midst of the pit shall be taken in the snare. For the windows on high are opened, and the foundations of the earth tremble.
1718130054	The earth is utterly broken. The earth is torn apart. The earth is shaken violently.
17181400b0	The earth shall stagger like a drunken man, and shall sway to and fro like a hammock. And the transgression of it shall be heavy upon it, and it shall fall, and not rise again.
171815008d	And it shall come to pass in that day, that Jehovah will punish the host of the high ones on high, and the kings of the earth upon the earth.
1718160098	And they shall be gathered together as prisoners are gathered in the pit, and shall be shut up in the prison. And after many days they shall be visited.
171817009d	Then the moon shall be confounded, and the sun ashamed, for Jehovah of hosts will reign in mount Zion and in Jerusalem. And glory shall be before his elders.
171901009c	O Jehovah, thou are my God. I will exalt thee. I will praise thy name. For thou have done wonderful things, even counsels of old, in faithfulness and truth.
171902007e	For thou have made of a city a heap, of a fortified city a ruin, a palace of strangers to be no city. It shall never be built.
171903005b	Therefore a strong people shall glorify thee, a city of oppressive nations shall fear thee.
17190400cc	For thou have been a stronghold to a poor man, a stronghold to a needy man in his distress, a refuge from the storm, a shade from the heat, when the blast of the oppressors is as a storm against the wall.
171905009d	As the heat in a dry place thou will bring down the noise of strangers, as the heat by the shade of a cloud, the song of the oppressors shall be brought low.
17190600b6	And in this mountain Jehovah of hosts will make to all peoples a feast of fat things, a feast of wines on the dregs, of fat things full of marrow, of wines on the dregs well refined.
1719070084	And he will destroy on this mountain the face of the covering that covers all peoples, and the veil that is spread over all nations.
17190800c6	He will swallow up death in victory, and the lord Jehovah will wipe away tears from off all faces. And he will take away the reproach of his people from off all the earth. For Jehovah has spoken it.
17190900ba	And it shall be said in that day, Lo, this is our God. We have waited for him, and he will save us. This is Jehovah. We have waited for him. We will be glad and rejoice in his salvation.
17190a009c	For the hand of Jehovah will rest on this mountain. And Moab shall be trodden down in his place, even as straw is trodden down in the water of the dunghill.
17190b00b0	And he shall spread forth his hands in the midst of it as he who swims spreads forth his hands to swim. But Jehovah will lay low his pride together with the craft of his hands.
17190c006e	And the high fortress of thy walls he has brought down, laid low, and brought to the ground, even to the dust.
171a010082	In that day this song shall be sung in the land of Judah: We have a strong city. He will appoint salvation for walls and bulwarks.
171a02004c	Open ye the gates, that the righteous nation which keeps faith may enter in.
171a03005d	Thou will keep him in perfect peace, whose mind is stayed on thee, because he trusts in thee.
171a040052	Trust ye in Jehovah forever, for in Jehovah, even Jehovah, is an everlasting rock.
171a050092	For he has brought down those who dwell on high. The lofty city, he lays it low. He lays it low even to the ground. He brings it even to the dust.
171a060054	The foot shall tread it down, even the feet of the poor, and the steps of the needy.
171a070056	The way of the just is uprightness. Thou who are upright directs the path of the just.
171a080083	Yea, in the way of thy judgments, O Jehovah, we have waited for thee, to thy name. Even to thy memorial, is the desire of our soul.
171a0900c3	With my soul I have desired thee in the night. Yea, with my spirit within me I will seek thee earnestly. For when thy judgments are in the earth, the inhabitants of the world learn righteousness.
171a0a00a8	Let favor be shown to a wicked man, yet he will not learn righteousness. In the land of uprightness he will deal wrongfully, and will not behold the majesty of Jehovah.
171a0b009f	Jehovah, thy hand is lifted up, yet they do not see. But they shall see thy zeal for the people, and be put to shame. Yea, fire shall devour thine adversaries.
171a0c0058	Jehovah, thou will ordain peace for us, for thou have also wrought all our works for us.
171a0d0079	O Jehovah our God, other lords besides thee have had dominion over us, but by thee only we will make mention of thy name.
171a0e00a1	Being dead, they shall not live. Being deceased, they shall not rise. Therefore thou have visited and destroyed them, and made all remembrance of them to perish.
171a0f008e	Thou have increased the nation, O Jehovah, thou have increased the nation. Thou are glorified. Thou have enlarged all the borders of the land.
171a100067	Jehovah, in trouble they have visited thee, they poured out a prayer when thy chastening was upon them.
171a11008e	As a woman with child, who draws near the time of her delivery, is in pain and cries out in her pangs, so we have been before thee, O Jehovah.
171a1200b5	We have been with child. We have been in pain. We have as it were brought forth wind. We have not wrought any deliverance in the earth, nor have the inhabitants of the world fallen.
171a1300a7	Thy dead shall live. My dead bodies shall arise. Awake and sing, ye who dwell in the dust, for thy dew is as the dew of herbs, and the earth shall cast forth the dead.
