2800000007	Matthew
2a04220099	saying, Let me alone; what is there to us and to thee, O Jesus the Nazarene? Hast thou come to destroy us? I know thee who thou art, the Holy One of God.
2a04230098	Jesus rebuked him, saying, Be silent and come out from him; and the demon having thrown him down in the midst came out from him, not having injured him.
2a042400bb	And fear came upon them all, and they were talking together to one another, saying, What word is this? because with authority and power He commands the unclean spirits, and they come out.
2a04250058	And the report concerning Him was going out into every place in the surrounding country,
2a042600a9	Having arisen up from the synagogue, He came into the house of Simon. And the mother-in-law of Simon was afflicted with a great fever; and they asked Him concerning her.
2a04270086	And He, standing over her, rebuked the fever; and dismissed it; and immediately, having stood up, she continued to minister unto them.
2a042800b4	And the sun having gone down, all so many as had people afflicted with various diseases continued to lead them to Him; and He having put His hands on each one of them, healed them.
2a042900c4	And the demons continued to go out from many, crying, and saying, Thou art the Christ, the Son of God. And rebuking them, He did not suffer them to speak, because they knew that He was the Christ.
2a042a00b7	And it being day, having come out, He departed into a desert place: and the multitudes continued to seek Him; and they came unto Him, and they constrained Him not to depart from them.
2a042b008f	And He said to them, That, it behooveth me to preach the gospel of the kingdom of God to many other cities: because unto this I have been sent.
2a042c0032	And He was preaching in the synagogues of Galilee.
2a05010083	And it came to pass, while the multitude is pressing on Him to hear the word of God, and He was standing by the lake of Gennesaret;
2a05020069	and He saw two ships standing by the lake: the fishermen, having gone from them, were washing their nets.
2a050300af	And having come into one of the ships, which belonged to Simon, He asked him to lead out a little from the land, and sitting down He was teaching the multitudes from the ship.
2a05040065	When He ceased speaking He said to Simon, Lead out into the deep, and spread your nets for a draught.
2a0505007c	And Simon responding said to Him, Master, having toiled all night, we caught nothing: but at thy word I will spread the net.
2a0506005a	And having done this, they caught a great multitude of fishes; and their net was breaking;
2a0507008a	and they beckoned to their comrades in another ship, having come to assist them, And they came, and filled both ships, so as to sink them.
2a05080072	And Simon Peter, seeing, fell down at the knees of Jesus, saying; Depart from me, Lord, because I am a sinful man,
2a05090063	For fear took hold of him, and all of those with him, at the draught of fishes which they received.
2a050a0096	And likewise James and John, the sons of Zebedee, who were companions to Simon. And Jesus said to Simon, Fear not; from now you shall be catching men.
2a050b0052	And drawing up their ships to the land, having left all things, they followed Him.
2a050c00e0	And it came to pass, while He was in one of the cities, and behold, there is a man full of leprosy: and seeing Jesus, having fallen on his face, he prayed to Him, saying, Lord, if you may will it, you are able to cleanse me.
2a050d007b	And reaching out His hand, He touched him, saying, I will; be thou cleansed. And immediately the leprosy departed from him.
2a050e00a2	And He commanded him to tell no one: but having gone away, show thyself to the priest, and offer for thy cleansing, as Moses commanded, for a testimony unto them.
2a050f007c	And the word concerning Him was going abroad: and many multitudes continued to come, and be healed of their diseases by Him.
2a0510002b	And He was out in the deserts, and praying.
2a051100d9	And He was in one of the cities, and was teaching; and there were many Pharisees and theologians, who had come from every village of Galilee and Judea and Jerusalem: and the power of the Lord was present to heal them.
2a05120079	And behold, men carrying a man on a couch, who was paralyzed; and were seeking to bring him in, and place him before Him.
2a051300c5	And not having found by what way they may bring him in on account of the crowd, going upon the house, they let him down through the tiles along with the bed in their midst in the presence of Jesus.
2a05140048	And seeing their faith, He said to him; Man, thy sins are forgiven thee.
2a05150086	And the scribes and Pharisees began to reason, Who is this one who speaketh blasphemies? Who is able to forgive sins, except God only?
2a05160047	And having responded He said to them, Why do you reason in your hearts?
2a0517005f	Which is the easier, to say, Thy sins are forgiven unto thee; or, to say. Arise and walk about?
2a051800b7	But in order that you may know that the Son of man has power on earth to forgive sins, (He said to the paralyzed), I say unto thee, Arise, and having taken thy bed, go into thy house.
2a05190084	And immediately having arisen before them, taking the bed on which he was lying down, he went away to his own house, glorifying God.
2a051a0094	And rapture seized them all, and they continued to glorify God; and they were filled with fear, saying, that, We have seen the paradoxical this day.
2a051b0079	And after these things He came out, and saw a publican, by name Levi, sitting at the toll, and He said to him, Follow me.
2a051c0037	And having left all things, rising up, he followed Him.
2a051d008e	And Levi made a great feast for Him in his own house: and there was a great multitude of publicans and others who were sitting along with Him.
2a051e0088	And their scribes and the Pharisees were murmuring to His disciples, saying, Wherefore do you eat and drink with publicans and, sinners?
2a051f006c	And Jesus responding said to them, They that are whole have not need of a physician, but they that are sick;
2a0520003c	I came not to call the righteous, but sinners to repentance.
2a0521009d	And they said to Him, Wherefore do the disciples of John fast, and make supplications; likewise also those of the Pharisees; but thy disciples eat and drink?
2a0522007a	And He said to them, Whether are you able to make the sons of the bridechamber to fast, while the bridegroom is with them?
2a05230072	But the days will come when the bridegroom must indeed be taken away from them, then will they fast in those days.
2a052400a4	He also spoke a parable to them; Let no one put a piece of new cloth on an old garment; lest the new shall tear it, and the piece from the new will not fit the old.
2a0525008f	And no one puts new wine into old bottles; lest the new wine shall break the bottles, and it shall be poured out, and the bottles shall perish:
2a0526004b	but the new wine is to be put into new bottles, and both will be preserved.
2a05270053	No one drinking the old immediately wishes the new; for he says, The old is better.
2a060100a9	And it came to pass on the second Sabbath, He was going through the cornfields; and His disciples were plucking the ears, and eating, shelling them out with their hands.
2a06020070	And certain ones of the Pharisees said to them, Why are you doing that which is not lawful to do on the Sabbath?
2a06030070	Jesus responded and said to them, Have ye not read what David did, when he was hungry, and those being with him?
2a060400a4	How he entered into the house of God, and how he took the shewbread, and ate it, and gave it to those with him; which is not lawful to eat, except the priests only?
2a06050040	And He said to them, The Son of man is Lord of the Sabbath also.
2a06060087	And it came to pass on another Sabbath, that He came into the synagogue and taught, and a man was there, whose right hand was withered.
2a06070088	And the scribes and Pharisees were watching Him, if He will heal him on the Sabbath, in order that they may find accusation against Him.
2a06080086	But He knew their thoughts, and said to the man having the withered hand, Rise up, and stand in the midst; and he having arisen stood.
2a0609007e	And Jesus said to them, I will ask you; What is lawful on the Sabbath; to do good, or to do evil? to save life, or to destroy?
2a060a0071	And looking around upon them all, He said to him, Reach forth thy hand. And he did so: and his hand was restored.
2a060b0061	And they were filled with rage; and they were talking one to another what they might do to Jesus.
2a060c0084	And it came to pass in those days, that He went out into the mountain to pray; and was there through the night in the prayer of God.
2a060d0075	And when it was day, He called His disciples to Him: and having chosen twelve from them, whom He also named apostles;
2a060e0060	Simon, whom He also named Peter, and Andrew his brother, James and John. Philip and Bartholomew,
2a060f004a	Matthew and Thomas, James the son of Alpheus, and Simon called the Zealot;
2a06100051	and Judas the brother of James, and Judas Iscariot, who also became His betrayer.
2a061100f7	And having come down with them, He stood upon a level place, and a great multitude of His disciples, and a great crowd of people from all Judea and Jerusalem, and Tyre and Sidon by the sea, who came to hear Him, and to be healed of their diseases;
2a06120044	and those troubled by unclean spirits; and they were getting healed.
2a06130067	And the whole multitude sought to touch Him: because power was going out from Him, and was healing all.
2a0614006c	And He lifting up His eyes to His disciples, said, Blessed are ye poor: because the kingdom of God is yours.
2a0615006f	Blessed are ye who hunger now: because ye shall be filled. Blessed are ye who weep now: because ye shall laugh.
2a0616008d	Blessed are ye, when the people may hate you, and when they may separate you, and cast out your name as evil, for the sake of the Son of man.
2a061700a4	Rejoice in that day, and leap for joy: for behold your reward in heaven is great: for according to these things were their fathers accustomed to do to the prophets.
2a0618003c	Moreover woe unto you rich! because you exhaust your reward.
2a06190078	Woe unto you who are full! because you shall hunger. Woe unto you who are now laughing because you shall weep and mourn.
2a061a0097	Woe unto you when all the people may speak well of you! because according to the same things their fathers were accustomed to do to the false prophets.
2a061b0065	But I say unto you that hear, Love your enemies with divine love, and do good to those that hate you,
2a061c0047	bless those who curse you, and pray for those who despitefully use you.
2a061d007f	To the one smiting thee on the cheek turn the other also; and from the one taking away thy cloak do not withhold even the coat.
2a061e0055	Give to every one asking thee, and turn not away from the one taking thy possessions,
2a061f004f	And as you wish that the people may do unto you, do ye unto them even likewise.
2a06200066	If you love those who love you, what grace is there to you? for even sinners love those who love them.
2a0621006c	And if you may do good to those doing good to you, what grace is there to you? for sinners also do the same.
2a062200a3	And if you may lend to those from whom you may hope to receive, what grace is there to you? for sinners lend to sinners, that they may receive back the equivalent.
2a062300c7	Moreover love your enemies, and do good, and lend, hoping nothing in return; and your reward shall be great, and you shall be the sons of the Highest: because He is good to the ungrateful and wicked.
2a0624003c	Therefore be ye merciful, as your Father is indeed merciful.
2a0625005c	And criticise not, and you can not be criticised. Condemn not, and you can not be condemned.
2a062600f1	Forgive, and you shall be forgiven: give, and it shall be given unto you; good measure, heaped up, and shaken down, and running over, they will give into your bosom. For with the same measure, which you measure, it will be measured unto you.
2a06270076	And He spoke a parable unto them, Whether is the blind able to lead the blind? will they not both fall into the ditch?
2a06280066	The disciple is not above his teacher; but every one having been made perfect shall be as his teacher.
2a06290078	But why do you see the mote which is in the eye of your brother, and do not recognize the beam which is in your own eye?
2a062a0136	Or how are you able to say to your brother; Brother, permit me, I will cast out the mote which is in thine eye, yourself not seeing the beam which is in your own eye? O hypocrite, first cast out the beam from your own eye, and then you will see clearly to cast out the mote which is in the eye of your brother.
2a062b0063	For there is no beautiful tree producing corrupt fruit, nor corrupt tree producing beautiful fruit.
2a062c0087	For every tree is known by its own fruit: for they do not gather figs from thorns, nor do they gather the grape-bunch from the bramble.
2a062d00df	The good man out of the good treasure of his heart brings forth the good; and the wicked man out of the wicked treasure of his heart brings forth that which is wicked: for out of the abundance of his heart his mouth speaks.
2a062e0045	But why do you call me Lord, Lord, and do not the things which I say?
2a062f0065	Every one coming to me, and hearing my words, and doing the same, I will show you to whom he is like.
2a063000e8	He is like unto a man building a house, who dug and went down deep, and laid the foundation upon the rock: and there being a flood, the river broke against that house, and it was not able to shake it; for it was founded on the rock.
2a063100cc	But the one hearing and not doing, is like unto a man building his house upon the ground without a foundation; against which the river broke, and it fell immediately, and great was the fall of that house.
2a07010052	When He completed all His words in the ears of the people, He came into Capernaum.
2a0702005e	And the servant of a certain centurion, being sick, was about to die, who was precious to him.
2a07030070	And hearing about Jesus, he sent elders of the Jews to Him, asking Him that having come He may save his servant.
2a07040076	And they, having come to Jesus, continued to entreat Him earnestly, saying, That he to whom He will do this is worthy:
2a0705003c	for he loves our race, and himself built for us a synagogue.
2a070600cd	And Jesus went along with them. And already He being not far from the house, the centurion sent friends to Him, saying to Him, Lord, be not troubled: for I am not worthy that you may come in under my roof:
2a0707006c	Therefore I did not count myself worthy to come to thee; but speak the word, and my servant shall be healed.
2a070800c0	For I am also a man placed under authority, having soldiers under me: and I say to this one, Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth it.
2a070900a1	And Jesus, having heard these words, was astonished at him, and turning to the multitude following said, I say unto you, I did not find so great faith in Israel.
2a070a004b	And those having been sent, returning to the house, found the servant well.
2a070b0089	And it came to pass consecutively, He departed into a city called Nain; and His many disciples and a great multitude went along with Him.
2a070c00c9	And when He drew nigh unto the gate of the city, behold, a dead man, an only born son to his mother, and she a widow, was indeed being carried out: and a great multitude of the city was along with her.
2a070d005a	And the Lord seeing her, was moved with compassion towards her, and said to her, Weep not.
2a070e007e	And having come forward He touched the bier: and the pall-bearers stood still: and He said, Young man, I say unto thee, Arise.
2a070f004b	And the dead man sat up, and began to talk, and Ile gave him to his mother.
2a07100093	And fear seized them all: and they continued to glorify God, saying that, A great prophet has arisen among us: and, God has looked upon His people.
2a0711004f	And that word about Him went out in all Judea, and all the country round about.
2a07120041	And His disciples proclaimed to John concerning all these things.
2a07130080	And John calling certain two of his disciples sent them to the Lord, saying, Art thou the one coming, or must we expect another?
2a07140083	And the men having come to Him, said; John the Baptist sent us to thee, saving; Art thou the one coming, or must we expect another?
2a07150088	And at that hour He healed many of their diseases and ailments and evil spirits; and He conferred on many blind people the power to see.
2a07160123	And Jesus responding said to them, Having gone, proclaim to John those things which you saw and heard; that the blind are seeing, the lame are walking about, the lepers are being cleansed, the deaf are hearing, the dead are being raised up, the poor are having the gospel preached unto them;
2a07170034	and happy is he whosoever may not be offended in me.
2a071800a9	And the messengers of John having gone away, He began to speak to the multitudes concerning John, What went ye out into the wilderness to see? a reed shaken by the wind?
2a07190098	But what went you out into the wilderness to see? a man clothed in soft raiment? Behold those who are in gaudy apparel and luxury, are in royal palaces.
2a071a005a	But what went you out to see? a prophet? Yea, and I say unto you even more than a prophet.
2a071b0082	This is he concerning whom it has been written, Behold, I send my messenger before thy face, who will prepare thy way before thee.
2a071c00a3	I say unto you, among those having been born of women no prophet is greater than John the Baptist; nevertheless the least in the kingdom of God is greater than he.
2a071d0064	And all the people hearing and the publicans justified God, being baptized with the baptism of John.
2a071e0073	But the Pharisees and theologians rejected the counsel of God, against themselves, not having been baptized by him.
2a071f0051	Then to whom shall I liken the men of this generation, and to whom are they like?
2a072000bc	They are like unto little children sitting in the market-place, and calling to one another, and saying, We piped unto you, and you did not dance; we mourned unto you, and you did not weep.
2a07210062	For John the Baptist has come neither eating bread nor drinking wine; and you say, He has a demon.
2a07220084	The Son of man has come eating and drinking, and you say, Behold, a gluttonous wine-drinking man, a friend of publicans and sinners.
2a0723002a	Truly wisdom is justified by her children.
2a07240094	And a certain one of the Pharisees, asked Him, that He would eat with him, and having come into the house of the Pharisee, He sat down to the table.
2a07250096	Behold, a woman who was a sinner, in the city, also having learned that He is dining in the house of the Pharisee, breaking an alabaster box of myrrh,
2a072600cf	and standing behind by His feet, weeping, began to moisten His feel with tears, and she wiped them with the hairs of her head, and she continued to copiously kiss His feet, and to anoint them with the myrrh.
2a072700b9	And the Pharisee, having invited Him, seeing, spoke within himself, saying, If He were a prophet, He would know who and what kind the woman is, who touches Him, because she is a sinner.
2a07280066	And Jesus responding said to him, Simon, I have something to say to thee. And he says, Speak, Teacher.
2a07290069	There were two debtors to a certain creditor: the one owed him five hundred denaria, and the other fifty.
2a072a0064	And they not being able to pay, he forgave them both. Then which one of them will love him the more?
2a072b0074	Simon responding said, I perceive, that he, to whom he forgave the more. And He said to him, You answered correctly.
2a072c00bf	And turning to the woman He said to Simon, Do you see this woman? I came into thy house, thou gavest me no water for my feet: but she washed my feet with tears, and wiped them with her hairs.
2a072d005e	Thou gavest me no kiss: she, from the time I came in, did not cease copiously kissing my feet.
2a072e004c	Thou didst not anoint my head with oil: but she anointed my feet with myrrh.
2a072f0088	Therefore I say unto thee, her sins, which are many, are forgiven; for she loved much: but he to whom little is forgiven, loveth little.
2a0730002a	And He said to her; Thy sins are forgiven.
2a07310063	And those sitting along with Him began to say among themselves, Who is this who even forgives sins?
2a07320041	And He said to the woman, Thy faith hath saved them; go in peace.
2a0801009a	And it came to pass consecutively, that He was going through city and village, proclaiming and preaching the gospel of God, and the twelve along with Him.
2a08020082	And certain women who had been healed of evil spirits and infirmities, Mary called Magdalene, from whom seven demons had gone out,
2a080300a4	and Joanna the wife of Chuzas the steward of Herod, and Susanna, and many other women, who were accustomed to minister unto Him from those things belonging to them.
2a08040061	A great multitude being with Him, and coming to Him throughout every city, He spoke in a parable:
2a08050092	A sower went out to sow his seed. And while he was sowing, some fell by the way, and was trodden under foot, and the birds of the air devoured it.
2a08060058	And other fell on the rock; and springing up, withered away, because it had no moisture.
2a08070056	And other fell in the midst of thorns, and the thorns growing together, choked it out.
2a0808009d	And other fell into good ground, and springing up, produced fruit, a hundredfold. Speaking these things, He cried out, Let the one having ears to hear, hear.
2a0809003f	And His disciples asked Him saying, What might this parable be?
2a080a00bb	And He said; To you it has been given to know the mysteries of the kingdom of God: but to the rest in parables; in order that seeing they may not see, and hearing they may not understand.
2a080b0035	And this is the parable: The seed is the word of God.
2a080c008e	And there are those who hear by the wayside; then the devil comes, and takes away the word from their heart, lest they believing may be saved.
2a080d00b5	And those on the stones are they who, when they may hear, receive the word with joy; and they have no root in them, who believe for a time, and in time of temptation they fall away.
2a080e00af	And that which falleth among thorns, there are those who hear, and going forward, by the cares and riches and pleasures are choked out, and bring forth no fruit to perfection.
2a080f0099	And that which is in the good ground, are those whosoever hearing the word in a beautiful and good heart, retain it, and bring forth fruit with patience.
2a081000a7	But no one having lighted a candle covers it with a vessel, or puts it under a bed; but he places it on a candlestick, in order that those coming in may see the light.
2a08110098	For there is nothing hidden which shall not be made manifest; neither is there any thing concealed, which may not be made known and come into the light.
2a081200a9	Therefore see how you hear: for whosoever may have, it shall be given unto him; and whosoever may not have, it shall be taken from him, even that which he seems to have.
2a08130064	And His mother and His brothers came to Him, and were not able to reach Him on account of the crowd.
2a08140054	And it was told Him, Thy mother and thy brothers stand without, wishing to see thee.
2a0815006d	And He responding said to them, My mother and my brothers are the ones hearing the word of God, and doing it.
2a081600a4	And it came to pass on one of the days, He and His disciples went into a ship. And He said to them, Let us go to the other side of the lake. And they were embarked.
2a08170078	And they sailing, He was asleep: and a storm of wind came down into the lake; and they were being filled, and imperiled.
2a081800b6	And they having come to Him, awakened Him, saying, Master, Master, we perish. And He having arisen, rebuked the wind and the wave of the water: and they ceased, and there was a calm.
2a081900b9	And He said to them, Where is your faith? And they being afraid were astonished, saying to one another, Who then is this, because He commands the winds and the water, and they obey Him?
2a081a0052	And they sailed into the country of the Gergesenes, which is over against Galilee.
2a081b00ab	And a certain man from the city, who a long time had demons, and did not wear clothing, and did not remain in the house, but in the tombs; met Him having come to the land.
2a081c00af	And seeing Jesus, and crying out, he worshiped Him, and said with a loud voice; What is there to me and to thee, O Jesus, Son of the Most High God? I pray thee torment me not.
2a081d00e9	For He commanded the unclean spirit to come out from the man; for since a long time he had possessed him, and he was frequently bound, secured with chains and fetters, and smashing his bonds, was driven by the demons into the desert.
2a081e0067	And Jesus asked him saying, What is thy name? And he said Legion; because many demons entered into him.
2a081f0059	And he continued to intreat Him that He should not command them to depart into the abyss.
2a082000a0	And there was a herd of many swine feeding in the mountain: and they continued to intreat Him that He should permit them to go into them. And He permitted them.
2a08210088	And the demons having come out from the man, came into the swine: and the herd rushed down a precipice into the sea, and were strangled.
2a08220065	And the herders seeing that which took place, fled, and proclaimed it in the city and in the country.
2a082300c3	And they came out to see that which had happened; and came to Jesus, and found the man, out of whom the demons had gone, clothed and in his right mind, at the feet of Jesus: and they were afraid.
2a08240042	And those seeing reported to them how the demonized man was saved.
2a082500b9	And all the multitudes of the surrounding country of the Gergesenes, asked Him to depart from them; because they were seized with great fear. And He having come Into the ship, returned.
2a08260063	And the man out of whom the demons had gone prayed to be with Him. And Jesus sent him away, saying,
2a082700a5	Return to thy own house, and relate, how many things God has done unto thee. And he departed throughout the whole city, preaching how many things Jesus did unto him.
2a08280067	And it came to pass when Jesus returned, the multitude received Him; for they were all looking for Him.
2a082900a5	Behold, a man to whom was the name Jairus, and he was a ruler of the synagogue: and falling at the feet of Jesus, he continued to intreat Him to come into his house;
2a082a0084	for there was an only daughter to him, of twelve years, and she was dying. And while He was going the multitudes were thronging Him.
2a082b0092	And a woman being in an issue of blood twelve years, who having expended all her living with physicians, was not able to be healed by any of them,
2a082c006d	and having come to Him behind, she touched the hem of His garment: and immediately the issue of blood ceased.
2a082d00cd	And Jesus said, Who is the one having touched me? And all denying, Peter and the disciples with Him said, The multitudes crowd thee and press upon thee, and dost thou say, Who is the one having touched me?
2a082e004b	And Jesus said, Some one touched me: for I know the power went out from me.
2a082f00d9	And the woman seeing that she was not concealed, came trembling, and falling down before Him, proclaimed on account of what cause she touched Him, in the presence of all the people, and how she was healed immediately.
2a08300057	And He said to her, Be of good cheer, daughter; thy faith hath saved thee; go in peace.
2a0831009a	And He yet speaking, a certain one comes from the house of the chief ruler of the synagogue, saying to him, Thy daughter is dead; trouble not the Teacher:
2a0832005c	and Jesus hearing, responded to him, saying, Fear not: only believe, and she shall be saved.
2a08330083	And having come to the house, He did not suffer any to enter except Peter, John, and James, and the father and mother of the child.
2a08340066	And they were all weeping, and wailing over her: and He said, Weep not; she is not dead, but sleepeth.
2a08350032	And they hooted at Him, knowing that she was dead.
2a0836004f	And having put all out, taking her by the hand, He spoke, saying, Child, arise.
2a08370075	And her spirit returned, and she stood up immediately. And He commanded that something should be given to her to eat.
2a08380060	And her parents were delighted: and He commanded them to tell no one that which had taken place.
2a09010062	And calling the twelve, He gave to them power and authority over all demons, and to heal diseases.
2a09020043	And He sent them to preach the kingdom of God and to heal the sick.
2a0903007b	And He said to them, Take nothing for the journey, neither staff, nor valise, nor bread, nor silver; nor to have two coats.
2a0904004c	And into whatsoever house you may eaten there abide, and go out from thence.
2a0905007b	And so many as may not receive you, going out from that city, knock off the dust of your feet for a testimony against them.
2a09060067	And going out, they continued to go through the villages, everywhere preaching the gospel, and healing.
2a09070094	And Herod the tetrarch heard all things which were wrought by Him; and was at a loss, because it was said by some, that John is risen from the dead;
2a0908005b	and by some that Elijah has appeared; and by others that one of the old prophets is arisen.
2a09090075	And Herod said, I beheaded John: but who is this, concerning whom I hear these things? And he was seeking to see Him.
2a090a00b1	And the apostles having returned, expounded unto Him how many things they did. And taking them He departed privately into a desert place, belonging to the city called Bethsaida.
2a090b009e	And the multitudes having found out, followed Him And receiving them, He spoke to them concerning the kingdom of God, and healed those having need of healing.
2a090c00e7	And the day began to decline; and the twelve coming to Him, said, Send away the multitude, in order that having gone into the surrounding villages and countries, they may lodge, and find food: because we are here in a desert place.
2a090d00b4	And He said to them, You give them to eat. And they said, There is not to us more than five loaves and two fishes; if not having gone we must purchase victuals for all this people.
2a090e0071	For the men were about five thousand. And He said to His disciples, Have them sit down in companies, about fifty.
2a090f0029	And they did thus, and made all sit down.
2a09100097	And taking the five loaves and two fishes, looking up to heaven, He blessed them; and He broke, and gave to the disciples to dispense to the multitude.
2a09110072	And they all ate and were filled: and that which remained to them of the fragments, were taken up, twelve baskets.
2a09120088	It came to pass, while He was praying alone, His disciples came to Him. And He asked them, saying, Whom do the multitudes say that I am?
2a0913006e	They responding said, John the Baptist; and others, Elijah; and others, that one of the old prophets is risen.
2a09140061	And He said to them, But whom do you say that I am? And Peter responding said, The Christ of God.
2a09150040	And having charged them, He commanded them to tell it to no one.
2a091600aa	Saying, That it behooved the Son of man to suffer many things, and to be rejected by the elders and chief priests and scribes and to be killed, and to rise the third day.
2a0917007a	And He spoke to all, If any one wishes to come after me, let him deny himself, and take up his cross daily, and follow me.
2a09180075	For whosoever may wish to save his soul shall lose it; and whosoever may lose his soul for my sake, he shall save it.
2a09190056	For what is a man profited, gaining the whole world, and losing or forfeiting himself?
2a091a00ab	For whosoever may be ashamed of me and my words, the Son of man will be ashamed of him, when He may come in His glory, and that of the Father, and that of the holy angels.
2a091b0083	And truly I say unto you, There are some of those standing here, who may not taste of death, until they may see the kingdom of God.
2a091c0088	And it came to pass after these discourses, about eight days, and taking Peter and John and James, He went up into the mountain to pray.
2a091d0077	And it came to pass while He was praying, the appearance of His countenance was changed, and His raiment shining white.
2a091e0044	And behold two men were talking with Him, who were Moses and Elijah:
2a091f0062	who being seen in glory, was speaking of His departure which He was about to perfect in Jerusalem.
2a092000ab	And Peter and those who were along with Him, were burdened with sleep. And having watched through the night, they saw His glory and the two men who were standing with him.
2a092100d9	It came to pass when they departed from Him, Peter said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elijah: not knowing what he says.
2a09220087	And he speaking these things there was a cloud, and it overshadowed them; and they were afraid while they were entering into the cloud.
2a09230086	And there was a voice from the cloud, saying, This is my beloved Son: hear ye Him. And while the voice is heard, Jesus is found alone.
2a09240064	And they were silent, and they told no one during those days any of those things which they had seen
2a09250068	And it came to pass, on the following day, they having come down from the mountain, a multitude met Him.
2a09260081	And behold, a man from the multitude cried out, saying, Teacher, I pray thee look upon my son, because he is to me an only child:
2a0927008c	and behold, the spirit seizes him, and he suddenly cries out; and he convulses him with foam, and scarcely departs from him, contorting him.
2a09280054	And I besought thy disciples, that they should cast him out; and they were not able.
2a0929008a	And Jesus responding said, O ye faithless and perverse generation, how long shall I be with you, and bear with you? Bring your son hither.
2a092a0096	And he yet coming, the demon dashed him down and convulsed him. And Jesus rebuked the unclean spirit and healed the child, and gave him to his father.
2a092b0080	And all were astonished at the majesty of God. And all being astonished at all things which Jesus did, He said to His disciples,
2a092c0065	You place these words in your ears: for the Son of man is about to be betrayed into the hands of men.
2a092d00a6	And they did not understand this word, and it was hidden from them, in order that they should not understand it: and they were afraid to ask Him concerning this word.
2a092e004f	And a dispute came in among them, as to which one of them might be the greater.
2a092f005c	And Jesus seeing the dispute of their heart, taking a little child, He placed it by Himself,
2a093000c5	and said to them, Whosoever may receive this little child in my name receives me; and whosoever may receive me receives him that sent me. For he who is least among you all, the same shall be great.
2a09310088	And John responding said, Master, we saw one casting out the demons in thy name; and we forbade him, because he does not follow with us.
2a09320056	And Jesus said to him, Forbid him not; for whosoever is not against us is on our side.
2a09330074	And it came to pass while the days of His taking up were being fulfilled, and He turned His face to go to Jerusalem,
2a09340083	and He sent messengers before His face. And they going forward, entered into a city of the Samaritans, in order to prepare for Him;
2a0935004a	and they did not receive Him, because His face was going toward Jerusalem.
2a09360083	And the disciples James and John, seeing, said, Lord, do you wish that we may command fire to descend from heaven and consume them?
2a0937001d	And He turning, rebuked them.
2a09380023	And they went into another village.
2a0939006a	And they going on the way, a certain one said to Him, Lord, I will follow thee wheresoever thou mayest go.
2a093a008d	And Jesus said to him, The foxes have holes, and the birds of heaven nests; but the Son of man has not a place where He may recline His head.
2a093b006e	And He said to another, Follow thou me. And he said, Lord, permit me first having gone away to bury my father.
2a093c006b	And Jesus said to him, Let the dead bury their dead; but thou having gone away proclaim the kingdom of God.
2a093d006c	And another said to Him, Lord, I will follow thee; but first permit me to bid adieu to those at my own home.
2a093e006e	And Jesus said to him, No one putting his hand to the plow, and looking back, is worthy of the kingdom of God.
2a0a01009b	After these things the Lord chose seventy others also, and sent them out two by two before His face, into every place and city, where He was about to come.
2a0a0200a9	And He said to them, The harvest is indeed great, but the laborers are few: therefore pray you the Lord of the harvest, that He may send forth laborers into His harvest.
2a0a03003d	Go: behold, I send you forth as lambs in the midst of wolves.
2a0a040046	Take neither purse, nor valise, nor sandals: salute no one by the way.
2a0a050049	Into whatsoever house you may enter, first say, Peace be unto this house.
2a0a06006a	And if the son of peace may be there, your peace shall rest upon it: but if not, it shall return unto you.
2a0a070091	Abide in the same house, eating and drinking those things which are with them: for the laborer is worthy of his hire. Go not from house to house.
2a0a080066	Into whatsoever city you may enter and they may receive you, eat those things which are placed by you:
2a0a09005c	and heal the sick who are in it, and say to them, The kingdom of God has come nigh unto you.
2a0a0a0078	And into whatsoever city you may enter, and they may not receive you, having come out into the streets of the same, say,
2a0a0b0087	Even the dust from your city, that cleaveth to our feet, do we wipe off against you: but know this, that the kingdom of God is at hand.
2a0a0c005c	For I say unto you, that it will be more tolerable in that day for Sodom than for that city.
2a0a0d00c8	Woe unto thee, Chorazin! woe unto thee, Bethsaida! for if the mighty works which were wrought in you had been in Tyre and Sidon, they would have repented long ago, sitting down in sackcloth and ashes.
2a0a0e0054	Moreover it shall be more tolerable for Tyre and Sidon in the judgment than for you.
2a0a0f0059	And thou, Capernaum, art thou not exalted up to heaven? thou shalt be cast down to Hades.
2a0a100078	He that heareth you heareth me; he that rejecteth you rejecteth me; and he that rejecteth me rejecteth Him that sent me.
2a0a110064	And the seventy returned with joy, saying, Lord, even the demons are subordinated to us in thy name.
2a0a12004c	And He said to them, I saw Satan having fallen as the lightning from heaven.
2a0a130088	Behold I have given you authority to tread upon serpents and scorpions, and over all the power of the enemy; and nothing shall hurt you.
2a0a14007f	Moreover do not rejoice in this, that the spirits are subject unto you; but rejoice that your names are written in the heavens.
2a0a15010a	At the same hour He rejoiced in the Holy Spirit, and said, I praise thee, O Father, Lord of the heaven and the earth, because thou hast hidden these things from the wise and prudent, and revealed them to babes: yea, Father, because it was thus pleasing in thy sight.
2a0a1600e0	And turning to His disciples, He said, All things have been delivered to me by my Father: and no one knoweth who the Son is, except the Father; and who the Father is, except the Son, and he to whom He may wish to reveal Him.
2a0a170068	And turning to His disciples, privately He said, Happy are your eyes, seeing those things which you see.
