2800000007	Matthew
2819090094	The wise answered and said: We must refuse, lest there should not be enough for us and for you: but go ye to them that sell, and buy for yourselves.
28190a008f	And while they went to buy, the bridegroom came; and they that were ready, went with him into the house of the nuptials, and the door was shut.
28190b0054	And at length came also the other virgins, and said: Our lord, our lord, open to us.
28190c0047	But he answered, and said to them: Verily I say to you, I know you not.
28190d003a	Watch, therefore, seeing ye know not the day nor the hour.
28190e005a	For, as a man that took a journey, called his servants and delivered to them his property;
28190f0082	to one he gave five talents; to another, two; and to another, one: to each, according to his ability: and he immediately departed.
2819100054	Then he that received five talents, went and traded with them, and gained five more.
2819110041	And likewise: the one of two talents, by trading gained two more.
2819120051	But he that received one, went and digged in the earth, and hid his lord's money.
2819130057	And after a long time, the lord of those servants came, and received account from them.
28191400ab	And he who had received the five talents, came and brought five others; and said, My lord, thou gavest me five talents; behold, I have gained by trading five more to them.
28191500a2	His lord said to him: Well done! good and faithful servant: thou hast been faithful with a little; I will set thee over much: enter thou into the joy of thy lord.
2819160081	And he of the two talents came, and said: My lord, thou gavest me two talents; behold, I have by trading gained two more to them.
28191700a2	His lord said to him: Well done! good and faithful servant: thou hast been faithful with a little; I will set thee over much: enter thou into the Joy of thy lord.
28191800b8	And he also that received the one talent, came and said: My lord, I knew thee, that thou art a hard man, reaping where thou hast not sowed, and gathering where thou hast not scattered;
281919005e	and I was afraid, and I went and hid thy talent in the earth. Behold, thou hast what is thine.
28191a009c	His lord answered, and said to him: Wicked and slothful servant! Thou knewest me, that I reap where I have not sowed, and gather where I have not scattered!
28191b0078	Thou oughtest to have cast my money into the exchange; and I might have come and demanded my property with its interest.
28191c004d	Take therefore the talent from him, and give it to him that hath ten talents.
28191d0081	For, to him that hath, shall be given, and he shall have more; but from him that hath not, even what he hath shall be taken away.
28191e006a	And cast ye the unprofitable servant into the outer darkness: there will be weeping and gnashing of teeth.
28191f0081	And when the Son of man shall come in his glory, and all his holy angels with him, then will he sit upon the throne of his glory.
2819200089	And before him will be gathered all nations; and he will separate them one from another, as a shepherd severeth the sheep from the goats.
2819210049	And he will place the sheep on his right hand, and the goats on his left.
28192200a1	Then will the king say to those on his right hand: Come, ye blessed of my Father; inherit the kingdom that was prepared for you from the foundation of the world.
2819230072	For I was hungry, and ye gave me food; I was thirsty, and ye gave me drink; I was a stranger, and ye took me home;
2819240062	I was naked, and ye clothed me; I was sick, and ye visited me; I was in prison, and ye came to me.
2819250075	Then will the righteous say to him: Our Lord, when saw we thee hungry, and fed thee? or thirsty, and gave thee drink?
2819260050	And when saw we thee a stranger, and took thee home? or naked, and clothed thee?
281927003a	And when saw we thee sick, or in prison, and came to thee?
281928008f	And the king will answer, and say to them: Verily I Say to you, That inasmuch as ye did so to one of these my little brothers, ye did so to me.
2819290096	Then will he say also to them on his left hand: Go from me, ye accursed, into everlasting fire, which was prepared for the Calumniator and his angels,
28192a0055	For I was hungry, and ye gave me no food; and I was thirsty, and ye gave me no drink;
28192b008d	and I was a stranger, and ye took me not home; and I was naked, and ye clothed me not; and I was sick and in prison, and ye did not visit me.
28192c00a0	Then will they also answer and say: Our Lord, when saw we thee hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and did not minister to thee?
28192d008d	Then will he answer, and say to them: Verily I say to you, That in as much as ye did not so to one of these little ones, ye did not so to me.
28192e0054	And these will go into everlasting torment, and the righteous into everlasting life.
281a010062	And it came to pass, when Jesus had concluded all these discourses, that he said to his disciples:
281a02005c	Ye know that after two days is the Passover; and the Son of man is betrayed to be crucified.
281a030087	Then assembled the chief priests and the Scribes and the Elders of the people, at the hall of the high priest, who was called Caiaphas.
281a040057	And they held a counsel against Jesus, that they might take him by guile, and kill him.
281a05004f	But they said: Not on the festival, lest there be a commotion among the people.
281a06003f	And when Jesus was at Bethany, in the house of Simon the leper,
281a070087	there came to him a woman having a vase of aromatic ointment very precious, and she poured it on the head of Jesus as he was reclining.
281a080050	And when his disciples saw it they were displeased, and said: Why is this waste?
281a090051	For this ointment might have been sold for much, and have been given to the poor.
281a0a007c	But Jesus knew their dissatisfaction, and said to them: Why trouble ye the woman? She hath performed a good deed towards me.
281a0b0048	For the poor ye have at all times with you; but I am not with you always
281a0c005a	And this her act, pouring the ointment on my body, she hath done as it were for my burial.
281a0d009b	Verily I say to you, That wherever this my gospel shall be proclaimed, in all the world, this thing that she hath done shall be told for a memorial of her.
281a0e0048	Then one of the twelve, named Judas Iscariot, went to the chief priests,
281a0f0074	and said to them: What will ye give me, if I will deliver him to you? And they promised him thirty pieces of silver.
281a100037	And from that time he sought opportunity to betray him.
281a110095	And on the first day of unleavened bread, the disciples came to Jesus, and said to him: Where wilt thou that we prepare for thee to eat the Passover?
281a1200a2	And he said to them: Go ye into the city, to such a man, and say to him: Our Rabbi saith, My time approaches: with thee will I keep the Passover with my disciples
281a13004a	And his disciples did as Jesus directed them, and made ready the Passover.
281a14003f	And when it was evening, he reclined with his twelve disciples.
281a150056	And as they were eating, he said: Verily I say to you, That one of you will betray me.
281a16005a	And it troubled them much. And they began each one of them to say to him; My Lord is it I?
281a17005b	And he answered and said: One that dippeth his hand with me in the dish, he will betray me.
281a1800ac	And the Son of man goeth, as it is written of him: but woe to that man, by whom the Son of man is betrayed. It would have been better for that man, if he had not been born.
281a190058	Judas the betrayer answered and said: Rabbi, is it I? Jesus said to him: Thou hast said.
281a1a0083	And as they were eating, Jesus took bread, and blessed, and brake; and gave to his disciples, and said: Take, eat; this is my body.
281a1b0064	And he took the cup, and offered thanks and gave it to them, saying: Take, drink of this all of you.
281a1c0063	This is my blood of the new testament, which, in behalf of many, is shed for the remission of sins.
281a1d009b	But I say to you, that I will henceforth not drink of this product of the vine, until the day in which I shall drink it with you new in the kingdom of God.
281a1e003d	And they sang praises, and went forth to the mount of Olives.
281a1f009e	Then said Jesus to them: Ye will all be offended in me this night; for it is written, I will smite the shepherd, and the sheep of his flock will be dispersed.
281a200039	But after I am arisen, I will go before you into Galilee.
281a21006d	Cephas replied, and said to him: Though all men should be offended in thee, I will never be offended in thee.
281a220069	Jesus said to him: Verily I say to thee, That this night, before the cock crow, thou wilt thrice deny me.
281a23006a	Cephas said to him: If I were to die with thee, I would not deny thee: and so also said all the disciples.
281a240077	Then came Jesus with them to a place called Gethsemane: and he said to his disciples, Sit ye here, while I go and pray.
281a250057	And he took Cephas and the two sons of Zebedee, and began to be dejected and sorrowful.
281a260067	And he said to them: There is anguish in my soul, even unto death. Wait for me here; and watch with me.
281a27009a	And retiring a little, he fell on his face, and prayed, and said: My Father, if it can be so, let this cup pass from me. Yet not as I choose, but as thou.
281a280074	And he came to his disciples, and found them asleep: and he said to Cephas: So! could ye not watch with me one hour?
281a29005e	Wake ye, and pray, lest ye fall into temptation. The mind is prepared, but the body is infirm.
281a2a008d	Again he went away the second time, and prayed, and said: My Father, if it cannot be that this cup pass, except I drink it, thy will be done.
281a2b0045	And he came again and found them sleeping, for their eyes were heavy.
281a2c0057	And he left them, and went again and prayed the third time, and used the same language.
281a2d00a1	Then he came to his disciples, and said to them: Sleep on now, and take rest. Behold, the hour is come: and the Son of man is betrayed into the hands of sinners.
281a2e0039	Arise, let us go. Behold, he that betrayeth me hath come.
281a2f00ca	And while he was yet speaking, lo, Judas the betrayer, one of the twelve, arrived; and a great multitude with him, with swords and clubs, from the presence of the chief priests and elders of the people.
281a300060	And Judas the betrayer had given them a sign, saying: He it is, whom I shall kiss: him seize ye.
281a310049	And forthwith he approached Jesus, and said: Hail, Rabbi; and kissed him.
281a320080	And Jesus said to him: My friend, is it for this thou hast come? Then they came up, and laid their hands on Jesus, and took him.
281a330085	And lo, one of them with Jesus stretched out his hand, and drew a sword, and smote a servant of the high priest, and cut off his ear.
281a34006a	Then Jesus said to him: Return the sword to its place; for all they that take swords, shall die by swords.
281a350067	Supposest thou that I cannot ask of my Father, and he now assign me more than twelve legions of angels?
281a360045	But how then would the scriptures be fulfilled, that thus it must be?
281a3700c4	At that time Jesus said to the multitude: Have ye come out, as against a cut-throat, with swords and clubs, to take me? I daily sat with you, and taught in the temple, and ye did not apprehend me.
281a380075	And this occurred, that the writings of the prophets might be fulfilled. Then the disciples all forsook him and fled.
281a390074	And they who apprehended Jesus carried him to Caiaphas the high priest, where the Scribes and Elders were assembled.
281a3a009b	And Simon Cephas followed after him at a distance, unto the high priest's hall, and entered, and sat with the servants within, that he might see the issue.
281a3b0081	And the chief priests and the Elders and the whole assembly sought for witnesses against Jesus, that they might put him to death;
281a3c0051	and found them not. And many false witnesses came; and at last, two came forward,
281a3d0057	and said: This man said, I can destroy the temple of God, and in three days rebuild it.
281a3e0069	And the high priest rose up and said to him: Respondest thou nothing? What do these testify against thee?
281a3f00a5	And Jesus was silent. And the high priest answered, and said to him: I adjure thee by the living God, that thou tell us whether thou art the Messiah, the Son of God.
281a4000a7	Jesus saith to him: Thou hast said. And I say to you, That hereafter ye will see the Son of man sitting on the right hand of power, and coming on the clouds of heaven.
281a4100a1	Then the high priest rent his clothes, and said: Behold, he hath blasphemed! Why therefore should we seek for witnesses? Behold, ye have now heard his blasphemy.
281a420045	What is your pleasure? They answered and said: He is liable to death.
281a430043	Then they spit in his face, and buffeted him, and others smote him,
281a440044	and said to him: Prophesy to us, thou Messiah, who is it smote thee?
281a450087	And Cephas was sitting without in the hall, and a certain maid approached him, and said to him: Thou also wast with Jesus the Nazarean.
281a460048	But he denied it before them all, and said: I know not what thou sayest.
281a47007b	And as he went out into the porch, another maid saw him, and said to them: This man was also there with Jesus the Nazarean.
281a480035	And again he denied, with oaths: I know not that man.
281a49008e	And a little after, those standing there came up and said to Cephas: Certainly, thou too art one of them; and thy speech maketh thee manifest.
281a4a005d	Then he began to imprecate and to swear, I know not that man. And in that hour the cock crew.
281a4b009c	And Cephas remembered the declaration of Jesus, who said to him: Before the cock croweth, thou wilt three times deny me. And he went out, and wept bitterly.
281b010086	And when it was morning, the chief priests and the elders of the people held a council against Jesus, how they might put him to death.
281b020052	And they bound him, and carried him and delivered him up to Pilate, the president.
281b03009e	Then Judas the betrayer, when he saw that Jesus was condemned, repented. And he went and returned the thirty pieces of silver to the chief priests and elders;
281b04006b	and said: I have sinned, by betraying innocent blood. And they said: What is that to us? See to it thyself.
281b050053	And he cast down the silver in the temple, and retiring, went and strangled himself
281b060083	And the chief priests took up the silver, and said: It is not lawful to put it into the treasury, because it is the price of blood.
281b07005c	And they took counsel, and bought with it the potter's field, for a place to bury strangers.
281b080041	Wherefore that field is called the field of blood, unto this day.
281b0900b9	Then was fulfilled that which was spoken by the prophet, saying: I took the thirty shekels of silver, the price of the precious one, which they of the children of Israel had stipulated;
281b0a0040	and I gave them for the potter's field, as the Lord directed me.
281b0b0098	And Jesus stood before the president. And the resident asked him, and said to him: Art thou the king of the Jews? And Jesus said to him: Thou hast said.
281b0c0044	And when the chief priests and elders accused him, he made no reply.
281b0d004d	Then Pilate said to him: Hearest thou not how much they testify against thee?
281b0e0054	But he gave him no answer, not even one word: and therefore Pilate wondered greatly.
281b0f0071	And at each festival, the president was accustomed to release to the people one prisoner, such as they preferred.
281b10003d	And they had then in bonds a noted prisoner, called Bar Abas.
281b110081	And when they were assembled, Pilate said to them: Whom will ye, that I release to you, Bar Abas, or Jesus who is called Messiah?
281b120042	For Pilate knew that it was from enmity they had delivered him up.
281b1300bc	And as the president was sitting on his tribunal, his wife sent to him, and said: Have thou nothing to do with that just man; for I have suffered much this I day in a dream because of him.
281b140071	But the chief priests and the elders persuaded the multitude that they should demand Bar Abas, and destroy Jesus.
281b150078	And the president answered, and said to them: Which of the two, will ye, that I release to you? And they said: Bar Abas.
281b160070	Pilate said to them: And what shall I do to Jesus who is called Messiah? They all replied: Let him be crucified.
281b17007d	The president said to them: But what hath he done, that is evil? And they cried out the more, and said: Let him be crucified.
281b1800db	And Pilate, when he saw that it availed nothing, but rather that tumult was produced, took water, and washed his hands before the eyes of the multitude, and said: I am pure from the blood of this just man: see ye to it.
281b19004e	And all the people answered, and said His blood be on us, and on our children!
281b1a0063	Then released he to them Bar Abas; and scourged Jesus with whips and delivered him to be crucified.
281b1b0070	Then the soldiers of the president took Jesus into the Praetorium, and assembled the whole regiment against him.
281b1c003f	And they stripped him, and put on him a scarlet military cloak.
281b1d00b2	And they wove a crown of thorns, and set it on his head, and put a reed in his hand, and they bowed their knees before him, and mocked him, and said: Hail, thou king of the Jews.
281b1e0048	And they spit in his face, and took the reed, and smote him on his head.
281b1f0083	And when they had mocked him, they divested him of the cloak, and clothed him in his own garments, and led him out to be crucified.
281b20006c	And as they went out, they found a man of Cyrene whose name was Simon; him they compelled to bear his cross.
281b210050	And they came to a place which is called Golgotha, which is interpreted a skull.
281b22005a	And they gave him to drink vinegar mixed with gall. And he tasted it, and would not drink.
281b230046	And when they had crucified him, they distributed his garments by lot.
281b240028	And they sat down, and watched him there
281b25006a	And they placed over his head the cause of his death, in the writing: THIS IS JESUS, THE KING OF THE JEWS.
281b260064	And there were crucified with him two robbers, the one on his right hand, and the other on his left.
281b27003a	And they that passed by reviled him, and shook their heads
281b28008e	and said: Destroyer of the temple, and builder of it in three days, deliver thyself; if thou art the Son of God, and come down from the cross.
281b29004c	So also the chief priests mocked, with the Scribes and Elders and Pharisees,
281b2a00a3	and said: He gave life to others, his own life he cannot preserve. If he is the king of Israel, let him now descend from the cross, and we will believe in him. †
281b2b0068	He trusted in God; let him rescue him now, if he hath pleasure in him: for he said, I am the Son of God.
281b2c0050	In like manner the marauders also, that were crucified with him, reproached him.
281b2d0053	And from the sixth hour there was darkness over all the land, until the ninth hour.
281b2e006a	And about the ninth hour, Jesus cried with a loud voice and said: O God, O God; why hast thou forsaken me?
281b2f0053	And some of them that stood there, when they heard it, said: He calleth for Elijah.
281b30007c	And immediately one of them ran, and took a sponge, and filled it with vinegar, and put it on a reed, and gave him to drink.
281b310049	But the rest said: Desist; we will see if Elijah will come to rescue him.
281b320044	Then Jesus cried again with a loud voice, and yielded up his spirit.
281b33008c	And instantly, the curtain of the door of the temple was torn asunder, from the top to the bottom; and the earth shook; and the rocks rived;
281b340043	and graves were opened; and many bodies of saints who slept, arose,
281b35005e	and came forth; and, after his resurrection, entered into the holy city, and appeared to many.
281b3600b4	And the centurion, and they that were with him guarding Jesus, when they saw the earthquake and the things that occurred, feared greatly, and said: Verily, this was the Son of God.
281b37007f	And many women were there, looking on from a distance; the same who had followed Jesus from Galilee, and had ministered to him.
281b38006f	One of them was Mary of Magdala, also Mary the mother of James and Joses, and the mother of Zebedee's children.
281b390074	And when it was evening, there came a rich man of Ramath, whose name was a Joseph, who was also a disciple of Jesus.
281b3a0064	This man went to Pilate, and begged the body of Jesus. And Pilate directed the body to be given him.
281b3b004b	And Joseph took the body, and wrapped it in a winding-sheet of clean linen;
281b3c008c	and laid it in his new sepulchre, that was excavated in a rock. And he rolled a great stone against the door of the sepulchre, and departed:
281b3d005b	And there were present Mary of Magdala, and the other Mary, who sat over against the grave.
281b3e006c	And on the day that was next after the preparation, the chief priests and Pharisees assembled before Pilate,
281b3f0074	and said to him: Our Lord, we remember that this deceiver said, while he was alive, After three days, I shall arise.
281b4000db	Command, therefore to guard the sepulchre; until the third day; lest his disciples come and steal him away by night, and say to the people that he hath risen from the dead; and the last delusion be worse than the first.
281b410047	Pilate said to them: Ye have soldiers: go and guard it, as ye know how.
281b420045	And they went and set a guard to the sepulchre, and sealed the stone.
281c010094	And in the close evening of the sabbath, as the first day of the week began to dawn, came Mary of Magdala and the other Mary, to view the sepulchre.
281c020098	And lo, there was a great earthquake: for an angel of the Lord descended from heaven, and came and rolled away the stone from the door, and sat upon it.
281c030047	And his aspect was like the lightning; and his raiment white like snow:
281c040048	and from fear of him the keepers were astounded, and became as dead men.
281c050071	And the angel answered, and said to the women: Be not ye afraid, for I know that ye seek Jesus who was crucified.
281c060061	He is not here; for he is risen, as he predicted. Come ye, see the place where our Lord was laid.
281c07009d	And then go quickly, tell his disciples, that he is risen from the dead; and lo, he precedeth you to Galilee; there will ye see him. Behold, I have told you.
281c080061	And they went quickly from the sepulchre, with fear and great joy, and ran to tell his disciples.
281c09006b	And lo, Jesus met them, and said to them: Hail, ye. And they came and clasped his feet, and worshipped him.
281c0a0078	Then Jesus said to them: Be not afraid; but go, tell my brethren, that they go into Galilee, and there they will see me.
281c0b0073	And while they were going, some of the guards came into the city, and told the chief priests all that had occurred.
281c0c0064	And they assembled with the Elders, and held a council; and they gave no little money to the guards,
281c0d0064	and said to them: Say ye, that his disciples came and stole him away by night, while we were asleep.
281c0e006a	And if this should be reported before the President, we will pacify him, and cause you not to be troubled.
281c0f0077	And they, having received the money, did as they were instructed. And this story is current among the Jews to this day.
281c10005f	And the eleven disciples went into Galilee, to the mountain which Jesus had appointed for them.
281c110040	And when they beheld him, they worshipped him: but some doubted.
281c1200a4	And Jesus came near, and discoursed with them, and said to them: All authority is given to me, in heaven and on earth. And as my Father sent me, so also I send you.
281c13007f	Go ye, therefore, and instruct all nations; and baptize them in the name of the Father, and of the Son, and of the Holy Spirit.
281c1400ff	And teach them to observe all that I have commanded you. And, behold, I am with you always, unto the consummation of the worlds Amen. Completion of the Holy Gospel as published by Matthew; and which he published in Hebrew, in the land of the Palestineans.
2900000004	Mark
2901010041	THE beginning of the gospel of Jesus the Messiah, the Son of God.
290102006f	As it is written in Isaiah the prophet: Behold, I send my messenger before thy face, who shall prepare thy way.
2901030061	The voice of one crying in the wilderness: Prepare ye the way of the Lord; make smooth his paths.
2901040064	John baptized in the wilderness, and proclaimed the baptism of repentance for the remission of sins.
290105009f	And there went out to him all the region of Judaea, and all the people of Jerusalem; and he baptized them in the river Jordan, while they confessed their sins.
2901060093	And this John was clad in raiment of camels' hair; and was girded with a cincture of skin about his loins; and his food was locusts and wild honey.
2901070096	And he proclaimed, and said: Behold, after me cometh one more powerful than I, of whom I am not worthy to stoop and untie the fastenings of his shoes.
290108004d	I have baptized you with water; but he will baptize you with the Holy Spirit.
290109006d	And it occurred, in those days, that Jesus came from Nazareth in Galilee, and was baptized in Jordan by John.
29010a0077	And immediately on his coming from the water, he saw the heavens cleft, and the Spirit descending like a dove upon him.
29010b0053	And there was a voice from the heavens: Thou art my beloved Son, in whom I delight.
29010c0038	And directly the Spirit carried him into the wilderness:
29010d0085	and he was there in the wilderness forty days, being tempted by Satan. And he was with the wild beasts; and angels ministered to him.
29010e0068	After John was delivered up, Jesus came into Galilee, and proclaimed the tidings, of the kingdom of God,
29010f0064	and said: The time is completed, and the kingdom of God is near. Repent ye, and believe the tidings.
2901100082	And as he walked near the sea of Galilee, he saw Simon and Andrew his brother casting a net into the sea, for they were fishermen.
290111004a	And Jesus said to them: Come after me, and I will make you fishers of men.
2901120039	And immediately they left their nets, and went after him.
2901130085	And as he passed on a little, he saw James the son of Zebedee, and John his brother, who also were in a ship, and mending their nets.
290114007c	And he called them: and immediately they left Zebedee their father in the ship, with the hired servants, and went after him.
290115005a	And when they entered Capernaum, he immediately taught on the sabbath in their synagogues.
290116006c	And they were astonished at his doctrine; for he taught them, as having authority, and not as their Scribes.
2901170052	And in their synagogue was a man, in whom was an unclean spirit; and he cried out,
290118008a	and said: What have we to do with thee? Jesus thou Nazarean. Hast thou come to destroy us? I know thee, who thou art, the Holy One of God.
2901190045	And Jesus rebuked him, and said: Shut thy mouth, and come out of him.
29011a0058	And the unclean spirit threw him down, and cried with a loud voice, and came out of him.
29011b00b2	And they were all amazed, and inquired one of another, and said: What is this? What new doctrine is this? For with authority he commandeth the unclean spirits, and they obey him.
29011c003d	And immediately his fame spread into all the land of Galilee.
29011d0067	And he retired from the synagogue, and entered into the house of Simon and Andrew, with James and John.
29011e0053	And Simon's mother-in-law was lying sick with a fever: and they told him about her.
29011f0072	And he came, and took her hand, and raised her up; and immediately the fever left her, and she ministered to them.
290120006d	And in the evening at the setting of the sun, they brought to him all them that were diseased, and demoniacs.
290121002b	And all the city was collected at the door.
290122008f	And he healed many who labored under divers diseases, and cast out many demons; and he suffered not the demons to speak, because they knew him.
2901230062	And in the morning, he rose much before others, and retired to a solitary place, and there prayed.
290124002c	And Simon and his associates sought for him.
290125004a	And when they found him, they said to him: Every body is seeking for thee.
290126007a	And he said to them: Go into the adjacent villages and towns; for there also I will preach, because therefore have I come.
290127004d	And he preached in all their synagogues, in all Galilee, and cast out demons.
290128007a	And a leper came to him, and fell at his feet, and entreated him, and said to him: If thou wilt, thou canst make me clean.
290129006e	And Jesus had compassion on him, and stretched out his hand, and touched him, and said: I will; be thou clean.
29012a0045	And in that hour, his leprosy departed from him, and he became clean.
29012b0026	And he charged him, and sent him away,
29012c00b9	and he said to him: See that thou tell no person; but go, show thyself to the priests, and offer an oblation on account of thy purification, as Moses commanded, for a testimony to them.
29012d00ca	And he, as he went out, began to proclaim it much, and to divulge the matter; so that Jesus could not openly go into the city, but was without, in desert places; and they came to him from every quarter.
2902010066	And Jesus again entered into Capernaum, after some days. And when they heard that he was in the house,
2902020079	many were assembled, so that the house could not contain them, not even before the door. And he held discourse with them.
2902030050	And they came to him and brought to him a paralytic, borne between four persons.
29020400bf	And as they could not come near him on account of the crowd, they ascended to the roof, and removed the covering of the place where Jesus was, and let down the bed on which the paralytic lay.
290205005d	And when Jesus saw their faith, he said to the paralytic: My son, thy sins are forgiven thee.
2902060056	And there were some Scribes and Pharisees there, who sat and reasoned in their hearts:
2902070047	Who is this speaking, blasphemy? Who can forgive sins, except God only?
290208007c	And Jesus knew, in his spirit, that they thus reasoned in themselves; and he said to them: Why reason ye thus in your heart?
2902090074	Which is the easier, to say to a paralytic, Thy sins are forgiven thee? or to say, Arise, take up thy bed, and walk?
29020a0067	But that ye may know that the Son of man hath power on earth to forgive sins, he said to the paralytic,
29020b0038	I say to thee, Arise, take thy bed, and go to thy house.
29020c009f	And he arose in that hour, took up his bed, and departed in presence of them all: so that they were all amazed, and praised God, saying: We never saw the like.
29020d0054	And he went again to the sea; and all the multitude came to him, and he taught them.
29020e0096	And as he passed along he saw Levi the son of Alpheus sitting among the publicans. And he said to him: Come after me. And he arose and went after him.
29020f00a9	And it was so, that as he reclined in his Levi's house, many publicans and sinners reclined with Jesus and with his disciples: for they were many, and they followed him.
29021000a5	And when the Scribes and Pharisees saw that he ate with publicans and with sinners, they said to his disciples: Why doth he eat and drink with publicans and sinners?
2902110099	When Jesus heard it, he said to them: The healthy need not a physician, but those laboring under disease: I came, not to call the righteous, but sinners.
29021200b3	And the disciples of John and of the Pharisees were fasters; and they came and said to him: Why are the disciples of John and of the Pharisees fasters, and thy disciples fast not?
290213006a	Jesus said to them: Can the guests of the nuptial chamber fast so long as the bridegroom is with them? No.
290214006a	But the days will come, when the bridegroom will be taken from them, and then they will fast, in that day.
290215009a	No one taketh a patch of new cloth and seweth it upon an old garment, lest the supplemental new should take from the old, and the rent become the greater.
29021600a0	And no one putteth new wine into old sacks, lest the wine burst the sacks, and the sacks be spoiled, and the wine spilled; but they put new wine into new sacks.
2902170073	And it was so, that as Jesus on a sabbath walked in the tillage grounds, his disciples walked and plucked the ears.
2902180059	And the Pharisees said to him: See, how on the sabbath, they do that which is not lawful?
290219006e	Jesus said to them: Have ye never read what David did, when he had need and was hungry, he and his attendants?
29021a00be	How he entered the house of God, when Abiathar was high priest, and ate the bread of the Lord's table, which it was not lawful for any but priests to eat, and gave it also to those with him?
29021b0064	And he said to them: The sabbath was made on man's account, and not man for the sake of the sabbath.
29021c0035	Therefore also the Son of man is lord of the sabbath.
290301005d	And again Jesus entered into a synagogue. And there was a man there, whose hand was withered.
2903020053	And they watched him, that if he should heal on the sabbath, they might accuse him.
2903030043	And he said to the man of the withered hand: Stand up in the midst.
290304008e	And he said also to them: Is it lawful to do good on the sabbath, or to do evil? to give life to a person, or to destroy? But they were silent
29030500ba	And he looked on them with indignation, being grieved with the hardness of their heart. And he said to the man: Stretch forth thy hand. And he stretched forth, and his hand was restored.
2903060089	And the Pharisees went out, that very hour, with the domestics of Herod, and held a consultation against him, how they might destroy him.
290307006a	And Jesus retired with his disciples to the sea. And many people joined him from Galilee, and from Judaea,
290308009c	and from Jerusalem, and from Idumaea, and from beyond Jordan, and from Tyre, and from Sidon: great multitudes, when they heard all that he did, came to him.
290309006b	And he told his disciples to bring him a ship, on account of the multitude, lest they should crowd upon him
29030a004c	For he had healed many, so that they rushed upon him, in order to touch him.
29030b0080	And they who were afflicted with unclean spirits, when they saw him, fell down and cried out, and said: Thou art the Son of God.
29030c0030	And he charged them much, not to make him known.
29030d004d	And he ascended a mountain, and called whom he pleased; and they came to him.
29030e0045	And he chose twelve to be with him, whom he would send out to preach,
29030f0042	and who would have power to heal the sick, and to cast out demons.
2903100028	And to Simon he gave the name of Cephas.
290311007a	And to James the son of Zebedee and to John the brother of James, he gave the name of Boanerges, that is, Sons of thunder.
2903120094	And he chose also Andrew, and Philip, and Bartholomew, and Matthew, and Thomas, and James the son of Alpheus, and Thaddeus, and Simon the Canaanite,
2903130041	And Judas Iscariot, who betrayed him. And they came to the house:
2903140044	and the multitude assembled again, so that they could not eat bread.
2903150058	And his kinsmen heard, and went out to take him; for they said: He is out of his reason.
2903160080	And those Scribes that had come down from Jerusalem, said: Beelzebub is in him; and by the prince of demons he expelleth demons.
2903170056	And Jesus called them, and said to them, by similitudes: How can Satan cast out Satan?
2903180046	For if a kingdom be divided against itself, that kingdom cannot stand.
2903190042	And if a house be divided against itself, that house cannot stand.
29031a0057	And if Satan rise up against himself and be divided, he cannot stand, but is at an end.
29031b0086	No one can enter the house of a strong man, and plunder his goods, unless he first bind the strong man; and then he may rob his house.
29031c005c	Verily I say to you: All sins, and the blasphemies that men may utter, may be forgiven them:
29031d0086	but whoever shall blaspheme against the Holy Spirit, to him for ever there is no forgiveness; but he is obnoxious to eternal judgment.
29031e0033	Because they had said: An unclean spirit is in him.
29031f0056	And his mother and his brothers came, and, standing without, sent to call him to them.
2903200079	And the multitude were sitting around him, and they said to him: Lo, thy mother and thy brothers, without, call for thee.
2903210048	He replied, and said to them: Who is my mother? and who are my brothers?
290322005d	And he looked upon those who sat by him, and said: Behold my mother! and, behold my brothers!
2903230059	For whoever shall do the pleasure of God, he is my brother, and my sister, and my mother.
29040100d4	And again he began to teach by the side of the sea. And great multitudes were assembled about him; so that he embarked and sat in a ship on the sea, and all the multitude stood on the land by the side of the sea.
2904020045	And he taught them much by similitudes. And in his teaching, he said:
290403002a	Hear ye: Behold a sower went forth to sow.
290404005a	And as he sowed, some seed fell on the side of the path; and a bird came, and devoured it.
2904050074	And other seed fell on a rock, so that it had not much earth; and it soon shot up, because it had no depth of earth.
290406004c	But when the sun was up, it wilted; and because it had no root, it dried up.
2904070062	And other seed fell among thorns. And the thorns grew up, and choked it, and it yielded no fruits.
290408007b	And other seed fell on good ground, and came up, and grew, and yielded fruits; some thirty, some sixty, and some a hundred.
2904090035	And he said: Whoever hath ears to hear, let him hear.
29040a0071	And when they were by themselves, those with him, together with the twelve, asked him concerning this similitude.
29040b0081	And Jesus said to them: To you it is given to know the mystery of the kingdom of God; but to them without, all is in similitudes:
29040c00a3	that when they see, they may see and not see, and when they hear, they may hear and not understand; lest they should be converted, and their sins be forgiven them.
29040d0066	And he said to them: Do ye not understand this similitude? And how will ye understand all similitudes?
29040e0025	The sower that sowed, sowed the word.
29040f00ae	And those by the side of the path, are they in whom the word is sown; and as soon as they have heard it, Satan cometh, and taketh away the word that was sown in their hearts.
2904100063	And those sown on the rock, are they who, when they hear the word, immediately with joy receive it.
2904110090	And they have no root in them, but are temporary; and when there is affliction or persecution on account of the word, they are quickly stumbled.
2904120039	And those sown among thorns, are they that hear the word,
2904130093	and the cares of this world, and the deceitfulness of riches, and the residue of other lusts enter in and choke the word, and it is without fruits.
